,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,classification
20,100,-88,-56,100,100,100,100,-85,-80,100,100,100,100,-86,100,100,-76,-78,100,100,100,100,100,100,100,58
21,100,-82,-55,100,100,100,-95,-83,-84,100,100,100,100,-89,100,100,-82,-73,100,100,100,100,100,100,100,58
22,100,-82,100,100,100,100,-97,-83,-84,100,100,100,100,100,100,100,-80,-73,100,100,100,100,100,100,100,58
23,100,100,-56,100,100,100,-96,-84,-80,100,100,100,100,-89,100,100,100,-69,100,100,100,100,100,100,100,58
24,100,-82,-54,100,100,100,-98,-87,-82,100,100,100,100,-91,100,100,-76,-78,100,100,100,100,100,100,100,58
25,100,-88,-57,100,100,100,-94,-84,-80,100,100,100,100,-92,100,100,-87,-69,100,100,100,100,100,100,100,58
26,100,-88,-56,100,100,100,100,-84,-80,100,100,100,100,-86,100,100,100,-69,100,100,100,100,100,100,100,58
27,100,-92,-58,100,-96,100,100,-86,-82,100,100,100,100,-91,100,100,-76,-78,100,100,100,100,100,100,100,58
28,100,-82,-54,100,100,100,100,-82,-81,100,100,100,100,-89,100,100,100,-73,100,100,100,100,100,100,100,58
29,100,-82,-58,100,100,100,-95,-86,-82,100,100,100,100,-91,100,100,-76,-78,100,100,100,100,100,100,100,58
30,100,-93,-58,100,100,100,-96,-86,-82,100,100,100,100,-90,100,100,-76,-78,100,100,100,100,100,100,100,58
31,100,-82,-54,100,100,100,100,-83,-84,100,100,100,100,-90,100,100,-80,-73,100,100,100,100,100,100,100,58
32,100,-91,-58,100,-99,100,-98,-84,-81,100,100,100,100,-92,100,100,-76,-78,100,100,100,100,100,100,100,58
33,100,-82,-56,100,100,100,-94,-83,-83,100,100,100,100,-87,100,100,-80,-73,100,100,100,100,100,100,100,58
34,100,-83,-54,100,100,100,-96,-82,-84,100,100,100,100,-89,100,100,-80,-73,100,100,100,100,100,100,100,58
35,100,100,-56,100,100,100,100,-85,-80,100,100,100,100,-86,100,100,-89,-66,100,100,100,100,100,100,100,58
36,100,-82,-54,100,100,100,-97,-83,-83,100,100,100,100,-89,100,100,-80,-73,100,100,100,100,100,100,100,58
37,100,-92,-58,100,-97,100,100,-84,-80,100,100,100,100,-91,100,100,-76,-78,100,100,100,100,100,100,100,58
38,100,-89,-57,100,100,100,-96,-84,-80,100,100,100,100,-86,100,100,100,-68,100,100,100,100,100,100,100,58
39,100,-93,-59,100,100,100,100,-87,-82,100,100,100,100,-91,100,100,-76,-78,100,100,100,100,100,100,100,58
40,100,-88,-56,100,100,100,100,-84,-80,100,100,100,100,-86,100,100,-101,-69,100,100,100,100,100,100,100,58
41,100,-92,-58,100,100,100,100,-83,-83,100,100,100,100,-89,100,100,-80,-73,100,100,100,100,100,100,100,58
42,100,-94,-58,100,-98,100,100,-86,-82,100,100,100,100,-91,100,100,-76,-78,100,100,100,100,100,100,100,58
43,100,-83,-54,100,100,100,100,-82,-83,100,100,100,100,-89,100,100,-80,-73,100,100,100,100,100,100,100,58
44,100,-92,-58,100,100,100,-97,-86,-82,100,100,100,100,-92,100,100,-76,-78,100,100,100,100,100,100,100,58
45,100,-90,-56,100,-98,100,-96,-85,-80,100,100,100,100,-85,100,100,100,-68,100,100,100,100,100,100,100,58
46,100,-83,-54,100,100,100,-96,-83,-83,100,100,100,100,-89,100,100,-80,-73,100,100,100,100,100,100,100,58
47,100,-89,-56,100,-99,100,100,-85,-80,100,100,100,100,-86,100,100,100,-68,100,100,100,100,100,100,100,58
48,100,-82,-54,100,100,100,-97,-83,-83,100,100,100,100,-90,100,100,-80,-73,100,100,100,100,100,100,100,58
49,100,-93,-58,100,-95,100,-98,-87,-82,100,100,100,100,-91,100,100,-76,-78,100,100,100,100,100,100,100,58
50,100,-89,-57,100,100,100,100,-84,-80,100,100,100,100,-86,100,100,-99,-68,100,100,100,100,100,100,100,58
51,100,-92,-58,100,100,100,100,-86,-82,100,100,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,58
52,100,-88,-57,100,100,100,100,-85,-80,100,100,100,100,-86,100,100,-76,-69,100,100,100,100,100,100,100,58
53,100,-82,-54,100,100,100,-94,-83,-83,100,100,100,100,-89,100,100,-80,-69,100,100,100,100,100,100,100,58
54,100,-91,-58,100,-96,100,100,-87,-82,100,100,100,100,-91,100,100,-76,-78,100,100,100,100,100,100,100,58
55,100,-92,-58,100,100,100,-98,100,-83,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,58
56,100,-93,-59,100,100,100,-100,-83,-83,100,100,100,100,-90,100,100,-76,-78,100,100,100,100,100,100,100,58
57,100,-88,-57,100,100,100,100,-85,-80,100,100,100,100,-86,100,100,-76,-68,100,100,100,100,100,100,100,58
58,100,-82,-54,100,100,100,-97,-83,-80,100,100,100,100,-89,100,100,-80,-73,100,100,100,100,100,100,100,58
59,100,100,-54,100,100,100,100,-83,-83,100,100,100,100,-89,100,100,100,-73,100,100,100,100,100,100,100,58
1,100,-77,-55,100,100,100,100,-87,-71,100,100,100,100,-88,100,100,-72,-62,100,100,100,100,100,100,100,58
2,100,-83,-54,100,100,100,-88,-94,-76,100,100,100,100,-86,100,100,-72,-64,100,100,100,100,100,100,100,58
3,100,-82,-51,100,100,100,100,-87,-80,100,100,100,100,100,100,100,-76,-61,100,100,100,100,100,100,100,58
4,100,-83,-53,100,-89,100,-87,-94,-77,100,100,100,100,-94,100,100,-77,-72,100,100,100,100,100,100,100,58
5,100,-82,-55,100,-88,100,-83,-83,-85,100,100,100,100,-85,100,100,-75,-62,100,100,100,100,100,100,100,58
6,100,-77,-52,100,100,100,-83,-88,-81,100,100,100,100,100,100,100,-75,-62,100,100,100,100,100,100,100,58
7,100,-83,-52,100,-87,100,-94,-93,-75,100,100,100,100,-86,100,100,-75,-62,100,100,100,100,100,100,100,58
8,100,-83,-55,100,-88,100,-83,-88,-74,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100,58
9,100,-76,-52,100,-86,100,-94,-86,-74,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100,58
10,100,-76,-52,100,-88,100,-83,-86,-79,100,100,100,100,-94,100,100,-75,-66,100,100,100,100,100,100,100,58
11,100,-79,-52,100,-86,100,-83,-89,-74,100,100,100,100,100,100,100,-75,-62,100,100,100,100,100,100,100,58
12,100,-79,-52,100,-87,100,100,-88,-79,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100,58
13,100,-83,-55,100,-86,100,-83,-89,-79,100,100,100,100,100,100,100,-71,-66,100,100,100,100,100,100,100,58
14,100,-79,-52,100,-86,100,-94,-88,-75,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100,58
15,100,-83,-55,100,100,100,-83,-88,-74,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100,58
16,100,-79,-52,100,-87,100,-94,-86,-75,100,100,100,100,-94,100,100,-75,-66,100,100,100,100,100,100,100,58
17,100,-83,-55,100,-86,100,-83,-88,-79,100,100,100,100,-94,100,100,-75,-62,100,100,100,100,100,100,100,58
18,100,-76,-52,100,-87,100,-94,-88,-79,100,100,100,100,-94,100,100,-82,-62,100,100,100,100,100,100,100,58
19,100,-79,-52,100,-88,100,-83,-94,-74,100,100,100,100,-86,100,100,-75,-62,100,100,100,100,100,100,100,58
20,100,-76,-52,100,-87,100,-83,-89,-79,100,100,100,100,100,100,100,-71,-66,100,100,100,100,100,100,100,58
21,100,-76,-52,100,-88,100,-83,-86,-74,100,100,100,100,-94,100,100,-71,-62,100,100,100,100,100,100,100,58
22,100,-79,-52,100,-88,100,-83,-93,-74,100,100,100,100,-86,100,100,-71,-66,100,100,100,100,100,100,100,58
23,100,-76,-55,100,-92,100,-83,-88,-74,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100,58
24,100,-76,-55,100,-92,100,-83,-88,-74,100,100,100,100,-86,100,100,-75,-62,100,100,100,100,100,100,100,58
25,100,100,-52,100,-92,100,-83,-93,-74,100,100,100,100,100,100,100,-83,-66,100,100,100,100,100,100,100,58
26,100,-76,-52,100,100,100,-94,-86,-74,100,100,100,100,-94,100,100,-75,-66,100,100,100,100,100,100,100,58
27,100,-79,-52,100,-88,100,-83,-87,-74,100,100,100,100,-94,100,100,-71,-62,100,100,100,100,100,100,100,58
28,100,-79,-52,100,-87,100,-94,-86,-74,100,100,100,100,-86,100,100,-75,-62,100,100,100,100,100,100,100,58
29,100,-79,-52,100,-88,100,-83,-89,-74,100,100,100,100,-94,100,100,-75,-62,100,100,100,100,100,100,100,58
30,100,-83,-55,100,-86,100,-94,-87,-74,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100,58
31,100,-76,-52,100,-87,100,-94,-86,-74,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100,58
32,100,-79,-52,100,-93,100,-94,-89,-74,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100,58
33,100,-76,-52,100,-86,100,-83,-87,-79,100,100,100,100,-94,100,100,-82,-62,100,100,100,100,100,100,100,58
34,100,-83,-52,100,-86,100,-83,-87,-79,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100,58
35,100,-83,-55,100,-87,100,100,-88,-74,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100,58
36,100,-76,-55,100,-93,100,-94,-86,-74,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
37,100,-82,-55,100,-92,100,-83,-93,-74,100,100,100,100,-93,100,100,-71,-62,100,100,100,100,100,100,100,58
38,100,-82,-52,100,-88,100,-83,-93,-74,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
39,100,-82,-55,100,-87,100,-83,-89,-75,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
40,100,-83,-55,100,-88,100,-83,-93,-74,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
41,100,-76,-52,100,-87,100,-94,-93,-75,100,100,100,100,-86,100,100,-75,-63,100,100,100,100,100,100,100,58
42,100,-76,-55,100,-87,100,-83,-86,-74,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100,58
43,100,-76,-52,100,-88,100,-83,-93,-79,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
44,100,-83,-52,100,-86,100,-83,-87,-75,100,100,100,100,-86,100,100,-71,-63,100,100,100,100,100,100,100,58
45,100,-76,-52,100,-86,100,-94,-86,-74,100,100,100,100,-86,100,100,-71,-66,100,100,100,100,100,100,100,58
46,100,-79,-52,100,-86,100,-94,-86,-74,100,100,100,100,-86,100,100,-71,100,100,100,100,100,100,100,100,58
47,100,-83,-53,100,-88,100,-83,-86,-75,100,100,100,100,100,100,100,-82,-66,100,100,100,100,100,100,100,58
48,100,-82,-55,100,-87,100,-83,-88,-75,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100,58
49,100,-83,-52,100,-88,100,-83,-89,-74,100,100,100,100,-94,100,100,-82,-66,100,100,100,100,100,100,100,58
50,100,-76,-52,100,-87,100,-83,-89,-79,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100,58
51,100,-76,-52,100,-88,100,-83,-89,-74,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
52,100,-76,-52,100,100,100,-83,-86,-74,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
53,100,-76,-53,100,-87,100,-94,-86,-75,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
54,100,-82,-52,100,-86,100,-94,-88,-74,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100,58
55,100,-83,-55,100,-86,100,-94,-88,-79,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
56,100,-79,-52,100,-86,100,-83,-94,-74,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
57,100,-82,-52,100,-86,100,-94,-86,-75,100,100,100,100,-86,100,100,-71,-66,100,100,100,100,100,100,100,58
58,100,-76,-52,100,-86,100,-94,-89,-74,100,100,100,100,-86,100,100,-75,-62,100,100,100,100,100,100,100,58
59,100,-79,-52,100,-88,100,-94,-88,100,100,100,100,100,-86,100,100,-75,-66,100,100,100,100,100,100,100,58
1,-86,-63,-91,100,-75,-80,-90,100,-64,100,100,-88,-82,-89,100,-75,-81,-88,100,100,100,100,100,-80,-88,32
2,-76,-66,-80,100,-70,-86,-89,100,-62,100,100,-87,-88,-89,100,-74,-74,-82,100,100,100,100,100,-67,-86,32
3,-77,-62,-86,100,-68,-79,100,100,-69,100,100,-89,-80,-89,100,-79,-77,-83,100,100,100,100,100,-68,-89,32
4,-86,-56,-87,100,-64,-84,-93,100,-65,100,100,-78,-84,-91,100,-72,-71,-82,100,100,100,100,100,-81,100,32
5,-80,-54,-91,100,-70,-93,100,100,-66,100,100,-78,-84,-90,100,-77,-72,-83,100,100,100,100,100,-83,-80,32
6,-79,-60,-78,100,-72,-77,-91,100,-73,100,100,-85,-85,100,100,-72,-70,-85,100,100,100,100,100,-76,-80,32
7,-85,-55,-89,100,-68,-77,-93,100,-71,100,100,-77,-82,-91,100,-80,-71,-89,100,100,100,100,100,-68,-80,32
8,-79,-54,-80,100,-72,-89,100,-97,-60,100,100,-77,-87,-90,100,-72,-71,-84,100,100,100,100,100,-73,-86,32
9,-80,-54,-80,100,-71,-77,100,100,-59,100,100,-80,-84,-88,100,-84,-80,-90,100,100,100,100,100,-68,-76,32
10,-84,-55,-79,100,-71,-85,100,100,-65,100,100,-80,-79,100,100,-81,-71,-86,100,100,100,100,100,-75,-80,32
11,-79,-59,-92,100,-65,100,-92,-96,-65,100,100,-78,-79,-92,100,-85,-90,100,100,100,100,100,100,-69,-81,32
12,-79,-55,-79,100,-65,-85,-94,100,-60,100,100,-80,-79,-91,100,-71,-77,-90,100,100,100,100,100,-81,-80,32
13,-79,-54,-87,100,-69,-77,100,100,-60,100,100,-78,-83,-91,100,-85,-78,-90,100,100,100,100,100,-69,-73,32
14,-84,-54,-78,100,-71,-85,-94,100,-72,100,100,-80,-83,-91,100,-72,-78,100,100,100,100,100,100,-81,-73,32
15,-79,-55,-86,100,-69,-94,-91,100,-65,100,100,-86,-79,-92,100,-81,-71,-83,100,100,100,100,100,-75,-73,32
16,-83,-55,-94,100,-65,-77,-91,100,-72,100,100,-80,-79,100,100,-72,-93,-85,100,100,100,100,100,-69,-83,32
17,-96,-54,-86,100,-69,-85,100,100,-60,100,100,-78,-79,-92,100,-72,-78,-82,100,100,100,100,100,-73,-83,32
18,-79,-54,-86,100,-69,-77,-99,-96,-65,100,100,-78,-83,100,100,-84,-71,-83,100,100,100,100,100,-81,-83,32
19,-79,-59,-80,100,-69,-85,-91,100,100,100,100,-86,-83,-91,100,-84,-78,100,100,100,100,100,100,-80,-80,32
20,-79,-54,100,100,-69,-77,-96,100,-72,100,100,-78,-84,-93,100,-72,-71,-82,100,100,100,100,100,-69,-83,32
21,-79,-59,-80,100,-71,-85,-91,100,-72,100,100,-80,-83,100,100,-72,-91,100,100,100,100,100,100,-81,-84,32
22,-79,-55,-80,100,-71,-77,-94,100,-65,100,100,-80,-83,-91,100,-85,-78,-87,100,100,100,100,100,-74,-83,32
23,-84,-59,-96,100,-69,-85,-95,100,-65,100,100,-78,-83,-92,100,-72,-78,-88,100,100,100,100,100,-81,-83,32
24,-84,-59,-79,100,-71,-77,-94,100,-72,100,100,-78,-83,-92,100,-84,-80,-89,100,100,100,100,100,-69,-73,32
25,-84,-54,-79,100,-66,-77,-91,100,-65,100,100,-78,-79,-91,100,-72,-71,-89,100,100,100,100,100,-69,-80,32
26,-79,-55,-86,100,-65,-85,100,-95,-60,100,100,-78,-83,-91,100,-72,-71,-81,100,100,100,100,100,-81,-83,32
27,-84,-54,-86,100,-69,-85,100,-95,-65,100,100,-78,-79,100,100,-72,-71,-83,100,100,100,100,100,-80,-84,32
28,-96,-60,-91,100,-68,-82,-96,100,-72,100,100,-78,-79,100,100,100,-89,-85,100,100,100,100,100,-69,-80,32
29,-82,-59,-86,100,-71,100,-95,100,-60,100,100,-80,-78,100,100,-84,-78,-88,100,100,100,100,100,-81,-75,32
30,-78,-54,-80,100,-65,-94,-92,100,-72,100,100,-80,-84,-91,100,-85,-71,-86,100,100,100,100,100,-69,-83,32
31,-84,-55,-80,100,-65,-85,-95,100,-60,100,100,-78,-83,-92,100,-81,-78,-88,100,100,100,100,100,-81,-83,32
32,-83,-55,-80,100,-69,-94,100,100,-65,100,100,-86,-83,-92,100,-81,-71,-88,100,100,100,100,100,-69,-72,32
33,-79,-55,-86,100,-66,-85,100,-97,-65,100,100,-86,-83,-92,100,-81,-78,-88,100,100,100,100,100,-69,-73,32
34,-79,-55,-86,100,-71,100,-94,100,-59,100,100,-80,-83,100,100,-81,-78,-88,100,100,100,100,100,-80,-81,32
35,-79,-55,-86,100,-69,-93,-98,100,100,100,100,-80,-84,-98,100,-72,-71,-86,100,100,100,100,100,-75,-83,32
36,-83,-54,-80,100,-71,100,-92,100,-72,100,100,-80,-79,100,100,-72,-78,-88,100,100,100,100,100,-81,-73,32
37,-84,-55,-86,100,-71,-85,-98,100,-59,100,100,-78,-84,-92,100,-72,-78,-81,100,100,100,100,100,-74,-83,32
38,-83,-54,-95,100,-69,-77,-99,100,-72,100,100,-78,-79,-97,100,-72,-71,-87,100,100,100,100,100,-81,-83,32
39,-96,-55,-80,100,-65,-77,-94,100,-72,100,100,-78,-83,-91,100,-85,-78,-86,100,100,100,100,100,-81,-80,32
40,-79,-54,-86,100,-69,-77,-94,-97,-59,100,100,-86,-84,-91,100,-72,-91,-82,100,100,100,100,100,-81,-80,32
41,-83,-54,-86,100,-65,-77,-94,100,-60,100,100,-80,100,100,100,-85,-71,-81,100,100,100,100,100,-75,-73,32
42,-84,-59,-86,100,-65,-77,100,-100,-65,100,100,-78,-83,100,100,-85,-77,-88,100,100,100,100,100,-74,-72,32
43,-96,-54,-94,100,-69,-77,-92,100,-65,100,100,-80,-84,-91,100,-72,-78,-88,100,100,100,100,100,-69,-73,32
44,-79,-59,-95,100,-69,-94,-92,-97,-65,100,100,-78,-83,-91,100,-72,-91,-88,100,100,100,100,100,-81,-83,32
45,-84,-59,-80,100,-69,-77,100,-96,-59,100,100,-86,-79,-97,100,-85,-77,-86,100,100,100,100,100,-81,-80,32
46,-83,-54,-87,100,-69,-77,-92,100,-65,100,100,-80,-79,-92,100,-72,100,-88,100,100,100,100,100,-81,-73,32
47,-84,-59,-80,100,-69,-85,100,100,-72,100,100,-80,-79,-91,100,-72,-78,-82,100,100,100,100,100,-69,-73,32
48,-84,-54,-86,100,-69,-85,-99,100,-59,100,100,-78,-79,-91,100,-72,-71,-82,100,100,100,100,100,-69,-72,32
49,-79,-54,-80,100,-71,-85,-94,100,-72,100,100,-86,-83,100,100,-72,-78,-88,100,100,100,100,100,-81,-80,32
50,-83,-59,-86,100,-65,-78,100,100,-72,100,100,-86,-82,-92,100,-85,-78,-88,100,100,100,100,100,-75,-80,32
51,-79,-54,-95,100,-71,-77,100,100,-65,100,100,100,-84,-92,100,-81,-91,-81,100,100,100,100,100,-69,-72,32
52,-84,-55,-96,100,-71,-85,-95,100,-60,100,100,-78,-83,-93,100,-84,-77,100,100,100,100,100,100,-74,-80,32
53,-96,-55,-80,100,-69,-77,100,100,-59,100,100,-85,-84,-92,100,-72,-78,-88,100,100,100,100,100,-75,-83,32
54,-83,-59,-94,100,-69,-77,100,100,-72,100,100,-86,-83,-91,100,-85,-80,-88,100,100,100,100,100,-69,-83,32
55,-79,-55,-86,100,-65,-85,100,100,-72,100,100,-85,-79,-91,100,-85,-78,-88,100,100,100,100,100,-69,-72,32
56,-84,-54,-86,100,-65,-85,-95,100,-72,100,100,-85,-83,100,100,-85,-78,-81,100,100,100,100,100,-75,-73,32
57,-79,-59,-86,100,-69,-77,-95,100,-65,100,100,-78,-79,100,100,-72,-71,-86,100,100,100,100,100,-69,-72,32
58,-79,-55,-81,100,-71,-77,-99,100,-65,100,100,-78,-79,-91,100,-72,100,-86,100,100,100,100,100,-81,-73,32
59,-83,-55,-80,100,-69,-85,-94,100,-72,100,100,-78,-79,100,100,-72,-78,-89,100,100,100,100,100,-80,-83,32
1,100,-78,-85,100,-76,-92,100,100,-82,100,100,100,-95,-89,100,-99,-76,-88,100,100,100,100,100,-80,-91,54
2,100,-59,-78,100,-78,-84,100,100,-74,100,100,100,-96,-81,100,-94,-68,-87,100,100,100,100,100,-78,-88,54
3,100,-77,-84,100,-76,100,100,100,-80,100,100,100,100,-88,100,100,-77,-92,100,100,100,100,100,-79,100,54
4,100,-58,-72,100,-80,-84,100,100,-71,100,100,100,-95,-82,100,-92,-68,-82,100,100,100,100,100,-78,100,54
5,100,-58,-67,100,-78,100,100,-96,-73,100,100,100,100,-78,100,-92,-74,-88,100,100,100,100,100,-78,-90,54
6,100,-76,-85,100,-75,-88,100,100,-79,100,100,100,100,-87,100,100,-76,-87,100,100,100,100,100,-82,-93,54
7,100,-57,-66,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,-83,100,100,100,100,100,100,-91,54
8,100,-77,-85,100,-75,100,100,100,-81,100,100,100,100,-88,100,100,-76,-96,100,100,100,100,100,-79,-89,54
9,100,-58,-74,100,-79,-84,100,100,-71,100,100,100,100,-82,100,-92,-68,-84,100,100,100,100,100,-78,-88,54
10,100,-58,-69,100,-78,-84,100,-94,-76,100,100,100,100,-79,100,100,-74,-84,100,100,100,100,100,-78,-90,54
11,100,-58,100,100,100,100,100,100,-73,100,100,100,100,-82,100,100,-73,-82,100,100,100,100,100,100,-91,54
12,100,-58,-67,100,-80,-84,-93,100,-73,100,100,100,-94,-78,100,-93,-73,-86,100,100,100,100,100,-79,-90,54
13,100,-77,-85,100,-75,100,-95,100,-74,100,100,100,-97,-89,100,100,-76,-92,100,100,100,100,100,-79,-90,54
14,100,-58,-85,100,-80,100,100,-94,-70,100,100,100,-99,-81,100,100,-68,-83,100,100,100,100,100,-78,-87,54
15,100,100,-71,100,-78,-84,100,100,-70,100,100,100,100,100,100,-91,-68,100,100,100,100,100,100,-78,-88,54
16,100,-76,-71,100,-80,-93,100,100,-79,100,100,100,-97,-82,100,100,-67,-93,100,100,100,100,100,-78,100,54
17,100,-58,-67,100,-78,-84,-92,-95,-74,100,100,100,100,-82,100,-92,-73,-85,100,100,100,100,100,-78,-91,54
18,100,-80,-85,100,-75,100,100,100,-79,100,100,100,100,-88,100,100,-76,-90,100,100,100,100,100,-79,-90,54
19,100,-76,100,100,-75,100,100,100,-79,100,100,100,100,-88,100,100,100,-91,100,100,100,100,100,-79,100,54
20,100,-76,-86,100,-77,100,100,100,-74,100,100,100,100,-78,100,100,-74,-92,100,100,100,100,100,-78,-90,54
21,100,-77,-72,100,-79,-85,100,-93,-79,100,100,100,100,-88,100,100,-68,100,100,100,100,100,100,-78,-88,54
22,100,-58,-67,100,-78,-84,-94,100,-74,100,100,100,100,-79,100,-92,-74,-87,100,100,100,100,100,-78,-91,54
23,100,-58,-67,100,-78,100,100,100,-74,100,100,100,100,100,100,100,-73,-84,100,100,100,100,100,-79,-90,54
24,100,-58,-72,100,-79,-85,100,-94,-71,100,100,100,100,-82,100,-92,-67,-82,100,100,100,100,100,-78,-87,54
25,100,-58,-67,100,-78,-93,-95,-93,-74,100,100,100,100,-78,100,100,-73,-85,100,100,100,100,100,-80,-91,54
26,100,-58,-72,100,-79,-85,100,-94,-71,100,100,100,100,-82,100,-91,-67,-82,100,100,100,100,100,-78,100,54
27,100,-58,-72,100,-80,-84,100,100,-71,100,100,100,-98,-82,100,-91,-68,-82,100,100,100,100,100,-78,-87,54
28,100,-76,-86,100,-75,-93,100,100,-79,100,100,100,100,-88,100,100,-76,-94,100,100,100,100,100,-79,100,54
29,100,-58,-67,100,-80,-85,-93,-93,-71,100,100,100,100,-82,100,-93,-73,-82,100,100,100,100,100,-78,-91,54
30,100,-76,-85,100,-75,100,-94,100,-80,100,100,100,100,-88,100,100,-76,-85,100,100,100,100,100,-80,-90,54
31,100,-77,-84,100,-75,-95,100,100,-79,100,100,100,100,-88,100,100,-76,100,100,100,100,100,100,-79,100,54
32,100,-58,-66,100,-78,100,100,100,-74,100,100,100,100,-79,100,100,-73,-85,100,100,100,100,100,-78,-90,54
33,100,-76,-85,100,-75,100,100,100,-79,100,100,100,100,-88,100,100,-76,100,100,100,100,100,100,-80,-90,54
34,100,-58,-71,100,-78,100,100,100,-70,100,100,100,100,-78,100,-92,-73,-83,100,100,100,100,100,-78,-88,54
35,100,-58,-66,100,-78,100,-93,-96,-74,100,100,100,100,-78,100,100,-73,-84,100,100,100,100,100,-78,-90,54
36,100,-58,-72,100,-80,-85,-94,100,-71,100,100,100,100,-82,100,-92,-67,-84,100,100,100,100,100,-78,-88,54
37,100,-58,-67,100,-78,-85,-93,100,-74,100,100,100,100,-79,100,-91,-73,-85,100,100,100,100,100,-78,-90,54
38,100,-77,-85,100,-80,100,100,100,-79,100,100,100,100,-88,100,100,-68,-94,100,100,100,100,100,-78,-87,54
39,100,-58,-72,100,-80,-84,-94,-93,-70,100,100,100,100,-82,100,-91,-67,-82,100,100,100,100,100,-78,-87,54
40,100,-77,-86,100,-75,100,100,100,-79,100,100,100,100,-88,100,100,-76,100,100,100,100,100,100,-79,100,54
41,100,-58,-72,100,-80,-85,100,-95,-71,100,100,100,-96,-82,100,-92,-67,-82,100,100,100,100,100,-80,-87,54
42,100,-57,-67,100,-78,-85,-93,-93,-74,100,100,100,100,-78,100,-92,-73,-84,100,100,100,100,100,-78,100,54
43,100,-76,-85,100,-75,-92,100,100,-78,100,100,100,-97,-88,100,100,-76,-92,100,100,100,100,100,-80,-91,54
44,100,-58,-67,100,-78,100,-93,100,-74,100,100,100,100,-79,100,100,-73,-85,100,100,100,100,100,100,-91,54
45,100,-77,-85,100,-75,-92,100,-92,-79,100,100,100,100,-88,100,-100,-77,-93,100,100,100,100,100,-80,-89,54
46,100,-58,-72,100,-80,-84,-94,100,-70,100,100,100,-98,-82,100,-92,-68,100,100,100,100,100,100,-78,-87,54
47,100,-58,-67,100,-78,100,100,-92,-74,100,100,100,100,-78,100,100,-73,-84,100,100,100,100,100,-78,-90,54
48,100,100,100,100,-80,-85,100,100,-71,100,100,100,100,100,100,-92,-67,-81,100,100,100,100,100,-78,-88,54
49,100,-58,-67,100,-78,100,-93,-94,-74,100,100,100,-95,-77,100,-92,-73,-87,100,100,100,100,100,-79,-90,54
50,100,-77,-85,100,-75,-93,-91,100,-79,100,100,100,-97,-89,100,100,-76,100,100,100,100,100,100,-77,-90,54
51,100,-58,-72,100,-80,-85,-93,100,-71,100,100,100,-96,-82,100,-91,-68,-81,100,100,100,100,100,-78,-88,54
52,100,-76,-85,100,-75,-92,100,100,-70,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,-78,100,54
53,100,-58,-72,100,-80,-84,100,-93,-71,100,100,-102,-97,-82,100,-92,-67,-82,100,100,100,100,100,-78,-87,54
54,100,-58,-67,100,-78,-84,100,-93,-74,100,100,100,-98,-78,100,-92,-73,-85,100,100,100,100,100,-78,-90,54
55,100,-76,-85,100,-75,-93,-92,-99,-79,100,100,100,100,-88,100,100,-76,-90,100,100,100,100,100,-80,-90,54
