,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,classification
13,100,100,100,-67,-88,100,-87,-90,100,-79,-59,-82,100,100,100,-85,100,-83,100,-81,-72,100,-77,-73,100,6
14,100,100,100,-79,-91,100,-88,-94,100,-73,-61,-90,100,100,-94,-87,100,-91,-95,-83,-83,100,-83,-76,100,6
15,100,100,100,-64,-90,100,-87,-90,100,-80,-58,-82,100,100,-94,-84,100,-82,-82,-82,-72,100,-76,-73,100,6
16,100,100,100,-64,100,100,-87,-91,100,-81,-58,-82,100,100,100,-84,100,-82,100,-82,-71,100,-79,-73,100,6
17,100,100,100,-75,100,100,-87,-95,100,-74,-56,-81,100,100,-92,-87,100,-90,-82,-77,-70,100,-77,-71,100,6
18,100,100,100,-64,-90,100,-87,-91,100,-80,-58,-82,100,100,-96,-84,100,-82,-82,-82,-72,100,-79,-73,100,6
19,100,100,100,-76,-90,100,-87,-93,100,-73,-61,-91,100,100,-95,-88,100,-89,-82,-77,-71,100,-77,-75,100,6
20,100,100,100,-75,100,100,-87,-94,100,-73,-56,-81,100,100,-91,-88,100,-90,-82,-76,-70,100,-77,-71,100,6
21,100,100,100,-76,-90,100,-87,-94,100,-73,-60,-90,100,100,100,-88,100,-90,100,-83,-81,100,-83,-74,100,6
22,100,100,100,-76,100,100,-87,-94,100,-74,-56,-80,100,100,100,-87,100,-90,-82,-77,-69,100,-77,-71,100,6
23,100,100,100,-64,-90,100,-89,-90,100,-81,-58,-82,100,100,-96,-84,100,-82,-82,-82,-72,100,-78,-74,100,6
24,100,100,100,-76,-90,100,-88,-96,100,-73,-60,-89,100,100,-96,-89,100,-91,-97,-83,-82,100,-83,-75,100,6
25,100,100,100,-65,-90,100,-87,-91,100,-81,-58,-82,100,100,100,-84,100,-82,100,-82,-71,100,-78,-74,100,6
26,100,100,100,-76,-91,100,-88,-94,100,-73,-60,-90,100,100,-97,-88,100,-90,-95,-83,-82,100,-83,-75,100,6
27,100,100,100,-75,-92,100,-87,-96,100,-74,-56,-80,100,100,-92,-87,100,-88,-82,-77,-69,100,-77,-71,100,6
28,100,100,100,-65,-89,100,-86,-89,100,-82,-58,-82,100,100,-96,-84,100,-82,100,-83,-71,100,-78,-74,100,6
29,100,100,100,-74,100,100,-86,100,100,-74,-56,-80,100,100,-92,100,100,-89,-82,-77,-69,100,-77,-71,100,6
30,100,100,100,-65,-89,100,-87,-90,100,-81,-58,-82,100,100,-92,-85,100,-82,-82,-83,-72,100,-77,-74,100,6
31,100,100,100,-77,-91,100,-88,-94,100,-73,-60,-90,100,100,-96,-89,100,-91,-96,-83,-83,100,-83,-75,100,6
32,100,100,100,-76,100,100,-87,-96,100,-74,-56,-80,100,100,-93,-85,100,-88,-82,-78,-69,100,-77,-71,100,6
33,100,100,100,-78,100,100,-89,-95,100,-73,100,-89,100,100,100,-89,100,100,100,100,-82,100,-82,100,100,6
34,100,100,100,-69,-89,100,-87,-95,100,-78,-56,-80,100,100,-93,-84,100,-91,-82,-77,-80,100,-76,-72,100,6
35,100,100,100,-66,-89,100,-90,-90,100,-82,-59,-82,100,100,-95,-84,100,-82,-80,-82,-72,100,-78,-74,100,6
36,100,100,100,-76,-90,100,-87,-93,100,-73,-61,-90,100,100,-95,-88,100,-90,-93,-82,-81,100,-82,-75,100,6
37,100,100,100,-66,-90,100,-88,-94,100,100,-60,-82,100,100,-94,-88,100,-91,-97,-82,-81,100,-82,-74,100,6
38,100,100,100,-77,-89,100,-87,-90,100,-72,-61,-89,100,100,100,-85,100,-82,-96,-83,-82,100,-83,-75,100,6
39,100,100,100,-82,-92,100,-87,-92,100,-74,-56,-80,100,100,-93,-89,100,-88,-82,-77,-69,100,100,-70,100,6
40,100,100,100,-66,-88,100,-89,-91,100,-82,-59,-82,100,100,-92,-85,100,-82,-82,-82,-72,100,-77,-74,100,6
41,100,100,100,-66,100,100,100,-92,100,-81,-59,-83,100,100,100,-84,100,-84,100,-82,-72,100,-78,100,100,6
42,100,100,100,-66,-92,100,-89,100,100,-82,-59,-82,100,100,-93,100,100,-82,-82,-77,-72,100,-78,-70,100,6
43,100,100,100,-76,-90,100,-88,-93,100,-73,-60,-89,100,100,100,-88,100,-82,100,-82,-82,100,-82,-75,100,6
44,100,100,100,-83,-91,100,-88,-96,100,-74,-56,-80,100,100,-92,-88,100,-91,-82,-83,-70,100,-77,-71,100,6
45,100,100,100,-83,100,100,100,-95,100,-75,-56,100,100,100,100,-88,100,100,-82,-77,-70,100,-77,-70,100,6
46,100,100,100,-77,-91,100,-87,-94,100,-74,-60,-80,100,100,100,-88,100,-90,-96,-83,-81,100,-82,-76,100,6
47,100,100,100,-66,-88,100,-89,100,100,-82,-59,-82,100,100,-92,-84,100,-82,-82,-82,-72,100,-78,-74,100,6
48,100,100,100,-77,-92,100,-87,-94,100,-73,-60,-89,100,100,100,-88,100,-91,100,-82,-82,100,-82,-75,100,6
49,100,100,100,-77,-91,100,-87,-94,100,-73,-60,-89,100,100,-96,-88,100,-91,100,-83,-92,100,-83,-75,100,6
50,100,100,100,-65,-89,100,-88,-90,100,-81,-58,-83,100,100,100,-84,100,-82,-93,-82,-71,100,-78,-74,100,6
51,100,100,100,-76,-90,100,-87,-93,100,-75,-56,-89,100,100,-96,-87,100,-89,-82,-77,-70,100,-77,-70,100,6
52,100,100,100,-65,-89,100,-88,-91,100,-81,-58,-82,100,100,-93,-85,100,-82,-82,-82,-71,100,-78,-74,100,6
53,100,100,100,-65,-89,100,-89,-90,100,-81,-58,-82,100,100,100,-85,100,-82,100,-82,-71,100,-77,-74,100,6
54,100,100,100,-78,100,100,-87,100,100,-75,-56,-80,100,100,-93,-88,100,-90,-82,-77,-70,100,-77,-70,100,6
55,100,100,100,-66,-88,100,-88,-94,100,-82,-58,-82,100,100,-95,-86,100,-82,-94,-83,-72,100,-83,-74,100,6
56,100,100,100,-78,-91,100,-87,-94,100,-73,-56,-80,100,100,-93,-87,100,-89,-82,-77,-70,100,-77,-71,100,6
57,100,100,100,-78,-92,100,-86,100,100,-74,-56,-80,100,100,-92,-89,100,-88,-82,-77,-70,100,-76,-70,100,6
58,100,100,100,-77,-91,100,-90,-95,100,-73,-60,-89,100,100,-98,-85,100,-90,100,-83,-82,100,-83,-75,100,6
59,100,100,100,-79,-89,100,-88,100,100,-74,-56,-80,100,100,-93,-88,100,-90,-84,-77,-70,100,-76,-70,100,6
1,100,100,100,-81,-87,100,-91,100,100,-69,-67,-87,100,100,100,-82,100,-86,-88,-80,-71,100,-77,-66,100,6
2,100,100,100,-72,100,100,-95,-95,100,-82,-75,-92,100,100,-91,-87,100,-87,-90,-84,-77,100,-82,-72,100,6
3,100,100,100,-74,-86,100,-88,-98,100,-69,-68,-88,100,100,100,-80,100,-86,-87,-80,-71,100,-77,-65,100,6
4,100,100,100,-72,-86,100,-90,100,100,-69,-68,-89,100,100,100,-83,100,-87,-88,-80,-71,100,-77,-64,100,6
5,100,100,100,-68,-85,100,-87,-98,100,-71,-62,-86,100,100,100,-80,100,-80,100,-78,-73,100,-76,-64,100,6
6,100,100,100,-72,-85,100,-89,-96,100,-69,-68,-88,100,100,100,-82,100,-86,-88,-80,-71,100,-77,-65,100,6
7,100,100,100,-72,100,100,-93,-93,100,-85,-77,-93,100,100,-91,-88,100,-81,-92,-84,-77,100,-81,-64,100,6
8,100,100,100,-67,-86,100,-87,100,100,-71,-63,-86,100,100,100,-80,100,-82,-85,-79,-74,100,-76,-63,100,6
9,100,100,100,-82,100,100,-94,-93,100,-87,-76,-91,100,100,-92,-87,100,-88,-90,-81,-77,100,-82,-72,100,6
10,100,100,100,-66,-88,100,-90,-94,100,-71,-63,-86,100,100,-92,-80,100,-80,-85,-79,-74,100,-76,-64,100,6
11,100,100,100,-69,-88,100,-94,100,100,-69,-68,-87,100,100,100,-83,100,-85,-88,-80,-71,100,-78,-64,100,6
12,100,100,100,-72,-97,100,-97,-94,100,-88,-76,-95,100,100,-92,-84,100,-94,-93,-85,-80,100,-82,-77,100,6
13,100,100,100,-71,-85,100,100,100,100,-69,-69,-88,100,100,100,-84,100,-85,-88,-80,-71,100,-77,-65,100,6
14,100,100,100,-80,-85,100,-96,-95,100,-87,-76,-93,100,100,-92,-87,100,-88,-90,-82,-76,100,-81,-72,100,6
15,100,100,100,-69,-87,100,-89,-94,100,-72,-63,-86,100,100,-92,-81,100,-80,-86,-79,-72,100,-76,-64,100,6
16,100,100,100,-72,-86,100,-92,-95,100,-70,-69,-88,100,100,100,-83,100,-85,-89,-80,-71,100,-77,-65,100,6
17,100,100,100,100,100,100,-89,100,100,-71,-64,-85,100,100,100,-80,100,-80,-85,-79,-74,100,-77,-64,100,6
18,100,100,100,-75,-89,100,-89,-94,100,-69,-70,-88,100,100,100,-82,100,-85,-87,-80,-71,100,-77,-64,100,6
19,100,100,100,-79,-88,100,100,-96,100,-89,-75,-92,100,100,-91,-88,100,-87,-91,-81,-77,100,-82,-73,100,6
20,100,100,100,-71,-86,100,-89,-94,100,-74,-64,-86,100,100,-92,-81,100,-82,-84,-80,-72,100,-76,-64,100,6
21,100,100,100,-74,100,100,-96,100,100,-83,100,-92,100,100,100,-87,100,-82,-85,-81,-77,100,-82,-64,100,6
22,100,100,100,-71,-86,100,-91,-95,100,-72,-64,-88,100,100,-96,-80,100,-82,-84,-80,-73,100,-76,-64,100,6
23,100,100,100,-77,-86,100,-90,-97,100,-69,-69,-89,100,100,100,-84,100,-85,-87,-80,-71,100,-77,-65,100,6
24,100,100,100,-75,-88,100,-95,-94,100,-84,-75,-93,100,100,-91,-87,100,-86,-90,-83,-78,100,-82,-71,100,6
25,100,100,100,100,100,100,100,100,100,100,-77,-89,100,100,-92,-87,100,-87,-91,-84,-76,100,-82,-71,100,6
26,100,100,100,-73,-90,100,-93,-95,100,-83,-76,-88,100,100,-92,-86,100,-88,-91,-83,-78,100,-81,-71,100,6
27,100,100,100,-68,-85,100,100,-96,100,-72,-64,-86,100,100,-96,-81,100,-88,-89,-80,-74,100,-75,-64,100,6
28,100,100,100,-73,-86,100,-93,100,100,-68,-70,-88,100,100,100,-84,100,-84,-86,-80,-71,100,-77,-65,100,6
29,100,100,100,-73,-86,100,100,100,100,-69,-70,-88,100,100,100,-83,100,-84,100,-78,-71,100,-77,-65,100,6
30,100,100,100,-69,-87,100,-91,-93,100,-72,-71,-90,100,100,-94,-83,100,-86,-86,-80,-72,100,-76,-64,100,6
31,100,100,100,-76,-87,100,100,-94,100,-84,-76,-92,100,100,-92,-87,100,-86,-86,-83,-78,100,-82,-71,100,6
32,100,100,100,-68,-86,100,-90,-98,100,-72,-64,-87,100,100,-96,-80,100,-82,-86,-80,-74,100,-76,-64,100,6
33,100,100,100,-68,-86,100,-90,100,100,-72,-64,-87,100,100,100,-80,100,100,100,-80,-74,100,-76,-64,100,6
34,100,100,100,-76,100,100,-95,-93,100,-82,-76,-93,100,100,-91,-87,100,-87,-91,-84,-78,100,-82,-71,100,6
35,100,100,100,-72,-86,100,-94,100,100,-69,-70,-87,100,100,100,-80,100,-81,-85,-79,-74,100,-77,-65,100,6
36,100,100,100,-76,-86,100,100,-94,100,-83,-68,-93,100,100,-91,-87,100,-87,-90,-83,-78,100,-82,-71,100,6
37,100,100,100,-74,100,100,100,-96,100,-83,-79,-92,100,100,-93,-87,100,-87,-90,-84,100,100,-82,-71,100,6
38,100,100,100,-70,-85,100,-93,-94,100,-68,-68,-88,100,100,100,-84,100,-88,-87,-80,-72,100,-77,-65,100,6
39,100,100,100,-76,-86,100,-90,-95,100,-83,-76,-94,100,100,-91,-87,100,-82,-85,-84,-77,100,-76,-64,100,6
40,100,100,100,-71,-86,100,-94,-97,100,-70,-67,-88,100,100,100,-84,100,-82,-87,-78,-72,100,-77,-65,100,6
41,100,100,100,-71,-86,100,100,100,100,-69,-65,-88,100,100,100,-84,100,-86,-86,-79,-71,100,-77,-65,100,6
42,100,100,100,-68,-86,100,-90,-97,100,-72,-65,-87,100,100,-98,-80,100,-82,-85,-80,-72,100,-76,-64,100,6
43,100,100,100,-72,-86,100,100,-94,100,-69,-66,-88,100,100,100,-84,100,-82,-87,-79,-71,100,-77,-65,100,6
44,100,100,100,-69,100,100,100,-93,100,-86,-65,-92,100,100,-91,-80,100,-82,-86,-80,-72,100,-76,-64,100,6
45,100,100,100,-69,-86,100,-90,-98,100,-72,-65,-86,100,100,100,-81,100,-82,-85,-81,-72,100,-76,-64,100,6
46,100,100,100,-77,100,100,100,-94,100,-87,-75,-93,100,100,-91,-86,100,-87,-91,-83,-78,100,-82,-72,100,6
47,100,100,100,-68,-88,100,-92,100,100,-72,-65,-86,100,100,100,-80,100,-81,-85,-79,-74,100,-76,-64,100,6
48,100,100,100,-76,-87,100,-91,-97,100,-69,-68,-88,100,100,100,-85,100,-87,-91,-83,-70,100,-77,-72,100,6
49,100,100,100,-76,100,100,100,-94,100,-85,-75,-91,100,100,-92,-86,100,-87,-91,-82,-78,100,-82,-72,100,6
50,100,100,100,-71,-85,100,-90,100,100,-68,-68,-89,100,100,100,-85,100,-88,-88,-80,-70,100,-77,-65,100,6
51,100,100,100,-74,-86,100,100,-96,100,-83,-75,-93,100,100,-91,-86,100,-88,-91,-83,-77,100,-82,-71,100,6
52,100,100,100,-68,-86,100,-90,-96,100,-72,-65,-86,100,100,-91,-81,100,-80,-87,-80,-74,100,-76,-64,100,6
53,100,100,100,-70,-87,100,100,-96,100,-69,-68,-88,100,100,100,-84,100,-86,-87,-80,-70,100,-78,-65,100,6
54,100,100,100,-68,-86,100,-90,100,100,-72,-65,-86,100,100,100,-81,100,-81,-87,-80,-74,100,-76,-64,100,6
55,100,100,100,-71,-87,100,-90,-97,100,-69,-68,-88,100,100,100,-83,100,-87,-87,-80,-70,100,-77,-65,100,6
56,100,100,100,-76,100,100,-93,-94,100,-83,-75,-92,100,100,-93,-87,100,-87,-91,-83,-78,100,-82,-71,100,6
57,100,100,100,-70,-87,100,-90,-96,100,-73,-65,-85,100,100,-92,-80,100,-80,-86,-80,-75,100,-77,-64,100,6
58,100,100,100,-76,100,100,-96,100,100,-85,-76,-93,100,100,100,100,100,-87,100,100,-78,100,-82,-72,100,6
59,100,100,100,-70,-86,100,-89,-94,100,-72,-64,-86,100,100,-93,-80,100,-81,-87,-80,-75,100,-76,-64,100,6
1,100,100,100,-60,100,100,-91,-96,100,-75,-72,-96,100,100,-97,-85,100,100,-96,-84,-82,100,-84,-82,100,5
2,100,100,-98,-65,100,100,-86,100,100,-71,-67,-88,100,100,100,-82,100,-82,-84,-85,-73,100,-88,-75,100,5
3,100,100,100,-60,-92,100,-95,-96,100,-76,-74,-96,100,100,100,-88,100,-97,-96,-87,-82,100,-83,-81,100,5
4,100,100,100,-61,-88,100,-86,-94,100,-77,-70,-84,100,100,100,-87,100,-84,-86,-82,-78,100,-86,-68,100,5
5,100,100,100,-59,-93,100,-89,-93,100,-70,-67,-88,100,100,100,-81,100,-83,-86,-85,-76,100,-84,-75,100,5
6,100,100,100,-61,100,100,100,100,100,-76,-70,-83,100,100,100,-90,100,-85,-86,-83,-77,100,-91,-71,100,5
7,100,100,100,-59,100,100,-87,-92,100,-71,-68,-88,100,100,100,-82,100,-83,-87,-85,-74,100,-87,-77,100,5
8,100,100,100,-58,100,100,-89,-96,100,-79,-70,-94,100,100,100,-88,100,-94,-94,-89,-84,100,-84,-85,100,5
9,100,100,100,-60,-91,100,-92,100,100,-76,-70,-82,100,100,100,-88,100,-85,-87,-82,-76,100,-88,-70,100,5
10,100,100,100,-59,-96,100,-89,100,100,-80,-70,-96,100,100,100,-88,100,-96,-93,-88,-84,100,-85,-86,100,5
11,100,100,100,-62,100,100,-89,100,100,-77,-70,-83,100,100,100,-90,100,-85,-88,-82,-76,100,-91,-71,100,5
12,100,100,100,-58,-92,100,-88,-92,100,-70,-66,-87,100,100,100,-82,100,-83,-87,-83,-76,100,-86,-75,100,5
13,100,100,100,-58,100,100,-90,-94,100,-78,-69,-96,100,100,100,-88,100,-83,-97,-93,-84,100,-85,-79,100,5
14,100,100,100,-58,100,100,-87,-90,100,-70,-66,-88,100,100,100,-83,100,-83,-86,-83,-76,100,100,-75,100,5
15,100,100,100,-58,100,100,-91,-96,100,-78,-69,-87,100,100,100,-88,100,-97,-87,-91,-85,100,-85,-75,100,5
16,100,100,100,-60,100,100,-91,100,100,-73,-68,-82,100,100,-96,-91,100,-85,-85,-82,-77,100,-91,-70,100,5
17,100,100,100,-59,-88,100,-87,-91,100,-70,-66,-87,100,100,100,-82,100,-82,-86,-83,-75,100,-87,-75,100,5
18,100,100,100,-60,100,100,-87,100,100,-73,100,-83,100,100,100,100,100,-83,-87,-84,-76,100,-84,-74,100,5
19,100,100,100,-58,-90,100,-89,100,100,-70,-68,-87,100,100,100,-83,100,-86,-88,-84,-77,100,-92,-77,100,5
20,100,100,100,-58,100,100,-89,-96,100,-78,-70,-96,100,100,100,-89,100,-97,-96,-89,-84,100,-85,-78,100,5
21,100,100,100,-60,-89,100,-89,-95,100,-73,-69,-83,100,100,100,-91,100,-85,-86,-82,-78,100,-91,-71,100,5
22,100,100,100,-60,-90,100,100,100,100,-73,-69,-83,100,100,100,100,100,-86,-86,-81,-77,100,-90,-71,100,5
23,100,100,100,-58,-87,100,-90,-96,100,-74,-70,-96,100,100,100,-88,100,-84,-86,-82,-78,100,-84,-71,100,5
24,100,100,100,-60,100,100,-86,-91,100,-70,-67,-86,100,100,100,-82,100,-83,-87,-82,-76,100,-86,-75,100,5
25,100,100,100,-59,-94,100,-90,-95,100,-77,-70,-96,100,100,100,-88,100,-94,-93,-90,-86,100,-84,-79,100,5
26,100,100,100,-59,-94,100,-91,100,100,-78,-70,100,100,100,100,-89,100,100,-93,-89,-86,100,-85,-80,100,5
27,100,100,100,-60,-93,100,-90,-90,100,-70,-70,-87,100,100,100,-89,100,-82,-86,-86,-76,100,-85,-73,100,5
28,100,100,100,-62,-95,100,-91,-95,100,-74,-70,-82,100,100,100,-90,100,-85,-86,-81,-78,100,-89,-69,100,5
29,100,100,100,-60,-91,100,-85,-91,100,-70,-67,-86,100,100,100,-82,100,-82,-86,-84,-76,100,-86,-73,100,5
30,100,100,100,-60,100,100,-86,-91,100,-70,-66,-87,100,100,100,-82,100,-82,-86,-85,-76,100,100,-73,100,5
31,100,100,100,-62,-89,100,-90,100,100,-73,-68,-82,100,100,100,-91,100,-85,-86,-82,-78,100,-89,-69,100,5
32,100,100,100,-59,-94,100,-90,-90,100,-70,-67,-87,100,100,100,-82,100,-95,-94,-84,-89,100,-87,-81,100,5
33,100,100,100,-62,-90,100,-90,-96,100,-73,-68,-82,100,100,100,-90,100,-84,-86,-82,-87,100,-85,-69,100,5
34,100,100,100,-64,-89,100,-90,100,100,-73,-68,-82,100,100,100,-93,100,-84,-86,-82,-77,100,100,-69,100,5
35,100,100,100,-58,-94,100,-91,100,100,-78,-70,-96,100,100,100,-89,100,-92,-93,-90,-90,100,-85,-80,100,5
36,100,100,100,-61,-90,100,-86,-91,100,-74,-67,-82,100,100,100,-90,100,-82,-86,-82,-76,100,-86,-69,100,5
37,100,100,100,-58,100,100,-91,-95,100,-77,-70,-95,100,100,100,-82,100,-92,-87,-83,-90,100,-85,-79,100,5
38,100,100,100,-58,-96,100,-91,100,100,-79,-70,100,100,100,100,-90,100,-94,-94,-90,-90,100,-86,-80,100,5
39,100,100,100,-60,100,100,-87,-91,100,-70,-67,-87,100,100,100,-82,100,-82,-86,-84,-76,100,-87,-74,100,5
40,100,100,100,-58,-96,100,-90,-97,100,-78,-70,-95,100,100,100,-88,100,-93,-93,-90,-88,100,-85,-80,100,5
41,100,100,100,-59,-90,100,-90,100,100,-70,-69,-87,100,100,100,-89,100,-82,-85,-82,-78,100,-89,-73,100,5
42,100,100,100,-61,100,100,-88,-90,100,-70,-67,-88,100,100,100,-82,100,-83,100,-86,-76,100,100,-73,100,5
43,100,100,100,-66,-88,100,-90,100,100,-75,-68,-83,100,100,100,100,100,-83,-86,-82,-78,100,-89,-68,100,5
44,100,100,100,-62,-93,100,-88,-91,100,-71,-67,-88,100,100,100,-82,100,-81,-86,-85,-75,100,-87,-71,100,5
45,100,100,100,-60,-96,100,-90,-96,100,-78,-71,-97,100,100,100,-88,100,-84,-94,-86,-82,100,-85,-68,100,5
46,100,100,100,-65,100,100,-89,100,100,-75,-68,-84,100,100,100,-91,100,-84,-86,-82,-79,100,-88,-68,100,5
47,100,100,100,-59,100,100,-89,100,100,-78,-71,100,100,100,100,-90,100,-96,-94,-88,-82,100,-86,-80,100,5
48,100,100,100,-65,-90,100,-92,-96,100,-75,-68,-83,100,100,100,-90,100,-84,-87,-82,-79,100,-90,-68,100,5
49,100,100,100,-61,100,100,-87,-91,100,-70,-66,-87,100,100,100,-82,100,-83,-88,-84,-74,100,-85,-74,100,5
50,100,100,100,-59,100,100,-88,-96,100,-78,-71,-97,100,100,100,-87,100,-92,-94,-88,-83,100,-85,-82,100,5
51,100,100,100,-61,100,100,-87,-93,100,-71,-67,-88,100,100,100,-82,100,-82,-86,-87,-74,100,100,-72,100,5
52,100,100,100,-59,100,100,-89,-94,100,-77,-71,-88,100,100,100,-88,100,-91,-94,-89,-83,100,-86,-83,100,5
53,100,100,100,-65,-90,100,-90,-94,100,-75,-68,-84,100,100,100,-90,100,-84,-85,-83,-77,100,-85,-68,100,5
54,100,100,100,-64,-89,100,-90,-92,100,-74,-69,-84,100,100,100,-89,100,-83,-85,-83,-76,100,-89,-68,100,5
55,100,100,100,-61,-90,100,-88,-92,100,-71,-67,-88,100,100,100,-82,100,-82,-86,-86,-74,100,-86,-72,100,5
56,100,100,100,-64,100,100,-88,-95,100,-78,-71,-97,100,100,100,-89,100,-94,-94,-88,-83,100,-85,-81,100,5
57,100,100,100,-64,-89,100,-91,100,100,-75,-68,-84,100,100,100,-90,100,-83,-85,-83,-77,100,-88,-68,100,5
58,100,100,100,-60,100,100,-91,-94,100,-78,-71,100,100,100,100,-89,100,-92,-93,-89,-85,100,-86,-80,100,5
59,100,100,100,-69,-90,100,-90,-97,100,-74,-69,-83,100,100,100,-89,100,-84,-87,-83,-78,100,-88,-68,100,5
1,100,100,100,-64,100,100,-85,100,100,-78,-80,-88,100,100,-94,-90,100,-88,-93,-77,-81,100,-86,-69,100,5
2,100,100,100,-68,100,100,-87,-93,100,-80,-80,-87,100,100,100,-86,100,-82,-92,-88,-79,100,-88,-63,100,5
3,100,100,100,-63,100,100,-85,100,100,-77,-80,-88,100,100,100,-89,100,-87,-92,-77,-81,100,-87,-69,100,5
4,100,100,100,-64,-91,100,-88,100,100,-82,-77,-87,100,100,100,-83,100,-82,100,-86,-80,100,-84,-64,100,5
5,100,100,100,-56,100,100,-85,-93,100,-91,-80,-92,100,100,-94,-85,100,-84,-86,-89,-80,100,-79,-72,100,5
6,100,100,100,-63,-92,100,-91,-97,100,-86,-80,-89,100,100,-94,-90,100,-87,-93,-79,-78,100,-84,-86,100,5
7,100,100,100,-64,-90,100,100,-92,100,-77,-74,-91,100,100,100,-89,100,100,-92,-79,-78,100,-80,100,100,5
8,100,100,100,-60,-91,100,-90,100,100,-74,-87,-98,100,100,100,-93,100,-95,-86,-84,-85,100,-87,-68,100,5
9,100,100,100,-64,100,100,-86,-96,100,-70,-75,-88,100,100,100,-89,100,-84,-94,-80,-87,100,-86,-60,100,5
10,100,100,100,-78,100,100,-87,100,100,-77,-83,-87,100,100,100,-93,100,-82,100,-81,-82,100,-84,-60,100,5
11,100,100,100,-82,-89,100,-88,100,100,100,-85,-88,100,100,100,-92,100,-83,-87,-81,-82,100,-84,-60,100,5
12,100,100,100,-77,-88,100,-88,-96,100,-70,-86,-86,100,100,100,-90,100,-83,-96,-81,-83,100,-84,-60,100,5
13,100,100,100,-72,-90,100,-88,100,100,-80,-77,-95,100,100,100,-90,100,-87,-92,-79,-88,100,-87,-72,100,5
14,100,100,100,-74,100,100,-93,-96,100,-70,-74,-87,100,100,100,100,100,-86,-92,-79,-90,100,-87,-60,100,5
15,100,100,100,-80,100,100,100,100,100,-70,-74,-88,100,100,100,100,100,-86,100,-91,100,100,100,-60,100,5
16,100,100,100,-73,100,100,-94,-94,100,-80,-74,-94,100,100,100,-88,100,-89,-94,-80,-87,100,-87,-72,100,5
17,100,100,100,-76,-89,100,-89,-95,100,-77,-92,-88,100,100,100,-91,100,-83,-89,-81,-83,100,-84,-60,100,5
18,100,100,100,-72,-89,100,-90,-94,100,-80,-78,-93,100,100,100,100,100,-86,-93,-78,-87,100,-87,-72,100,5
19,100,100,100,-73,100,100,-87,100,100,-81,-78,-94,100,100,100,100,100,-88,-93,-79,-88,100,-87,-72,100,5
20,100,100,100,-72,-90,100,-94,-92,100,-77,-80,100,100,100,100,-89,100,-83,-87,-82,-82,100,-85,-60,100,5
21,100,100,100,-66,100,100,-90,100,100,-71,-71,-85,100,100,100,-95,100,-85,-92,-80,-92,100,-87,-60,100,5
22,100,100,100,-73,-90,100,-89,-92,100,-77,-80,-94,100,100,100,-91,100,-82,-87,-82,-86,100,-84,-60,100,5
23,100,100,100,-73,-90,100,-89,-93,100,-78,-80,-93,100,100,100,100,100,-82,-88,-82,-85,100,-84,-60,100,5
24,100,100,100,-67,100,100,-93,100,100,-70,-71,-84,100,100,100,-86,100,-84,-91,100,-90,100,100,-60,100,5
25,100,100,100,-74,-90,100,-87,-93,100,-76,-79,-92,100,100,100,-88,100,-89,-92,-82,-86,100,-85,-71,100,5
26,100,100,100,-65,100,100,-96,100,100,-69,-72,-86,100,100,100,100,100,-85,-92,-79,-84,100,-87,-60,100,5
27,100,100,100,-65,100,100,-96,-97,100,-69,-72,-86,100,100,100,-86,100,-85,-92,100,100,100,100,-60,100,5
28,100,100,100,-70,100,100,-88,100,100,-80,-78,-94,100,100,100,100,100,-88,-93,-80,-86,100,-87,-72,100,5
29,100,100,100,-65,100,100,100,100,100,-70,-72,-86,100,100,100,-86,100,-85,-93,-80,-86,100,-86,-61,100,5
30,100,100,100,-69,-91,100,-91,-94,100,-80,-83,-97,100,100,100,-88,100,-90,-95,-80,-80,100,-86,-72,100,5
31,100,100,100,-77,100,100,-87,100,100,-80,-79,-93,100,100,100,100,100,-89,-94,-79,-90,100,-89,-71,100,5
32,100,100,100,-78,-90,100,-90,100,100,-77,100,100,100,100,100,-91,100,-84,100,-82,-82,100,-83,-60,100,5
33,100,100,100,-76,-90,100,-89,100,100,-77,-80,-94,100,100,100,100,100,-87,-92,-80,-85,100,-85,-70,100,5
34,100,100,100,-62,100,100,-89,-96,100,-69,-71,-89,100,100,100,-88,100,-84,-91,-81,-85,100,-85,-61,100,5
35,100,100,100,-65,100,100,-96,100,100,-80,-73,-94,100,100,100,-88,100,-84,-86,-82,-80,100,-87,-60,100,5
36,100,100,100,-68,100,100,100,100,100,-69,-77,-87,100,100,100,-83,100,-87,-91,100,-87,100,100,-61,100,5
37,100,100,100,-63,-87,100,100,100,100,-76,-74,-87,100,100,100,-87,100,-83,-87,-82,-83,100,100,-60,100,5
38,100,100,100,-69,-88,100,-88,100,100,-79,-80,-96,100,100,100,100,100,-88,-94,-80,-85,100,-85,-70,100,5
39,100,100,100,-65,100,100,100,100,100,-69,-71,-86,100,100,100,-89,100,-84,-89,100,-87,100,100,-60,100,5
40,100,100,100,-70,100,100,-89,100,100,-78,-80,100,100,100,100,100,100,100,100,-80,-86,100,-85,-70,100,5
