index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
35,2022-07-22-20:56:41,100,-71,-79,100,-77,100,-87,-94,-63,100,100,100,100,-82,100,-92,-78,-88,100,100,100,100,100,-92,100,54
36,2022-07-22-20:56:46,100,-71,-79,100,-76,100,-88,100,-63,100,100,100,100,-82,100,100,-78,-88,100,100,100,100,100,100,100,54
37,2022-07-22-20:56:51,100,-63,-89,100,-73,-92,-86,-93,-60,100,100,100,100,-73,100,-92,-64,-73,100,100,100,100,100,-91,-97,54
38,2022-07-22-20:56:56,100,-61,-77,100,-76,-93,-88,100,-63,100,100,100,100,-82,100,-90,-78,-74,100,100,100,100,100,-93,-100,54
39,2022-07-22-20:57:01,100,-63,-92,100,-73,100,-87,-94,-60,100,100,100,100,-79,100,-92,-64,-73,100,100,100,100,100,-83,-100,54
40,2022-07-22-20:57:06,100,-63,-90,100,-73,-92,-87,100,-60,100,100,100,100,-73,100,100,-64,-73,100,100,100,100,100,-92,100,54
41,2022-07-22-20:57:11,100,-61,-78,100,-79,100,100,100,-63,100,100,100,100,-80,100,-93,-70,-74,100,100,100,100,100,-83,100,54
42,2022-07-22-20:57:16,100,-63,-90,100,-73,-92,-89,-93,-60,100,100,100,100,-73,100,-94,-64,-73,100,100,100,100,100,-82,-98,54
43,2022-07-22-20:57:21,100,-71,-78,100,-77,100,-92,100,-63,100,100,100,100,-80,100,100,-70,-74,100,100,100,100,100,-83,100,54
44,2022-07-22-20:57:26,100,-61,-78,100,-78,100,-91,-94,-63,100,100,100,100,-80,100,-91,-70,-74,100,100,100,100,100,-83,100,54
45,2022-07-22-20:57:31,100,-71,-80,100,-77,100,-89,100,-63,100,100,100,100,-82,100,100,-78,-85,100,100,100,100,100,100,100,54
46,2022-07-22-20:57:36,100,-61,-78,100,-78,100,-91,-96,-63,100,100,100,100,-79,100,-91,-71,-74,100,100,100,100,100,-82,100,54
47,2022-07-22-20:57:41,100,-63,-79,100,-73,100,-89,100,-60,100,100,100,100,-73,100,-94,-64,-89,100,100,100,100,100,-92,-100,54
48,2022-07-22-20:57:46,100,-71,100,100,-77,100,-89,100,-63,100,100,100,100,-82,100,100,-78,-86,100,100,100,100,100,100,100,54
49,2022-07-22-20:57:51,100,-63,-90,100,100,100,-91,-95,-60,100,100,100,100,-73,100,-93,-64,-72,100,100,100,100,100,-93,-99,54
50,2022-07-22-20:57:56,100,-71,-79,100,-77,-92,-89,100,-63,100,100,100,100,-82,100,-93,-78,-86,100,100,100,100,100,-92,100,54
51,2022-07-22-20:58:01,100,-61,-78,100,-79,100,-91,-94,-63,100,100,100,100,-80,100,-91,-70,-74,100,100,100,100,100,-82,-99,54
52,2022-07-22-20:58:06,100,-63,-89,100,-74,100,100,-94,-60,100,100,100,100,-73,100,-93,-64,-72,100,100,100,100,100,-92,100,54
53,2022-07-22-20:58:11,100,-61,-78,100,-78,100,-92,100,-63,100,100,100,100,-80,100,100,-70,-74,100,100,100,100,100,-82,100,54
54,2022-07-22-20:58:16,100,-63,-78,100,-74,-92,-93,-92,-60,100,100,100,100,-73,100,-94,-64,-72,100,100,100,100,100,-94,-97,54
55,2022-07-22-20:58:21,100,-71,-79,100,-77,100,-89,100,-63,100,100,100,100,-82,100,-93,-78,-87,100,100,100,100,100,100,100,54
56,2022-07-22-20:58:26,100,-61,-78,100,-78,100,100,-93,-63,100,100,100,100,-80,100,-91,-70,-74,100,100,100,100,100,-83,-98,54
57,2022-07-22-20:58:31,100,100,-80,100,-76,100,-92,100,-63,100,100,100,100,-81,100,100,-78,100,100,100,100,100,100,100,100,54
58,2022-07-22-20:58:36,100,-61,-77,100,-77,100,-92,-93,-63,100,100,100,100,-79,100,-91,-70,-74,100,100,100,100,100,-82,100,54
59,2022-07-22-20:58:41,100,-63,-89,100,-73,-93,-89,-94,-60,100,100,100,100,-73,100,-92,-64,-72,100,100,100,100,100,-93,-98,54
