index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-17-21:11:14,100,100,100,-91,-87,100,-89,-92,100,-79,-76,-96,100,100,-97,-85,100,-95,-91,-85,-78,100,-83,-71,100,100,6
1,2022-07-17-21:11:19,100,100,100,-81,-87,100,-91,100,100,-69,-67,-87,100,100,100,-82,100,-86,-88,-80,-71,100,-77,-66,100,100,6
2,2022-07-17-21:11:24,100,100,100,-72,100,100,-95,-95,100,-82,-75,-92,100,100,-91,-87,100,-87,-90,-84,-77,100,-82,-72,100,100,6
3,2022-07-17-21:11:29,100,100,100,-74,-86,100,-88,-98,100,-69,-68,-88,100,100,100,-80,100,-86,-87,-80,-71,100,-77,-65,100,100,6
4,2022-07-17-21:11:34,100,100,100,-72,-86,100,-90,100,100,-69,-68,-89,100,100,100,-83,100,-87,-88,-80,-71,100,-77,-64,100,100,6
5,2022-07-17-21:11:39,100,100,100,-68,-85,100,-87,-98,100,-71,-62,-86,100,100,100,-80,100,-80,100,-78,-73,100,-76,-64,100,100,6
6,2022-07-17-21:11:44,100,100,100,-72,-85,100,-89,-96,100,-69,-68,-88,100,100,100,-82,100,-86,-88,-80,-71,100,-77,-65,100,100,6
7,2022-07-17-21:11:49,100,100,100,-72,100,100,-93,-93,100,-85,-77,-93,100,100,-91,-88,100,-81,-92,-84,-77,100,-81,-64,100,100,6
8,2022-07-17-21:11:54,100,100,100,-67,-86,100,-87,100,100,-71,-63,-86,100,100,100,-80,100,-82,-85,-79,-74,100,-76,-63,100,100,6
9,2022-07-17-21:11:59,100,100,100,-82,100,100,-94,-93,100,-87,-76,-91,100,100,-92,-87,100,-88,-90,-81,-77,100,-82,-72,100,100,6
10,2022-07-17-21:12:04,100,100,100,-66,-88,100,-90,-94,100,-71,-63,-86,100,100,-92,-80,100,-80,-85,-79,-74,100,-76,-64,100,100,6
11,2022-07-17-21:12:09,100,100,100,-69,-88,100,-94,100,100,-69,-68,-87,100,100,100,-83,100,-85,-88,-80,-71,100,-78,-64,100,100,6
12,2022-07-17-21:12:14,100,100,100,-72,-97,100,-97,-94,100,-88,-76,-95,100,100,-92,-84,100,-94,-93,-85,-80,100,-82,-77,100,100,6
13,2022-07-17-21:12:19,100,100,100,-71,-85,100,100,100,100,-69,-69,-88,100,100,100,-84,100,-85,-88,-80,-71,100,-77,-65,100,100,6
14,2022-07-17-21:12:24,100,100,100,-80,-85,100,-96,-95,100,-87,-76,-93,100,100,-92,-87,100,-88,-90,-82,-76,100,-81,-72,100,100,6
15,2022-07-17-21:12:29,100,100,100,-69,-87,100,-89,-94,100,-72,-63,-86,100,100,-92,-81,100,-80,-86,-79,-72,100,-76,-64,100,100,6
16,2022-07-17-21:12:34,100,100,100,-72,-86,100,-92,-95,100,-70,-69,-88,100,100,100,-83,100,-85,-89,-80,-71,100,-77,-65,100,100,6
17,2022-07-17-21:12:39,100,100,100,100,100,100,-89,100,100,-71,-64,-85,100,100,100,-80,100,-80,-85,-79,-74,100,-77,-64,100,100,6
18,2022-07-17-21:12:44,100,100,100,-75,-89,100,-89,-94,100,-69,-70,-88,100,100,100,-82,100,-85,-87,-80,-71,100,-77,-64,100,100,6
19,2022-07-17-21:12:49,100,100,100,-79,-88,100,100,-96,100,-89,-75,-92,100,100,-91,-88,100,-87,-91,-81,-77,100,-82,-73,100,100,6
20,2022-07-17-21:12:54,100,100,100,-71,-86,100,-89,-94,100,-74,-64,-86,100,100,-92,-81,100,-82,-84,-80,-72,100,-76,-64,100,100,6
21,2022-07-17-21:12:59,100,100,100,-74,100,100,-96,100,100,-83,100,-92,100,100,100,-87,100,-82,-85,-81,-77,100,-82,-64,100,100,6
22,2022-07-17-21:13:04,100,100,100,-71,-86,100,-91,-95,100,-72,-64,-88,100,100,-96,-80,100,-82,-84,-80,-73,100,-76,-64,100,100,6
23,2022-07-17-21:13:09,100,100,100,-77,-86,100,-90,-97,100,-69,-69,-89,100,100,100,-84,100,-85,-87,-80,-71,100,-77,-65,100,100,6
24,2022-07-17-21:13:14,100,100,100,-75,-88,100,-95,-94,100,-84,-75,-93,100,100,-91,-87,100,-86,-90,-83,-78,100,-82,-71,100,100,6
25,2022-07-17-21:13:19,100,100,100,100,100,100,100,100,100,100,-77,-89,100,100,-92,-87,100,-87,-91,-84,-76,100,-82,-71,100,100,6
26,2022-07-17-21:13:24,100,100,100,-73,-90,100,-93,-95,100,-83,-76,-88,100,100,-92,-86,100,-88,-91,-83,-78,100,-81,-71,100,100,6
27,2022-07-17-21:13:29,100,100,100,-68,-85,100,100,-96,100,-72,-64,-86,100,100,-96,-81,100,-88,-89,-80,-74,100,-75,-64,100,100,6
28,2022-07-17-21:13:34,100,100,100,-73,-86,100,-93,100,100,-68,-70,-88,100,100,100,-84,100,-84,-86,-80,-71,100,-77,-65,100,100,6
29,2022-07-17-21:13:39,100,100,100,-73,-86,100,100,100,100,-69,-70,-88,100,100,100,-83,100,-84,100,-78,-71,100,-77,-65,100,100,6
30,2022-07-17-21:13:44,100,100,100,-69,-87,100,-91,-93,100,-72,-71,-90,100,100,-94,-83,100,-86,-86,-80,-72,100,-76,-64,100,100,6
31,2022-07-17-21:13:49,100,100,100,-76,-87,100,100,-94,100,-84,-76,-92,100,100,-92,-87,100,-86,-86,-83,-78,100,-82,-71,100,100,6
32,2022-07-17-21:13:54,100,100,100,-68,-86,100,-90,-98,100,-72,-64,-87,100,100,-96,-80,100,-82,-86,-80,-74,100,-76,-64,100,100,6
33,2022-07-17-21:13:59,100,100,100,-68,-86,100,-90,100,100,-72,-64,-87,100,100,100,-80,100,100,100,-80,-74,100,-76,-64,100,100,6
34,2022-07-17-21:14:04,100,100,100,-76,100,100,-95,-93,100,-82,-76,-93,100,100,-91,-87,100,-87,-91,-84,-78,100,-82,-71,100,100,6
35,2022-07-17-21:14:09,100,100,100,-72,-86,100,-94,100,100,-69,-70,-87,100,100,100,-80,100,-81,-85,-79,-74,100,-77,-65,100,100,6
36,2022-07-17-21:14:14,100,100,100,-76,-86,100,100,-94,100,-83,-68,-93,100,100,-91,-87,100,-87,-90,-83,-78,100,-82,-71,100,100,6
37,2022-07-17-21:14:19,100,100,100,-74,100,100,100,-96,100,-83,-79,-92,100,100,-93,-87,100,-87,-90,-84,100,100,-82,-71,100,100,6
38,2022-07-17-21:14:24,100,100,100,-70,-85,100,-93,-94,100,-68,-68,-88,100,100,100,-84,100,-88,-87,-80,-72,100,-77,-65,100,100,6
39,2022-07-17-21:14:29,100,100,100,-76,-86,100,-90,-95,100,-83,-76,-94,100,100,-91,-87,100,-82,-85,-84,-77,100,-76,-64,100,100,6
40,2022-07-17-21:14:34,100,100,100,-71,-86,100,-94,-97,100,-70,-67,-88,100,100,100,-84,100,-82,-87,-78,-72,100,-77,-65,100,100,6
41,2022-07-17-21:14:39,100,100,100,-71,-86,100,100,100,100,-69,-65,-88,100,100,100,-84,100,-86,-86,-79,-71,100,-77,-65,100,100,6
42,2022-07-17-21:14:44,100,100,100,-68,-86,100,-90,-97,100,-72,-65,-87,100,100,-98,-80,100,-82,-85,-80,-72,100,-76,-64,100,100,6
43,2022-07-17-21:14:49,100,100,100,-72,-86,100,100,-94,100,-69,-66,-88,100,100,100,-84,100,-82,-87,-79,-71,100,-77,-65,100,100,6
44,2022-07-17-21:14:54,100,100,100,-69,100,100,100,-93,100,-86,-65,-92,100,100,-91,-80,100,-82,-86,-80,-72,100,-76,-64,100,100,6
45,2022-07-17-21:14:59,100,100,100,-69,-86,100,-90,-98,100,-72,-65,-86,100,100,100,-81,100,-82,-85,-81,-72,100,-76,-64,100,100,6
46,2022-07-17-21:15:04,100,100,100,-77,100,100,100,-94,100,-87,-75,-93,100,100,-91,-86,100,-87,-91,-83,-78,100,-82,-72,100,100,6
