index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-17-21:50:01,100,-98,100,-77,-83,100,-94,-86,100,-89,-80,-91,100,100,-99,-94,100,-92,-94,-85,-57,100,-78,-83,100,100,9
1,2022-07-17-21:50:06,100,100,100,-72,-82,100,-87,-89,100,-73,-62,-84,100,100,-96,-77,100,-86,-87,-76,-54,100,-80,-77,100,100,9
2,2022-07-17-21:50:11,100,100,100,100,100,100,-89,100,100,-70,-57,-84,100,100,100,-74,100,100,100,-82,-50,100,-80,100,100,100,9
3,2022-07-17-21:50:16,100,100,100,-78,-87,100,-90,-96,100,-71,-57,-82,100,100,-99,-81,100,-88,-94,-76,-52,100,-85,-77,100,100,9
4,2022-07-17-21:50:21,100,100,100,-81,-82,100,-81,-88,100,-67,-56,-86,100,100,100,-77,100,-90,-89,-80,-59,100,-82,-75,100,100,9
5,2022-07-17-21:50:26,100,100,100,-82,-84,100,-89,-96,100,-87,-66,-91,100,100,100,-92,100,-90,-93,-86,-57,100,-78,-74,100,100,9
6,2022-07-17-21:50:31,100,100,100,-83,100,100,-87,100,100,-82,-67,-92,100,100,100,-95,100,-90,-94,-83,-57,100,-78,-91,100,100,9
7,2022-07-17-21:50:36,100,100,100,-76,-83,100,-85,-88,100,-79,-64,-91,100,100,100,-89,100,-86,-90,-91,-54,100,-81,-76,100,100,9
8,2022-07-17-21:50:41,100,100,100,-76,-84,100,-86,-90,100,-72,-57,-83,100,100,100,-76,100,-88,-86,-71,-56,100,-83,-76,100,100,9
9,2022-07-17-21:50:46,100,100,100,-73,-84,100,-84,-87,100,-67,-56,-84,100,100,100,-76,100,-84,-89,-91,-56,100,-81,-75,100,100,9
10,2022-07-17-21:50:51,100,100,100,-75,-82,100,-87,-89,100,-67,-56,-88,100,100,100,-76,100,-86,100,-86,-58,100,-80,-74,100,100,9
