index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-18-11:40:41,-93,-71,-78,-90,-77,-90,-81,-80,-68,-87,-96,-87,-95,100,-76,-94,-98,-68,-78,-95,-92,100,-91,-92,-75,-98,26
1,2022-07-18-11:40:46,100,-81,-94,-89,-66,-90,-80,-85,-76,-89,100,100,100,100,-76,-91,100,-68,-79,-84,-91,100,-83,100,-85,-96,26
2,2022-07-18-11:40:51,-100,100,-94,-88,-66,100,-80,-85,-71,-92,100,100,100,100,-69,-90,100,-68,-84,100,100,100,100,-89,100,100,26
3,2022-07-18-11:40:56,100,-82,-92,-90,-67,100,-82,-87,-75,-94,-96,-87,100,-94,-75,-93,100,-68,-77,-84,-92,100,-83,-92,-85,-93,26
4,2022-07-18-11:41:01,100,-63,-80,-82,-60,-94,-78,-89,-72,-84,-89,-84,100,100,-82,-92,-95,-66,-77,-84,-87,100,-80,-92,-76,100,26
5,2022-07-18-11:41:06,100,-63,-84,-82,-60,100,-84,-82,-70,-82,-92,-85,100,100,-68,-84,-96,-65,-81,-87,-89,100,-78,100,-78,-94,26
6,2022-07-18-11:41:11,100,100,-84,-81,-60,100,-84,-82,100,-81,100,-89,100,100,-68,-92,-97,-64,-80,-85,-90,100,-78,-91,-78,100,26
7,2022-07-18-11:41:16,-100,-63,-85,-81,-59,100,-78,-82,-76,-83,-93,-89,100,100,-81,-93,-95,-64,-80,100,-90,100,-82,100,-74,100,26
8,2022-07-18-11:41:21,100,-78,-89,-90,-66,100,-79,-85,-75,-92,-94,-89,100,100,-75,-90,100,-68,-81,-83,-92,100,-83,100,-88,-95,26
9,2022-07-18-11:41:26,100,-63,-81,-81,-59,100,-78,-88,-77,-85,-89,-83,100,100,-80,-92,-95,-67,-76,-92,-87,100,-83,-91,-89,-98,26
10,2022-07-18-11:41:31,100,-63,100,-81,-59,100,-79,100,-77,-85,-89,-83,100,100,-80,-92,-98,-68,-77,100,-87,100,-82,100,-76,-94,26
11,2022-07-18-11:41:36,100,-63,-90,-89,-65,100,-80,-88,-75,-91,-94,100,100,100,-75,-93,-96,-69,-80,-83,-91,100,-83,-92,-88,100,26
12,2022-07-18-11:41:41,100,-63,-80,-80,-59,-93,-84,-82,-73,-88,-88,-90,100,100,-68,-91,-95,-67,-76,-85,-91,100,-82,100,-79,-94,26
13,2022-07-18-11:41:46,100,-63,-90,-88,-65,100,-80,-87,-74,-83,100,-99,100,100,-74,-93,-95,-69,-81,-83,-91,100,-83,-92,-90,-95,26
14,2022-07-18-11:41:51,100,-77,-89,-90,-66,100,-80,-87,-74,-93,-95,100,100,100,-74,-93,100,-69,-81,-83,-90,100,100,-92,-88,100,26
15,2022-07-18-11:41:56,100,-63,-86,-80,-60,100,-84,-83,-73,-84,100,-89,100,100,-68,-91,100,-64,-80,-85,-89,100,-79,100,-78,-95,26
16,2022-07-18-11:42:01,100,-77,-89,-89,-65,-97,-80,-87,-74,-94,-95,-83,100,100,-74,-93,100,-68,-81,-83,-88,100,-83,-93,-90,100,26
17,2022-07-18-11:42:06,100,-63,-80,-80,-60,100,-83,-82,-72,-83,-89,-90,100,100,-68,-89,-95,-64,-76,100,-90,100,-81,100,-78,-96,26
18,2022-07-18-11:42:11,100,-63,-86,-80,-60,100,-82,-83,-73,-84,-93,-89,100,100,-68,100,100,-64,-80,-85,-90,100,-79,100,-79,-94,26
19,2022-07-18-11:42:16,100,-63,-80,-81,-60,100,-78,-88,-72,-89,-89,-84,100,100,-79,-93,-96,-67,-77,100,-87,100,-81,100,-77,-97,26
20,2022-07-18-11:42:21,100,-63,-87,-90,-60,100,-84,-83,-72,-92,-89,-89,100,100,-68,-90,-98,-70,-80,-84,-91,100,-78,-93,-78,-97,26
21,2022-07-18-11:42:26,100,-63,-80,-91,-59,100,-78,-89,-73,-90,-94,-97,100,100,-80,-92,-96,-70,-81,-83,-91,100,-81,100,-78,100,26
22,2022-07-18-11:42:31,100,-63,-80,-80,-60,100,-78,-89,-73,-88,-88,-84,100,100,-79,100,-95,-68,-77,100,-87,100,-80,100,-77,100,26
23,2022-07-18-11:42:36,100,-77,-89,100,-65,100,-80,-86,-75,-93,100,-99,100,100,-74,-93,100,-69,-80,-83,-92,100,-83,-92,-88,-92,26
24,2022-07-18-11:42:41,100,-63,-80,-81,-60,100,-78,-89,-74,-89,-89,-84,100,100,-80,-93,-95,-67,-76,-93,-88,100,-81,100,-77,-100,26
25,2022-07-18-11:42:46,100,-63,-87,-81,-65,100,-80,-82,-75,-83,-95,-98,-97,100,-68,-92,100,-63,-82,-84,-89,100,-83,100,-89,100,26
26,2022-07-18-11:42:51,100,-77,-90,-90,-65,100,-82,-85,-75,-93,-95,-97,100,100,-74,100,-94,-69,-81,-83,-92,100,-82,-91,-90,100,26
27,2022-07-18-11:42:56,100,100,-86,100,-60,100,-84,-83,-73,100,-96,-89,100,-97,-68,-91,100,-64,-79,100,-91,100,-80,100,-79,100,26
28,2022-07-18-11:43:01,100,-77,-90,-90,-65,100,-79,-87,-75,-92,-93,-98,100,100,-75,-92,100,-69,-79,-83,-92,100,-83,-92,-88,-94,26
29,2022-07-18-11:43:06,100,-63,-81,-81,-60,-95,-79,-87,-73,-88,-88,-90,100,100,-80,-93,-93,-68,-77,-87,-88,100,-80,100,-76,-90,26
30,2022-07-18-11:43:11,100,-62,-85,-81,-60,100,-81,-82,-71,-82,-93,-89,100,100,-68,-90,-93,-65,-78,-85,-89,100,-78,100,-80,-92,26
31,2022-07-18-11:43:16,100,-63,-80,-81,-60,100,-78,-87,-71,-85,-88,-84,100,100,-80,100,-92,-68,-77,100,-89,100,-80,100,-76,-97,26
32,2022-07-18-11:43:21,100,-62,-86,-81,-60,100,-80,-82,-71,-82,-88,-88,100,100,-68,-90,-95,-65,-79,-85,-90,100,-78,100,-78,-95,26
33,2022-07-18-11:43:26,100,-77,-90,-90,-65,100,-79,-86,-76,-92,-96,-97,-96,100,-74,-94,-96,-69,-79,-83,-93,100,-82,-92,-90,100,26
34,2022-07-18-11:43:31,100,-63,-80,-81,-60,-92,-79,-87,-71,-86,-89,-84,100,100,-80,-92,-94,-68,-77,100,-88,100,-80,100,-76,100,26
35,2022-07-18-11:43:36,100,-78,-90,-89,-65,100,-79,100,-75,-92,-97,-97,100,100,-75,-93,100,-68,-80,-83,-92,100,100,-92,-88,100,26
36,2022-07-18-11:43:41,100,-63,-81,-81,-60,-92,-80,-88,-71,-85,-89,-83,100,100,-80,-92,-95,-68,-77,-83,-88,100,-80,-93,-76,100,26
37,2022-07-18-11:43:46,100,-62,-85,-81,-60,100,-81,-82,-71,-82,-93,-89,100,-96,-68,-91,-95,-65,-79,-85,-87,100,-77,100,-78,-94,26
38,2022-07-18-11:43:51,100,-78,-90,-90,-65,100,-80,-86,-74,-92,-96,-98,100,100,-75,-93,-96,-68,-80,-83,-93,100,-83,-92,-90,100,26
39,2022-07-18-11:43:56,100,-62,-85,100,100,100,100,-82,-71,-82,-95,-89,100,100,-68,100,100,100,-79,100,100,100,-78,100,-78,100,26
40,2022-07-18-11:44:01,100,-77,-90,-90,-65,100,-80,-87,-75,-93,-95,-98,100,100,-75,-92,-95,-68,-79,-83,-92,100,-82,100,-90,-93,26
41,2022-07-18-11:44:06,100,-63,-80,-81,-60,100,-79,-86,-71,-85,-89,-84,100,100,-80,-93,-96,-68,-77,-83,-87,100,-80,-92,-76,-99,26
42,2022-07-18-11:44:11,100,-62,-85,-80,-60,100,-82,-82,-71,-82,-94,-88,100,-95,-67,-89,100,-65,-78,-85,-90,100,-79,100,-78,-94,26
43,2022-07-18-11:44:16,100,-63,-80,-80,-60,100,-81,-86,-71,100,-89,100,100,100,-80,-92,-96,100,-76,100,-90,100,-80,100,100,100,26
44,2022-07-18-11:44:21,100,-62,-80,-82,-60,100,-82,-82,-72,-82,-89,-89,-95,-97,-67,-92,-93,-65,-77,-84,-87,100,-78,100,-78,100,26
45,2022-07-18-11:44:26,100,-77,-85,-89,-65,-97,-79,-86,-75,-92,-95,-89,100,-96,-75,100,100,-68,-80,-83,-92,100,-83,-92,-89,-98,26
46,2022-07-18-11:44:31,100,-63,-80,-82,-60,-91,-78,-87,-71,-86,-88,-84,100,100,-80,-92,100,-67,-77,-83,-88,100,-80,-92,-76,-98,26
47,2022-07-18-11:44:36,100,-63,-80,-81,-60,100,-79,-87,-72,-85,-89,-84,100,100,100,100,100,-68,100,100,-87,100,-80,100,100,100,26
48,2022-07-18-11:44:41,100,-63,-80,-90,-65,100,-79,-87,-75,-85,-89,-84,100,100,-75,-92,-95,-68,-76,-83,-87,100,-82,-93,-89,100,26
49,2022-07-18-11:44:46,100,-62,-86,-81,-60,-92,-81,-82,-71,-82,-93,-89,100,100,-68,-91,-95,-64,-78,-85,-90,100,-78,100,-76,-94,26
50,2022-07-18-11:44:51,100,-78,-90,-89,-65,100,-79,-86,-76,-91,-95,-99,100,100,-75,-92,-96,-69,-79,-83,-92,100,-83,100,-89,-94,26
51,2022-07-18-11:44:56,100,100,-90,-89,-65,-97,100,-86,-76,-93,-94,100,100,100,-75,100,100,-68,-79,100,-93,100,-82,-94,-90,100,26
52,2022-07-18-11:45:01,100,-63,-88,-88,-60,100,-89,-88,-72,-95,-93,-89,-95,-98,-68,-90,-89,-70,-76,-85,-89,100,-78,100,-77,-94,26
53,2022-07-18-11:45:06,-98,-63,-80,-83,-60,-93,-79,-88,-71,-87,-96,-84,100,100,-82,-94,100,-68,-77,-86,-88,100,-82,-94,-76,100,26
54,2022-07-18-11:45:11,100,-62,-85,-82,-60,-92,-82,-82,-71,-84,-89,-90,100,-97,-68,100,-95,-65,-79,100,-88,100,-79,100,-78,-93,26
55,2022-07-18-11:45:16,100,-62,-85,-81,-60,100,-81,-82,-72,-83,100,-91,-97,100,-67,-83,-96,-65,-78,-85,100,100,-78,100,-78,100,26
56,2022-07-18-11:45:21,100,-63,-80,-81,-60,-92,-81,-88,-71,-88,-89,-84,100,100,-80,-91,-94,-67,-78,-94,-87,100,-80,100,-76,100,26
57,2022-07-18-11:45:26,100,-62,-83,-90,-65,100,-79,-84,-71,-90,-95,-89,100,100,-75,-92,100,-68,-78,-86,-92,100,-83,-92,-90,-93,26
58,2022-07-18-11:45:31,100,-77,-82,-81,-60,100,-79,-86,-85,-84,-89,100,100,100,-75,-92,-95,-67,-77,-83,-88,100,-80,-92,-76,-97,26
59,2022-07-18-11:45:36,100,-62,-80,-81,-60,100,-79,-87,-71,-85,-88,-84,100,100,-80,-93,-93,-68,-77,100,-88,100,-80,100,-86,100,26
