index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-19-16:12:34,100,-94,-68,-91,-91,100,-83,-70,-88,-92,-94,-87,100,100,-88,-92,100,-83,-68,-90,-96,100,-90,-92,-96,100,30
1,2022-07-19-16:12:39,100,-85,-66,-88,-84,100,-81,-78,-74,-94,-98,-88,100,100,-83,-90,100,-89,-59,-91,100,100,100,100,-98,100,30
2,2022-07-19-16:12:44,100,100,-69,-90,-92,100,100,-70,-83,100,100,100,100,100,100,-96,100,-85,-62,100,-95,100,100,100,100,100,30
3,2022-07-19-16:12:49,100,-84,-68,100,-93,100,-78,-77,-72,-100,100,-86,100,100,-78,-90,100,-81,-60,100,-95,100,100,100,-99,100,30
4,2022-07-19-16:12:54,100,-91,-60,-87,-84,100,-82,-69,-76,-89,100,-83,100,100,-83,-91,100,-78,-63,100,-100,100,100,100,100,100,30
5,2022-07-19-16:12:59,100,-99,-69,-88,-92,100,-79,-76,-83,-88,100,-86,100,100,-86,-96,100,-80,-67,100,-93,100,100,-91,-93,100,30
6,2022-07-19-16:13:04,100,100,-68,100,-92,100,-78,-76,-83,-92,100,-85,100,100,100,100,100,-80,-66,100,100,100,100,100,100,100,30
7,2022-07-19-16:13:09,100,-92,-61,-88,-90,100,-81,-77,-74,-90,100,-86,100,100,-91,-90,100,-82,-66,100,-98,100,100,-92,-94,100,30
8,2022-07-19-16:13:14,100,-84,-68,100,-84,100,-76,-76,-72,-90,100,-91,100,100,-78,-89,100,-88,-57,-86,-92,100,100,-92,-98,100,30
9,2022-07-19-16:13:19,100,-88,-62,-90,-89,100,-76,-70,-74,-91,100,-89,100,100,-82,-92,100,-78,-76,100,100,100,100,100,-96,100,30
10,2022-07-19-16:13:24,100,100,100,-93,100,100,100,-72,-80,-93,100,-95,100,100,-84,100,100,-77,-80,100,100,100,100,100,100,100,30
11,2022-07-19-16:13:29,100,-87,-65,-94,-86,100,-83,-70,-77,-98,100,-84,100,100,-83,100,100,-80,-69,100,100,100,100,100,100,100,30
12,2022-07-19-16:13:34,100,-91,-71,-88,-86,100,-82,-69,-85,-91,-96,-86,100,100,-91,100,100,-81,-63,100,-95,100,100,100,100,100,30
13,2022-07-19-16:13:39,100,-84,-68,-93,100,100,-78,-75,-75,-92,100,-88,100,100,-77,-89,100,-83,-60,100,-97,100,100,-91,100,100,30
14,2022-07-19-16:13:44,100,-84,-69,100,-87,100,-77,-75,-75,100,100,-87,100,100,100,100,100,-84,-60,100,100,100,100,100,100,100,30
15,2022-07-19-16:13:49,100,-86,-70,100,-94,100,-78,-70,-85,-95,100,-92,100,100,-78,-95,100,-93,-64,100,-93,100,100,-89,100,100,30
16,2022-07-19-16:13:54,100,-89,-57,100,-92,100,-75,-69,-80,100,100,-91,100,100,-80,100,100,-78,-83,100,100,100,100,100,100,100,30
17,2022-07-19-16:13:59,100,-92,-69,-85,-86,100,-83,-70,-84,-93,100,-91,100,100,-89,100,100,-90,-74,100,-95,100,100,-94,-94,100,30
18,2022-07-19-16:14:04,100,-93,-70,100,-91,100,-86,-69,-91,100,-97,-86,100,100,-96,-96,100,-80,-76,100,-94,100,100,100,-96,100,30
19,2022-07-19-16:14:09,100,-90,-59,-89,-90,100,-78,-73,-74,-90,100,-84,100,100,-85,-92,100,-78,-66,100,100,100,100,100,-91,100,30
20,2022-07-19-16:14:14,100,100,-68,-97,-84,100,-78,-70,-77,-98,100,-89,100,100,-89,-91,100,-81,-65,100,-92,100,100,-92,100,100,30
21,2022-07-19-16:14:19,100,-88,-58,100,-90,100,100,-75,-75,100,100,-90,100,100,-79,100,100,-87,-64,100,100,100,100,100,100,100,30
22,2022-07-19-16:14:24,100,-87,-60,100,100,100,-76,-72,-84,-89,100,-93,100,100,-80,100,100,-84,-61,100,100,100,100,100,-93,100,30
23,2022-07-19-16:14:29,100,-84,-70,-95,-81,100,-75,-76,-75,-93,100,-87,100,100,-79,-89,100,-82,-58,100,-97,100,100,100,100,100,30
24,2022-07-19-16:14:34,100,-88,-59,-89,-90,100,-83,-78,-77,-94,100,-81,100,100,-84,-97,100,-76,-69,100,100,100,100,100,-94,100,30
25,2022-07-19-16:14:39,100,-83,-71,-90,-85,100,-87,-74,-73,-98,-98,-89,100,100,-80,-97,100,-83,-61,100,100,100,100,100,-102,100,30
26,2022-07-19-16:14:44,100,-84,-69,-91,-85,100,100,-73,-73,-97,100,-95,100,100,-80,-95,100,-81,-61,100,100,100,100,100,100,100,30
