index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
20,2022-07-22-21:14:48,-79,-54,100,100,-69,-77,-96,100,-72,100,100,-78,-84,-93,100,-72,-71,-82,100,100,100,100,100,-69,-83,32
21,2022-07-22-21:14:53,-79,-59,-80,100,-71,-85,-91,100,-72,100,100,-80,-83,100,100,-72,-91,100,100,100,100,100,100,-81,-84,32
22,2022-07-22-21:14:58,-79,-55,-80,100,-71,-77,-94,100,-65,100,100,-80,-83,-91,100,-85,-78,-87,100,100,100,100,100,-74,-83,32
23,2022-07-22-21:15:03,-84,-59,-96,100,-69,-85,-95,100,-65,100,100,-78,-83,-92,100,-72,-78,-88,100,100,100,100,100,-81,-83,32
24,2022-07-22-21:15:08,-84,-59,-79,100,-71,-77,-94,100,-72,100,100,-78,-83,-92,100,-84,-80,-89,100,100,100,100,100,-69,-73,32
25,2022-07-22-21:15:13,-84,-54,-79,100,-66,-77,-91,100,-65,100,100,-78,-79,-91,100,-72,-71,-89,100,100,100,100,100,-69,-80,32
26,2022-07-22-21:15:18,-79,-55,-86,100,-65,-85,100,-95,-60,100,100,-78,-83,-91,100,-72,-71,-81,100,100,100,100,100,-81,-83,32
27,2022-07-22-21:15:23,-84,-54,-86,100,-69,-85,100,-95,-65,100,100,-78,-79,100,100,-72,-71,-83,100,100,100,100,100,-80,-84,32
28,2022-07-22-21:15:28,-96,-60,-91,100,-68,-82,-96,100,-72,100,100,-78,-79,100,100,100,-89,-85,100,100,100,100,100,-69,-80,32
29,2022-07-22-21:15:33,-82,-59,-86,100,-71,100,-95,100,-60,100,100,-80,-78,100,100,-84,-78,-88,100,100,100,100,100,-81,-75,32
30,2022-07-22-21:15:38,-78,-54,-80,100,-65,-94,-92,100,-72,100,100,-80,-84,-91,100,-85,-71,-86,100,100,100,100,100,-69,-83,32
31,2022-07-22-21:15:43,-84,-55,-80,100,-65,-85,-95,100,-60,100,100,-78,-83,-92,100,-81,-78,-88,100,100,100,100,100,-81,-83,32
32,2022-07-22-21:15:48,-83,-55,-80,100,-69,-94,100,100,-65,100,100,-86,-83,-92,100,-81,-71,-88,100,100,100,100,100,-69,-72,32
33,2022-07-22-21:15:53,-79,-55,-86,100,-66,-85,100,-97,-65,100,100,-86,-83,-92,100,-81,-78,-88,100,100,100,100,100,-69,-73,32
34,2022-07-22-21:15:58,-79,-55,-86,100,-71,100,-94,100,-59,100,100,-80,-83,100,100,-81,-78,-88,100,100,100,100,100,-80,-81,32
35,2022-07-22-21:16:03,-79,-55,-86,100,-69,-93,-98,100,100,100,100,-80,-84,-98,100,-72,-71,-86,100,100,100,100,100,-75,-83,32
36,2022-07-22-21:16:08,-83,-54,-80,100,-71,100,-92,100,-72,100,100,-80,-79,100,100,-72,-78,-88,100,100,100,100,100,-81,-73,32
37,2022-07-22-21:16:13,-84,-55,-86,100,-71,-85,-98,100,-59,100,100,-78,-84,-92,100,-72,-78,-81,100,100,100,100,100,-74,-83,32
38,2022-07-22-21:16:18,-83,-54,-95,100,-69,-77,-99,100,-72,100,100,-78,-79,-97,100,-72,-71,-87,100,100,100,100,100,-81,-83,32
39,2022-07-22-21:16:23,-96,-55,-80,100,-65,-77,-94,100,-72,100,100,-78,-83,-91,100,-85,-78,-86,100,100,100,100,100,-81,-80,32
40,2022-07-22-21:16:28,-79,-54,-86,100,-69,-77,-94,-97,-59,100,100,-86,-84,-91,100,-72,-91,-82,100,100,100,100,100,-81,-80,32
41,2022-07-22-21:16:33,-83,-54,-86,100,-65,-77,-94,100,-60,100,100,-80,100,100,100,-85,-71,-81,100,100,100,100,100,-75,-73,32
42,2022-07-22-21:16:38,-84,-59,-86,100,-65,-77,100,-100,-65,100,100,-78,-83,100,100,-85,-77,-88,100,100,100,100,100,-74,-72,32
43,2022-07-22-21:16:43,-96,-54,-94,100,-69,-77,-92,100,-65,100,100,-80,-84,-91,100,-72,-78,-88,100,100,100,100,100,-69,-73,32
44,2022-07-22-21:16:48,-79,-59,-95,100,-69,-94,-92,-97,-65,100,100,-78,-83,-91,100,-72,-91,-88,100,100,100,100,100,-81,-83,32
45,2022-07-22-21:16:53,-84,-59,-80,100,-69,-77,100,-96,-59,100,100,-86,-79,-97,100,-85,-77,-86,100,100,100,100,100,-81,-80,32
46,2022-07-22-21:16:58,-83,-54,-87,100,-69,-77,-92,100,-65,100,100,-80,-79,-92,100,-72,100,-88,100,100,100,100,100,-81,-73,32
47,2022-07-22-21:17:03,-84,-59,-80,100,-69,-85,100,100,-72,100,100,-80,-79,-91,100,-72,-78,-82,100,100,100,100,100,-69,-73,32
48,2022-07-22-21:17:08,-84,-54,-86,100,-69,-85,-99,100,-59,100,100,-78,-79,-91,100,-72,-71,-82,100,100,100,100,100,-69,-72,32
49,2022-07-22-21:17:13,-79,-54,-80,100,-71,-85,-94,100,-72,100,100,-86,-83,100,100,-72,-78,-88,100,100,100,100,100,-81,-80,32
50,2022-07-22-21:17:18,-83,-59,-86,100,-65,-78,100,100,-72,100,100,-86,-82,-92,100,-85,-78,-88,100,100,100,100,100,-75,-80,32
51,2022-07-22-21:17:23,-79,-54,-95,100,-71,-77,100,100,-65,100,100,100,-84,-92,100,-81,-91,-81,100,100,100,100,100,-69,-72,32
52,2022-07-22-21:17:28,-84,-55,-96,100,-71,-85,-95,100,-60,100,100,-78,-83,-93,100,-84,-77,100,100,100,100,100,100,-74,-80,32
53,2022-07-22-21:17:33,-96,-55,-80,100,-69,-77,100,100,-59,100,100,-85,-84,-92,100,-72,-78,-88,100,100,100,100,100,-75,-83,32
54,2022-07-22-21:17:38,-83,-59,-94,100,-69,-77,100,100,-72,100,100,-86,-83,-91,100,-85,-80,-88,100,100,100,100,100,-69,-83,32
55,2022-07-22-21:17:43,-79,-55,-86,100,-65,-85,100,100,-72,100,100,-85,-79,-91,100,-85,-78,-88,100,100,100,100,100,-69,-72,32
56,2022-07-22-21:17:48,-84,-54,-86,100,-65,-85,-95,100,-72,100,100,-85,-83,100,100,-85,-78,-81,100,100,100,100,100,-75,-73,32
57,2022-07-22-21:17:53,-79,-59,-86,100,-69,-77,-95,100,-65,100,100,-78,-79,100,100,-72,-71,-86,100,100,100,100,100,-69,-72,32
58,2022-07-22-21:17:58,-79,-55,-81,100,-71,-77,-99,100,-65,100,100,-78,-79,-91,100,-72,100,-86,100,100,100,100,100,-81,-73,32
59,2022-07-22-21:18:03,-83,-55,-80,100,-69,-85,-94,100,-72,100,100,-78,-79,100,100,-72,-78,-89,100,100,100,100,100,-80,-83,32
