index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-22-21:13:08,-80,-65,-86,100,-68,-85,-89,-93,-74,100,100,-77,-82,-89,100,-85,-77,-86,100,100,100,100,100,-73,-74,32
1,2022-07-22-21:13:13,-86,-63,-91,100,-75,-80,-90,100,-64,100,100,-88,-82,-89,100,-75,-81,-88,100,100,100,100,100,-80,-88,32
2,2022-07-22-21:13:18,-76,-66,-80,100,-70,-86,-89,100,-62,100,100,-87,-88,-89,100,-74,-74,-82,100,100,100,100,100,-67,-86,32
3,2022-07-22-21:13:23,-77,-62,-86,100,-68,-79,100,100,-69,100,100,-89,-80,-89,100,-79,-77,-83,100,100,100,100,100,-68,-89,32
4,2022-07-22-21:13:28,-86,-56,-87,100,-64,-84,-93,100,-65,100,100,-78,-84,-91,100,-72,-71,-82,100,100,100,100,100,-81,100,32
5,2022-07-22-21:13:33,-80,-54,-91,100,-70,-93,100,100,-66,100,100,-78,-84,-90,100,-77,-72,-83,100,100,100,100,100,-83,-80,32
6,2022-07-22-21:13:38,-79,-60,-78,100,-72,-77,-91,100,-73,100,100,-85,-85,100,100,-72,-70,-85,100,100,100,100,100,-76,-80,32
7,2022-07-22-21:13:43,-85,-55,-89,100,-68,-77,-93,100,-71,100,100,-77,-82,-91,100,-80,-71,-89,100,100,100,100,100,-68,-80,32
8,2022-07-22-21:13:48,-79,-54,-80,100,-72,-89,100,-97,-60,100,100,-77,-87,-90,100,-72,-71,-84,100,100,100,100,100,-73,-86,32
9,2022-07-22-21:13:53,-80,-54,-80,100,-71,-77,100,100,-59,100,100,-80,-84,-88,100,-84,-80,-90,100,100,100,100,100,-68,-76,32
10,2022-07-22-21:13:58,-84,-55,-79,100,-71,-85,100,100,-65,100,100,-80,-79,100,100,-81,-71,-86,100,100,100,100,100,-75,-80,32
11,2022-07-22-21:14:03,-79,-59,-92,100,-65,100,-92,-96,-65,100,100,-78,-79,-92,100,-85,-90,100,100,100,100,100,100,-69,-81,32
12,2022-07-22-21:14:08,-79,-55,-79,100,-65,-85,-94,100,-60,100,100,-80,-79,-91,100,-71,-77,-90,100,100,100,100,100,-81,-80,32
13,2022-07-22-21:14:13,-79,-54,-87,100,-69,-77,100,100,-60,100,100,-78,-83,-91,100,-85,-78,-90,100,100,100,100,100,-69,-73,32
14,2022-07-22-21:14:18,-84,-54,-78,100,-71,-85,-94,100,-72,100,100,-80,-83,-91,100,-72,-78,100,100,100,100,100,100,-81,-73,32
15,2022-07-22-21:14:23,-79,-55,-86,100,-69,-94,-91,100,-65,100,100,-86,-79,-92,100,-81,-71,-83,100,100,100,100,100,-75,-73,32
16,2022-07-22-21:14:28,-83,-55,-94,100,-65,-77,-91,100,-72,100,100,-80,-79,100,100,-72,-93,-85,100,100,100,100,100,-69,-83,32
17,2022-07-22-21:14:33,-96,-54,-86,100,-69,-85,100,100,-60,100,100,-78,-79,-92,100,-72,-78,-82,100,100,100,100,100,-73,-83,32
18,2022-07-22-21:14:38,-79,-54,-86,100,-69,-77,-99,-96,-65,100,100,-78,-83,100,100,-84,-71,-83,100,100,100,100,100,-81,-83,32
19,2022-07-22-21:14:43,-79,-59,-80,100,-69,-85,-91,100,100,100,100,-86,-83,-91,100,-84,-78,100,100,100,100,100,100,-80,-80,32
