index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-22-20:30:34,100,-82,-60,100,-84,100,-87,-94,-71,100,100,100,100,-97,100,100,-77,-70,100,100,100,-98,100,-97,100,56
1,2022-07-22-20:30:39,100,-83,-71,100,-82,100,-90,-82,-83,100,100,100,100,100,100,100,-90,-64,100,100,100,100,100,-96,100,56
2,2022-07-22-20:30:44,100,-81,-60,100,-85,100,-86,-98,-72,100,100,100,100,-90,-101,100,-78,-70,100,100,100,100,100,-96,100,56
3,2022-07-22-20:30:49,100,-80,-61,100,-82,100,-94,-76,-78,-95,100,100,100,-95,100,100,-96,-66,100,100,100,100,100,-97,100,56
4,2022-07-22-20:30:54,100,-82,-69,100,-82,100,-92,-83,-79,100,100,100,100,-90,100,100,100,-64,100,100,100,100,100,-98,100,56
5,2022-07-22-20:30:59,100,-80,-61,100,-87,100,-87,-75,-68,100,100,100,100,-90,100,100,-76,-67,100,100,100,100,100,-94,100,56
6,2022-07-22-20:31:04,100,-83,-69,100,-82,100,-93,-82,-81,-94,100,100,100,-94,100,100,-93,-64,100,100,100,100,100,-96,100,56
7,2022-07-22-20:31:09,100,-80,-60,100,-84,100,-87,-97,-72,100,100,100,100,100,100,100,-77,-71,100,100,100,100,100,-93,100,56
8,2022-07-22-20:31:14,100,-78,-61,100,-87,100,-87,-75,-69,-93,100,100,100,-93,100,100,-76,-69,100,100,100,100,100,-92,100,56
9,2022-07-22-20:31:19,100,-82,-60,100,-84,100,-89,-94,-71,100,100,100,100,-90,100,100,-76,-69,100,100,100,100,100,100,100,56
10,2022-07-22-20:31:24,100,-79,-60,100,-88,100,-87,-75,-69,-94,100,100,100,-88,100,100,-76,-68,100,100,100,100,100,100,100,56
11,2022-07-22-20:31:29,100,-84,-69,100,-81,100,-95,-82,-83,100,100,100,100,-89,100,100,-97,-64,100,100,100,100,100,-96,100,56
12,2022-07-22-20:31:34,100,-81,-60,100,-85,100,-87,100,-74,100,100,100,100,-92,100,100,-76,-71,100,100,100,100,100,-93,100,56
13,2022-07-22-20:31:39,100,-85,-69,100,-82,100,-90,-82,-81,100,100,100,100,-96,100,100,100,-64,100,100,100,100,100,-95,100,56
14,2022-07-22-20:31:44,100,-80,-60,100,-85,100,-87,-82,-73,100,100,100,100,-91,100,100,-76,-69,100,100,100,100,100,-95,100,56
15,2022-07-22-20:31:49,100,-78,-62,100,-85,100,-87,-76,-68,-93,100,100,100,-91,100,100,-76,-67,100,100,100,100,100,-94,100,56
16,2022-07-22-20:31:54,100,-85,-70,100,-82,100,-93,-82,-80,100,100,100,100,-94,100,100,-87,-64,100,100,100,100,100,-96,100,56
17,2022-07-22-20:31:59,100,-80,-61,100,100,100,-85,-75,-68,100,100,100,100,-88,100,100,-76,-67,100,100,100,100,100,100,100,56
18,2022-07-22-20:32:04,100,-84,-69,100,-82,100,-93,-81,-84,100,100,100,100,-87,100,100,-94,-64,100,100,100,100,100,-96,100,56
