index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
19,2022-07-22-20:32:09,100,-81,-59,100,-85,100,-87,-91,-74,100,100,100,100,-92,100,100,-77,-67,100,100,100,100,100,-95,100,56
20,2022-07-22-20:32:14,100,-79,-61,100,-86,100,-87,-76,-69,-94,100,100,100,-88,100,100,-75,-68,100,100,100,100,100,-93,100,56
21,2022-07-22-20:32:19,100,-81,-59,100,-85,100,100,100,-67,100,100,100,100,-87,100,100,-75,-73,100,100,100,100,100,-91,100,56
22,2022-07-22-20:32:24,100,-82,-62,100,-83,100,-87,-75,-70,100,100,100,100,-94,100,100,-74,-69,100,100,100,100,100,-92,100,56
23,2022-07-22-20:32:29,100,-84,-70,100,-81,100,-91,-84,-93,-94,100,100,100,-97,100,100,-89,-65,100,100,100,100,100,-96,100,56
24,2022-07-22-20:32:34,100,-82,-60,100,-84,100,-87,-91,-71,100,100,100,100,-95,100,100,-76,-69,100,100,100,100,100,-98,100,56
25,2022-07-22-20:32:39,100,-82,-60,100,-84,100,-87,-90,-70,100,100,100,100,100,100,100,-76,-69,100,100,100,100,100,100,100,56
26,2022-07-22-20:32:44,100,-81,-60,100,-83,100,-88,-83,-75,100,100,100,100,-93,100,100,-78,-68,100,100,100,100,100,-93,100,56
27,2022-07-22-20:32:49,100,-83,-61,100,-83,100,-83,-76,-73,100,100,100,100,-94,100,100,-85,-64,100,100,100,100,100,100,100,56
28,2022-07-22-20:32:54,100,-86,-68,100,-83,100,-94,-83,-86,100,100,100,100,-87,100,100,-87,-64,100,100,100,100,100,-95,100,56
29,2022-07-22-20:32:59,100,-85,-69,100,-83,100,-90,-85,-82,100,100,100,100,-95,100,100,100,-64,100,100,100,100,100,100,100,56
30,2022-07-22-20:33:04,100,-92,-66,100,-85,100,-85,-82,-83,100,100,100,100,-90,100,100,-76,-68,100,100,100,100,100,100,100,56
31,2022-07-22-20:33:09,100,-73,-60,100,-85,100,-91,-82,-80,100,100,100,100,-90,100,100,-83,-76,100,100,100,100,100,100,100,56
32,2022-07-22-20:33:14,100,-77,-60,100,-85,100,-85,-82,-80,100,100,100,100,-90,100,-100,-74,-67,100,100,100,100,100,100,100,56
33,2022-07-22-20:33:19,100,-77,-61,100,-84,100,-85,-82,-80,100,100,100,100,-92,100,100,-74,-67,100,100,100,100,100,100,100,56
34,2022-07-22-20:33:24,100,-73,-60,100,-85,100,-92,100,-88,100,100,100,100,-91,100,100,-83,-76,100,100,100,100,100,100,100,56
35,2022-07-22-20:33:29,100,-94,-67,100,-83,100,-85,-82,-81,100,100,100,100,-92,100,100,-84,-67,100,100,100,100,100,-95,100,56
36,2022-07-22-20:33:34,100,-73,-66,100,-88,100,-92,-82,-88,100,100,100,100,-87,100,100,-83,-76,100,100,100,100,100,-97,100,56
37,2022-07-22-20:33:39,100,-72,-60,100,-85,100,100,100,-86,100,100,100,100,-90,100,-100,-82,-75,100,100,100,100,100,100,100,56
38,2022-07-22-20:33:44,100,-93,-66,100,-83,100,-92,-82,-80,100,100,100,100,100,100,100,-83,-67,100,100,100,100,100,-96,100,56
39,2022-07-22-20:33:49,100,-73,-61,100,-84,100,-86,-82,-88,100,100,100,100,-90,100,100,-74,-67,100,100,100,100,100,100,100,56
40,2022-07-22-20:33:54,100,-94,-66,100,-82,100,-91,-82,-80,-99,100,100,100,-92,100,100,-83,-67,100,100,100,100,100,100,100,56
41,2022-07-22-20:33:59,100,-94,-66,100,-83,100,-90,-82,-80,100,100,100,100,100,100,100,-83,-67,100,100,100,100,100,-97,100,56
42,2022-07-22-20:34:04,100,-78,-60,100,-84,100,-85,-82,-80,100,100,100,100,-91,100,100,-74,-67,100,100,100,100,100,100,100,56
43,2022-07-22-20:34:09,100,-93,-67,100,-83,100,-91,-82,-81,100,100,100,100,-91,100,100,-83,-67,100,100,100,100,100,-97,100,56
44,2022-07-22-20:34:14,100,-77,-60,100,-84,100,-92,-81,-88,100,100,100,100,-92,100,100,-75,-75,100,100,100,100,100,100,100,56
45,2022-07-22-20:34:19,100,-77,-60,100,-85,100,-85,-81,-81,100,100,100,100,-91,100,100,-74,-67,100,100,100,100,100,100,100,56
46,2022-07-22-20:34:24,100,-73,-60,100,-85,100,100,100,-87,100,100,100,100,-91,100,100,-83,-76,100,100,100,100,100,100,100,56
47,2022-07-22-20:34:29,100,-78,-61,100,-84,100,-87,-81,-80,100,100,100,100,-91,100,100,-75,-67,100,100,100,100,100,-96,100,56
48,2022-07-22-20:34:34,100,-94,-66,100,-82,100,-91,-82,-81,100,100,100,100,100,100,100,-82,-67,100,100,100,100,100,-100,100,56
49,2022-07-22-20:34:39,100,-72,-60,100,-83,100,-92,100,-86,100,100,100,100,-88,100,100,-83,-76,100,100,100,100,100,100,100,56
50,2022-07-22-20:34:44,100,-93,-68,100,-82,100,-90,-82,-81,100,100,100,100,100,100,100,-83,-67,100,100,100,100,100,-96,100,56
51,2022-07-22-20:34:49,100,-73,-60,100,-85,100,-90,-82,-88,100,100,100,100,-91,100,100,-83,-75,100,100,100,100,100,100,100,56
52,2022-07-22-20:34:54,100,-77,-60,100,-84,100,-85,-82,-80,100,100,100,100,-92,100,100,-75,-67,100,100,100,100,100,100,100,56
53,2022-07-22-20:34:59,100,-93,-66,100,100,100,-91,-82,-81,100,100,100,100,100,100,100,-86,-67,100,100,100,100,100,-97,100,56
54,2022-07-22-20:35:04,100,-77,-61,100,100,100,-86,-82,-80,100,100,100,100,-90,100,100,-74,-68,100,100,100,100,100,100,100,56
55,2022-07-22-20:35:09,100,-94,-66,100,-83,100,-91,-82,-81,100,100,100,100,-92,100,100,-85,-67,100,100,100,100,100,-98,100,56
56,2022-07-22-20:35:14,100,-73,-60,100,-85,100,100,-82,-88,100,100,100,100,-90,100,100,-83,-76,100,100,100,100,100,-98,100,56
57,2022-07-22-20:35:19,100,-77,-60,100,100,100,-86,-82,-80,100,100,100,100,-92,100,100,-75,-67,100,100,100,100,100,100,100,56
58,2022-07-22-20:35:24,100,-73,-60,100,100,100,100,100,100,100,100,100,100,-90,100,100,-83,-76,100,100,100,100,100,100,100,56
59,2022-07-22-20:35:29,100,-77,-61,100,-84,100,-86,-81,-80,100,100,100,100,-92,100,100,-75,-67,100,100,100,100,100,100,100,56
