index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
32,2022-07-22-20:47:46,100,-78,-76,100,-73,100,-92,-94,-63,100,100,100,100,-80,-95,-96,-73,-88,100,100,100,-91,100,-88,100,51
33,2022-07-22-20:47:51,100,-72,-77,100,-82,-92,-92,100,-60,100,100,100,100,-78,-96,100,-66,-80,100,100,100,-91,100,-84,-89,51
34,2022-07-22-20:47:56,100,-78,-76,100,100,100,100,100,100,-98,100,100,100,-80,100,100,-66,-89,100,100,100,-92,100,100,100,51
35,2022-07-22-20:48:01,100,-71,-77,100,-73,100,-92,-95,-60,100,100,100,100,-78,100,100,-66,-80,100,100,100,-91,100,-83,-89,51
36,2022-07-22-20:48:06,100,-74,-76,100,-82,100,-96,-94,-60,100,100,100,100,-96,100,100,-83,-80,100,100,100,-91,100,-96,-90,51
37,2022-07-22-20:48:11,100,-79,-76,100,-73,100,-94,-96,-63,100,100,100,100,-80,100,-96,-73,-88,100,100,100,-92,100,-89,100,51
38,2022-07-22-20:48:16,100,100,100,100,-73,100,100,100,-64,100,100,100,100,100,100,100,-73,-89,100,100,100,100,100,-89,100,51
39,2022-07-22-20:48:21,100,-78,-76,100,-74,100,-96,-93,-64,100,100,100,100,-81,100,100,-83,-80,100,100,100,-91,100,-90,100,51
40,2022-07-22-20:48:26,100,-71,-77,100,-83,-95,100,100,-60,100,100,100,100,-78,100,-96,-66,-80,100,100,100,-92,100,-83,-90,51
41,2022-07-22-20:48:31,100,-73,-76,100,-82,-93,100,-92,-60,100,100,100,100,-78,100,100,-83,-80,100,100,100,100,100,-96,-89,51
42,2022-07-22-20:48:36,100,100,-76,100,-82,100,100,-92,-60,100,100,100,100,-96,100,100,-83,-80,100,100,100,100,100,100,100,51
43,2022-07-22-20:48:41,100,-72,-76,100,-83,-92,100,100,-60,100,100,100,100,-78,100,100,-66,-80,100,100,100,100,100,-96,-90,51
44,2022-07-22-20:48:46,100,-74,-76,100,-73,100,100,-96,-60,-98,100,100,100,-96,100,-97,-73,-80,100,100,100,100,100,-96,100,51
45,2022-07-22-20:48:51,100,-71,-77,100,-83,100,-93,-97,-60,-97,100,100,100,-78,100,-96,-66,-80,100,100,100,-92,100,-83,-90,51
46,2022-07-22-20:48:56,100,-71,-77,100,-82,100,100,100,-60,100,100,100,100,-77,100,100,-66,100,100,100,100,-92,100,-84,-89,51
47,2022-07-22-20:49:01,100,-72,-77,100,-73,100,-93,-97,-63,-97,100,100,100,-80,100,-94,-73,-89,100,100,100,-91,100,-89,100,51
48,2022-07-22-20:49:06,100,-73,-77,100,-82,100,100,-100,-61,100,100,100,100,-97,100,100,-66,-79,100,100,100,-91,100,-97,-89,51
49,2022-07-22-20:49:11,100,-79,-76,100,-73,100,100,-92,-63,100,100,100,100,-80,100,100,-73,-88,100,100,100,-91,100,-90,100,51
50,2022-07-22-20:49:16,100,100,-76,100,-73,100,100,-97,-63,100,100,100,100,-80,100,100,-73,-89,100,100,100,-92,100,-88,100,51
51,2022-07-22-20:49:21,100,-73,-76,100,-82,100,-97,-92,-60,100,100,100,100,-98,100,100,-83,-80,100,100,100,100,100,100,100,51
52,2022-07-22-20:49:26,100,-79,-76,100,-73,100,-93,-96,-60,100,100,100,100,-80,100,-95,-66,-88,100,100,100,-91,100,-83,-90,51
53,2022-07-22-20:49:31,100,-73,-76,100,-82,100,100,-92,-60,100,100,100,100,-78,100,100,-83,-80,100,100,100,100,100,-96,-90,51
54,2022-07-22-20:49:36,100,-74,-76,100,-82,100,-98,-93,-60,100,100,100,100,-95,100,100,-82,-80,100,100,100,100,100,-96,100,51
55,2022-07-22-20:49:41,100,-72,-77,100,-82,100,100,100,-60,100,100,100,100,-78,100,100,-66,-80,100,100,100,100,100,-83,-90,51
56,2022-07-22-20:49:46,100,-73,-76,100,-82,100,-96,-92,-61,100,100,100,100,-100,100,100,-83,-80,100,100,100,100,100,-96,100,51
57,2022-07-22-20:49:51,100,-71,-77,100,-82,100,-92,-96,-60,100,100,100,100,-80,100,-97,-66,-90,100,100,100,-92,100,-84,-90,51
58,2022-07-22-20:49:56,100,-71,-77,100,-82,100,100,-94,-60,100,100,100,100,-77,100,100,-66,-80,100,100,100,-92,100,-84,-90,51
59,2022-07-22-20:50:01,100,-79,-76,100,-73,100,100,100,-64,-97,100,100,100,-80,100,100,-73,-89,100,100,100,-92,100,-89,100,51
