index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-22-20:45:06,100,-72,-75,100,-85,-93,-94,-92,-63,-100,-95,100,100,-78,100,100,-72,-77,100,100,100,-92,100,-95,-88,51
1,2022-07-22-20:45:11,100,-86,-77,100,-74,100,100,100,-66,100,100,100,100,-88,100,100,-70,100,100,100,100,100,100,100,-98,51
2,2022-07-22-20:45:16,100,-80,-75,100,-82,100,-98,100,-60,100,100,100,100,100,100,100,-84,-80,100,100,100,100,100,-97,100,51
3,2022-07-22-20:45:21,100,-71,-74,100,-80,100,-91,100,-64,100,100,100,100,-78,100,100,-65,-80,100,100,100,-92,100,-84,-90,51
4,2022-07-22-20:45:26,100,-74,-75,100,-81,100,100,100,-60,100,100,100,100,-77,100,100,-84,-82,100,100,100,-91,100,-97,-90,51
5,2022-07-22-20:45:31,100,-74,-76,100,-82,100,100,100,-60,100,100,100,100,100,100,100,-86,-81,100,100,100,100,100,100,100,51
6,2022-07-22-20:45:36,100,-72,-78,100,-81,100,-94,100,-60,100,100,100,100,-80,100,100,-66,-84,100,-100,100,-89,100,-84,100,51
7,2022-07-22-20:45:41,100,-78,-76,100,-82,100,-98,-96,-63,100,100,100,100,-78,100,-97,-72,-92,100,100,100,100,100,-88,100,51
8,2022-07-22-20:45:46,100,-70,-76,100,-84,100,-94,100,-60,100,100,100,100,-80,-92,-96,-66,-77,100,100,100,-92,100,-86,100,51
9,2022-07-22-20:45:51,100,-71,-78,100,-82,100,100,100,-59,100,100,100,100,-78,100,100,-66,-77,100,100,100,-92,100,-82,-87,51
10,2022-07-22-20:45:56,100,-80,-76,100,-73,100,-100,-93,-63,100,100,100,100,-80,100,-96,-72,-90,100,100,100,-91,100,-89,100,51
11,2022-07-22-20:46:01,100,-72,-78,100,-83,100,100,-94,-61,100,100,100,100,-78,100,-94,-65,-78,100,100,100,-91,100,-84,-88,51
12,2022-07-22-20:46:06,100,-76,-76,100,-73,100,100,-95,-60,100,100,100,100,-82,100,-98,-77,-92,100,100,100,100,100,-89,100,51
13,2022-07-22-20:46:11,100,-82,-78,100,-74,100,100,100,-63,100,100,100,100,-82,100,-96,-74,-92,100,100,100,-92,100,-90,100,51
14,2022-07-22-20:46:16,100,-75,-77,100,-82,100,100,-92,-61,100,100,100,100,-94,100,100,-84,-79,100,100,100,100,100,100,100,51
15,2022-07-22-20:46:21,100,-79,-76,100,-73,100,-93,-97,-63,100,100,100,100,-80,100,-93,-73,-89,100,100,100,-92,100,-90,100,51
16,2022-07-22-20:46:26,100,-72,-77,100,-82,100,100,-97,-60,100,100,100,100,-78,100,100,-66,-80,100,100,100,100,100,-96,-89,51
17,2022-07-22-20:46:31,100,-73,-76,100,-82,100,-94,-93,-60,100,100,100,100,-94,100,100,-83,-79,100,100,100,100,100,-97,100,51
18,2022-07-22-20:46:36,100,-71,-77,100,-82,100,100,100,-60,100,100,100,100,-78,100,100,-66,-80,100,100,100,-91,100,-83,-90,51
19,2022-07-22-20:46:41,100,-73,-76,100,-82,-93,100,-93,-60,100,100,100,100,-97,100,100,-83,-80,100,100,100,-91,100,-96,-90,51
20,2022-07-22-20:46:46,100,-79,-76,100,-73,100,100,100,-63,100,100,100,100,-80,100,100,-66,-89,100,100,100,-92,100,100,-90,51
21,2022-07-22-20:46:51,100,-72,-77,100,-83,100,100,100,-60,100,100,100,100,-77,100,100,-66,-81,100,100,100,-92,100,-83,-90,51
22,2022-07-22-20:46:56,100,-79,-76,100,-73,100,100,100,-63,100,100,100,100,-80,100,-96,-73,-89,100,100,100,100,100,-88,100,51
23,2022-07-22-20:47:01,100,-72,-77,100,-82,100,-93,-96,-60,100,100,100,100,-78,-92,100,-66,-80,100,100,100,-92,100,-89,-90,51
24,2022-07-22-20:47:06,100,-74,-76,100,-82,-93,100,-93,-61,100,100,100,100,-91,100,100,-84,-80,100,100,100,100,100,-83,-90,51
25,2022-07-22-20:47:11,100,-78,-76,100,-72,100,100,-95,-63,-94,100,100,100,-80,100,-96,-73,-85,100,100,100,-92,100,-89,100,51
26,2022-07-22-20:47:16,100,-73,-77,100,-82,100,100,-94,-60,100,100,100,100,-95,100,100,-82,100,100,100,100,100,100,-98,100,51
27,2022-07-22-20:47:21,100,-78,-76,100,-73,100,-98,-92,-63,100,100,100,100,-80,100,100,-83,-91,100,100,100,-90,100,-89,100,51
28,2022-07-22-20:47:26,100,-71,-78,100,-83,100,100,-94,-60,100,100,100,100,-78,100,100,-66,-80,100,100,100,-92,100,-84,-89,51
29,2022-07-22-20:47:31,100,-73,-76,100,-82,100,-97,-92,-60,100,100,100,100,-96,100,100,-83,-80,100,100,100,100,100,-95,-89,51
30,2022-07-22-20:47:36,100,-71,100,100,-82,100,100,100,-60,100,100,100,100,100,100,100,-66,-80,100,100,100,100,100,100,-89,51
31,2022-07-22-20:47:41,100,-73,-76,100,-82,100,100,-93,-60,100,100,100,100,-97,100,100,-82,-79,100,100,100,-92,100,-97,-89,51
