index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-19-21:01:00,100,100,100,-82,-89,100,-88,-93,100,-89,-80,-84,100,100,-94,-86,100,-87,-87,-69,-61,100,-77,-85,100,100,10
1,2022-07-19-21:01:05,100,100,100,-82,-88,100,-87,100,100,-75,-70,-81,100,100,100,-85,100,-89,-95,-86,-54,100,-84,-82,100,100,10
2,2022-07-19-21:01:10,100,100,100,-79,-90,100,-88,100,100,-83,-66,-87,100,100,-93,-94,100,100,-93,-80,-73,100,-80,-89,100,100,10
3,2022-07-19-21:01:15,100,100,100,-85,100,100,-90,-93,100,-88,-80,-87,100,100,100,100,100,-87,-87,-75,-52,100,-86,-82,100,100,10
4,2022-07-19-21:01:20,100,100,100,-73,100,100,-93,100,100,-75,-69,-87,100,100,100,-90,100,-93,-93,-81,-60,100,-86,-81,100,100,10
5,2022-07-19-21:01:25,100,100,100,-74,100,100,-87,100,100,-73,-68,-79,100,100,100,-87,100,-89,-94,-75,-81,100,100,-88,100,100,10
6,2022-07-19-21:01:30,100,100,100,-77,100,100,-86,-96,100,-71,-66,-84,100,100,-96,-94,100,-96,100,-75,-55,100,100,-82,100,100,10
7,2022-07-19-21:01:35,100,100,100,-77,-89,100,100,100,100,-71,-68,-87,100,100,100,-88,100,-95,-94,-77,-79,100,-86,-88,100,100,10
8,2022-07-19-21:01:40,100,100,100,-74,100,100,-86,100,100,-75,-69,-83,100,100,-96,-94,100,100,-92,-78,-53,100,-87,-84,100,100,10
9,2022-07-19-21:01:45,100,100,100,-74,100,100,-93,100,100,-74,-68,-84,100,100,100,-87,100,-90,100,-77,-59,100,-81,-83,100,100,10
10,2022-07-19-21:01:50,100,100,100,-77,100,100,100,100,100,-71,100,-83,100,100,100,-88,100,100,-93,-73,-73,100,-86,-89,100,100,10
11,2022-07-19-21:01:55,100,100,100,-73,100,100,-90,100,100,-75,-68,-81,100,100,100,-89,100,-86,100,-77,-77,100,-80,-86,100,100,10
12,2022-07-19-21:02:00,100,100,100,-74,100,100,-86,100,100,-73,-67,-89,100,100,100,-91,100,-92,100,-79,-59,100,-84,-86,100,100,10
13,2022-07-19-21:02:05,100,100,100,-77,-91,100,-94,100,100,-71,-67,-90,100,100,100,-88,100,-91,100,-75,-74,100,-87,-89,100,100,10
14,2022-07-19-21:02:10,100,100,100,-73,-88,100,-85,-93,100,-75,-68,-88,100,100,100,-86,100,-88,-94,-77,-55,100,-87,-86,100,100,10
15,2022-07-19-21:02:15,100,100,100,-74,-89,100,-89,100,100,-75,-68,-89,100,100,100,-96,100,-92,-94,-80,-55,100,-87,-89,100,100,10
16,2022-07-19-21:02:20,100,100,100,-73,-89,100,-85,-94,100,-73,-67,-88,100,100,100,-89,100,-92,-94,-80,-59,100,-84,-89,100,100,10
17,2022-07-19-21:02:25,100,100,100,-77,-88,100,-90,100,100,-71,-67,-89,100,100,100,-86,100,-91,100,-75,-74,100,-88,-89,100,100,10
18,2022-07-19-21:02:30,100,100,100,-73,100,100,-92,100,100,-75,-68,-89,100,100,100,-96,100,-91,100,-76,-55,100,-82,-82,100,100,10
19,2022-07-19-21:02:35,100,100,100,-74,-89,100,-89,100,100,-72,-68,-88,100,100,100,-87,100,-88,100,-80,-59,100,-81,-86,100,100,10
20,2022-07-19-21:02:40,100,100,100,-74,-91,100,-89,-94,100,-71,-67,-89,100,100,100,-89,100,-91,-94,-75,-74,100,-87,-86,100,100,10
21,2022-07-19-21:02:45,100,100,100,-73,100,100,-92,100,100,-75,-68,-89,100,100,100,-96,100,-91,100,-76,-55,100,-87,-89,100,100,10
22,2022-07-19-21:02:50,100,100,100,-74,100,100,-85,100,100,-73,-66,-89,100,100,100,-86,100,-91,100,-80,-59,100,-84,-81,100,100,10
23,2022-07-19-21:02:55,100,100,100,-77,-91,100,-85,-94,100,-71,-67,-88,100,100,100,-89,100,-88,100,-75,-74,100,-84,-89,100,100,10
24,2022-07-19-21:03:00,100,100,100,-74,100,100,-85,-94,100,-73,-67,-88,100,100,-96,-89,100,-91,100,-76,-55,100,-81,-89,100,100,10
25,2022-07-19-21:03:05,100,100,100,-73,-91,100,-93,-97,100,-75,-67,-89,100,100,100,-86,100,-91,100,-80,-59,100,-87,-86,100,100,10
26,2022-07-19-21:03:10,100,100,100,-77,100,100,-85,100,100,-75,-67,-89,100,100,100,-89,100,-91,-94,-80,-74,100,-87,-86,100,100,10
27,2022-07-19-21:03:15,100,100,100,-73,-89,100,-90,-94,100,-75,-68,-88,100,100,100,-89,100,-91,-94,-75,-55,100,-87,-89,100,100,10
28,2022-07-19-21:03:20,100,100,100,-73,-96,100,-89,-97,100,-75,-68,-89,100,100,-96,-96,100,-91,-95,-76,-55,100,-82,-89,100,100,10
29,2022-07-19-21:03:25,100,100,100,-74,-91,100,-85,-94,100,-71,-67,-89,100,100,-96,-89,100,-91,100,-80,-59,100,-84,100,100,100,10
30,2022-07-19-21:03:30,100,100,100,-77,-91,100,-90,-97,100,-75,-68,-88,100,100,100,-89,100,-91,100,-75,-74,100,-87,-89,100,100,10
31,2022-07-19-21:03:35,100,100,100,-73,-88,100,-89,100,100,-75,-68,-89,100,100,100,-86,100,-88,-95,-76,-55,100,-81,-86,100,100,10
32,2022-07-19-21:03:40,100,100,100,-74,100,100,-85,-94,100,-72,-68,-89,100,100,100,-86,100,-88,-94,-80,-59,100,-87,-89,100,100,10
33,2022-07-19-21:03:45,100,100,100,-77,100,100,-89,100,100,-71,-67,-90,100,100,100,-89,100,-91,-94,-75,-74,100,-81,-86,100,100,10
34,2022-07-19-21:03:50,100,100,100,-77,-88,100,-92,100,100,-73,-67,-89,100,100,100,-86,100,-91,100,-75,-74,100,-85,-81,100,100,10
35,2022-07-19-21:03:55,100,100,100,-74,-89,100,-85,-94,100,-73,-68,-89,100,100,100,-86,100,-92,-94,-77,-59,100,-87,-82,100,100,10
36,2022-07-19-21:04:00,100,100,100,-74,-91,100,-85,100,100,-72,-68,-88,100,100,100,-89,100,-88,-94,-80,-74,100,-81,-89,100,100,10
37,2022-07-19-21:04:05,100,100,100,-74,-91,100,-89,100,100,-73,-67,-88,100,100,100,-89,100,-91,-95,-80,-59,100,-87,-89,100,100,10
38,2022-07-19-21:04:10,100,100,100,100,-92,100,-92,100,100,-73,-67,-89,100,100,100,-86,100,-91,100,-82,-59,100,-81,-86,100,100,10
39,2022-07-19-21:04:15,100,100,100,-74,-91,100,-86,100,100,-71,-67,-88,100,100,100,-89,100,-93,100,-81,-55,100,-84,-89,100,100,10
40,2022-07-19-21:04:20,100,100,100,-77,100,100,100,100,100,-75,-68,-91,100,100,100,100,100,-91,-94,-75,-74,100,-87,100,100,100,10
41,2022-07-19-21:04:25,100,100,100,-74,-88,100,100,100,100,-75,-68,100,100,100,100,-91,100,-91,100,-78,-59,100,-81,-86,100,100,10
42,2022-07-19-21:04:30,100,100,100,-77,100,100,-89,100,100,-71,-67,-88,100,100,-100,-88,100,-91,100,-80,-74,100,-87,-89,100,100,10
43,2022-07-19-21:04:35,100,100,100,-77,-91,100,-85,100,100,-71,-68,-89,100,100,100,-89,100,-91,-94,-76,-55,100,-92,-81,100,100,10
44,2022-07-19-21:04:40,100,100,100,-77,-91,100,-85,100,100,-71,-67,-89,100,100,100,-89,100,-88,-93,-77,-55,100,-87,100,100,100,10
45,2022-07-19-21:04:45,100,100,100,-74,-91,100,-85,-98,100,-71,-67,-89,100,100,100,-89,100,-91,100,-80,-59,100,-87,-89,100,100,10
46,2022-07-19-21:04:50,100,100,100,-74,-89,100,-85,-94,100,-73,-67,-88,100,100,100,100,100,-91,-94,-76,-74,100,-88,-86,100,100,10
47,2022-07-19-21:04:55,100,100,100,-77,-91,100,-92,100,100,-75,-67,-89,100,100,100,-86,100,-88,-94,-75,-59,100,-81,100,100,100,10
48,2022-07-19-21:05:00,100,100,100,-74,-91,100,-94,-94,100,-72,-67,-89,100,100,-96,-86,100,-88,-94,-80,-55,100,-87,-81,100,100,10
49,2022-07-19-21:05:05,100,100,100,-77,100,100,-89,100,100,-71,-67,100,100,100,100,100,100,-91,100,-80,-74,100,-82,-81,100,100,10
50,2022-07-19-21:05:10,100,100,100,-74,-91,100,-89,100,100,-71,-68,-89,100,100,100,-86,100,-91,100,-76,-74,100,-87,-89,100,100,10
51,2022-07-19-21:05:15,100,100,100,-73,-89,100,-90,100,100,-79,-67,-88,100,100,100,-89,100,100,100,-75,-55,100,-87,-81,100,100,10
52,2022-07-19-21:05:20,100,100,100,-77,-91,100,-85,100,100,-75,-68,-90,100,100,100,-96,100,-91,100,-76,-55,100,-87,-89,100,100,10
53,2022-07-19-21:05:25,100,100,100,-77,100,100,100,-94,100,-75,-68,-89,100,100,100,-89,100,-91,100,-80,-58,100,-81,-86,100,100,10
54,2022-07-19-21:05:30,100,100,100,-74,-91,100,-90,100,100,-71,-67,-89,100,100,100,-90,100,100,-93,-75,-74,100,-87,-89,100,100,10
55,2022-07-19-21:05:35,100,100,100,-77,-91,100,-90,100,100,-71,-67,-88,100,100,100,-89,100,100,100,-80,-59,100,-81,-89,100,100,10
56,2022-07-19-21:05:40,100,100,100,-77,-91,100,-92,-94,100,-73,-67,-89,100,100,100,-88,100,-91,-94,-80,-59,100,-84,-82,100,100,10
57,2022-07-19-21:05:45,100,100,100,-73,-91,100,-92,100,100,-75,-67,-89,100,100,100,-88,100,-91,100,-75,-55,100,-81,-86,100,100,10
58,2022-07-19-21:05:50,100,100,100,-73,-89,100,-92,100,100,-72,-67,-87,100,100,100,-89,100,-88,100,-75,-55,100,-81,-86,100,100,10
