index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-19-19:42:03,100,-94,-94,-82,-85,100,-100,-96,100,-87,-93,-77,100,100,-93,-80,100,-92,-91,-85,-93,100,-67,-80,100,100,16
1,2022-07-19-19:42:08,100,100,100,-86,-83,100,-93,-93,100,-88,-91,-62,100,100,-88,-72,100,-89,-94,-72,-83,100,-61,-81,100,100,16
2,2022-07-19-19:42:13,100,100,100,-83,-84,100,-88,100,100,-82,-91,-68,100,100,-89,-73,100,-85,-101,-66,-82,100,-79,-82,100,100,16
3,2022-07-19-19:42:18,100,100,100,-83,-83,100,-89,100,100,-94,-84,-73,100,100,-94,-89,100,-86,-89,-66,-90,100,-61,-83,100,100,16
4,2022-07-19-19:42:23,100,100,100,-86,-82,100,100,100,100,-82,-92,-62,100,100,100,-82,100,-85,-97,-66,-87,100,-60,-83,100,100,16
5,2022-07-19-19:42:28,100,100,100,-84,-78,100,100,100,100,-82,-84,-68,100,100,100,-86,100,-84,100,-74,-80,100,-76,100,100,100,16
6,2022-07-19-19:42:33,100,100,100,-85,-78,100,-92,100,100,100,-84,-70,100,100,-93,-76,100,-82,-91,-74,-87,100,-60,-82,100,100,16
7,2022-07-19-19:42:38,100,100,100,-84,-85,100,-89,100,100,-87,-84,-62,100,100,100,-80,100,-87,-93,-66,-82,100,-61,100,100,100,16
8,2022-07-19-19:42:43,100,100,100,-83,-93,100,100,100,100,-92,-83,-71,100,100,-91,-79,100,-87,-93,-66,-87,100,-83,-82,100,100,16
9,2022-07-19-19:42:48,100,100,100,-83,100,100,-94,100,100,-88,-94,-67,100,100,-91,-79,100,-87,-91,-66,-81,100,-82,100,100,100,16
10,2022-07-19-19:42:53,100,100,100,-85,-78,100,-91,100,100,-90,-84,-72,100,100,100,-76,100,-81,100,-66,-81,100,-72,-91,100,100,16
11,2022-07-19-19:42:58,100,100,100,-86,-88,100,-90,100,100,-82,-90,-72,100,100,100,-75,100,-85,-88,-65,-80,100,-61,100,100,100,16
12,2022-07-19-19:43:03,100,100,100,-83,-86,100,-88,100,100,-82,100,-68,100,100,-91,-82,100,-87,-90,-73,-82,100,-58,-91,100,100,16
13,2022-07-19-19:43:08,100,100,100,-82,-83,100,100,100,100,-86,-84,-61,100,100,100,-73,100,-81,-87,-66,-81,100,-59,-91,100,100,16
14,2022-07-19-19:43:13,100,100,100,-88,100,100,100,100,100,100,-94,-68,100,100,-89,-75,100,-82,100,-74,-80,100,-61,-83,100,100,16
15,2022-07-19-19:43:18,100,100,100,-87,-79,100,-93,100,100,-82,-90,-64,100,100,-93,-73,100,-83,-90,-66,-84,100,-59,-90,100,100,16
16,2022-07-19-19:43:23,100,100,100,-83,-87,100,100,100,100,-87,-90,-69,100,100,-90,-75,100,-86,-87,-66,-82,100,-60,-90,100,100,16
17,2022-07-19-19:43:28,100,100,100,-83,-90,100,100,100,100,-82,-90,-68,100,100,-89,-74,100,-86,-96,-66,-81,100,-58,-91,100,100,16
18,2022-07-19-19:43:33,100,100,100,-85,-89,100,-92,100,100,-88,-84,-71,100,100,-89,-73,100,-89,-89,-73,-82,100,-59,-82,100,100,16
19,2022-07-19-19:43:38,100,100,100,-82,-78,100,-90,100,100,-82,-90,-61,100,100,-91,-73,100,-88,-88,-66,-81,100,-78,100,100,100,16
