index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-22-14:40:36,100,-85,-84,-96,-87,100,-74,-83,-67,-94,100,-88,100,-97,-87,-89,-98,-82,-68,-89,-100,100,-87,100,-97,-94,52
1,2022-07-22-14:40:41,100,-85,100,-98,-86,100,-70,-79,-72,-97,100,100,100,100,-89,100,100,-65,-63,100,100,100,100,100,100,100,52
2,2022-07-22-14:40:46,100,-84,100,-99,-88,100,-71,-79,-72,-99,100,-87,100,100,-88,100,100,-65,-78,100,100,100,100,100,-90,100,52
3,2022-07-22-14:40:51,100,-83,100,-94,-88,100,-87,-85,-75,100,100,100,100,100,-90,100,100,-62,-68,100,100,100,100,100,100,100,52
4,2022-07-22-14:40:56,100,-89,100,-96,-93,100,-85,-85,-75,100,100,-95,100,100,-86,100,100,-62,-67,100,100,100,100,100,100,100,52
5,2022-07-22-14:41:01,100,-86,100,100,100,100,-75,-94,-77,100,100,-89,100,100,-88,100,100,-75,-72,100,100,100,100,100,100,100,52
6,2022-07-22-14:41:06,100,-87,100,100,-91,100,-77,-91,-76,-93,100,-97,100,100,-90,100,100,-62,-66,100,100,100,100,100,-92,100,52
7,2022-07-22-14:41:11,100,-86,100,100,100,100,-75,-84,-69,-97,100,100,100,100,-90,100,100,-61,-66,100,100,100,100,100,-99,100,52
8,2022-07-22-14:41:16,100,-85,100,-94,-84,100,-77,-84,-77,100,100,100,100,100,-90,100,100,-75,-73,100,100,100,-91,100,100,100,52
9,2022-07-22-14:41:21,100,-85,100,100,100,100,-74,100,-69,100,100,-94,100,100,-86,100,100,-61,-62,100,100,100,100,100,100,100,52
10,2022-07-22-14:41:26,100,-85,100,-95,-92,100,-77,-84,-69,100,100,-93,100,100,-90,100,100,-75,-73,100,100,100,100,100,100,100,52
11,2022-07-22-14:41:31,100,-86,100,100,-92,100,-77,100,-64,-99,100,-89,100,100,-86,100,100,-61,-62,100,100,100,-99,100,-91,100,52
12,2022-07-22-14:41:36,100,-85,100,-96,100,100,-82,-84,-64,-92,100,-94,100,100,100,100,100,-62,-66,100,100,100,100,100,100,100,52
13,2022-07-22-14:41:41,100,-86,100,-95,100,100,-77,-84,-64,-92,100,-89,100,100,-86,100,100,-61,-62,100,100,100,-92,100,-91,100,52
