index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-18-11:21:51,-85,-72,-96,-95,-55,-84,-74,-83,-84,-82,-98,-85,-74,-89,-80,-92,-90,-62,-80,-89,-91,100,-86,-88,-80,-82,24
1,2022-07-18-11:21:56,-85,-67,-79,-85,-50,-81,-74,-76,-80,-85,100,-85,-77,-84,-65,-92,-78,-60,-79,-85,100,100,-85,-87,-80,-91,24
2,2022-07-18-11:22:01,-90,-70,-92,-86,-57,-87,-80,-89,-76,-82,100,-87,-90,-87,-77,100,-75,-74,-83,100,100,100,-84,-89,-87,-82,24
3,2022-07-18-11:22:06,-99,-69,100,-97,-56,-90,-78,-87,-78,-85,100,-92,-96,-83,-64,-89,-91,-73,-85,100,-89,100,100,100,-88,100,24
4,2022-07-18-11:22:11,-91,-77,-82,-84,-62,-85,-74,-75,-85,-84,-92,-89,-85,-86,-65,-87,-84,-62,-78,-83,-90,100,100,100,-83,-84,24
5,2022-07-18-11:22:16,-86,-67,-80,-98,-52,-88,-78,-76,-82,-83,-92,-82,-74,-89,-63,-94,-91,-65,-86,-88,-85,100,-86,-89,-78,-83,24
6,2022-07-18-11:22:21,-85,-71,-82,-84,-52,-83,-75,-76,-83,-83,100,-85,-79,-87,-62,-90,-82,-62,-76,-82,-96,100,-85,-87,-85,-88,24
7,2022-07-18-11:22:26,-82,-81,100,-82,-52,-81,-76,-76,-87,-83,100,-86,-78,100,-62,-90,-79,-63,-76,-85,100,100,-83,-87,-83,100,24
8,2022-07-18-11:22:31,100,-67,-84,-92,-56,-89,-76,-79,-82,-88,100,-81,-78,-89,-65,-89,-92,-67,-78,-88,100,100,-80,100,-75,-84,24
9,2022-07-18-11:22:36,-83,-82,-92,-83,-56,-83,-74,-74,-78,-84,-92,-85,-79,-86,-62,-91,-85,-74,-77,-94,-96,100,-86,-87,-90,-87,24
10,2022-07-18-11:22:41,-90,-68,-80,-90,-51,-90,-75,-76,-82,-83,100,-82,-74,-92,-64,-90,-92,-65,-73,100,-95,100,-91,-87,-76,-82,24
11,2022-07-18-11:22:46,-88,-67,-80,-90,-52,-90,-75,-76,-82,-83,100,-82,-76,-85,-66,-90,-97,-65,-73,-89,100,100,-91,100,100,-82,24
12,2022-07-18-11:22:51,-88,-67,-92,-95,-56,-86,-79,-87,-78,-85,100,-89,-92,-85,-64,-90,-93,-74,-83,100,-88,100,-89,-87,-94,-88,24
13,2022-07-18-11:22:56,-93,-67,-92,-90,-51,-86,-75,-76,-84,-84,100,-82,-74,-87,-66,-90,-95,-65,-73,-90,-95,100,-90,-92,-84,-84,24
14,2022-07-18-11:23:01,-88,-67,-83,-83,-56,-87,-80,-87,-78,-85,-94,-90,-92,-85,-62,-89,-78,-62,-83,-83,-89,100,-86,-87,-93,-89,24
15,2022-07-18-11:23:06,-87,-67,100,-96,-56,-87,-79,-87,-78,-84,100,-90,-91,-85,-64,-91,100,-74,-83,-94,-89,100,-89,-87,-93,-88,24
16,2022-07-18-11:23:11,-83,-84,-83,-83,-52,100,-74,-76,-85,-84,100,-85,-78,100,-62,100,-79,-62,-77,-84,-96,100,-85,-88,-85,-88,24
17,2022-07-18-11:23:16,-88,-67,-91,-95,-56,-88,-79,-87,-77,-84,100,-90,-94,-84,-64,-91,-78,-74,-83,-84,-88,100,-91,-87,-92,-88,24
18,2022-07-18-11:23:21,100,-67,-83,-84,-52,100,-75,-76,-82,-83,-94,-81,-78,-87,-62,-90,-94,-65,-73,100,100,100,-92,-87,-77,-83,24
19,2022-07-18-11:23:26,-90,100,-82,-84,-52,-82,-74,-76,-86,-84,100,-85,-79,-93,100,-90,-79,-62,-77,-83,-97,100,-85,-88,-84,-88,24
20,2022-07-18-11:23:31,100,-67,-80,-91,-51,100,-74,-76,-81,-84,100,-82,-74,-87,-66,-90,-92,-65,-73,-90,100,100,100,100,-77,-84,24
21,2022-07-18-11:23:36,-85,-85,-83,-83,-52,-81,-74,-76,-86,-84,100,-85,-79,-88,-63,-90,-79,-62,-76,-83,100,100,-85,-88,-84,-90,24
22,2022-07-18-11:23:41,-85,-67,-91,-95,-52,-86,-80,-88,-77,-84,100,-90,-92,-84,-66,-91,-93,-74,-83,-94,-88,100,100,-86,-93,-88,24
23,2022-07-18-11:23:46,100,-67,-80,-91,-51,100,-75,-76,-82,-84,100,-81,-77,-85,-66,-90,100,-65,-73,100,100,100,-91,-92,-78,-81,24
24,2022-07-18-11:23:51,100,-67,100,-94,-56,-85,-80,-87,-77,-84,100,-91,-92,100,100,-90,100,-74,-83,100,-89,100,-90,-87,-89,-88,24
25,2022-07-18-11:23:56,-83,-66,-81,-91,-52,-88,-75,-76,-84,-84,100,-81,-76,-81,-66,-89,-80,-65,-73,-95,-90,100,-90,-87,-86,-86,24
26,2022-07-18-11:24:01,-90,-71,-90,-87,-62,-84,-75,-76,-80,-85,100,-87,-85,-91,-60,-84,-79,-63,-75,100,-92,100,-90,-92,-85,-86,24
27,2022-07-18-11:24:06,-88,-76,-90,-96,-56,-90,-80,-87,-76,-85,-95,-90,-91,-86,-64,-92,-83,-72,-80,-91,-89,100,-89,-88,-92,-88,24
28,2022-07-18-11:24:11,-89,-74,-81,-85,-53,-80,-78,-77,-92,-82,100,-85,-79,-88,100,100,100,-62,-75,-83,100,100,-83,100,100,100,24
29,2022-07-18-11:24:16,-88,-69,-95,-85,-53,-84,-79,-86,-80,-84,-93,-90,-90,-85,-63,-87,-93,-74,-85,-82,-90,100,-84,-86,-93,-88,24
30,2022-07-18-11:24:21,-86,-65,-80,-93,-52,-93,-75,-76,-84,-84,100,-81,-74,100,-66,-87,-91,-66,-73,-92,-96,100,-86,-87,-77,-89,24
31,2022-07-18-11:24:26,-85,-78,-82,-84,-52,-81,-74,-76,-94,-83,100,-85,-79,-91,-62,-94,-79,-62,-76,-83,-94,100,-84,-88,-82,-88,24
32,2022-07-18-11:24:31,-90,-66,100,-94,-52,100,-75,-76,100,100,100,-82,-74,-86,-66,-87,100,-66,100,100,100,100,100,100,100,-84,24
33,2022-07-18-11:24:36,-83,-66,-82,-84,-52,-80,-75,-76,-83,-83,100,-85,-80,-87,-62,-92,-79,-62,-76,-82,-95,100,-85,100,-82,-88,24
34,2022-07-18-11:24:41,-88,-68,-82,-93,-57,-83,-79,-88,-80,-84,-94,-91,-89,-86,-63,-92,-92,-73,-85,-93,-90,100,-91,-87,-94,-89,24
35,2022-07-18-11:24:46,-89,-67,-80,-92,-52,-84,-75,-76,-84,-83,100,-82,-74,-85,-67,-88,-89,-65,-74,-92,-90,100,-90,-92,-77,-83,24
36,2022-07-18-11:24:51,-87,-69,-80,100,-52,100,-79,-76,-85,100,100,100,-89,-86,100,-92,-93,-73,-73,100,100,100,100,100,100,-90,24
37,2022-07-18-11:24:56,-89,-66,-96,-94,-52,-83,-75,-76,-84,-84,100,-82,-89,-86,-63,-88,-92,-66,-85,-94,-90,100,-90,-87,-77,-82,24
38,2022-07-18-11:25:01,-87,-83,-82,-85,-52,-80,-75,-76,-84,-84,100,-84,-79,-90,-62,-94,-79,-62,-76,-83,-96,100,-85,100,-82,-88,24
39,2022-07-18-11:25:06,-85,-68,-97,-94,-57,-83,-79,-87,-80,-84,-93,-91,-89,-85,-63,-94,-93,-74,-85,-83,-89,100,-90,100,-83,-89,24
40,2022-07-18-11:25:11,100,-67,-80,100,-52,100,-75,-76,-84,-85,100,-82,-74,-87,-66,-87,-90,-66,-74,-91,-90,100,-91,-87,-77,-82,24
41,2022-07-18-11:25:16,-92,-83,-82,-86,-53,-81,-75,-76,-84,-83,100,-87,-78,-89,-62,-93,-79,-62,-76,-84,-95,100,-84,-88,-83,-88,24
42,2022-07-18-11:25:21,-88,-69,-95,-90,-57,-84,-79,-87,-80,-83,100,-90,-92,-86,-63,-93,-93,-74,-84,-91,-87,100,-89,-86,-96,-90,24
43,2022-07-18-11:25:26,-88,-66,-80,-90,-51,100,-75,-76,-86,-83,-96,-82,-74,100,-67,-86,-94,-66,-73,-87,100,100,-87,100,-77,-83,24
44,2022-07-18-11:25:31,-87,-68,-93,100,-56,-84,-78,-87,-85,-84,100,-89,-90,-85,-64,-90,-93,-73,100,100,100,100,-88,-87,-97,100,24
45,2022-07-18-11:25:36,-88,-66,-79,-89,-52,-86,-75,-76,-84,-83,100,-82,-74,-88,-66,-87,-88,-67,-76,-92,-88,100,-88,-88,-77,-82,24
46,2022-07-18-11:25:41,-87,-77,-80,-83,-52,-81,-76,-76,-80,-85,100,-84,-79,-89,-63,-90,-78,-62,-77,-82,100,100,-88,-93,-81,-87,24
47,2022-07-18-11:25:46,-90,-68,-94,-97,-57,-84,-78,-89,-80,-86,100,-89,-90,-85,-63,-92,-92,-73,-87,-83,-94,100,-88,-89,-96,-88,24
48,2022-07-18-11:25:51,100,-77,-82,-84,100,-81,-75,-76,100,-85,100,100,100,100,-63,100,100,-62,-77,-84,100,100,100,100,-81,100,24
49,2022-07-18-11:25:56,-90,-68,-82,-84,-56,-84,-79,-88,-80,-85,-95,-91,-92,-86,-64,-89,-93,-73,-78,-89,-92,100,-87,-89,-96,-90,24
50,2022-07-18-11:26:01,-87,-66,-80,-91,-52,-84,-75,-76,-81,-85,-101,-80,-74,-85,-66,-85,-92,-65,-74,100,-89,100,-90,100,-76,-82,24
51,2022-07-18-11:26:06,-87,-77,-81,-83,-52,-81,-75,-76,-81,-85,100,-85,-79,-90,-63,-92,-78,-61,-77,-83,100,100,-86,-87,-82,-86,24
52,2022-07-18-11:26:11,-88,-76,100,-84,-52,-80,-75,100,100,-83,100,-87,-79,-84,100,-89,-78,-62,100,100,100,100,-85,100,-76,-87,24
53,2022-07-18-11:26:16,-91,-78,-81,-84,-52,-81,-74,-76,-91,-83,100,-87,-79,-84,-63,-87,-78,-65,-77,100,100,100,-84,-86,-81,-81,24
54,2022-07-18-11:26:21,-86,-68,-93,-83,-56,-83,-79,-87,-80,-84,-93,-90,-88,-84,-63,-92,-86,-73,-87,-84,-89,100,-86,-88,-94,-87,24
55,2022-07-18-11:26:26,-85,-67,-80,-90,-52,-83,-75,-76,-81,-83,100,-82,-75,-85,-66,-86,-88,-65,-74,-90,-88,100,-88,100,-77,-80,24
56,2022-07-18-11:26:31,-86,100,-80,-91,-52,100,-75,-76,100,-83,100,-82,-74,-84,100,-86,-90,-65,-74,100,100,100,-91,100,-76,-80,24
57,2022-07-18-11:26:36,-88,-66,-80,-91,-52,-84,-74,-87,-80,-85,100,-80,-74,-85,-66,-91,-90,-65,-88,100,-90,100,-90,-87,-93,-82,24
58,2022-07-18-11:26:41,-86,-78,-83,-83,-52,100,-74,-76,-87,-82,100,-85,-79,-90,-62,-87,-78,-62,-77,-84,100,100,-85,100,-82,-84,24
59,2022-07-18-11:26:46,-86,-69,-92,-96,-56,-84,-79,-87,-81,-85,-93,-88,-90,-85,-63,-92,-92,-76,-85,-93,-90,100,-89,-86,-83,-88,24
