index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-22-13:46:13,-81,-72,-87,-98,-63,-86,-87,-89,-67,-96,100,-99,-81,-83,-80,-98,-79,-74,-86,100,100,100,100,100,-87,-89,31
1,2022-07-22-13:46:18,-84,-66,-83,100,-65,-84,-89,-90,-67,100,100,100,-84,-85,-80,-86,-93,-73,-88,100,100,100,100,100,-74,-93,31
2,2022-07-22-13:46:23,100,-73,-87,100,-64,-82,-82,-95,-81,100,100,100,-86,-87,-81,-85,-79,-69,-89,100,-93,100,100,100,-76,-78,31
3,2022-07-22-13:46:28,-91,-62,-87,100,-65,-79,-89,-89,-67,100,100,100,-88,-79,-79,-97,-81,-76,100,100,100,100,100,100,-86,-80,31
4,2022-07-22-13:46:33,-91,-80,-87,100,-65,-89,-90,-89,-76,100,100,100,-87,-80,-75,-99,-73,-67,100,100,-93,100,100,100,-81,-86,31
5,2022-07-22-13:46:38,-85,-61,-89,100,-63,-88,-91,-90,-67,-97,100,100,100,-78,-78,-86,-74,100,-79,100,100,100,100,100,-81,-82,31
6,2022-07-22-13:46:43,-91,-68,-86,100,-61,-89,-89,100,-76,100,100,100,-86,-86,-82,-86,-82,-73,-94,100,100,100,100,100,-83,-83,31
7,2022-07-22-13:46:48,-88,-61,-89,100,-62,-83,-83,-89,-80,100,100,100,-89,-79,-82,-86,-86,-73,-79,100,100,100,100,100,-77,-77,31
8,2022-07-22-13:46:53,-90,-71,-83,100,-64,-81,-82,100,-68,100,100,100,-87,-81,-84,-85,-73,-67,-79,100,100,100,100,100,-82,-84,31
9,2022-07-22-13:46:58,-94,-69,-90,100,-62,-83,-93,-89,-83,100,100,100,-86,-77,-80,100,-84,-74,100,100,-98,100,100,100,-78,-85,31
10,2022-07-22-13:47:03,-85,-63,-85,100,-65,-86,-91,100,-79,100,100,-97,-85,-78,-78,-90,-74,-68,-79,100,100,100,100,100,-81,-84,31
11,2022-07-22-13:47:08,100,-71,-88,100,-62,-82,-88,-89,-79,100,100,100,-82,-86,-76,-85,-88,-74,-77,100,100,100,100,100,-82,-77,31
12,2022-07-22-13:47:13,-88,-80,-87,100,-64,100,-84,-90,-66,100,100,100,-88,-79,-79,-85,-88,-73,-79,100,100,100,100,100,-83,-77,31
13,2022-07-22-13:47:18,-88,-71,-88,100,-62,-83,-83,-90,-85,100,100,100,-89,-79,-79,-93,-82,-68,-96,100,100,100,100,100,-77,-83,31
14,2022-07-22-13:47:23,-94,-80,-88,100,-63,100,-89,100,-85,-96,100,100,-88,-79,-75,-98,-82,-68,-79,100,-94,100,100,100,-80,-77,31
15,2022-07-22-13:47:28,-88,-71,-88,100,-62,-83,-89,-90,-85,100,100,100,-88,-86,-79,-86,-82,-67,-79,100,100,100,100,100,-77,-77,31
16,2022-07-22-13:47:33,-88,-71,-88,100,-62,-83,-91,-90,-77,100,100,100,-88,-77,-75,-86,-73,-68,-79,100,100,100,100,100,-82,-85,31
