index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
11,2022-07-22-21:05:35,100,-59,-81,100,-68,-90,-95,-90,-64,100,100,100,100,-74,100,100,-71,-80,100,100,100,100,100,-91,100,54
12,2022-07-22-21:05:40,100,-60,-77,100,-73,-88,100,-98,-73,100,100,100,100,-84,100,-91,-79,-84,100,100,100,100,100,-86,-94,54
13,2022-07-22-21:05:45,100,-59,-81,100,-73,-88,-86,-91,-63,100,100,100,100,-75,100,-97,-71,-80,100,100,100,100,100,-91,-88,54
14,2022-07-22-21:05:50,100,-60,-77,100,-73,100,-85,-91,-72,100,100,100,100,-74,100,-90,-78,-89,100,100,100,100,100,-88,-88,54
15,2022-07-22-21:05:55,100,-59,-82,100,-78,100,-89,100,-72,100,100,100,100,-86,100,100,-78,-88,100,100,100,100,100,-91,100,54
16,2022-07-22-21:06:00,100,-63,-79,100,-73,-88,-89,-91,-68,100,100,100,100,-74,100,-96,-78,-82,100,100,100,100,100,-87,100,54
17,2022-07-22-21:06:05,100,-63,-79,100,-78,100,-88,-89,-73,100,100,100,100,-74,100,-97,-81,-91,100,100,100,100,100,-86,-88,54
18,2022-07-22-21:06:10,100,-59,-80,100,-78,-88,-89,100,-64,-98,100,100,100,-74,100,-96,-71,-83,100,100,100,100,100,-87,-94,54
19,2022-07-22-21:06:15,100,-60,-79,100,-68,100,-86,-89,-68,100,100,100,100,-75,100,-90,-78,100,100,100,100,100,100,-86,-88,54
20,2022-07-22-21:06:20,-96,-59,-94,100,-73,-88,100,-98,-64,100,100,100,100,-74,100,-90,-71,-82,100,100,100,100,100,-88,-88,54
21,2022-07-22-21:06:25,100,-63,-93,100,-78,-98,100,-89,-68,100,100,100,100,-74,100,-97,-71,-84,100,100,100,100,100,-88,-88,54
22,2022-07-22-21:06:30,100,-60,-93,100,-68,100,100,-91,-64,100,100,100,100,-74,100,100,-71,-85,100,100,100,100,100,-91,100,54
23,2022-07-22-21:06:35,100,-60,-94,100,-68,100,-87,-91,-64,100,100,100,100,-75,100,-97,-78,-82,100,100,100,100,100,-88,-88,54
24,2022-07-22-21:06:40,100,-63,-79,100,-73,100,-87,-91,-73,100,100,100,100,-74,100,100,-81,-85,100,100,100,100,100,-91,-88,54
25,2022-07-22-21:06:45,100,-63,-78,100,-68,100,-89,-91,-73,100,100,100,-99,-74,100,100,-78,-85,100,100,100,100,100,-86,-88,54
26,2022-07-22-21:06:50,100,-60,-92,100,-68,100,-89,100,-64,100,100,100,100,-75,100,100,-71,-91,100,100,100,100,100,-86,-88,54
27,2022-07-22-21:06:55,100,-59,-78,100,-73,-88,100,100,-68,100,100,100,100,-74,100,-90,-77,-82,100,100,100,100,100,-91,-88,54
28,2022-07-22-21:07:00,100,-60,-79,100,-68,100,-88,-91,-68,100,100,100,100,-75,100,-90,-78,-82,100,100,100,100,100,-86,-94,54
29,2022-07-22-21:07:05,100,-60,-78,100,-73,100,-86,-89,-68,100,100,100,100,-86,100,100,-81,-86,100,100,100,100,100,-87,100,54
30,2022-07-22-21:07:10,100,-63,-93,100,-73,-88,100,-91,-73,100,100,100,100,-86,100,-96,-81,-83,100,100,100,100,100,-91,-88,54
31,2022-07-22-21:07:15,100,-60,-79,100,-78,-88,-88,-92,-64,100,100,100,100,-74,100,100,-71,-93,100,100,100,100,100,-88,-88,54
32,2022-07-22-21:07:20,100,-60,-93,100,-68,-88,-88,-91,-73,100,100,100,100,-86,100,-97,-81,-95,100,100,100,100,100,-86,100,54
33,2022-07-22-21:07:25,100,-59,-79,100,-68,100,-87,-89,-68,100,100,100,100,-75,100,100,-81,-84,100,100,100,100,100,-91,-88,54
34,2022-07-22-21:07:30,100,-63,-93,100,-68,100,-87,100,-73,100,100,100,100,-75,100,-90,-71,100,100,100,100,100,100,-86,-94,54
35,2022-07-22-21:07:35,100,-59,-78,100,-73,-88,-88,-91,-64,100,100,100,100,-86,100,100,-78,-82,100,100,100,100,100,-86,-93,54
36,2022-07-22-21:07:40,100,-59,-78,100,-78,-88,-88,-89,-73,100,100,100,100,-75,100,-90,-71,-84,100,100,100,100,100,-91,100,54
37,2022-07-22-21:07:45,100,-63,-79,100,-73,100,-88,-91,-73,100,100,100,100,-86,100,100,-71,-86,100,100,100,100,100,100,-88,54
38,2022-07-22-21:07:50,100,-60,-79,100,-68,-88,-86,-90,-67,100,100,100,100,-74,100,-90,-78,-82,100,100,100,100,100,-88,-88,54
39,2022-07-22-21:07:55,-96,-60,-79,100,-68,-88,100,-90,-67,100,100,100,100,-75,100,-98,-78,-86,100,100,100,100,100,-88,100,54
40,2022-07-22-21:08:00,100,-60,-79,100,-68,100,-86,100,-64,100,100,100,100,-75,100,-97,-78,-86,100,100,100,100,100,-88,-88,54
41,2022-07-22-21:08:05,100,-63,-79,100,-68,100,-88,-90,-67,100,100,100,100,-86,100,-96,-78,-86,100,100,100,100,100,-86,100,54
42,2022-07-22-21:08:10,-95,-63,-79,100,-73,-88,-88,-91,-64,100,100,100,100,-74,100,-97,-71,-87,100,100,100,100,100,-86,-88,54
43,2022-07-22-21:08:15,100,-60,-78,100,-68,-88,-86,-91,-68,100,100,100,100,-75,100,-90,-71,-84,100,100,100,100,100,-91,-88,54
44,2022-07-22-21:08:20,100,-63,-79,100,-73,-88,-86,-89,-68,100,100,100,100,-75,100,-91,-71,-85,100,100,100,100,100,-87,-88,54
45,2022-07-22-21:08:25,-96,-59,-79,100,-68,-88,-93,-98,-68,100,100,100,100,-75,100,-90,-77,-85,100,100,100,100,100,-91,-88,54
46,2022-07-22-21:08:30,100,-63,-79,100,-73,100,-92,-98,-68,100,100,100,100,-75,100,100,-77,-85,100,100,100,100,100,-91,-88,54
47,2022-07-22-21:08:35,100,-59,-93,100,-78,100,-88,-91,-64,100,100,100,100,-74,100,100,-81,-85,100,100,100,100,100,-88,-88,54
48,2022-07-22-21:08:40,100,-59,-93,100,-68,-88,-86,-89,-68,100,100,100,100,-74,100,-97,-71,-85,100,100,100,100,100,-89,-93,54
49,2022-07-22-21:08:45,100,-59,-92,100,-68,-88,-88,-91,-73,100,100,100,100,-74,100,100,-77,-84,100,100,100,100,100,-88,-88,54
50,2022-07-22-21:08:50,100,-60,-79,100,-68,-88,-86,-89,-67,-99,100,100,100,-74,100,-90,-77,-85,100,100,100,100,100,-91,-88,54
51,2022-07-22-21:08:55,100,-63,-78,100,-73,100,100,-91,-73,100,100,100,100,-75,100,-91,-81,-84,100,100,100,100,100,-86,-95,54
52,2022-07-22-21:09:00,100,-63,-79,100,-73,100,-88,-91,-64,100,100,100,100,-74,100,-96,-80,-85,100,100,100,100,100,-88,-88,54
53,2022-07-22-21:09:05,100,-60,-94,100,-73,100,-93,-91,-73,100,100,100,100,-86,100,100,-80,-85,100,100,100,100,100,-91,100,54
54,2022-07-22-21:09:10,100,-63,-93,100,-78,100,100,-90,-63,100,100,100,100,-75,100,100,-80,-98,100,100,100,100,100,-91,-88,54
55,2022-07-22-21:09:15,100,-59,-78,100,-78,100,-89,100,-64,100,100,100,100,-75,100,-90,-81,100,100,100,100,100,100,-91,-88,54
56,2022-07-22-21:09:20,100,-63,-79,100,-73,100,-93,100,-73,100,100,100,100,-86,100,-97,-78,100,100,100,100,100,100,-91,100,54
57,2022-07-22-21:09:25,100,-63,-79,100,-78,100,-87,-89,-78,100,100,100,100,-74,100,-97,-75,-85,100,100,100,100,100,-95,-94,54
58,2022-07-22-21:09:30,-96,-63,-79,100,-78,100,-86,-89,-68,100,100,100,100,-74,100,-90,-77,-84,100,100,100,100,100,-88,-88,54
59,2022-07-22-21:09:35,100,-63,-78,100,-78,-88,-93,-89,-73,100,100,100,100,-86,100,-97,-81,-85,100,100,100,100,100,-86,100,54
