index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-19-21:15:17,100,100,100,-93,-89,100,-95,-93,100,-93,-78,-83,100,100,-98,-84,100,-87,-97,-88,-66,100,-82,-90,100,100,8
1,2022-07-19-21:15:22,100,100,100,-73,100,100,-90,100,100,-71,-59,-77,100,100,100,-83,100,-92,-91,-81,-83,100,-76,-80,100,100,8
2,2022-07-19-21:15:27,100,100,100,-92,100,100,-89,100,100,-76,-68,-86,100,100,100,-88,100,100,-96,-90,-62,100,-90,-80,100,100,8
3,2022-07-19-21:15:32,100,100,100,-72,100,100,-89,100,100,-71,-58,-83,100,100,100,-83,100,-91,100,-77,-75,100,-77,-80,100,100,8
4,2022-07-19-21:15:37,100,100,100,-73,100,100,-88,100,100,-72,-59,-82,100,100,100,-83,100,100,100,-78,-74,100,-76,-80,100,100,8
5,2022-07-19-21:15:42,100,100,100,-78,100,100,-90,100,100,-72,-60,-82,100,100,-97,-83,100,-86,-83,-85,-61,100,-76,-81,100,100,8
6,2022-07-19-21:15:47,100,100,100,-86,-91,100,-88,100,100,-80,-65,-83,100,100,100,-83,100,-88,-94,-76,-67,100,-83,-81,100,100,8
7,2022-07-19-21:15:52,100,100,100,-80,-90,100,-88,100,100,-72,-60,-82,100,100,100,-83,100,-88,-86,-82,-61,100,-77,-80,100,100,8
8,2022-07-19-21:15:57,100,100,100,-80,100,100,100,100,100,-72,-60,-84,100,100,100,-83,100,-85,-86,100,-61,100,-77,-80,100,100,8
9,2022-07-19-21:16:02,100,100,100,-87,-88,100,-87,100,100,-79,-65,-86,100,100,100,-81,100,100,-96,100,-67,100,-86,-81,100,100,8
10,2022-07-19-21:16:07,100,100,100,-82,100,100,-88,100,100,-72,-60,-85,100,100,-98,-82,100,100,-86,-86,-61,100,-77,-80,100,100,8
11,2022-07-19-21:16:12,100,100,100,-86,100,100,-88,100,100,-71,-58,-86,100,100,100,-82,100,-90,-94,-76,-68,100,-85,-81,100,100,8
12,2022-07-19-21:16:17,100,100,100,-86,-89,100,-88,100,100,-80,-65,-87,100,100,100,-81,100,100,-95,100,-67,100,-85,-82,100,100,8
13,2022-07-19-21:16:22,100,100,100,-73,100,100,-89,100,100,-71,-58,-82,100,100,-97,-85,100,-88,100,-82,-77,100,-77,-81,100,100,8
