index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-19-18:56:34,100,-90,-98,-96,-73,100,-88,-95,-92,-83,100,-82,100,100,-88,-80,100,-82,-76,100,-94,100,-84,100,100,100,21
1,2022-07-19-18:56:39,100,-88,-97,-89,-77,100,-87,-97,-87,-87,-91,-87,100,100,-68,-62,100,-81,-82,-84,-84,100,-92,100,100,100,21
2,2022-07-19-18:56:44,100,-89,-94,-88,-71,100,-87,-91,100,-82,-87,-81,100,100,-71,-69,100,-80,-77,-82,-81,100,100,-83,100,100,21
3,2022-07-19-18:56:49,100,-90,-94,-91,-71,100,-83,-95,100,-82,-87,-79,100,100,-73,-60,100,-82,-77,-85,-82,100,-73,-84,100,100,21
4,2022-07-19-18:56:54,100,-97,-96,-86,-78,100,-84,-94,100,-91,100,-89,100,100,-74,-65,100,-80,-83,-82,-95,100,100,100,100,100,21
5,2022-07-19-18:56:59,100,-89,-95,-91,-69,100,-83,100,100,-89,100,-93,100,100,-80,-70,100,-75,-82,100,-91,100,-80,100,100,100,21
6,2022-07-19-18:57:04,100,-88,100,100,-81,100,-89,-90,100,100,100,-93,100,100,-76,-76,100,-81,-90,-92,-91,100,-84,100,100,100,21
7,2022-07-19-18:57:09,100,100,-97,100,-78,100,100,100,100,100,100,-96,100,100,-74,-82,100,-83,-83,-89,-94,100,-89,100,100,100,21
8,2022-07-19-18:57:14,100,-90,100,100,-71,100,-82,-97,-90,100,100,-87,100,100,-62,-71,100,-77,-76,-93,100,100,-83,100,100,100,21
9,2022-07-19-18:57:19,100,-87,100,-92,-89,100,-94,-94,-93,-91,-96,-97,100,100,-80,-71,100,-86,-82,-91,-84,100,-86,100,100,100,21
10,2022-07-19-18:57:24,100,-90,-96,-95,-80,100,-88,100,100,-89,100,-82,100,100,-73,-64,100,-91,-87,-87,-91,100,-71,-85,100,100,21
11,2022-07-19-18:57:29,100,-85,100,100,-74,100,-86,100,100,-90,-93,-83,100,100,-67,-72,100,-79,-81,-90,-88,100,-76,100,100,100,21
12,2022-07-19-18:57:34,100,100,100,100,-80,100,-86,100,-89,-97,100,100,100,100,-74,100,100,100,-77,100,100,100,-97,100,100,100,21
13,2022-07-19-18:57:39,100,-90,100,100,-71,100,-85,-93,-87,100,100,-89,100,100,-69,-72,100,-76,-80,100,-94,100,100,100,100,100,21
14,2022-07-19-18:57:44,100,100,-94,-90,-87,100,-91,100,-90,-91,100,100,100,100,-89,-68,100,-80,-80,100,-82,100,-81,-94,100,100,21
15,2022-07-19-18:57:49,100,-90,-93,-90,-71,100,-85,-91,-95,-85,-92,-82,100,100,-70,-63,100,-91,-79,-85,-82,100,-76,-84,100,100,21
16,2022-07-19-18:57:54,100,-94,-92,-89,-85,100,100,100,100,-88,100,100,100,100,-81,-68,100,-80,-82,-89,-81,100,-78,100,100,100,21
17,2022-07-19-18:57:59,100,-91,-93,-91,-72,100,-88,100,-92,-91,-94,-84,100,100,-72,-63,100,-83,-79,-87,-81,100,-76,100,100,100,21
18,2022-07-19-18:58:04,100,100,-93,100,-72,100,-81,-94,100,-83,-88,-83,100,100,-64,-65,100,-77,-76,100,-82,100,-77,100,100,100,21
