index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-17-22:56:11,100,100,100,-92,-86,100,-86,-84,100,-91,-90,-63,100,100,-90,-78,100,-80,-83,-70,-75,100,-74,-97,100,100,14
1,2022-07-17-22:56:16,100,100,100,-90,100,100,-88,-84,100,-90,-88,-58,100,100,-90,-76,100,-80,100,100,-74,100,-78,100,100,100,14
2,2022-07-17-22:56:21,100,100,100,-81,-89,100,-87,100,100,-94,-88,-69,100,100,-91,-87,100,-82,-79,-72,-77,100,-79,100,100,100,14
3,2022-07-17-22:56:26,100,100,100,-84,100,100,-86,-90,100,-82,-83,-65,100,100,-89,-77,100,-86,-78,-61,-74,100,-78,-88,100,100,14
4,2022-07-17-22:56:31,100,100,100,-82,-91,100,-86,-90,100,-87,-88,-67,100,100,-92,-83,100,-82,-92,-73,-77,100,-79,-94,100,100,14
5,2022-07-17-22:56:36,100,100,100,-82,-88,100,100,100,100,-88,-87,-66,100,100,-92,-86,100,100,-94,-73,-77,100,-78,100,100,100,14
6,2022-07-17-22:56:41,100,100,100,-84,-86,100,-87,-92,100,-82,-83,-64,100,100,-88,-76,100,-80,-79,-62,-74,100,-72,100,100,100,14
7,2022-07-17-22:56:46,100,100,100,-83,-88,100,-86,100,100,-86,-84,-59,100,100,-93,-77,100,-82,-78,-61,-70,100,-74,100,100,100,14
8,2022-07-17-22:56:51,100,100,100,-84,-85,100,-90,-93,100,-81,-84,-64,100,100,-92,-76,100,-80,-78,-61,-74,100,-72,-88,100,100,14
9,2022-07-17-22:56:56,100,100,100,100,-86,100,-87,-92,100,-82,-84,-64,100,100,-90,-76,100,-81,-78,-61,-74,100,-73,100,100,100,14
10,2022-07-17-22:57:01,100,100,100,-77,-92,100,-92,-89,100,-86,-85,-59,100,100,-93,-78,100,-83,-78,-61,-70,100,-74,100,100,100,14
11,2022-07-17-22:57:06,100,100,-98,-85,-86,100,-87,-92,100,-82,-83,-64,100,100,-88,-76,100,-81,-79,-73,-77,100,-73,-90,100,100,14
12,2022-07-17-22:57:11,100,100,100,-77,-88,100,-91,-90,100,-86,-86,-58,100,100,-92,-78,100,-82,-78,-61,-70,100,-74,-88,100,100,14
13,2022-07-17-22:57:16,100,100,100,-77,-92,100,-91,-90,100,-87,-84,-58,100,100,-90,-78,100,-82,-78,-61,-70,100,-75,-89,100,100,14
14,2022-07-17-22:57:21,100,100,100,-83,-89,100,100,100,100,-87,-86,-67,100,100,-93,-86,100,100,-92,-73,-77,100,-78,100,100,100,14
15,2022-07-17-22:57:26,100,100,100,-77,-88,100,-94,-90,100,-84,-85,-60,100,100,-91,-81,100,-81,-78,-61,-70,100,-74,100,100,100,14
16,2022-07-17-22:57:31,100,100,100,-82,-83,100,-88,-94,100,-87,-86,-64,100,100,-90,-88,100,-82,-79,-62,-74,100,-72,100,100,100,14
17,2022-07-17-22:57:36,100,100,100,-82,-86,100,100,100,100,-88,-86,-67,100,100,-91,-87,100,100,-92,-72,-77,100,-78,-94,100,100,14
18,2022-07-17-22:57:41,100,100,100,-85,-83,100,-88,-92,100,-81,-85,-65,100,100,-91,-77,100,-81,-78,-62,-74,100,-72,100,100,100,14
19,2022-07-17-22:57:46,100,100,100,-82,-87,100,-87,-92,100,-87,-86,-67,100,100,-91,-87,100,-80,-92,-72,-77,100,-77,100,100,100,14
20,2022-07-17-22:57:51,100,100,100,-77,-91,100,-96,-90,100,-84,-84,-60,100,100,-91,-79,100,-81,-78,-61,-70,100,-74,-89,100,100,14
21,2022-07-17-22:57:56,100,100,100,-84,-83,100,-87,-92,100,-82,-84,-65,100,100,-89,-77,100,-81,-78,-62,-75,100,-72,100,100,100,14
22,2022-07-17-22:58:01,100,100,100,-77,-87,100,-88,-86,100,-83,-86,-63,100,100,-90,-78,100,-82,-85,-61,-70,100,-76,-88,100,100,14
23,2022-07-17-22:58:06,100,100,100,-83,-83,100,-87,-91,100,-82,-84,-60,100,100,-89,-77,100,-82,-79,-61,-74,100,-72,-88,100,100,14
24,2022-07-17-22:58:11,100,100,100,-82,-87,100,-87,-92,100,-88,-87,-67,100,100,-93,-88,100,100,-92,-73,-77,100,-78,100,100,100,14
25,2022-07-17-22:58:16,100,100,100,-77,-93,100,-96,-88,100,-85,-84,-60,100,100,-90,-78,100,-80,-78,-62,-70,100,-72,-89,100,100,14
26,2022-07-17-22:58:21,100,100,100,-82,100,100,100,100,100,-88,-87,-67,100,100,-92,-88,100,100,-94,-73,-78,100,-77,100,100,100,14
27,2022-07-17-22:58:26,100,100,100,-77,-89,100,100,-89,100,-84,-83,-60,100,100,-89,-78,100,-81,-78,-61,-70,100,-72,-89,100,100,14
28,2022-07-17-22:58:31,100,100,100,-85,-83,100,-86,-91,100,-82,-84,-67,100,100,-89,-77,100,-82,-78,-62,-74,100,-71,-88,100,100,14
29,2022-07-17-22:58:36,100,100,100,-81,-87,100,-88,-92,100,-88,-88,-67,100,100,-91,-86,100,-82,-92,-73,-77,100,-78,100,100,100,14
30,2022-07-17-22:58:41,100,100,100,100,-83,100,100,-92,100,-82,100,-66,100,100,100,-77,100,-82,-78,100,-75,100,-72,100,100,100,14
31,2022-07-17-22:58:46,100,100,100,-83,-87,100,-85,-91,100,-87,-87,-67,100,100,-92,-88,100,-82,-92,-73,-77,100,-78,100,100,100,14
32,2022-07-17-22:58:51,100,100,100,-77,-90,100,-94,-90,100,-85,-85,-60,100,100,-89,-79,100,-80,-78,-62,-70,100,-72,-89,100,100,14
33,2022-07-17-22:58:56,100,100,100,-84,-83,100,-87,-91,100,-81,-84,-66,100,100,-90,-77,100,-82,-78,-61,-74,100,-72,-89,100,100,14
34,2022-07-17-22:59:01,100,100,100,-84,100,100,100,100,100,-82,-84,100,100,100,100,-77,100,-82,100,100,100,100,-72,-89,100,100,14
35,2022-07-17-22:59:06,100,100,100,-84,-83,100,-88,-92,100,-82,-85,-66,100,100,-90,-78,100,-81,-78,-62,-75,100,-72,-89,100,100,14
36,2022-07-17-22:59:11,100,100,-96,-82,-87,100,-87,-93,100,-88,-87,-67,100,100,-92,-88,100,-82,-78,-73,-77,100,-72,-95,100,100,14
37,2022-07-17-22:59:16,100,100,100,-77,100,100,100,-89,100,-85,-84,-60,100,100,-90,-78,100,-81,-78,-61,-70,100,-72,-89,100,100,14
38,2022-07-17-22:59:21,100,100,100,-77,100,100,100,-90,100,-85,-84,100,100,100,100,-78,100,-81,-78,-62,-70,100,-72,100,100,100,14
39,2022-07-17-22:59:26,100,100,100,-77,-88,100,100,100,100,-85,-84,-60,100,100,-91,-79,100,-81,-78,-61,-70,100,-72,-97,100,100,14
40,2022-07-17-22:59:31,100,100,100,-83,-83,100,-87,-92,100,-82,-84,-66,100,100,-91,-77,100,-82,-78,-62,-75,100,-72,-89,100,100,14
41,2022-07-17-22:59:36,100,100,100,-82,-87,100,-88,-93,100,-88,-87,-67,100,100,-92,-87,100,-81,-93,-73,-77,100,-77,-96,100,100,14
42,2022-07-17-22:59:41,100,100,100,-83,-87,100,100,100,100,-88,-87,-67,100,100,-91,-87,100,100,-91,-72,-77,100,-78,100,100,100,14
43,2022-07-17-22:59:46,100,100,100,-83,-84,100,-85,-93,100,-82,-84,-67,100,100,-90,-79,100,-97,-92,-72,-77,100,-90,-93,100,100,14
44,2022-07-17-22:59:51,100,100,100,-78,-91,100,-91,-92,100,-96,-88,-66,100,100,-87,-80,100,-92,-82,-63,-72,100,-78,100,100,100,14
45,2022-07-17-22:59:56,100,100,100,-85,100,100,-87,-91,100,-84,-90,-65,100,100,-92,-76,100,-87,-81,-62,-75,100,-75,-88,100,100,14
46,2022-07-17-23:00:01,100,100,-95,-84,-90,100,100,100,100,-78,-83,-63,100,100,-88,-76,100,-83,-78,-61,-73,100,-72,100,100,100,14
47,2022-07-17-23:00:06,100,100,100,-83,-93,100,-85,-87,100,-87,-92,-60,100,100,-92,-78,100,-85,-82,-69,-73,100,-80,100,100,100,14
48,2022-07-17-23:00:11,100,100,-94,-82,-93,100,-84,-92,100,-81,-87,-67,100,100,-88,-82,100,-83,-77,-74,-78,100,-80,-92,100,100,14
49,2022-07-17-23:00:16,100,100,100,-77,-89,100,-86,-87,100,-86,-83,-60,100,100,-94,-78,100,-83,-78,-62,-70,100,-80,-89,100,100,14
50,2022-07-17-23:00:21,100,100,100,-76,100,100,100,-86,100,-84,-85,-58,100,100,-87,-84,100,-88,-84,-62,-70,100,-80,100,100,100,14
51,2022-07-17-23:00:26,100,100,100,-82,-86,100,-94,100,100,-86,-87,-68,100,100,-91,-93,100,100,-96,-71,-79,100,-81,-97,100,100,14
52,2022-07-17-23:00:31,100,100,100,-92,-84,100,-94,-90,100,-90,-92,-67,100,100,-89,-82,100,-82,-84,-71,-70,100,-73,-89,100,100,14
53,2022-07-17-23:00:36,100,100,100,-82,100,100,-85,-90,100,-89,-85,-67,100,100,-89,-87,100,-84,-94,-72,-76,100,-81,100,100,100,14
54,2022-07-17-23:00:41,100,100,100,-82,-86,100,-93,100,100,-89,-86,-68,100,100,-93,-90,100,100,-97,-73,-77,100,-81,-92,100,100,14
55,2022-07-17-23:00:46,100,100,100,-83,100,100,-91,-92,100,-82,-83,-65,100,100,-89,-77,100,-80,-78,-62,-73,100,-72,100,100,100,14
56,2022-07-17-23:00:51,100,100,-96,-82,-85,100,-92,-92,100,-89,-87,-67,100,100,-91,-84,100,-80,-95,-73,-77,100,-80,-96,100,100,14
57,2022-07-17-23:00:56,100,100,100,-82,100,100,-96,-85,100,-82,-84,-61,100,100,-90,-77,100,-81,-80,-61,-70,100,-73,-89,100,100,14
58,2022-07-17-23:01:01,100,100,100,-82,100,100,-89,-93,100,-82,-84,-65,100,100,-89,-77,100,-80,-78,-62,-74,100,-71,100,100,100,14
59,2022-07-17-23:01:06,100,100,100,-77,100,100,100,-85,100,-86,-83,-61,100,100,-94,-80,100,100,-80,-61,-70,100,-73,100,100,100,14
