index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-19-20:59:15,100,100,100,-80,-87,100,-84,-96,100,-80,-78,-79,100,100,100,-76,100,-88,-90,-72,-60,100,-87,-85,100,100,10
1,2022-07-19-20:59:20,100,100,100,100,-97,100,-92,100,100,-75,-80,-82,100,100,-92,-84,100,-89,100,-71,-62,100,-88,-85,100,100,10
2,2022-07-19-20:59:25,100,100,100,-82,100,100,-89,100,100,-84,-77,-71,100,100,100,-86,100,100,100,-72,-54,100,100,-89,100,100,10
3,2022-07-19-20:59:30,100,100,100,-91,100,100,100,100,100,-81,100,100,100,100,-94,-80,100,100,100,100,100,100,-86,-88,100,100,10
4,2022-07-19-20:59:35,100,100,100,-81,-93,100,-88,100,100,-75,-80,-73,100,100,-95,-85,100,100,100,-80,-62,100,-90,100,100,100,10
5,2022-07-19-20:59:40,100,100,100,-83,-91,100,-92,-94,100,-73,-77,-74,100,100,-88,-77,100,-93,-97,-69,-57,100,-92,-87,100,100,10
6,2022-07-19-20:59:45,100,100,100,-94,-96,100,-93,100,100,-75,-81,-75,100,100,-92,-83,100,-92,100,-72,-62,100,-83,100,100,100,10
7,2022-07-19-20:59:50,100,100,100,100,100,100,-94,100,100,-75,-80,-74,100,100,100,-84,100,100,100,-72,-62,100,-85,100,100,100,10
8,2022-07-19-20:59:55,100,100,100,-83,-89,100,-92,-93,100,-75,-80,-75,100,100,-93,-83,100,100,-95,-72,-62,100,-83,100,100,100,10
9,2022-07-19-21:00:00,100,100,100,-82,-95,100,-87,100,100,-83,-77,-73,100,100,-93,-80,100,100,100,-80,-54,100,-90,-88,100,100,10
10,2022-07-19-21:00:05,100,100,100,-84,-89,100,-89,-93,100,-73,-77,-75,100,100,100,-76,100,-94,100,-69,-57,100,-86,-89,100,100,10
11,2022-07-19-21:00:10,100,100,100,100,-89,100,100,100,100,-73,-77,-74,100,100,100,-77,100,100,100,-69,-57,100,100,100,100,100,10
12,2022-07-19-21:00:15,100,100,100,-81,-90,100,-89,100,100,-83,-76,-73,100,100,100,-80,100,100,100,-70,-57,100,-89,-89,100,100,10
13,2022-07-19-21:00:20,100,100,100,-83,-89,100,-93,100,100,-73,-77,-75,100,100,-94,-83,100,100,100,-72,-62,100,-84,-89,100,100,10
14,2022-07-19-21:00:25,100,100,100,-82,-94,100,-87,100,100,-75,-77,-73,100,100,-94,-80,100,100,100,-80,-54,100,-89,100,100,100,10
15,2022-07-19-21:00:30,100,100,100,-82,100,100,-87,100,100,-83,-77,-73,100,100,-94,-80,100,100,-96,-79,-54,100,-89,-88,100,100,10
16,2022-07-19-21:00:35,100,100,100,-92,-94,100,-92,100,100,-75,-80,-75,100,100,-94,-83,100,100,100,-72,-62,100,-85,100,100,100,10
17,2022-07-19-21:00:40,100,100,100,-83,100,100,-86,-98,100,-73,-77,-74,100,100,100,-76,100,100,100,-69,-54,100,-89,-87,100,100,10
18,2022-07-19-21:00:45,100,100,100,-92,-95,100,-94,-94,100,-75,-80,-74,100,100,-93,-83,100,-96,100,-72,-62,100,-84,100,100,100,10
19,2022-07-19-21:00:50,100,100,100,-91,100,100,-92,100,100,-75,-80,-75,100,100,-93,-84,100,100,100,-72,-62,100,-84,100,100,100,10
20,2022-07-19-21:00:55,100,100,100,-83,100,100,-89,-94,100,-73,-77,-74,100,100,100,-77,100,100,100,-69,-57,100,-86,100,100,100,10
21,2022-07-19-21:01:00,100,100,100,-91,-95,100,-92,100,100,-75,-80,-73,100,100,-94,-84,100,100,-99,-80,-62,100,-84,-87,100,100,10
22,2022-07-19-21:01:05,100,100,100,-84,-90,100,-89,100,100,-73,-77,-74,100,100,-94,-76,100,100,100,-69,-57,100,-90,-88,100,100,10
23,2022-07-19-21:01:10,100,100,100,-84,-89,100,-88,100,100,-73,-77,-74,100,100,100,-77,100,-94,100,-69,-57,100,-86,-89,100,100,10
24,2022-07-19-21:01:15,100,100,100,-81,100,100,-86,-98,100,-82,-77,-73,100,100,100,-80,100,100,100,-79,-54,100,100,-87,100,100,10
25,2022-07-19-21:01:20,100,100,100,-84,100,100,-88,100,100,-73,-77,-74,100,100,100,-77,100,100,100,-69,-57,100,-85,-88,100,100,10
26,2022-07-19-21:01:25,100,100,100,-81,-91,100,-93,100,100,-82,-77,-73,100,100,-93,-80,100,100,100,-72,-54,100,-84,100,100,100,10
27,2022-07-19-21:01:30,100,100,100,-82,100,100,-86,100,100,-82,-77,-73,100,100,-94,-80,100,100,100,-80,-54,100,-89,-88,100,100,10
28,2022-07-19-21:01:35,100,100,100,-91,-96,100,-93,100,100,-75,-80,-75,100,100,-94,-84,100,100,100,-72,-62,100,-84,100,100,100,10
29,2022-07-19-21:01:40,100,100,100,-82,100,100,-86,100,100,-82,-77,-73,100,100,-94,-80,100,100,100,-80,-54,100,-84,-87,100,100,10
30,2022-07-19-21:01:45,100,100,100,-83,-89,100,-88,-94,100,-76,-76,-74,100,100,100,-84,100,-96,-95,-69,-57,100,-86,100,100,100,10
31,2022-07-19-21:01:50,100,100,100,-92,-94,100,-92,100,100,-75,-81,-74,100,100,-94,-84,100,100,100,-72,-62,100,-84,100,100,100,10
32,2022-07-19-21:01:55,100,100,100,-83,100,100,-93,100,100,-73,-77,-74,100,100,100,-76,100,100,-96,-69,-57,100,-85,100,100,100,10
33,2022-07-19-21:02:00,100,100,100,-91,100,100,-92,-94,100,-75,-80,-75,100,100,-96,-85,100,-92,100,-72,-62,100,-84,-88,100,100,10
34,2022-07-19-21:02:05,100,100,100,-82,-90,100,-86,100,100,-82,-77,-74,100,100,-96,-80,100,-97,100,-81,-54,100,-89,-87,100,100,10
35,2022-07-19-21:02:10,100,100,100,-83,-90,100,-89,-94,100,-73,-77,-74,100,100,100,-77,100,-98,100,-69,-57,100,-86,-87,100,100,10
36,2022-07-19-21:02:15,100,100,100,-82,100,100,-86,100,100,-82,-77,-74,100,100,100,-80,100,100,100,-80,-54,100,-89,100,100,100,10
37,2022-07-19-21:02:20,100,100,100,-83,-89,100,-89,-97,100,-73,-77,-74,100,100,-93,-76,100,100,100,-69,-57,100,-85,-88,100,100,10
38,2022-07-19-21:02:25,100,100,100,-92,-96,100,-92,100,100,-75,-80,-75,100,100,-94,-83,100,100,100,-74,-62,100,-84,100,100,100,10
39,2022-07-19-21:02:30,100,100,100,-82,100,100,-86,-98,100,-83,-77,-73,100,100,-95,-80,100,100,100,-80,-54,100,-87,-88,100,100,10
40,2022-07-19-21:02:35,100,100,100,-92,-96,100,-93,100,100,-75,-80,-74,100,100,-93,-83,100,100,100,-72,-62,100,-84,100,100,100,10
41,2022-07-19-21:02:40,100,100,100,-82,-91,100,-87,100,100,-82,-77,-73,100,100,-94,-80,100,100,100,-79,-54,100,-90,100,100,100,10
42,2022-07-19-21:02:45,100,100,100,-84,-89,100,-89,-93,100,-73,-77,-74,100,100,100,-76,100,100,100,-69,-57,100,-85,-88,100,100,10
43,2022-07-19-21:02:50,100,100,100,-92,100,100,-93,100,100,-75,-80,-75,100,100,-94,-83,100,100,100,-72,-62,100,-84,100,100,100,10
44,2022-07-19-21:02:55,100,100,100,-83,-95,100,-89,-93,100,-75,100,-75,100,100,100,-84,100,100,100,-69,100,100,100,100,100,100,10
45,2022-07-19-21:03:00,100,100,100,-93,-90,100,-89,100,100,-73,-80,-74,100,100,-93,-84,100,-94,100,-72,-62,100,-84,100,100,100,10
46,2022-07-19-21:03:05,100,100,100,-81,-95,100,-86,100,100,-83,-77,-73,100,100,-93,-80,100,100,100,-80,-54,100,-84,-87,100,100,10
47,2022-07-19-21:03:10,100,100,100,-83,-89,100,-89,100,100,-73,-77,-74,100,100,100,-76,100,-94,100,-69,-57,100,100,-89,100,100,10
48,2022-07-19-21:03:15,100,100,100,-82,-89,100,100,100,100,100,100,-74,100,100,-96,-77,100,100,100,-69,100,100,100,100,100,100,10
49,2022-07-19-21:03:20,100,100,100,-84,-90,100,-86,100,100,-73,-77,-74,100,100,-94,-76,100,100,-96,-80,-57,100,-89,-89,100,100,10
50,2022-07-19-21:03:25,100,100,100,-93,100,100,-92,100,100,-75,-81,-75,100,100,-93,-84,100,100,-94,-72,-62,100,-86,-88,100,100,10
51,2022-07-19-21:03:30,100,100,100,-93,-91,100,-87,100,100,-82,-77,-73,100,100,-94,-80,100,100,100,-80,-54,100,-89,-87,100,100,10
52,2022-07-19-21:03:35,100,100,100,-82,100,100,-86,100,100,-83,-77,-73,100,100,-94,-80,100,100,100,-79,100,100,-89,100,100,100,10
53,2022-07-19-21:03:40,100,100,100,-91,100,100,-89,100,100,-76,-80,-74,100,100,-94,-83,100,100,100,-72,-54,100,-89,100,100,100,10
54,2022-07-19-21:03:45,100,100,100,-84,-90,100,-89,100,100,-82,-77,-80,100,100,-94,-77,100,100,100,-69,-57,100,-84,-87,100,100,10
55,2022-07-19-21:03:50,100,100,100,-90,-85,100,-90,-92,100,-74,-81,-77,100,100,-94,-84,100,-93,-96,-72,-62,100,-83,-87,100,100,10
56,2022-07-19-21:03:55,100,100,100,-88,100,100,100,100,100,-75,-80,-75,100,100,-85,-84,100,100,100,-70,-62,100,-84,100,100,100,10
57,2022-07-19-21:04:00,100,100,100,-89,100,100,100,100,100,-81,-78,-74,100,100,100,-83,100,-93,-93,-69,-56,100,-85,-88,100,100,10
58,2022-07-19-21:04:05,100,100,100,-78,-94,100,-86,-95,100,-90,-79,-73,100,100,-98,-85,100,100,100,-69,-80,100,-82,-86,100,100,10
59,2022-07-19-21:04:10,100,100,100,-83,-94,100,-88,100,100,-73,-77,-75,100,100,-92,-78,100,-91,100,-69,-54,100,-83,-92,100,100,10
