index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
29,2022-07-22-20:57:52,100,-69,-82,100,-83,100,-88,100,-61,100,100,100,100,-71,100,100,-75,-80,100,100,100,100,100,-86,100,54
30,2022-07-22-20:57:57,100,-62,-74,100,-82,100,-87,-87,-64,100,-91,100,100,-79,100,100,-76,-83,100,100,100,100,100,-89,-96,54
31,2022-07-22-20:58:02,100,-70,-82,100,-70,100,-87,-88,-63,100,100,100,100,-78,100,100,-76,-85,100,100,100,100,100,-86,100,54
32,2022-07-22-20:58:07,100,-70,-83,100,-72,100,100,100,-63,100,100,100,100,-71,100,100,-87,-84,100,100,100,100,100,-86,-96,54
33,2022-07-22-20:58:12,100,-62,-83,100,-70,100,-88,-87,-61,100,100,100,100,-71,100,100,-67,-84,100,100,100,100,100,-89,-95,54
34,2022-07-22-20:58:17,100,-62,-83,100,-70,100,-88,-87,-63,100,100,100,100,-71,100,100,-75,-81,100,100,100,100,100,-86,100,54
35,2022-07-22-20:58:22,100,-69,-74,100,-70,100,-88,-88,-64,100,-91,100,100,-98,100,100,-87,-81,100,100,100,100,100,-88,100,54
36,2022-07-22-20:58:27,100,-69,-83,100,-83,100,-88,-96,-61,100,-91,100,100,-71,100,100,-75,-81,100,100,100,100,100,100,100,54
37,2022-07-22-20:58:32,100,-70,-82,100,-70,100,-93,-88,-64,100,-91,100,100,-78,100,100,-67,-81,100,100,100,100,100,-89,-95,54
38,2022-07-22-20:58:37,100,-70,-83,100,-72,100,-93,-88,-63,100,100,100,100,-78,100,100,-67,-84,100,100,100,100,100,-86,-96,54
39,2022-07-22-20:58:42,100,-70,-82,100,-72,100,-87,-88,-63,100,100,100,100,-78,100,100,-67,-81,100,100,100,100,100,-88,-96,54
40,2022-07-22-20:58:47,100,-70,-74,100,-72,100,-87,-88,-64,100,100,100,100,-71,100,100,-86,-82,100,100,100,100,100,100,100,54
41,2022-07-22-20:58:52,100,-62,-83,100,-83,100,-87,-88,-64,100,100,100,100,-78,100,100,-67,-82,100,100,100,100,100,-86,100,54
42,2022-07-22-20:58:57,100,-62,-74,100,-72,100,-92,-88,-61,100,100,100,100,-71,100,100,-74,-85,100,100,100,100,100,-89,-96,54
43,2022-07-22-20:59:02,100,-69,-84,100,-83,100,-87,-88,-64,100,-91,100,100,-78,100,100,-76,-85,100,100,100,100,100,-86,100,54
44,2022-07-22-20:59:07,100,-70,-84,100,-70,100,-87,100,-61,100,100,100,100,-78,100,100,-75,-80,100,100,100,100,100,-86,100,54
45,2022-07-22-20:59:12,100,-70,-83,100,-72,100,-87,-96,-61,100,100,100,100,-78,100,100,-75,-80,100,100,100,100,100,-86,100,54
46,2022-07-22-20:59:17,100,-62,-83,100,-70,100,-86,-88,-64,-98,-91,100,100,-71,100,100,-75,-81,100,100,100,100,100,-89,-96,54
47,2022-07-22-20:59:22,100,-62,-83,100,-70,100,-86,-96,-64,100,100,100,100,-71,100,100,-75,-85,100,100,100,100,100,-88,-96,54
48,2022-07-22-20:59:27,100,-62,-83,100,-72,100,-86,-88,-61,100,-91,100,100,-78,100,100,-67,-80,100,100,100,100,100,-88,100,54
49,2022-07-22-20:59:32,100,-69,-83,100,-70,100,-87,-96,-61,100,100,100,100,-71,100,100,-87,-85,100,100,100,100,100,-86,100,54
50,2022-07-22-20:59:37,100,-70,-83,100,-72,100,-86,-88,-61,100,-91,100,100,-71,100,100,-67,-84,100,100,100,100,100,-99,100,54
51,2022-07-22-20:59:42,100,-62,-83,100,-70,100,-88,100,-61,100,100,100,100,-78,100,100,-88,-81,100,100,100,100,100,-89,-96,54
52,2022-07-22-20:59:47,100,-62,-84,100,-70,100,-87,-88,-62,100,-91,100,100,-71,100,100,-75,-81,100,100,100,100,100,-86,-96,54
53,2022-07-22-20:59:52,100,-70,-83,100,-74,100,-91,-93,-66,100,100,100,100,100,100,100,-75,-85,100,100,100,100,100,-99,100,54
54,2022-07-22-20:59:57,100,-62,-83,100,-71,100,-86,-88,-63,100,100,100,100,-71,100,100,-86,-85,100,100,100,100,100,-86,100,54
55,2022-07-22-21:00:02,100,-69,-82,100,-72,100,-86,-88,-61,100,100,100,100,-79,100,100,-76,-82,100,100,100,100,100,-89,100,54
56,2022-07-22-21:00:07,100,-62,-74,100,-70,100,-86,100,-61,100,-91,100,100,-79,100,100,-67,-82,100,100,100,100,100,100,-96,54
57,2022-07-22-21:00:12,100,-62,-74,100,-70,100,-95,-88,-61,100,100,100,100,-78,100,100,-86,-81,100,100,100,100,100,-89,100,54
58,2022-07-22-21:00:17,100,-69,-82,100,-83,100,-87,-88,-63,100,100,100,100,-71,100,100,-68,-83,100,100,100,100,100,-86,100,54
59,2022-07-22-21:00:22,100,-70,-84,100,-72,100,-87,-95,-62,100,-91,100,100,-71,100,100,-88,-83,100,100,100,100,100,-89,-96,54
