index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
45,2022-07-22-14:41:49,100,-76,100,100,-78,100,-93,100,-66,100,100,100,100,-77,100,100,-78,-71,100,100,100,-92,100,-90,100,55
46,2022-07-22-14:41:54,100,-82,100,100,-76,100,-92,-90,-58,100,100,100,100,-83,100,100,-90,-81,100,100,100,100,100,-91,100,55
47,2022-07-22-14:41:59,100,-82,100,100,-76,100,100,-92,-58,100,100,100,100,-83,100,100,-90,-80,100,100,100,100,100,-91,100,55
48,2022-07-22-14:42:04,100,-78,100,100,-75,100,100,-87,-66,100,100,100,100,-77,100,100,-78,-72,100,100,100,-90,100,100,100,55
49,2022-07-22-14:42:09,100,-82,100,100,-76,100,-91,-91,-58,100,100,100,100,-83,100,100,-91,-81,100,100,100,-96,100,-92,100,55
50,2022-07-22-14:42:14,100,-78,100,100,-78,100,-92,-87,-66,100,100,100,100,-84,100,100,-79,-72,100,100,100,100,100,100,100,55
51,2022-07-22-14:42:19,100,-78,100,100,-75,100,100,-86,-66,100,100,100,100,-77,100,100,-78,-72,100,100,100,-90,100,100,100,55
52,2022-07-22-14:42:24,100,-76,100,100,-78,100,100,-94,-66,100,100,100,100,100,100,100,-77,-70,100,100,100,100,100,100,100,55
53,2022-07-22-14:42:29,100,-78,100,100,-74,100,-92,-87,-66,100,100,100,100,-77,100,100,-78,-72,100,100,100,-90,100,100,100,55
54,2022-07-22-14:42:34,100,-73,100,100,-76,100,-90,-94,-58,100,100,100,100,-83,100,100,-91,-84,100,100,100,100,100,-91,100,55
55,2022-07-22-14:42:39,100,-75,100,100,-78,100,100,100,-66,100,100,100,100,-84,100,100,-78,-70,100,100,100,-92,100,-87,100,55
56,2022-07-22-14:42:44,100,-82,100,100,-76,100,-93,100,-58,100,100,100,100,-82,100,100,-91,-81,100,100,100,100,100,-90,100,55
57,2022-07-22-14:42:49,100,-76,100,100,-78,100,-92,100,-66,100,100,100,100,-84,100,100,-78,-70,100,100,100,-92,100,-91,100,55
58,2022-07-22-14:42:54,100,-78,100,100,-75,100,-93,-86,-66,100,100,100,100,-77,100,100,-78,-72,100,100,100,-90,100,100,100,55
59,2022-07-22-14:42:59,100,-82,100,100,-76,100,-92,-92,-57,100,100,100,100,-83,100,100,-92,-80,100,100,100,100,100,-92,100,55
