index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-19-18:21:40,-89,-71,-99,-84,-77,-79,-93,-95,-80,-73,-86,-88,-91,-89,-87,-85,-93,-83,-85,-82,-93,100,-79,-84,-91,-77,24
1,2022-07-19-18:21:45,-88,-67,-80,-82,-66,-87,-88,-89,-84,-86,-98,-86,-94,-86,-66,-87,-94,-70,-92,-82,-89,100,-72,-90,-89,-89,24
2,2022-07-19-18:21:50,-82,-62,100,-82,-66,-90,-88,-93,-86,-86,-94,-86,-87,100,-87,-81,-87,-72,-78,-82,-90,100,-88,-96,-81,-96,24
3,2022-07-19-18:21:55,-84,-71,-92,-93,-66,-95,-92,-94,-76,-74,-87,-85,-80,-86,-82,-86,-94,-68,-87,-85,-88,100,-80,-89,-84,-84,24
4,2022-07-19-18:22:00,-98,-62,-82,-81,-55,100,-88,-92,-84,-87,-87,-71,-92,-89,-65,-86,-94,-68,-89,100,100,100,-72,-88,-86,-85,24
5,2022-07-19-18:22:05,-84,-62,-81,-82,-65,-95,-87,100,-77,-87,-96,-78,-84,-91,-81,-86,-89,-78,-90,-85,-88,100,-72,100,-87,-87,24
6,2022-07-19-18:22:10,-84,-72,-81,-81,-53,100,-89,-91,-76,-74,-87,-78,-98,-93,-71,-86,-89,-72,-96,-85,-91,100,-72,-85,-87,-85,24
7,2022-07-19-18:22:15,-84,-66,-95,-93,-55,-93,-88,-90,-81,-74,-87,-78,-82,-93,-67,-86,-91,-78,-90,-85,-88,100,-82,-93,-88,-85,24
8,2022-07-19-18:22:20,-88,-65,-81,-82,-65,-96,-89,-91,-82,-87,-96,-71,-84,-92,-71,-86,-90,-68,-86,-81,-90,100,-82,-87,-83,-85,24
9,2022-07-19-18:22:25,-93,-73,-86,-81,-56,100,-88,-88,-77,-81,-95,-86,-79,-88,-80,-88,-87,-67,-89,-89,-89,100,-78,100,-84,-88,24
10,2022-07-19-18:22:30,-85,-62,-90,-83,-66,-86,-90,100,-83,-88,-97,-71,-80,-83,-71,-83,100,-85,-86,-81,-88,100,-78,-87,-81,-89,24
11,2022-07-19-18:22:35,-80,-62,-81,-81,100,-86,-89,-90,-79,-74,-96,-86,-88,-96,-81,-81,-87,-79,100,100,-96,100,-83,-88,-83,-89,24
12,2022-07-19-18:22:40,-85,-59,100,-82,-53,-93,-90,-90,-76,-74,-87,-71,-92,-96,-67,-85,-93,-68,-89,-85,100,100,-72,-85,-83,-91,24
13,2022-07-19-18:22:45,-83,-71,-81,-82,-65,-91,-88,100,-77,-74,100,-71,-81,-86,-70,-81,-89,-78,-91,-80,-88,100,-80,-88,-84,-91,24
14,2022-07-19-18:22:50,-81,-59,100,-82,-53,-89,-90,-92,-84,-74,-87,-78,-92,-86,-67,-81,-94,-78,-91,-85,-92,100,-72,-93,-84,-88,24
15,2022-07-19-18:22:55,-85,-59,100,-94,-65,-97,-88,-93,-77,-87,-96,-71,-91,-95,-70,-81,-89,-78,-92,-85,-91,100,-80,-85,-84,-87,24
16,2022-07-19-18:23:00,-85,-59,-81,-81,-53,100,-88,-92,-77,-74,-86,-71,-80,-86,-67,-81,-88,-68,-91,-80,100,100,-73,100,-87,-87,24
17,2022-07-19-18:23:05,-81,-59,-81,-93,-65,-93,-90,100,-76,-87,-87,-86,-80,-94,-67,-81,-88,-68,-91,100,-91,100,-72,-88,-83,-88,24
18,2022-07-19-18:23:10,-85,-59,-93,-82,-56,-87,100,100,-84,-74,-87,-71,100,-94,-67,-81,100,-73,-89,-85,-88,100,-73,-85,-83,-87,24
19,2022-07-19-18:23:15,-81,-71,-93,-82,-56,-91,-88,-92,-84,-74,100,-86,-92,-89,-67,-81,-95,-68,-91,-86,-88,100,-72,100,-87,-86,24
20,2022-07-19-18:23:20,-82,-59,-81,-82,-56,-92,-88,-91,-76,-87,-87,-86,-81,-86,-81,-85,-93,-68,-89,100,-88,100,-79,-88,-82,-88,24
21,2022-07-19-18:23:25,-81,-62,-81,-82,-56,100,-88,-91,-84,-74,-87,-78,-93,-90,-80,-86,-88,-68,-88,-80,-90,100,-80,100,-87,-88,24
22,2022-07-19-18:23:30,-96,-71,-81,-82,-53,-87,-88,-90,-84,-87,-86,-71,-80,-89,-81,-81,-93,-68,-89,100,-88,100,-83,-86,-87,-88,24
23,2022-07-19-18:23:35,-85,-59,-97,-94,-65,-86,-88,100,-77,-74,-86,-78,-91,-94,-81,-81,-88,100,-89,-85,100,100,-72,-88,-83,-87,24
24,2022-07-19-18:23:40,-81,-71,-93,-82,-56,100,-90,-91,-76,-87,-86,-78,-80,-94,-82,-86,-94,-78,-88,-80,-92,100,-72,100,-87,-86,24
25,2022-07-19-18:23:45,-85,-71,-81,-93,100,100,-88,-93,-84,-87,100,-71,100,-94,-82,-81,-94,-68,-89,-80,-88,100,-82,-85,-85,-88,24
26,2022-07-19-18:23:50,100,-71,-81,-81,-65,-86,-88,-91,-77,-74,100,-86,-80,-94,-67,-85,-88,-68,-88,-80,-88,100,-83,100,-83,-87,24
27,2022-07-19-18:23:55,-81,-71,100,-93,-65,-93,-88,-92,-84,-74,-87,-86,100,-86,-81,-81,-93,-78,-89,-86,-88,100,-83,100,-83,-87,24
28,2022-07-19-18:24:00,-85,-62,-93,-82,-65,100,-88,-91,-77,-74,100,-71,-92,-86,-67,-86,-89,-73,-91,100,-92,100,-72,-86,-82,-86,24
29,2022-07-19-18:24:05,-85,-71,100,-81,-56,-87,-88,-93,-75,-74,-87,-78,-80,-89,-82,-85,-95,-78,-89,-85,-92,100,-82,100,-84,-87,24
30,2022-07-19-18:24:10,-96,-59,-93,-81,-56,-92,-88,-91,-76,-87,-96,-78,-91,-89,-81,-85,100,-73,-89,-85,-88,100,-83,-85,-83,-88,24
31,2022-07-19-18:24:15,-96,-59,-81,-82,-56,100,-88,-93,-76,-74,-96,100,-80,-86,-67,-81,-88,-68,-88,-85,-91,100,-72,-85,-84,-88,24
32,2022-07-19-18:24:20,-82,-62,-81,-94,-65,-86,-88,-92,-77,-87,-87,-86,-80,-89,-70,-85,-94,-69,-88,-85,-90,100,-72,100,-83,-88,24
33,2022-07-19-18:24:25,-86,-59,-81,-82,-53,-87,-87,-93,-84,-74,100,-71,-80,-86,-81,-86,-88,-68,-88,-80,100,100,-72,-85,-83,-88,24
34,2022-07-19-18:24:30,-85,-59,-81,-81,-53,-87,-88,100,-84,-74,-87,-71,-93,-86,-67,-86,-88,-78,-91,-80,-88,100,-80,-86,-87,-87,24
35,2022-07-19-18:24:35,100,-62,-81,-82,-53,-86,-88,-92,-77,-87,-87,-86,-96,-89,-70,-81,-94,-78,-91,-80,-88,100,-83,-88,-83,-85,24
36,2022-07-19-18:24:40,-81,-59,-81,-82,-56,100,-88,-91,-84,-74,100,-78,-80,-94,-81,-86,-88,-68,-89,-80,-88,100,-80,-93,-87,-88,24
37,2022-07-19-18:24:45,-81,-62,-94,-93,-65,100,-88,-91,-76,-87,-87,-71,-80,-86,-81,-86,-93,-68,-89,-80,-88,100,-83,-88,-83,-86,24
38,2022-07-19-18:24:50,-85,100,-81,-81,-65,-87,-89,100,-84,-87,-86,-71,-97,-86,-67,-85,100,-78,-91,-80,-88,100,-72,-85,-87,-88,24
39,2022-07-19-18:24:55,-85,-71,100,-81,-56,100,-90,-92,-76,-73,-96,-78,-92,-95,-81,-81,-94,-68,-88,-85,-91,100,-83,-88,-80,-86,24
40,2022-07-19-18:25:00,100,-59,-81,-82,-65,-98,-88,-90,-77,-87,-96,-71,-80,-86,-66,-86,-88,-68,-89,-85,-88,100,-83,-88,-87,-86,24
41,2022-07-19-18:25:05,-82,-71,-81,-82,-56,100,-89,-91,-84,-74,100,-71,-91,-89,-67,-81,-89,-68,-90,-86,-90,100,-72,-88,-83,-88,24
42,2022-07-19-18:25:10,-81,-71,-81,-81,-56,-86,-88,100,-76,-87,-87,-86,-80,-89,-71,-81,-93,-69,-88,-85,-90,100,-80,-92,-83,-88,24
43,2022-07-19-18:25:15,-85,-59,-81,-82,-53,-86,-88,100,-77,-74,-86,-78,-80,-86,-70,-86,-88,-68,-91,-80,-90,100,-80,-85,-87,-87,24
44,2022-07-19-18:25:20,-85,-71,-97,-80,-65,-92,-88,100,-77,-88,-87,-78,-80,-89,-81,-81,-93,-73,-88,100,-88,100,-73,-85,-83,-88,24
45,2022-07-19-18:25:25,-85,-59,-93,-81,-53,-86,100,100,-77,-75,-87,-71,-97,-89,-81,-86,-88,-73,-90,-81,-92,100,-83,-85,-83,100,24
46,2022-07-19-18:25:30,-81,-59,-80,-80,-53,-86,-86,100,-84,-74,-96,-78,-80,-85,-67,-85,-94,-69,-81,-85,-93,100,-83,-88,-84,-88,24
47,2022-07-19-18:25:35,100,-59,-81,-93,-65,100,-86,-92,-83,-88,-87,-87,-80,-86,-80,-81,-94,-72,-84,-85,-88,100,-80,-87,-85,-87,24
48,2022-07-19-18:25:40,-84,-64,-94,-81,-53,-87,-83,-90,-84,-74,-87,-78,-80,-90,-79,-84,100,-73,-89,-85,-90,100,-79,100,-84,-87,24
49,2022-07-19-18:25:45,-81,-71,100,-81,100,-88,-93,-93,-81,-87,-90,-77,-80,-89,-88,-85,-90,-75,-89,-80,-88,100,-76,100,-81,-80,24
50,2022-07-19-18:25:50,-97,-62,-81,-84,-56,100,-87,-91,-75,-77,100,-79,-97,-94,-63,-80,-94,-68,-89,-80,-91,100,-80,100,-83,-88,24
51,2022-07-19-18:25:55,-85,-59,-93,-82,-65,-92,-86,100,-77,-74,-88,-79,-91,-86,-67,-83,100,-72,-93,-86,100,100,-74,100,-84,-87,24
52,2022-07-19-18:26:00,-85,-62,-81,-82,-53,-91,-87,100,-77,-74,-88,-73,-80,-89,-70,-83,-94,-72,-89,-86,-91,100,-82,-92,-84,-88,24
53,2022-07-19-18:26:05,-96,-59,-93,-82,-56,100,-90,-93,-84,-76,100,-71,-80,-89,-70,-83,100,-72,-89,-92,-87,100,-72,-88,-87,-87,24
54,2022-07-19-18:26:10,-85,-71,100,-82,-53,-92,-89,-91,-76,-89,100,-84,-92,-89,-81,-83,-94,-68,-91,-87,-89,100,-73,100,-87,-88,24
55,2022-07-19-18:26:15,-85,-62,-81,-92,-53,-87,-89,100,-84,-75,-89,-71,-92,-94,-81,-82,-94,-73,-89,-80,-90,100,-73,-92,-83,-88,24
56,2022-07-19-18:26:20,-85,-71,-81,-80,-56,100,-89,100,-77,-75,100,-83,-92,-86,-66,-82,-94,-73,-89,-83,-87,100,-73,100,-83,-87,24
57,2022-07-19-18:26:25,-85,-71,-81,-83,-56,100,-90,-93,-84,-75,100,-87,-92,-86,-81,-81,-94,-78,-91,-85,-82,100,-79,-89,-84,-88,24
58,2022-07-19-18:26:30,-81,-62,-81,-82,-53,-86,-89,-91,-77,-88,-89,-71,-92,-94,-66,-87,-96,-69,-88,-81,-92,100,-79,-86,-83,-86,24
59,2022-07-19-18:26:35,-85,-71,-93,-82,-65,100,-89,-90,-85,-87,-86,-71,-80,-89,-81,-85,-94,-73,-91,-85,-92,100,-83,-88,-87,-87,24
