index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-22-20:07:04,100,-93,-60,100,-92,100,-91,-88,-85,100,100,100,100,-88,100,100,-81,-81,100,100,100,100,100,100,100,57
1,2022-07-22-20:07:09,100,-83,-58,100,-86,100,-92,-82,-68,100,100,100,100,-81,100,100,-80,-66,100,100,100,100,100,100,100,57
2,2022-07-22-20:07:14,100,-80,-59,100,-85,100,-92,-86,-69,100,100,100,100,-81,100,100,-81,-65,100,100,100,100,100,100,100,57
3,2022-07-22-20:07:19,100,-83,-62,100,-89,100,-95,-82,-72,-99,100,100,100,-87,100,100,-85,-68,100,100,100,100,100,-98,100,57
4,2022-07-22-20:07:24,100,-81,-59,100,-88,100,100,-84,-68,100,100,100,100,-81,100,100,-82,-65,100,100,100,100,100,-95,100,57
5,2022-07-22-20:07:29,100,-84,-60,100,-86,100,-89,-81,-77,100,100,100,100,-89,100,100,-94,-73,100,100,100,100,100,100,100,57
6,2022-07-22-20:07:34,100,-80,-63,100,100,100,100,-82,-71,100,-96,100,100,100,100,100,-82,-67,100,100,100,100,100,100,100,57
7,2022-07-22-20:07:39,100,-84,100,100,-90,100,-89,100,-76,100,100,100,100,-91,100,100,-96,100,100,100,100,100,100,100,100,57
8,2022-07-22-20:07:44,100,-82,-63,100,-88,100,-93,-81,-71,100,-95,100,100,-88,100,100,-83,-67,100,100,100,100,100,100,100,57
9,2022-07-22-20:07:49,100,-81,-58,100,-86,100,-92,-84,-68,100,-96,100,100,-80,100,100,-80,-65,100,100,100,100,100,100,100,57
10,2022-07-22-20:07:54,100,-84,-60,100,-90,100,-89,-87,-76,100,100,100,100,-91,100,100,-98,-74,100,100,100,100,100,100,100,57
11,2022-07-22-20:07:59,100,-81,-58,100,100,100,100,-85,-68,100,100,100,100,-80,100,100,-80,-65,100,100,100,100,100,100,100,57
12,2022-07-22-20:08:04,100,-84,-61,100,-89,100,-90,-86,-76,100,100,100,100,-91,100,100,-94,-74,100,100,100,100,100,100,100,57
13,2022-07-22-20:08:09,100,-82,-63,100,-88,100,-88,-82,-71,100,100,100,100,-88,100,100,-84,-67,100,100,100,100,100,100,100,57
14,2022-07-22-20:08:14,100,-81,-58,100,-86,100,100,-85,-68,100,100,100,100,-80,100,100,100,-65,100,100,100,100,100,100,100,57
15,2022-07-22-20:08:19,100,-82,-63,100,-88,100,100,-81,-71,-98,100,100,100,-88,100,100,-83,-68,100,100,100,100,100,100,100,57
16,2022-07-22-20:08:24,100,-82,-58,100,-86,100,-93,-84,-69,100,-96,100,100,-80,100,100,-80,-65,100,100,100,100,100,100,100,57
17,2022-07-22-20:08:29,100,-85,-60,100,-91,100,-90,-86,-76,100,100,100,100,-91,100,100,-98,-74,100,100,100,100,100,100,100,57
18,2022-07-22-20:08:34,100,-82,-63,100,-89,100,100,-81,-71,100,100,100,100,-88,100,100,-83,-67,100,100,100,100,100,-98,100,57
19,2022-07-22-20:08:39,100,-85,-60,100,-90,100,100,-87,100,100,100,100,100,100,100,100,100,-74,100,100,100,100,100,100,100,57
20,2022-07-22-20:08:44,100,-85,-63,100,-90,100,-88,-80,-71,100,100,100,100,-90,100,100,-85,-66,100,100,100,100,100,100,100,57
