index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
21,2022-07-22-20:08:49,100,-80,-58,100,-90,100,-95,-84,-70,100,100,100,100,-80,100,100,-80,-64,100,100,100,100,100,100,100,57
22,2022-07-22-20:08:54,100,-84,-60,100,-90,100,-90,-87,-77,100,100,100,100,-92,100,100,-96,-73,100,100,100,100,100,100,100,57
23,2022-07-22-20:08:59,100,-80,100,100,-90,100,100,-85,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,57
24,2022-07-22-20:09:04,100,-85,-60,100,-90,100,-89,-86,-76,100,100,100,100,-80,100,100,-96,-73,100,100,100,100,100,100,100,57
25,2022-07-22-20:09:09,100,-82,-63,100,-89,100,-94,-81,-72,100,100,100,100,-88,100,100,-83,-67,100,100,100,100,100,100,100,57
26,2022-07-22-20:09:14,100,-80,-59,100,-89,100,-94,-84,-68,100,100,100,100,-80,100,100,-80,-65,100,100,100,100,100,100,100,57
27,2022-07-22-20:09:19,100,-81,-58,100,-85,100,100,100,-68,100,100,100,100,-80,100,100,-80,-64,100,100,100,100,100,100,100,57
28,2022-07-22-20:09:24,100,-82,-63,100,-87,100,-93,-82,-68,100,-96,100,100,-88,100,100,-83,-65,100,100,100,100,100,100,100,57
29,2022-07-22-20:09:29,100,-84,-60,100,-91,100,-90,-86,-76,100,100,100,100,-80,100,100,-96,-74,100,100,100,100,100,100,100,57
30,2022-07-22-20:09:34,100,-82,-63,100,-88,100,-90,-81,-71,100,100,100,100,-87,100,100,-83,-67,100,100,100,100,100,100,100,57
31,2022-07-22-20:09:39,100,-82,-63,100,-88,100,100,-82,-71,100,100,100,100,-88,100,100,100,-67,100,100,100,100,100,100,100,57
32,2022-07-22-20:09:44,100,-82,-60,100,-91,100,-89,-87,-76,100,100,100,100,-91,100,100,-96,-67,100,100,100,100,100,100,100,57
33,2022-07-22-20:09:49,100,-81,-58,100,-89,100,-94,-85,-68,-97,-96,100,100,-81,100,100,-80,-65,100,100,100,100,100,100,100,57
34,2022-07-22-20:09:54,100,-85,-61,100,-90,100,-90,-87,-76,100,100,100,100,-91,100,100,-80,-73,100,100,100,100,100,100,100,57
35,2022-07-22-20:09:59,100,-85,100,100,-89,100,-89,-87,-76,100,100,100,100,-92,100,100,-96,-74,100,100,100,100,100,100,100,57
36,2022-07-22-20:10:04,100,-80,-58,100,-86,100,100,-84,-68,100,100,100,100,-81,100,100,-80,-65,100,100,100,100,100,100,100,57
37,2022-07-22-20:10:09,100,-83,-61,100,-88,100,-93,-81,-76,100,100,100,100,-92,100,100,-83,-74,100,100,100,100,100,100,100,57
38,2022-07-22-20:10:14,100,-81,-63,100,-87,100,100,-84,-68,-97,-97,100,100,-81,100,100,-80,-65,100,100,100,100,100,100,100,57
39,2022-07-22-20:10:19,100,-81,-58,100,-86,100,100,-84,-68,100,100,100,100,-80,100,100,-80,-64,100,100,100,100,100,100,100,57
40,2022-07-22-20:10:24,100,-82,-63,100,-88,100,-94,-81,-71,100,100,100,100,-89,100,100,-83,-68,100,100,100,100,100,100,100,57
41,2022-07-22-20:10:29,100,-81,-58,100,-86,100,100,-84,-68,100,100,100,100,-81,100,100,-96,-64,100,100,100,100,100,100,100,57
42,2022-07-22-20:10:34,100,-82,-60,100,-90,100,-89,-81,-71,100,100,100,100,-89,100,100,-83,-67,100,100,100,100,100,100,100,57
43,2022-07-22-20:10:39,100,-82,-63,100,-88,100,-92,-81,-71,-100,-96,100,100,-88,100,100,-83,-67,100,100,100,100,100,100,100,57
44,2022-07-22-20:10:44,100,-84,-60,100,-90,100,-90,-88,-76,100,100,100,100,-91,100,100,-96,-73,100,100,100,100,100,100,100,57
45,2022-07-22-20:10:49,100,-82,-63,100,-89,100,-92,-81,-71,100,100,100,100,-88,100,100,-83,-67,100,100,100,100,100,100,100,57
46,2022-07-22-20:10:54,100,-80,-60,100,-89,100,-94,-87,-68,100,100,100,100,-80,100,100,-97,-64,100,100,100,100,100,100,100,57
47,2022-07-22-20:10:59,100,-84,-61,100,-90,100,-90,-87,-76,100,100,100,100,-92,100,100,-97,-74,100,100,100,100,100,100,100,57
48,2022-07-22-20:11:04,100,-81,-58,100,-86,100,100,-84,-68,100,100,100,100,-81,100,100,-80,-65,100,100,100,100,100,100,100,57
49,2022-07-22-20:11:09,100,-84,-61,100,-90,100,-90,-87,-76,100,100,100,100,-92,100,100,-93,-73,100,100,100,100,100,100,100,57
50,2022-07-22-20:11:14,100,-82,-63,100,-88,100,-92,-81,-71,100,100,100,100,-88,100,100,-83,-67,100,100,100,100,100,100,100,57
51,2022-07-22-20:11:19,100,-80,-58,100,-87,100,100,-84,-68,100,100,100,100,-80,100,100,-80,-65,100,100,100,100,100,100,100,57
52,2022-07-22-20:11:24,100,-82,-63,100,-88,100,-92,-82,-71,-98,100,100,100,100,100,100,-83,-67,100,100,100,100,100,100,100,57
53,2022-07-22-20:11:29,100,-80,-58,100,-86,100,-94,-84,-68,100,-97,100,100,-81,100,100,-80,-65,100,100,100,100,100,100,100,57
54,2022-07-22-20:11:34,100,-84,-60,100,-90,100,-90,-87,-76,100,100,100,100,-91,100,100,-80,-73,100,100,100,100,100,100,100,57
55,2022-07-22-20:11:39,100,-82,-63,100,-88,100,-92,-81,-71,100,100,100,100,-88,100,100,-83,-67,100,100,100,100,100,100,100,57
56,2022-07-22-20:11:44,100,-84,-60,100,-91,100,-89,-87,-76,100,100,100,100,-92,100,100,-96,-73,100,100,100,100,100,100,100,57
57,2022-07-22-20:11:49,100,-82,-63,100,-88,100,-90,-81,-71,100,100,100,100,-89,100,100,-83,-67,100,100,100,100,100,100,100,57
58,2022-07-22-20:11:54,100,-81,-58,100,-87,100,-93,-81,-68,100,100,100,100,-81,100,100,-80,-65,100,100,100,100,100,100,100,57
59,2022-07-22-20:11:59,100,-84,-60,100,-91,100,-91,-87,-76,100,100,100,100,-91,100,100,-94,-73,100,100,100,100,100,100,100,57
