index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-22-14:30:27,100,-78,-80,-99,-73,100,-98,-89,-60,-98,100,-93,100,-96,-90,-85,-98,-70,-77,-86,-97,100,-89,-92,-88,-94,51
1,2022-07-22-14:30:32,100,-71,-79,-94,-69,100,-85,-94,-80,-89,100,-89,100,100,-68,-93,-96,-66,-78,100,100,100,-86,100,-90,100,51
2,2022-07-22-14:30:37,100,-64,-86,-90,-76,100,100,-93,-61,-88,100,-87,100,100,-66,-89,-96,-63,-82,-89,100,100,-87,100,-85,100,51
3,2022-07-22-14:30:42,100,-70,-90,-93,-76,-92,-93,100,-61,-90,100,-85,100,100,-72,100,-94,-70,-82,-90,100,100,100,100,-85,-97,51
4,2022-07-22-14:30:47,100,-65,-85,-93,-73,100,-93,-94,-76,-91,100,-85,100,100,-68,-88,-93,-64,-89,100,100,100,-88,100,-85,-96,51
5,2022-07-22-14:30:52,100,-66,-81,100,-79,100,-93,-93,-71,-88,100,-84,-99,100,-71,-87,-94,-71,-73,-90,100,100,100,100,100,100,51
6,2022-07-22-14:30:57,100,-64,-93,100,-70,100,-92,100,-65,-85,100,-84,100,100,-70,-88,-93,-74,-90,-90,100,100,-86,100,-86,-96,51
7,2022-07-22-14:31:02,100,-68,-85,-93,-71,100,-89,100,-56,-94,100,-84,100,-99,-70,-89,-97,-70,-85,-88,100,100,100,100,-85,-94,51
8,2022-07-22-14:31:07,100,-70,-83,100,-77,100,-96,-96,-66,-89,100,-85,100,-98,-68,100,-96,-70,-87,-89,100,100,-87,100,-84,-94,51
9,2022-07-22-14:31:12,100,-65,-84,-95,-77,100,100,100,-66,-89,100,-83,100,100,-72,-88,-96,-69,-86,100,-98,100,-87,100,-91,100,51
10,2022-07-22-14:31:17,100,-65,-86,-96,-77,100,-89,100,-68,-86,100,-82,100,100,-68,-88,-96,-70,-88,100,-97,100,-88,100,-83,-95,51
11,2022-07-22-14:31:22,100,-66,-85,-92,-72,100,-89,100,-68,-89,100,-86,100,-97,-72,-88,-96,-61,-79,-89,100,100,-87,100,-84,-95,51
12,2022-07-22-14:31:27,100,-66,-85,-93,-76,100,-93,100,-66,-89,100,-84,100,100,-68,-88,-98,-69,-86,-88,100,100,-87,100,-83,100,51
13,2022-07-22-14:31:32,100,-65,-83,100,-76,100,-94,-95,-65,-86,100,-84,100,100,-68,-88,100,-70,-87,-88,100,100,-88,100,-83,100,51
14,2022-07-22-14:31:37,100,-66,-84,-92,-72,100,-89,100,-68,-90,100,-85,100,100,-68,-89,100,-62,-81,-89,100,100,-88,100,-83,-92,51
15,2022-07-22-14:31:42,100,-65,-84,-96,-76,100,-89,100,-65,-89,100,-85,100,100,-68,-88,-95,-61,-87,100,-99,100,-87,100,-84,-91,51
16,2022-07-22-14:31:47,100,-71,-83,-96,-77,100,-94,-95,-68,-86,100,-86,100,100,-68,-89,100,-61,-87,-88,100,100,-88,100,-91,-95,51
17,2022-07-22-14:31:52,100,-70,-85,-96,-76,100,-89,100,-66,-89,100,-82,100,100,-68,100,-96,-61,-86,-89,100,100,-91,100,-84,-95,51
18,2022-07-22-14:31:57,100,-70,-83,100,-72,100,-89,100,-66,-89,100,-84,100,100,-68,-88,-96,-70,-87,100,-99,100,-87,100,-91,100,51
19,2022-07-22-14:32:02,100,-70,-84,-96,-72,100,-89,-95,-65,-86,100,-84,100,-96,-72,-88,100,-62,-81,100,100,100,-93,100,100,-91,51
20,2022-07-22-14:32:07,100,-71,-85,-93,-71,100,100,100,-65,-86,100,-84,100,100,-72,-88,100,-62,-81,-89,100,100,-87,100,-84,-91,51
21,2022-07-22-14:32:12,100,-70,-83,100,-76,100,-89,-95,-56,-86,100,-85,100,-97,-68,-89,-95,-61,-87,-89,100,100,100,100,-84,100,51
22,2022-07-22-14:32:17,100,-66,-84,-93,-72,100,-94,100,-68,-86,100,-82,100,100,-68,-88,100,-62,-81,-89,-97,100,-87,100,-83,-94,51
23,2022-07-22-14:32:22,100,-70,-84,100,-77,100,100,100,-68,-86,100,-83,100,-97,-68,-89,100,-62,-79,-89,-98,100,-87,100,-91,100,51
24,2022-07-22-14:32:27,100,-65,-81,100,-75,100,-89,-96,-72,-89,100,-84,100,100,-68,-89,-96,-69,-79,-89,100,100,-87,100,-90,100,51
25,2022-07-22-14:32:32,100,-71,-83,-97,-76,100,-93,100,-68,-86,100,-83,100,-97,-68,-88,-94,-61,-79,-88,100,100,-88,100,-87,100,51
26,2022-07-22-14:32:37,100,-66,-83,100,-72,100,-89,-96,-66,-89,100,-82,100,100,-68,-88,-96,-62,-81,-88,100,100,-88,100,-91,-94,51
27,2022-07-22-14:32:42,100,-65,-85,-96,-72,100,-94,-96,-56,-86,100,-84,100,100,-72,-88,-96,-61,-78,-88,100,100,-88,100,-83,-91,51
28,2022-07-22-14:32:47,100,-65,-83,-96,-77,100,-89,100,-65,-86,100,-86,100,100,-68,-88,100,-61,-81,-89,-99,100,-87,100,-83,-95,51
29,2022-07-22-14:32:52,100,-70,-85,100,-72,100,-94,100,-68,-86,100,-84,100,100,-68,-89,-95,-61,-87,100,100,100,-87,100,-84,-91,51
30,2022-07-22-14:32:57,100,-65,-83,-93,-76,100,-96,100,-68,-86,100,-84,100,-97,-68,-89,-96,-70,-78,-89,100,100,-88,100,-91,-94,51
31,2022-07-22-14:33:02,100,-65,-83,-96,-77,100,-94,100,-68,-86,100,-85,100,100,-67,-89,100,-62,-78,100,-98,100,-88,100,-93,100,51
32,2022-07-22-14:33:07,100,-65,-85,100,-72,100,-89,100,-67,-86,100,-84,100,100,-72,-89,100,-61,-78,-89,100,100,-87,100,-91,-95,51
33,2022-07-22-14:33:12,100,-70,-84,100,-77,100,-89,100,-66,-86,100,-85,100,100,-68,-89,-95,-70,-81,-88,100,100,-87,100,-91,-91,51
34,2022-07-22-14:33:17,100,-65,-85,100,-71,100,-89,-96,-66,-88,100,-84,100,100,-72,-88,-99,-61,-78,100,-99,100,-93,100,-84,-94,51
35,2022-07-22-14:33:22,100,-65,-84,-96,-72,100,-89,100,-56,-89,100,-82,100,100,-72,-88,-96,-70,-81,-89,100,100,-88,100,-83,-95,51
36,2022-07-22-14:33:27,100,-71,-83,100,-77,100,-89,-95,-68,-86,100,-84,100,-98,-73,-88,100,-62,-81,100,100,100,100,100,-84,-95,51
37,2022-07-22-14:33:32,100,-70,-85,-96,-77,100,-96,100,-68,-86,100,-82,100,-97,-72,-89,100,-62,-88,-89,100,100,-87,100,-94,-91,51
38,2022-07-22-14:33:37,100,-70,-86,-93,-72,100,-89,100,-68,-86,100,-82,100,-97,-72,-89,100,-61,-78,-89,-99,100,-93,100,-84,-94,51
39,2022-07-22-14:33:42,100,-65,-84,-93,-71,100,-89,100,-68,-89,100,-82,100,100,-68,-88,-96,-61,-81,-89,100,100,-93,100,-84,-91,51
40,2022-07-22-14:33:47,100,-70,-83,-96,-72,100,-93,100,-68,-86,100,-85,100,100,-68,100,-94,-70,-87,100,100,100,100,100,-84,-91,51
41,2022-07-22-14:33:52,100,-65,-84,-93,-77,100,-89,100,-66,-89,100,-85,100,100,-68,-88,-96,-62,-87,-89,-98,100,-87,100,-94,-94,51
42,2022-07-22-14:33:57,100,-65,-83,-96,-76,100,-96,-96,-56,-90,100,-84,100,100,-68,-88,100,-61,-87,100,-99,100,-88,100,-83,100,51
43,2022-07-22-14:34:02,100,-71,-84,100,-72,100,-89,100,-68,-86,100,-84,100,100,-68,100,-95,-62,-87,100,100,100,100,100,-84,100,51
44,2022-07-22-14:34:07,100,-65,-84,-93,-76,100,100,100,-66,-89,100,-84,100,100,-72,-89,-95,-61,-81,-89,-98,100,100,100,-93,-94,51
45,2022-07-22-14:34:12,100,-65,-83,-96,-72,100,-89,100,-56,-86,100,-83,100,100,-67,-88,100,-70,-87,-88,100,100,-88,100,-84,-91,51
46,2022-07-22-14:34:17,100,-70,-84,-93,-77,100,-93,100,-56,-86,100,-82,100,100,-72,100,100,-70,-87,-88,100,100,-87,100,100,-94,51
47,2022-07-22-14:34:22,100,-65,-84,-93,-77,100,-89,100,-68,-89,100,-82,100,100,-68,-88,-95,-62,-78,-88,100,100,-87,100,-91,-91,51
48,2022-07-22-14:34:27,100,-70,-84,-96,-77,100,-89,100,-68,-86,100,-83,100,100,-72,-88,100,-74,-91,-93,100,100,100,100,-84,-91,51
49,2022-07-22-14:34:32,100,-65,-84,-96,-77,100,-87,-96,-68,-86,100,-84,100,100,-67,-88,-96,-61,-81,-89,-99,100,-87,100,-84,-95,51
50,2022-07-22-14:34:37,100,-65,-83,100,-77,100,-90,-94,-68,-86,100,-85,100,100,-68,-88,-96,-62,-82,100,100,100,-87,100,-84,-94,51
51,2022-07-22-14:34:42,100,-70,-85,-96,-76,100,-90,100,-66,-86,100,-82,100,-98,-72,-89,-98,-62,-82,100,100,100,-88,100,-83,-94,51
52,2022-07-22-14:34:47,100,-66,-84,100,-76,100,-89,100,-65,-86,100,-85,100,100,-68,-89,-95,-61,-79,100,-97,100,-87,100,-84,-94,51
53,2022-07-22-14:34:52,100,-65,-84,-96,-72,100,-95,100,-56,-86,100,-85,100,100,-68,-88,100,-69,-79,-89,-98,100,-87,100,100,-94,51
54,2022-07-22-14:34:57,100,-65,-84,-93,-76,100,-94,100,-66,-89,100,-85,100,-97,-68,-88,100,-62,-87,-89,100,100,-87,100,-91,-96,51
55,2022-07-22-14:35:02,100,-66,-84,-93,-76,100,-96,100,-68,-86,100,-85,100,100,-68,-89,-95,-62,-87,100,100,100,-87,100,-83,-95,51
56,2022-07-22-14:35:07,100,-66,-85,-96,-76,100,-94,-95,-68,-89,100,-86,100,100,-68,-89,100,-62,-87,100,100,100,100,100,-84,100,51
