index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-22-19:40:26,100,-84,-56,-102,-84,100,-95,-91,-84,-98,100,100,100,-93,100,100,-96,-66,100,100,100,-95,100,-99,100,57
1,2022-07-22-19:40:31,100,-97,-55,100,-85,100,-95,-85,-74,100,100,100,100,-86,100,100,-74,-63,100,100,100,100,100,-96,100,57
2,2022-07-22-19:40:36,100,100,-56,100,-94,100,-92,-88,-75,100,100,100,100,-89,100,100,-76,-70,100,100,100,100,100,100,100,57
3,2022-07-22-19:40:41,100,-83,-56,100,-93,100,-92,-88,-74,100,100,100,100,-90,100,100,-76,-70,100,100,100,100,100,100,100,57
4,2022-07-22-19:40:46,100,100,-56,100,-83,100,100,-84,-75,100,100,100,100,-89,100,100,-74,-58,100,100,100,100,100,100,100,57
5,2022-07-22-19:40:51,100,-85,-56,100,-93,100,-93,-87,-75,100,100,100,100,-88,100,100,-76,-70,100,100,100,100,100,100,100,57
6,2022-07-22-19:40:56,100,-85,-56,100,-85,100,100,100,-76,100,100,100,100,-89,100,100,-72,-58,100,100,100,100,100,100,100,57
7,2022-07-22-19:41:01,100,100,-56,100,-84,100,-93,-85,-75,100,100,100,100,100,100,100,-75,-58,100,100,100,100,100,100,100,57
8,2022-07-22-19:41:06,100,-85,-55,100,-85,100,-97,-93,-85,100,100,100,100,-92,100,100,-72,-63,100,100,100,100,100,100,100,57
9,2022-07-22-19:41:11,100,100,-56,100,-84,100,100,-84,-75,100,100,100,100,-89,100,100,-74,-58,100,100,100,100,100,100,100,57
10,2022-07-22-19:41:16,100,-85,-56,100,-84,100,-93,-93,-85,100,100,100,100,-93,100,100,-76,-70,100,100,100,100,100,100,100,57
11,2022-07-22-19:41:21,100,-85,-55,100,-85,100,-98,-94,-85,100,-97,100,100,-92,100,100,-72,-64,100,100,100,100,100,100,100,57
12,2022-07-22-19:41:26,100,-85,-56,100,-94,100,-94,-89,-75,100,100,100,100,-89,100,100,100,-70,100,100,100,100,100,100,100,57
