index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
13,2022-07-22-19:41:31,100,-84,-55,100,-85,100,-93,-93,-86,100,100,100,100,-91,100,100,-72,-63,100,100,100,100,100,100,100,57
14,2022-07-22-19:41:36,100,-92,-56,100,100,100,-92,-84,-75,100,100,100,100,-89,100,100,-75,-58,100,100,100,100,100,100,100,57
15,2022-07-22-19:41:41,100,-86,-56,100,100,100,-92,-89,-75,100,100,100,100,-89,100,100,-75,-71,100,100,100,100,100,100,100,57
16,2022-07-22-19:41:46,100,100,-56,100,-84,100,100,-84,-75,100,100,100,100,-90,100,100,-74,-58,100,100,100,100,100,100,100,57
17,2022-07-22-19:41:51,100,-85,-56,100,-84,100,-94,-89,-75,100,100,100,100,-89,100,100,-76,-71,100,100,100,100,100,100,100,57
18,2022-07-22-19:41:56,100,-84,-55,100,-85,100,-95,-94,-85,100,-97,100,100,-91,100,100,-72,-63,100,100,100,100,100,100,100,57
19,2022-07-22-19:42:01,100,100,-56,100,-84,100,100,-84,-76,100,100,100,100,-89,100,100,-74,-58,100,100,100,100,100,-93,100,57
20,2022-07-22-19:42:06,100,-88,-55,100,100,100,100,-89,-82,100,100,100,100,100,100,100,-72,100,100,100,100,100,100,100,100,57
21,2022-07-22-19:42:11,100,-85,-56,100,-85,100,100,-88,-75,100,-97,100,100,-89,100,100,-76,-58,100,100,100,100,100,100,100,57
22,2022-07-22-19:42:16,100,-85,-57,100,100,100,-93,-90,-75,100,100,100,100,-89,100,100,-77,-71,100,100,100,100,100,100,100,57
23,2022-07-22-19:42:21,100,-83,-56,100,-84,100,100,-88,-80,100,-95,100,100,-91,100,100,-72,-63,100,100,100,100,100,100,100,57
24,2022-07-22-19:42:26,100,-85,-56,100,100,100,-94,100,100,100,100,100,100,100,100,100,-76,-70,100,100,100,100,100,100,100,57
25,2022-07-22-19:42:31,100,-85,-55,100,-85,100,-93,-88,-85,100,100,100,100,-92,100,100,-72,-63,100,100,100,100,100,100,100,57
26,2022-07-22-19:42:36,100,-84,-56,100,-84,100,-92,-84,-75,100,100,100,100,-88,100,100,-74,-58,100,100,100,100,100,100,100,57
27,2022-07-22-19:42:41,100,-85,-56,100,-94,100,-92,-88,-75,100,100,100,100,-88,100,100,-76,-70,100,100,100,100,100,100,100,57
28,2022-07-22-19:42:46,100,100,100,100,-94,100,100,-88,-75,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,57
29,2022-07-22-19:42:51,100,-85,-56,100,-94,100,-93,-89,-75,100,100,100,100,-90,100,100,-74,-70,100,100,100,100,100,100,100,57
30,2022-07-22-19:42:56,100,-85,-55,100,-85,100,-98,-89,-85,100,100,100,100,-92,100,100,-72,-63,100,100,100,100,100,100,100,57
31,2022-07-22-19:43:01,100,-93,-56,100,-84,100,-94,-84,-75,100,100,100,100,-89,100,100,-75,-58,100,100,100,100,100,100,100,57
32,2022-07-22-19:43:06,100,-92,-56,100,-84,100,100,-84,-75,100,100,100,100,-89,100,100,100,-58,100,100,100,100,100,100,100,57
33,2022-07-22-19:43:11,100,-84,-56,100,-85,100,-97,-94,-75,100,100,100,100,-92,100,100,-74,-58,100,100,100,100,100,100,100,57
34,2022-07-22-19:43:16,100,-85,-56,100,-84,100,100,-89,-75,100,100,100,100,-90,100,100,-76,-70,100,100,100,100,100,100,100,57
35,2022-07-22-19:43:21,100,-84,-55,100,-85,100,-94,-94,-85,100,100,100,100,-92,100,100,-72,-63,100,100,100,100,100,100,100,57
36,2022-07-22-19:43:26,100,-85,-55,100,-85,100,100,-94,100,100,-96,100,100,-92,100,100,-72,-63,100,100,100,100,100,100,100,57
37,2022-07-22-19:43:31,100,-85,-56,100,-94,100,-93,-89,-75,100,100,100,100,-88,100,100,-76,-64,100,100,100,100,100,100,100,57
38,2022-07-22-19:43:36,100,-84,-56,100,-84,100,-98,-86,-75,100,-98,100,100,-89,100,100,-72,-58,100,100,100,100,100,100,100,57
39,2022-07-22-19:43:41,100,-85,-56,100,-93,100,-94,-89,-75,100,100,100,100,-89,100,100,-76,-70,100,100,100,100,100,100,100,57
40,2022-07-22-19:43:46,100,-85,-56,100,-93,100,-93,-88,-75,100,100,100,100,-88,100,100,-76,-70,100,100,100,100,100,100,100,57
41,2022-07-22-19:43:51,100,-92,-56,100,-84,100,100,-85,-75,100,100,100,100,-90,100,100,-74,-58,100,100,100,100,100,100,100,57
42,2022-07-22-19:43:56,100,-85,-56,100,-85,100,-92,-92,-84,100,100,100,100,-92,100,100,-72,-70,100,100,100,100,100,100,100,57
43,2022-07-22-19:44:01,100,-84,-56,100,-84,100,100,-84,-75,100,100,100,100,-89,100,100,-72,-58,100,100,100,100,100,100,100,57
44,2022-07-22-19:44:06,100,-84,-55,100,-83,100,-94,-94,-86,100,100,100,100,-89,100,100,-72,-63,100,100,100,100,100,100,100,57
45,2022-07-22-19:44:11,100,-84,-56,100,-84,100,-93,-84,-75,100,100,100,100,-89,100,100,-74,-58,100,100,100,100,100,100,100,57
46,2022-07-22-19:44:16,100,-85,-56,100,-94,100,-93,-88,-75,100,100,100,100,-89,100,100,-76,-70,100,100,100,100,100,100,100,57
47,2022-07-22-19:44:21,100,-84,-55,100,-85,100,100,-93,-85,100,100,100,100,-94,100,100,-72,-63,100,100,100,100,100,100,100,57
48,2022-07-22-19:44:26,100,-85,-56,100,-92,100,-92,100,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,57
49,2022-07-22-19:44:31,100,-84,-55,100,-84,100,-94,-94,-85,100,100,100,100,-92,100,100,-72,-70,100,100,100,100,100,100,100,57
50,2022-07-22-19:44:36,100,-94,-56,100,-84,100,-94,-84,-75,100,100,100,100,-89,100,100,-74,-58,100,100,100,100,100,100,100,57
51,2022-07-22-19:44:41,100,-85,-56,100,-94,100,-93,-89,-75,100,100,100,100,-88,100,100,-76,-70,100,100,100,100,100,100,100,57
52,2022-07-22-19:44:46,100,100,-56,100,100,100,100,100,-75,100,100,100,100,-90,100,100,-76,100,100,100,100,100,100,100,100,57
53,2022-07-22-19:44:51,100,-84,-56,100,-95,100,-93,-88,-75,100,100,100,100,-89,100,100,-74,-70,100,100,100,100,100,100,100,57
54,2022-07-22-19:44:56,100,-85,-55,100,-84,100,-93,-94,-86,100,100,100,100,-92,100,100,-72,-63,100,100,100,100,100,100,100,57
55,2022-07-22-19:45:01,100,-84,-56,100,-83,100,100,-84,-75,100,-97,100,100,-89,100,100,-74,-58,100,100,100,100,100,100,100,57
56,2022-07-22-19:45:06,100,100,-56,100,-83,100,100,100,-76,100,100,100,100,-89,100,100,100,-58,100,100,100,100,100,100,100,57
57,2022-07-22-19:45:11,100,-84,-56,100,-84,100,-96,-84,-75,100,100,100,100,-92,100,100,-72,-58,100,100,100,100,100,100,100,57
58,2022-07-22-19:45:16,100,-84,-56,100,-84,100,100,-89,-75,100,100,100,100,-89,100,100,-74,-58,100,100,100,100,100,100,100,57
59,2022-07-22-19:45:21,100,-84,-55,100,-85,100,-96,-89,-85,100,-98,100,100,-92,100,100,-76,-63,100,100,100,100,100,100,100,57
