index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-19-17:48:12,100,-93,-73,-93,-84,100,-82,-73,-76,-90,-94,-97,100,100,-88,-91,100,-94,-71,-86,-96,100,-88,-88,-96,100,29
1,2022-07-19-17:48:17,100,-83,-66,-80,-85,100,-84,-84,-72,-80,-96,-94,100,100,-72,-96,100,-69,-62,-79,100,100,-82,100,100,100,29
2,2022-07-19-17:48:22,100,-88,-79,-79,-83,100,-81,-86,-72,-80,100,-94,100,100,-73,-90,100,-74,-74,-80,-93,100,-83,100,-92,100,29
3,2022-07-19-17:48:27,100,-80,-68,-81,-79,100,-81,-78,-85,-80,100,-74,100,100,-77,100,100,-68,-74,-79,-91,100,-84,100,-96,100,29
4,2022-07-19-17:48:32,100,-84,-68,-79,-81,100,-81,-86,-72,-81,-94,-75,100,100,-80,100,100,-71,-74,-89,-96,100,100,-90,100,100,29
5,2022-07-19-17:48:37,100,-79,-68,-83,-86,100,-78,-79,-74,-79,-93,-75,100,100,-73,-91,100,-68,-72,-78,-96,100,-84,100,-96,100,29
6,2022-07-19-17:48:42,100,-79,-78,-79,100,100,-80,-78,-74,-79,100,-75,100,100,-73,-91,100,-70,-72,-78,-96,100,-82,100,-91,100,29
7,2022-07-19-17:48:47,100,-87,-64,100,-81,100,-80,-85,-85,-88,100,-79,100,100,-75,-91,100,-72,-74,-78,-90,100,-82,100,100,100,29
8,2022-07-19-17:48:52,100,-86,-68,-79,-81,100,-80,-79,-72,-79,100,-79,100,100,-79,-95,100,-73,-72,-78,-97,100,-82,-91,-97,100,29
9,2022-07-19-17:48:57,100,-85,-64,-80,-82,100,-79,-85,-71,-79,100,-75,100,100,-74,100,100,-68,-74,-80,-97,100,-85,100,100,100,29
10,2022-07-19-17:49:02,100,-82,-68,-81,-84,100,-80,-78,-82,-88,-93,-78,100,100,-78,-91,100,-70,-74,-80,-97,100,-84,-92,100,100,29
11,2022-07-19-17:49:07,100,-85,-64,-80,-82,100,-78,-78,-84,-79,100,-78,100,100,-74,-90,100,-70,-65,-80,-96,100,-85,100,-91,100,29
12,2022-07-19-17:49:12,100,-81,-68,-81,-80,100,100,-78,-72,-78,100,-90,100,100,-77,-90,100,-71,-66,-79,-95,100,-83,100,-97,100,29
13,2022-07-19-17:49:17,100,-81,-77,-81,-84,100,-79,-85,-72,-79,-96,-93,100,100,-73,-91,100,-72,-71,-79,-96,100,-84,100,-91,100,29
14,2022-07-19-17:49:22,100,-82,-68,-79,-84,100,-79,-85,-71,-79,100,-92,100,100,-73,100,100,-71,-72,-79,-92,100,-84,-92,-95,100,29
15,2022-07-19-17:49:27,100,-80,-68,-79,-83,100,-79,-78,-71,-79,-93,-77,100,100,-73,-94,100,-71,-66,-79,100,100,-84,100,-92,100,29
16,2022-07-19-17:49:32,100,-83,-69,-80,-85,100,-80,-84,-91,-79,-98,-75,100,100,-78,-90,100,-72,-66,-80,100,100,-84,-91,-92,100,29
17,2022-07-19-17:49:37,100,-85,-68,-79,-84,100,-79,-87,-84,-88,100,-77,100,100,-74,100,100,-73,-66,-81,-89,100,-85,100,100,100,29
18,2022-07-19-17:49:42,100,-82,-64,-80,-85,100,-80,-86,-72,-77,-93,-74,100,100,-74,-90,100,-68,-72,-79,-90,100,-84,100,-92,100,29
19,2022-07-19-17:49:47,100,-82,-64,-80,-85,100,-79,-85,-72,-77,-93,-92,100,100,-78,-90,100,-71,-66,-79,-96,100,-84,100,100,100,29
20,2022-07-19-17:49:52,100,-82,-77,100,-85,100,-79,-85,-71,-86,100,-77,100,100,-73,-90,100,-73,-66,100,100,100,-84,100,-91,100,29
21,2022-07-19-17:49:57,100,-81,-77,-79,-84,100,-81,-85,-84,-86,100,-75,100,100,-73,-90,100,-73,-74,-80,-91,100,100,100,-91,100,29
22,2022-07-19-17:50:02,100,-85,-64,-79,-85,100,-79,-85,-71,-79,100,-78,100,100,-78,-90,100,-71,-66,-80,-92,100,-85,100,-91,100,29
23,2022-07-19-17:50:07,100,-82,-77,100,-84,100,-81,-78,-71,-77,-96,-78,100,100,-73,-90,100,-68,-74,-79,-96,100,-84,100,100,100,29
24,2022-07-19-17:50:12,100,-85,-68,-79,-83,100,-81,-78,-71,-79,100,-77,100,100,-78,100,100,-73,-66,-80,-92,100,-93,-91,-91,100,29
25,2022-07-19-17:50:17,100,-85,-64,-81,-83,100,-79,-78,-84,-86,-93,-77,100,100,-78,100,100,-72,-72,-80,-92,100,-85,-92,-95,100,29
26,2022-07-19-17:50:22,100,-85,-68,-81,-82,100,-79,-78,-72,-77,-93,-75,100,100,-76,-91,100,-75,-71,-80,100,100,-85,100,-89,100,29
27,2022-07-19-17:50:27,100,-85,-68,-81,-85,100,-81,-78,-72,-86,-92,-77,100,100,-76,-94,100,-74,-72,-80,-96,100,-84,-91,-100,100,29
28,2022-07-19-17:50:32,100,-82,-68,-80,-85,100,-80,-85,-72,-85,100,100,100,100,-77,-93,100,-69,-74,-78,-97,100,-84,100,100,100,29
29,2022-07-19-17:50:37,100,-86,-68,-85,-85,100,-83,-83,-78,-88,100,-79,100,100,-78,100,100,-79,-70,-84,100,100,-91,100,-90,100,29
30,2022-07-19-17:50:42,100,-85,-70,-88,-87,100,-81,-82,-75,-87,100,-86,100,100,-77,100,100,-72,-64,-89,100,100,100,100,100,100,29
31,2022-07-19-17:50:47,100,-96,-61,-92,-85,100,-85,-77,-77,-87,100,-92,100,100,-92,100,100,-73,-58,100,-90,100,-92,100,100,100,29
32,2022-07-19-17:50:52,100,-85,-62,-97,-86,100,-80,-88,-68,-88,100,-90,100,100,-80,100,100,-77,-80,100,100,100,-93,100,100,100,29
33,2022-07-19-17:50:57,100,-88,-82,100,-86,100,-72,-83,-77,-85,100,-91,100,100,-79,100,100,-69,-58,100,100,100,-96,100,100,100,29
