index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
31,2022-07-22-20:26:14,100,-74,-76,100,-84,100,-94,-86,-65,100,100,100,100,-82,100,100,-94,-73,100,100,100,100,100,100,100,56
32,2022-07-22-20:26:19,100,-73,-76,100,-83,100,100,-82,-69,100,100,100,100,-76,100,100,-73,-76,100,100,100,100,100,100,100,56
33,2022-07-22-20:26:24,100,-74,-76,100,-83,100,-96,-81,-69,100,100,100,100,-82,100,100,-73,-73,100,100,100,100,100,100,100,56
34,2022-07-22-20:26:29,100,-74,-76,100,-83,100,-95,-86,-69,100,100,100,100,-82,-98,100,-93,-73,100,100,100,100,100,100,100,56
35,2022-07-22-20:26:34,100,-74,-76,100,-85,100,-95,-87,-66,100,100,100,100,-76,100,100,-73,-73,100,100,100,100,100,100,100,56
36,2022-07-22-20:26:39,100,-74,-61,100,-96,100,100,-86,-69,100,100,100,100,-74,100,100,-86,-73,100,100,100,100,100,100,100,56
37,2022-07-22-20:26:44,100,-74,-61,100,-85,100,-95,-81,-69,100,100,100,100,-74,100,100,-86,-73,100,100,100,100,100,100,100,56
38,2022-07-22-20:26:49,100,-74,-66,100,-85,100,-94,-81,-69,100,100,100,100,-76,100,100,100,-69,100,100,100,100,100,100,100,56
39,2022-07-22-20:26:54,100,-73,-61,100,-84,100,-95,-82,-66,100,100,100,100,-76,100,100,-73,-69,100,100,100,100,100,100,100,56
40,2022-07-22-20:26:59,100,-73,-66,100,-85,100,100,-81,-65,100,100,100,100,-76,100,100,-93,-77,100,100,100,100,100,100,100,56
41,2022-07-22-20:27:04,100,-74,-76,100,-84,100,-94,-87,-69,100,100,100,100,-74,100,100,-86,-73,100,100,100,100,100,100,100,56
42,2022-07-22-20:27:09,100,-74,-61,100,-84,100,-95,-82,-66,100,100,100,100,-76,100,100,-73,-69,100,100,100,100,100,100,100,56
43,2022-07-22-20:27:14,100,-73,-66,100,100,100,-96,-81,-65,100,100,100,100,-82,100,100,-73,-76,100,100,100,100,100,100,100,56
44,2022-07-22-20:27:19,100,-73,-76,100,-85,100,-95,-81,-66,100,100,100,100,-82,100,100,-73,-69,100,100,100,100,100,100,100,56
45,2022-07-22-20:27:24,100,-74,-61,100,-84,100,-95,-82,-69,100,100,100,100,-74,100,100,-73,-69,100,100,100,100,100,100,100,56
46,2022-07-22-20:27:29,100,-74,-61,100,-96,100,-95,-82,-66,100,100,100,100,-75,100,100,-93,-69,100,100,100,100,100,100,100,56
47,2022-07-22-20:27:34,100,-74,-66,100,-83,100,-94,-81,-66,100,100,100,100,-76,100,100,-73,-77,100,100,100,100,100,100,100,56
48,2022-07-22-20:27:39,100,-74,-61,100,-85,100,-95,-82,-65,100,100,100,100,-82,100,100,-86,-69,100,100,100,100,100,100,100,56
49,2022-07-22-20:27:44,100,-74,-66,100,-84,100,100,-81,-69,100,100,100,100,-74,100,100,-73,-77,100,100,100,100,100,100,100,56
50,2022-07-22-20:27:49,100,-74,-75,100,-85,100,-95,-87,-66,100,100,100,100,-76,100,100,-94,-73,100,100,100,100,100,100,100,56
51,2022-07-22-20:27:54,100,-74,-61,100,-85,100,-95,-82,-65,100,100,100,100,-82,100,100,-86,-69,100,100,100,100,100,100,100,56
52,2022-07-22-20:27:59,100,-74,-61,100,-84,100,100,-81,-69,100,100,100,100,-74,100,100,-73,-77,100,100,100,100,100,100,100,56
53,2022-07-22-20:28:04,100,-73,-66,100,100,100,100,-87,-66,100,100,100,100,-76,100,100,-86,-77,100,100,100,100,100,100,100,56
54,2022-07-22-20:28:09,100,-74,-76,100,-84,100,-95,-81,-66,100,100,100,100,-76,100,100,-73,-77,100,100,100,100,100,100,100,56
55,2022-07-22-20:28:14,100,-74,-76,100,-85,100,-94,-87,-69,100,100,100,100,-74,100,100,-86,-73,100,100,100,100,100,100,100,56
56,2022-07-22-20:28:19,100,-74,-66,100,-95,100,-96,-82,-69,100,100,100,100,-76,100,100,-73,-77,100,100,100,100,100,100,100,56
57,2022-07-22-20:28:24,100,-74,-76,100,-85,100,-96,-87,-66,100,100,100,100,-76,100,100,-73,-73,100,100,100,100,100,100,100,56
58,2022-07-22-20:28:29,100,-74,-61,100,-85,100,100,-82,-69,100,100,100,100,-74,100,100,-73,-69,100,100,100,100,100,100,100,56
59,2022-07-22-20:28:34,100,-73,-66,100,-84,100,-95,-81,-66,100,100,100,100,-76,-99,100,-73,-77,100,100,100,100,100,100,100,56
