index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-17-16:04:05,100,100,100,-64,-85,100,-92,-97,-95,-73,-76,-97,100,100,-100,-92,100,-83,-94,-82,-91,100,-88,-51,100,100,2
1,2022-07-17-16:04:10,100,100,100,-65,-84,100,-92,100,100,-71,-73,100,100,100,100,100,100,-85,-94,-82,-86,100,-89,-54,100,100,2
2,2022-07-17-16:04:15,100,100,100,-63,-84,100,-91,100,100,-74,-76,100,100,100,100,-86,100,-81,-91,-85,-93,100,-92,-51,100,100,2
3,2022-07-17-16:04:20,100,100,100,-64,-91,100,-93,100,-96,-76,-90,100,100,100,100,-93,100,-92,-88,-80,-85,100,-85,-55,100,100,2
4,2022-07-17-16:04:25,100,100,100,-64,-86,100,-88,-88,100,-82,-71,-92,100,100,100,-92,100,-83,-89,-80,-86,100,-89,-54,100,100,2
5,2022-07-17-16:04:30,100,100,100,-81,-92,100,-93,100,100,-76,-89,100,100,100,100,-93,100,-96,100,-83,-87,100,-85,-55,100,100,2
6,2022-07-17-16:04:35,100,100,100,-65,-85,100,-91,100,100,-80,-73,-90,100,100,-96,100,100,-83,-89,-80,-85,100,-88,-54,100,100,2
7,2022-07-17-16:04:40,100,100,100,-62,-85,100,-92,100,100,-74,-77,100,100,100,100,-87,100,-82,-92,-82,-95,100,-87,-52,100,100,2
8,2022-07-17-16:04:45,100,100,100,-74,-93,100,100,100,100,-88,100,-99,100,100,100,-94,100,-92,100,-86,-85,100,-86,-54,100,100,2
9,2022-07-17-16:04:50,100,100,100,-63,-84,100,100,100,100,-85,-77,100,100,100,-94,-85,100,-81,100,-85,100,100,-92,-51,100,100,2
