index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-18-11:28:02,-87,-64,-85,-86,-67,-86,-77,-86,-74,-91,-93,-85,-89,-85,-73,-92,-71,-63,-77,-83,-96,100,-94,-88,-82,-81,25
1,2022-07-18-11:28:07,-82,-72,-93,-92,-63,-88,-88,-91,-85,-83,-97,-89,-92,-90,-70,-83,-88,-71,-84,100,-93,100,-89,-91,-87,-93,25
2,2022-07-18-11:28:12,-83,-60,-94,-90,-64,-90,-75,-88,-81,-86,100,-86,-82,-89,-72,-83,-75,-68,-78,-85,-84,100,-80,-90,-80,-78,25
3,2022-07-18-11:28:17,100,-65,-91,-89,-58,-89,-94,100,-80,-84,100,-90,-88,-88,-71,-86,-93,-76,-77,-92,-87,100,100,-88,-84,-82,25
4,2022-07-18-11:28:22,-86,-58,-89,-83,-57,-88,-73,-90,-80,-85,100,-90,100,-94,-67,-83,-86,-69,-80,-82,-92,100,-82,-90,-85,-81,25
5,2022-07-18-11:28:27,-83,-60,-91,-87,-54,-83,-73,-92,-84,-78,100,-98,-86,-92,-66,-84,-76,-62,-82,-82,-82,100,-83,-88,-83,-83,25
6,2022-07-18-11:28:32,-91,-70,-92,-92,-71,-91,-90,-88,-85,-90,100,-93,-87,-88,-71,-89,-94,-69,-76,-88,-91,100,-81,-94,-83,-80,25
7,2022-07-18-11:28:37,-90,-58,100,100,-54,-85,-74,-89,-89,-80,100,-94,-90,-88,-63,-84,-76,-64,100,-83,-85,100,100,100,-78,-85,25
8,2022-07-18-11:28:42,-95,-65,-92,-86,-58,-85,-90,-88,-84,-84,100,-92,-86,-89,-71,-86,-86,-68,-76,-84,-92,100,-83,-88,-85,-82,25
9,2022-07-18-11:28:47,-94,-58,-88,-86,-57,-92,-72,-84,-88,-82,-93,-88,-83,-86,-67,-85,-74,-73,-77,-82,100,100,-79,-87,-80,-77,25
10,2022-07-18-11:28:52,-88,-58,100,-87,-54,-85,-74,-89,-89,-80,100,-96,-93,-87,-63,-85,-76,-64,-92,-82,-84,100,-84,100,-78,-85,25
11,2022-07-18-11:28:57,-87,-58,100,100,100,100,-72,-89,-86,-80,100,100,100,-87,100,-84,100,-64,-76,-81,-84,100,100,100,-80,-77,25
