index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
21,2022-07-22-14:05:45,-94,-60,-72,100,-75,-86,-88,-89,-70,100,100,100,-94,-71,100,-85,-77,-82,100,100,100,100,100,-69,-83,50
22,2022-07-22-14:05:50,100,-62,-83,100,-75,-90,100,100,-70,100,100,100,-94,100,100,-81,100,100,100,100,100,100,100,-75,-86,50
23,2022-07-22-14:05:55,-91,-60,-72,100,-75,-87,-88,-89,-70,100,100,100,100,-72,100,-84,-69,-82,100,100,100,100,100,-69,-84,50
24,2022-07-22-14:06:00,100,-63,-91,100,-74,100,100,100,-74,100,100,100,-94,-72,100,-90,-80,-87,100,100,100,100,100,-71,-80,50
25,2022-07-22-14:06:05,-92,-62,-83,100,-73,100,-97,-88,-65,100,100,100,-93,-73,100,-81,-69,-90,100,100,100,100,100,-75,-87,50
26,2022-07-22-14:06:10,100,-62,100,100,-73,-91,100,-88,-65,100,100,100,100,-74,100,100,-69,-91,100,100,100,100,100,-74,-86,50
27,2022-07-22-14:06:15,100,-61,-83,100,-72,100,-96,-96,-74,100,100,100,100,-74,100,-81,-69,-87,100,100,100,100,100,-75,-86,50
28,2022-07-22-14:06:20,100,-61,-72,100,-74,-85,-88,-88,-70,100,100,100,-94,-72,-94,-84,-77,-82,100,100,100,100,100,-69,-83,50
29,2022-07-22-14:06:25,100,-63,-92,100,-74,100,-93,-95,-74,100,100,100,-95,-92,100,-90,-81,-87,100,100,100,100,100,-71,-80,50
30,2022-07-22-14:06:30,100,-63,100,100,100,100,100,100,-74,100,100,100,-95,-91,100,-90,100,-87,100,100,100,100,100,-72,-80,50
31,2022-07-22-14:06:35,-94,-60,-72,100,-74,-86,-88,100,-70,100,100,-97,100,-72,100,-84,-80,-82,100,100,100,100,100,-71,-84,50
32,2022-07-22-14:06:40,100,-64,-83,100,-72,100,100,-89,-65,100,100,100,-94,-93,100,-81,-69,-87,100,100,100,100,100,-75,-86,50
33,2022-07-22-14:06:45,100,-62,-72,100,-74,100,-88,-88,-70,100,100,100,-94,-71,100,-84,-77,-82,100,100,100,100,100,-69,-83,50
34,2022-07-22-14:06:50,100,-60,-72,100,-75,-86,-88,100,-70,100,100,100,-96,-72,100,100,-77,-82,100,100,100,100,100,-69,-83,50
35,2022-07-22-14:06:55,-91,-62,-84,100,-72,-91,100,-86,-65,100,100,100,-93,-74,-94,-81,-69,-90,100,100,100,100,100,-75,-86,50
36,2022-07-22-14:07:00,100,-60,-72,100,-74,-85,-94,100,-74,100,100,-97,100,-93,100,-84,-78,-82,100,100,100,100,100,-71,-84,50
37,2022-07-22-14:07:05,-92,-62,-83,100,-73,-96,-96,-96,-65,100,100,100,-93,-74,100,-81,-69,-87,100,100,100,100,100,-74,-86,50
38,2022-07-22-14:07:10,-92,-61,-83,100,-73,-90,-94,-89,-65,100,100,100,-92,-74,100,-81,-69,100,100,100,100,100,100,-75,-86,50
39,2022-07-22-14:07:15,100,-63,-92,100,-75,100,100,-97,-74,100,100,100,100,-93,100,-91,-80,-87,100,100,100,100,100,-71,-80,50
40,2022-07-22-14:07:20,100,-62,-83,100,-74,100,-97,-89,-65,100,100,100,100,-74,-94,-81,-69,-90,100,100,100,100,100,-75,-86,50
41,2022-07-22-14:07:25,100,-60,-72,100,-74,-95,-88,100,-74,100,100,100,100,-92,100,-90,-79,-87,100,100,100,100,100,-70,-80,50
42,2022-07-22-14:07:30,100,-63,-90,100,-74,-96,100,100,-74,100,100,100,100,100,100,-89,-80,-87,100,100,100,100,100,-72,-80,50
43,2022-07-22-14:07:35,100,-60,-72,100,-74,100,-88,100,-70,100,100,100,-96,-72,100,-85,-77,-81,100,100,100,100,100,-69,-83,50
44,2022-07-22-14:07:40,100,-62,-92,100,-74,-95,-95,100,-74,100,100,100,100,-93,-101,-91,-80,-87,100,100,100,100,100,-71,-80,50
45,2022-07-22-14:07:45,-92,-61,-83,100,-75,-89,100,-88,-65,100,100,-94,-95,-72,-94,-81,-69,-89,100,100,100,-94,100,-74,-84,50
46,2022-07-22-14:07:50,100,-60,-72,100,-76,100,-87,100,-70,100,100,100,100,-72,100,-84,-77,-81,100,100,100,100,100,-69,-83,50
47,2022-07-22-14:07:55,-91,-61,-83,100,-72,100,100,-89,-65,100,100,100,-93,-74,100,-81,-69,-90,100,100,100,-94,100,-75,-86,50
48,2022-07-22-14:08:00,-95,-60,-72,100,-75,-85,-88,-89,-70,100,100,100,100,-72,-94,-84,-78,-81,100,100,100,100,100,-69,-83,50
49,2022-07-22-14:08:05,100,-63,-91,100,-74,100,-88,-96,-74,100,100,100,-95,-93,100,-91,-80,-87,100,100,100,100,100,-71,-80,50
50,2022-07-22-14:08:10,-91,-62,-83,100,-72,100,100,-89,-65,100,100,100,100,-74,-94,-81,-69,-90,100,100,100,100,100,-74,-87,50
51,2022-07-22-14:08:15,100,-63,100,100,100,100,-93,100,100,100,100,100,100,-94,100,-90,-80,-87,100,100,100,100,100,-71,-80,50
52,2022-07-22-14:08:20,100,-62,-83,100,-73,-89,-94,-88,-65,100,100,100,-93,-74,-95,-81,-69,-91,100,100,100,-93,100,-74,-86,50
53,2022-07-22-14:08:25,-91,-60,-72,100,-74,-86,-87,100,-70,100,100,100,100,-71,100,-84,-77,-82,100,100,100,100,100,-69,-83,50
54,2022-07-22-14:08:30,100,-63,-93,100,-74,-95,-94,100,-74,100,100,100,-96,-93,100,-90,-80,-87,100,100,100,100,100,-71,-80,50
55,2022-07-22-14:08:35,100,-60,-72,100,-74,-86,100,100,-70,100,100,100,100,-72,100,-85,-78,-82,100,100,100,100,100,-69,-83,50
56,2022-07-22-14:08:40,-95,-63,-92,100,-74,-86,-95,-97,-74,100,100,100,100,-71,100,-90,-79,-87,100,100,100,100,100,-71,-80,50
57,2022-07-22-14:08:45,-91,-61,-83,100,-73,-92,-94,-89,-65,100,100,100,-93,-74,-96,-82,-69,-88,100,100,100,100,100,-74,-86,50
58,2022-07-22-14:08:50,100,-60,-72,100,-75,-85,-88,100,-70,100,100,100,100,-72,100,-84,-77,-81,100,100,100,100,100,-69,-83,50
59,2022-07-22-14:08:55,100,-62,100,100,-72,100,100,-89,-65,100,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,50
