index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-19-18:48:58,100,-91,-93,-93,-79,100,-86,-98,-88,-81,-99,-88,100,100,-61,-71,-99,-80,-77,-91,-95,100,-81,-90,100,100,21
1,2022-07-19-18:49:03,100,-93,-94,-88,-78,100,-87,100,100,-81,-93,-80,100,100,-60,-68,100,-84,-81,-78,-82,100,-77,-85,100,100,21
2,2022-07-19-18:49:08,100,100,100,-88,-77,100,-86,-91,100,-81,100,-83,100,100,-60,-76,100,-85,-83,-86,-82,100,-77,-85,100,100,21
3,2022-07-19-18:49:13,100,-87,100,-77,-79,100,-91,-91,100,-73,-85,-81,100,100,-58,-73,100,-91,-85,-84,-82,100,-76,-83,100,100,21
4,2022-07-19-18:49:18,100,100,100,-89,-78,100,100,100,-93,-83,-85,-78,100,100,-59,-76,100,100,-88,-82,-93,100,-67,100,100,100,21
5,2022-07-19-18:49:23,100,-88,-94,-89,-81,100,-89,100,100,-72,-85,-80,100,100,-58,-76,100,-83,-84,-85,-91,100,-66,-83,100,100,21
6,2022-07-19-18:49:28,100,-97,-93,-79,-74,100,-87,-96,100,-82,-87,-83,100,100,-58,-76,100,-79,-81,-78,-82,100,-68,-84,100,100,21
7,2022-07-19-18:49:33,100,-89,-93,-85,-77,100,-88,-91,-91,-91,-99,-91,100,100,-59,-76,100,-78,-78,-83,-84,100,-78,100,100,100,21
8,2022-07-19-18:49:38,100,-93,-90,-79,-85,100,-87,-90,-96,-81,100,-84,100,100,-55,-72,100,-86,-75,100,-85,100,-71,100,100,100,21
9,2022-07-19-18:49:43,100,100,-91,-81,-74,100,-87,-91,100,-88,-87,-85,100,100,-73,-64,100,-86,-76,-82,-85,100,-78,-83,100,100,21
10,2022-07-19-18:49:48,100,-96,-93,-84,-71,100,-87,-93,100,-81,-85,-80,100,100,-59,100,100,-85,-75,-81,-86,100,-70,-85,100,100,21
11,2022-07-19-18:49:53,100,-90,100,-79,-76,100,-91,-94,100,-89,-85,-80,100,100,-63,-63,100,-90,-77,-82,-84,100,-70,100,100,100,21
12,2022-07-19-18:49:58,100,-94,100,-79,-83,100,-90,-92,100,-85,-86,-81,100,100,-70,-65,100,-85,-84,-81,-85,100,-70,-83,100,100,21
13,2022-07-19-18:50:03,100,-89,100,-79,-86,100,-88,100,100,-81,-87,-81,100,100,-60,-67,100,-89,-82,100,-84,100,-74,-85,100,100,21
14,2022-07-19-18:50:08,100,-93,100,-79,-74,100,-85,-92,100,-73,-87,-81,100,100,-70,-73,100,-85,-82,-84,-84,100,-74,-84,100,100,21
15,2022-07-19-18:50:13,100,-88,-94,-87,-72,100,-89,-95,100,-73,-87,-79,100,100,-59,-65,100,-88,-76,-84,-92,100,-79,-83,100,100,21
16,2022-07-19-18:50:18,100,-88,-94,-83,-72,100,-86,-97,100,-87,-85,-79,100,100,-60,-67,100,-78,-76,100,-85,100,100,-83,100,100,21
17,2022-07-19-18:50:23,100,-88,100,-87,-74,100,-87,-96,100,-73,-87,-89,100,100,-60,-65,100,-85,-76,-84,-85,100,-78,-83,100,100,21
18,2022-07-19-18:50:28,100,-88,100,-84,-74,100,-86,100,100,-81,-87,-79,100,100,-70,-72,100,-78,-76,-85,-83,100,-70,-84,100,100,21
19,2022-07-19-18:50:33,100,-88,-94,-83,-74,100,-88,-96,100,-87,-87,-79,100,100,-70,-67,100,-78,-82,-84,-82,100,-73,100,100,100,21
20,2022-07-19-18:50:38,100,-88,100,-87,-73,100,-85,100,100,-82,-85,-79,100,100,-70,-73,100,-78,-76,-81,-85,100,-78,-84,100,100,21
21,2022-07-19-18:50:43,100,-88,100,-79,-74,100,-88,-93,100,-86,-85,-79,100,100,-60,-67,100,-78,-76,100,-84,100,-74,-89,100,100,21
22,2022-07-19-18:50:48,100,100,100,-88,-72,100,-88,100,100,-81,-85,-81,100,100,-65,-65,100,-85,-82,-81,-83,100,-70,-84,100,100,21
23,2022-07-19-18:50:53,100,-93,100,-83,-81,100,-87,-96,100,-87,-85,-79,100,100,-59,-65,100,-85,-76,-81,-92,100,-74,100,100,100,21
24,2022-07-19-18:50:58,100,-88,100,-84,-74,100,-88,-93,100,-87,-86,-81,100,100,-70,-73,100,-78,-76,-80,-85,100,-74,-83,100,100,21
25,2022-07-19-18:51:03,100,-93,-97,-79,-82,100,-85,-96,100,-81,100,-81,100,100,-65,-67,100,-85,-76,-81,-83,100,-70,-84,100,100,21
26,2022-07-19-18:51:08,100,-93,-94,-79,-72,100,-85,100,100,-87,-87,-79,100,100,-70,-73,100,-85,-76,-84,-85,100,-74,-84,100,100,21
27,2022-07-19-18:51:13,100,-88,-96,-83,-74,100,-86,100,100,-87,-87,-81,100,100,-70,-73,100,-85,-82,100,-92,100,-79,-84,100,100,21
28,2022-07-19-18:51:18,100,-96,100,-83,-74,100,-88,-96,100,-86,100,-81,100,100,-60,-67,100,-88,-76,-81,-93,100,-74,-89,100,100,21
29,2022-07-19-18:51:23,100,-88,100,-87,-74,100,-85,-96,100,-73,-87,-79,100,100,-65,-67,100,-88,-76,-85,-92,100,-78,-83,100,100,21
30,2022-07-19-18:51:28,100,100,100,-84,-72,100,-88,-93,100,-81,-85,-81,100,100,-70,-65,100,-85,-76,-81,-83,100,-70,-83,100,100,21
31,2022-07-19-18:51:33,100,-93,100,-83,-74,100,-88,-96,100,-81,-87,-81,100,100,-65,-72,100,-78,-76,-81,-92,100,-79,100,100,100,21
32,2022-07-19-18:51:38,100,-93,100,-79,-72,100,-88,-96,100,-81,-87,-81,100,100,-65,-73,100,-85,-76,100,-92,100,-74,-84,100,100,21
