index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-19-21:30:45,100,100,100,-69,-96,100,-85,100,100,-81,-64,-77,100,100,100,-90,100,-94,-94,-83,-78,100,-80,-96,100,100,6
1,2022-07-19-21:30:50,100,100,100,-71,-96,100,-90,100,100,-78,-76,-81,100,100,-94,-89,100,-92,-90,-88,-76,100,-90,-78,100,100,6
2,2022-07-19-21:30:55,100,100,100,-62,100,100,-89,100,100,-67,-66,-82,100,100,-96,-92,100,-93,-85,-89,-80,100,-82,-73,100,100,6
3,2022-07-19-21:31:00,100,100,100,-61,100,100,100,100,100,-69,100,-84,100,100,100,-89,100,100,100,100,100,100,-94,-71,100,100,6
4,2022-07-19-21:31:05,100,100,100,-62,100,100,-90,100,100,-69,-74,-83,100,100,-97,-89,100,-93,-96,-92,-74,100,-93,-78,100,100,6
5,2022-07-19-21:31:10,100,100,100,-61,100,100,-88,100,100,-72,-64,-87,100,100,100,-93,100,-83,-91,-82,-89,100,-87,-76,100,100,6
6,2022-07-19-21:31:15,100,100,100,-70,100,100,-93,100,100,-89,-74,-82,100,100,-96,-88,100,-92,-92,-89,-75,100,-83,-78,100,100,6
7,2022-07-19-21:31:20,100,100,100,-70,100,100,-92,100,100,-89,-74,-82,100,100,100,-88,100,-92,100,-90,-74,100,-92,-78,100,100,6
8,2022-07-19-21:31:25,100,100,100,100,100,100,-91,100,100,-72,-64,-80,100,100,-89,-86,100,100,-87,-87,-89,100,-88,-76,100,100,6
9,2022-07-19-21:31:30,100,100,100,-62,100,100,-90,-97,100,-88,-66,-82,100,100,-95,-89,100,-86,-90,-89,-85,100,-83,-78,100,100,6
10,2022-07-19-21:31:35,100,100,100,-61,100,100,-90,100,100,-69,-64,-81,100,100,-96,-90,100,-83,-89,100,-88,100,-83,-76,100,100,6
11,2022-07-19-21:31:40,100,100,100,100,100,100,-89,100,100,-72,-64,-80,100,100,100,-86,100,-83,-89,-87,-89,100,-89,-76,100,100,6
12,2022-07-19-21:31:45,100,100,100,-62,-93,100,-92,-97,100,-69,-66,-91,100,100,-95,100,100,-86,100,-86,-84,100,-83,-70,100,100,6
