index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-19-16:32:56,100,-80,-58,-93,-88,100,-69,-76,-70,-86,-91,-85,100,100,-87,-93,100,-77,-67,-94,-100,100,-93,-89,-95,100,30
1,2022-07-19-16:33:01,100,-80,-57,100,-84,100,-80,-79,100,100,-91,-85,100,100,-88,-94,100,-74,-65,100,100,100,100,100,100,100,30
2,2022-07-19-16:33:06,100,-80,-56,-90,-77,100,-74,-78,-72,-92,-92,-84,100,100,-78,100,100,-75,-61,100,100,100,100,-89,-94,100,30
3,2022-07-19-16:33:11,100,-83,-66,-91,-89,100,-76,-74,-85,-90,-97,-91,100,100,-78,100,100,-77,-92,100,-91,100,100,-89,100,100,30
4,2022-07-19-16:33:16,100,-95,-63,-90,100,100,-74,-72,-67,100,-90,-82,100,100,-93,100,100,-69,-72,100,-91,100,100,-88,-96,100,30
5,2022-07-19-16:33:21,100,-83,-69,100,-88,100,-79,-74,-82,100,100,100,100,100,-82,100,100,-85,-88,100,100,100,100,-95,100,100,30
6,2022-07-19-16:33:26,100,-82,-56,100,-86,100,-72,-74,-89,100,100,-84,100,100,-84,-97,100,-71,-67,100,-94,100,100,100,100,100,30
7,2022-07-19-16:33:31,100,-79,-59,100,-89,100,-73,-76,-66,-92,100,-86,100,100,-88,100,100,-74,-68,100,100,100,100,100,100,100,30
8,2022-07-19-16:33:36,100,-84,-77,100,-85,100,-80,-75,-93,100,100,-86,100,100,-84,100,100,-85,-83,100,-98,100,100,-98,100,100,30
9,2022-07-19-16:33:41,100,-78,-59,100,-89,100,-80,-78,100,-90,100,-86,100,100,100,-93,100,100,100,100,100,100,100,100,100,100,30
10,2022-07-19-16:33:46,100,-84,-77,-91,-85,100,-77,-76,-66,-90,100,-95,100,100,-84,-92,100,-84,-83,100,-100,100,100,100,100,100,30
11,2022-07-19-16:33:51,100,-84,-57,-90,-89,100,-72,-76,-67,-93,-93,-83,100,100,-86,100,100,-71,-66,-94,-98,100,100,-90,100,100,30
12,2022-07-19-16:33:56,100,-78,-60,-86,-80,100,-80,-77,-67,-90,-94,-85,100,100,-84,100,100,-73,-76,100,100,100,100,100,100,100,30
13,2022-07-19-16:34:01,100,-78,-56,100,-80,100,-72,-80,-68,-93,100,-85,100,100,-81,100,100,-69,-61,100,100,100,100,-89,100,100,30
14,2022-07-19-16:34:06,100,-82,-60,-88,-85,100,-75,-75,-66,-85,100,-84,100,100,-86,-91,100,-75,-74,100,-93,100,100,100,100,100,30
15,2022-07-19-16:34:11,100,-84,-83,-94,-84,100,-80,-75,-85,-89,100,-84,100,100,-78,-93,100,-79,-78,100,100,100,100,100,100,100,30
16,2022-07-19-16:34:16,100,-85,-56,-97,-90,100,-70,-72,-67,-92,-98,-86,100,100,-80,-99,100,-72,-64,100,100,100,100,100,100,100,30
17,2022-07-19-16:34:21,100,100,-56,100,100,100,-71,-73,-68,-92,100,-86,100,100,100,100,100,-72,-62,100,100,100,100,100,100,100,30
18,2022-07-19-16:34:26,100,-83,-80,-92,-83,100,-79,-78,-67,-96,-92,-92,100,100,-76,-97,100,-72,-62,-95,100,100,100,-93,100,100,30
19,2022-07-19-16:34:31,100,-87,-60,-86,-81,100,-76,-76,-73,-87,-91,-82,100,100,-81,-91,100,-79,-64,100,100,100,-91,-88,-98,100,30
20,2022-07-19-16:34:36,100,-84,-80,-91,-83,100,-79,-76,-83,-94,-95,-92,100,100,-76,100,100,-78,-77,100,100,100,100,100,100,100,30
21,2022-07-19-16:34:41,100,100,-84,-91,-83,100,-78,-76,-82,-94,-93,-92,100,100,-76,-100,100,-78,-73,100,100,100,100,-93,100,100,30
22,2022-07-19-16:34:46,100,-79,-60,-92,-82,100,-73,-75,-68,-94,100,-83,100,100,-80,-90,100,-73,-78,100,100,100,100,-90,100,100,30
