index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-17-20:59:32,100,100,100,-63,-91,100,-88,-91,100,-83,-70,-93,100,100,-96,-82,100,-86,-90,-89,-79,100,-82,-70,100,100,5
1,2022-07-17-20:59:37,100,100,100,-64,100,100,-85,100,100,-78,-80,-88,100,100,-94,-90,100,-88,-93,-77,-81,100,-86,-69,100,100,5
2,2022-07-17-20:59:42,100,100,100,-68,100,100,-87,-93,100,-80,-80,-87,100,100,100,-86,100,-82,-92,-88,-79,100,-88,-63,100,100,5
3,2022-07-17-20:59:47,100,100,100,-63,100,100,-85,100,100,-77,-80,-88,100,100,100,-89,100,-87,-92,-77,-81,100,-87,-69,100,100,5
4,2022-07-17-20:59:52,100,100,100,-64,-91,100,-88,100,100,-82,-77,-87,100,100,100,-83,100,-82,100,-86,-80,100,-84,-64,100,100,5
5,2022-07-17-20:59:57,100,100,100,-56,100,100,-85,-93,100,-91,-80,-92,100,100,-94,-85,100,-84,-86,-89,-80,100,-79,-72,100,100,5
6,2022-07-17-21:00:02,100,100,100,-63,-92,100,-91,-97,100,-86,-80,-89,100,100,-94,-90,100,-87,-93,-79,-78,100,-84,-86,100,100,5
7,2022-07-17-21:00:07,100,100,100,-64,-90,100,100,-92,100,-77,-74,-91,100,100,100,-89,100,100,-92,-79,-78,100,-80,100,100,100,5
8,2022-07-17-21:00:12,100,100,100,-60,-91,100,-90,100,100,-74,-87,-98,100,100,100,-93,100,-95,-86,-84,-85,100,-87,-68,100,100,5
9,2022-07-17-21:00:17,100,100,100,-64,100,100,-86,-96,100,-70,-75,-88,100,100,100,-89,100,-84,-94,-80,-87,100,-86,-60,100,100,5
10,2022-07-17-21:00:22,100,100,100,-78,100,100,-87,100,100,-77,-83,-87,100,100,100,-93,100,-82,100,-81,-82,100,-84,-60,100,100,5
11,2022-07-17-21:00:27,100,100,100,-82,-89,100,-88,100,100,100,-85,-88,100,100,100,-92,100,-83,-87,-81,-82,100,-84,-60,100,100,5
12,2022-07-17-21:00:32,100,100,100,-77,-88,100,-88,-96,100,-70,-86,-86,100,100,100,-90,100,-83,-96,-81,-83,100,-84,-60,100,100,5
13,2022-07-17-21:00:37,100,100,100,-72,-90,100,-88,100,100,-80,-77,-95,100,100,100,-90,100,-87,-92,-79,-88,100,-87,-72,100,100,5
14,2022-07-17-21:00:42,100,100,100,-74,100,100,-93,-96,100,-70,-74,-87,100,100,100,100,100,-86,-92,-79,-90,100,-87,-60,100,100,5
15,2022-07-17-21:00:47,100,100,100,-80,100,100,100,100,100,-70,-74,-88,100,100,100,100,100,-86,100,-91,100,100,100,-60,100,100,5
16,2022-07-17-21:00:52,100,100,100,-73,100,100,-94,-94,100,-80,-74,-94,100,100,100,-88,100,-89,-94,-80,-87,100,-87,-72,100,100,5
17,2022-07-17-21:00:57,100,100,100,-76,-89,100,-89,-95,100,-77,-92,-88,100,100,100,-91,100,-83,-89,-81,-83,100,-84,-60,100,100,5
18,2022-07-17-21:01:02,100,100,100,-72,-89,100,-90,-94,100,-80,-78,-93,100,100,100,100,100,-86,-93,-78,-87,100,-87,-72,100,100,5
19,2022-07-17-21:01:07,100,100,100,-73,100,100,-87,100,100,-81,-78,-94,100,100,100,100,100,-88,-93,-79,-88,100,-87,-72,100,100,5
20,2022-07-17-21:01:12,100,100,100,-72,-90,100,-94,-92,100,-77,-80,100,100,100,100,-89,100,-83,-87,-82,-82,100,-85,-60,100,100,5
21,2022-07-17-21:01:17,100,100,100,-66,100,100,-90,100,100,-71,-71,-85,100,100,100,-95,100,-85,-92,-80,-92,100,-87,-60,100,100,5
22,2022-07-17-21:01:22,100,100,100,-73,-90,100,-89,-92,100,-77,-80,-94,100,100,100,-91,100,-82,-87,-82,-86,100,-84,-60,100,100,5
23,2022-07-17-21:01:27,100,100,100,-73,-90,100,-89,-93,100,-78,-80,-93,100,100,100,100,100,-82,-88,-82,-85,100,-84,-60,100,100,5
24,2022-07-17-21:01:32,100,100,100,-67,100,100,-93,100,100,-70,-71,-84,100,100,100,-86,100,-84,-91,100,-90,100,100,-60,100,100,5
25,2022-07-17-21:01:37,100,100,100,-74,-90,100,-87,-93,100,-76,-79,-92,100,100,100,-88,100,-89,-92,-82,-86,100,-85,-71,100,100,5
26,2022-07-17-21:01:42,100,100,100,-65,100,100,-96,100,100,-69,-72,-86,100,100,100,100,100,-85,-92,-79,-84,100,-87,-60,100,100,5
27,2022-07-17-21:01:47,100,100,100,-65,100,100,-96,-97,100,-69,-72,-86,100,100,100,-86,100,-85,-92,100,100,100,100,-60,100,100,5
28,2022-07-17-21:01:52,100,100,100,-70,100,100,-88,100,100,-80,-78,-94,100,100,100,100,100,-88,-93,-80,-86,100,-87,-72,100,100,5
29,2022-07-17-21:01:57,100,100,100,-65,100,100,100,100,100,-70,-72,-86,100,100,100,-86,100,-85,-93,-80,-86,100,-86,-61,100,100,5
30,2022-07-17-21:02:02,100,100,100,-69,-91,100,-91,-94,100,-80,-83,-97,100,100,100,-88,100,-90,-95,-80,-80,100,-86,-72,100,100,5
31,2022-07-17-21:02:07,100,100,100,-77,100,100,-87,100,100,-80,-79,-93,100,100,100,100,100,-89,-94,-79,-90,100,-89,-71,100,100,5
32,2022-07-17-21:02:12,100,100,100,-78,-90,100,-90,100,100,-77,100,100,100,100,100,-91,100,-84,100,-82,-82,100,-83,-60,100,100,5
33,2022-07-17-21:02:17,100,100,100,-76,-90,100,-89,100,100,-77,-80,-94,100,100,100,100,100,-87,-92,-80,-85,100,-85,-70,100,100,5
