index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-19-20:36:37,100,100,100,-87,-86,100,-89,-90,100,-92,-89,-68,100,100,-93,-84,100,-91,-94,-66,-77,100,-75,-90,100,100,12
1,2022-07-19-20:36:42,100,100,100,-78,-86,100,-84,100,100,-90,-89,-73,100,100,-89,-87,100,-86,100,-54,-66,100,-83,-93,100,100,12
2,2022-07-19-20:36:47,100,100,100,-78,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,-54,-65,100,-87,100,100,100,12
3,2022-07-19-20:36:52,100,100,-100,-86,-86,100,-90,100,100,100,-81,-74,100,100,-91,-91,100,-90,-91,-52,-68,100,-75,100,100,100,12
4,2022-07-19-20:36:57,100,100,100,-79,-85,100,-88,100,100,-82,-93,-82,100,100,-89,-76,100,100,-91,-63,-78,100,-87,100,100,100,12
5,2022-07-19-20:37:02,100,100,100,-82,-86,100,-87,100,100,-82,-83,-74,100,100,-92,-83,100,-94,100,-56,-69,100,-76,100,100,100,12
6,2022-07-19-20:37:07,100,100,100,-81,-86,100,-88,100,100,-85,-82,-70,100,100,100,100,100,-91,100,-52,-69,100,-77,-90,100,100,12
7,2022-07-19-20:37:12,100,100,100,-78,-85,100,-88,100,100,-83,-93,-81,100,100,-94,-75,100,-92,100,-88,-91,100,-89,100,100,100,12
8,2022-07-19-20:37:17,100,100,100,-80,-86,100,-87,100,100,-92,-82,-76,100,100,-89,100,100,100,-94,-54,-68,100,-75,-89,100,100,12
9,2022-07-19-20:37:22,100,100,100,-79,-85,100,-90,100,100,-87,-93,-80,100,100,-94,-75,100,-90,100,-86,-88,100,-88,100,100,100,12
10,2022-07-19-20:37:27,100,100,100,-78,-86,100,-89,100,100,-82,-92,-80,100,100,-92,-76,100,-90,100,-86,-89,100,100,100,100,100,12
11,2022-07-19-20:37:32,100,100,100,-78,-86,100,-85,100,100,-93,-89,-76,100,100,-90,-84,100,-92,100,-54,-65,100,-84,-93,100,100,12
