index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
44,2022-07-22-20:05:14,100,-83,-52,100,-86,100,-83,-87,-75,100,100,100,100,-86,100,100,-71,-63,100,100,100,100,100,100,100,58
45,2022-07-22-20:05:19,100,-76,-52,100,-86,100,-94,-86,-74,100,100,100,100,-86,100,100,-71,-66,100,100,100,100,100,100,100,58
46,2022-07-22-20:05:24,100,-79,-52,100,-86,100,-94,-86,-74,100,100,100,100,-86,100,100,-71,100,100,100,100,100,100,100,100,58
47,2022-07-22-20:05:29,100,-83,-53,100,-88,100,-83,-86,-75,100,100,100,100,100,100,100,-82,-66,100,100,100,100,100,100,100,58
48,2022-07-22-20:05:34,100,-82,-55,100,-87,100,-83,-88,-75,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100,58
49,2022-07-22-20:05:39,100,-83,-52,100,-88,100,-83,-89,-74,100,100,100,100,-94,100,100,-82,-66,100,100,100,100,100,100,100,58
50,2022-07-22-20:05:44,100,-76,-52,100,-87,100,-83,-89,-79,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100,58
51,2022-07-22-20:05:49,100,-76,-52,100,-88,100,-83,-89,-74,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
52,2022-07-22-20:05:54,100,-76,-52,100,100,100,-83,-86,-74,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
53,2022-07-22-20:05:59,100,-76,-53,100,-87,100,-94,-86,-75,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
54,2022-07-22-20:06:04,100,-82,-52,100,-86,100,-94,-88,-74,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100,58
55,2022-07-22-20:06:09,100,-83,-55,100,-86,100,-94,-88,-79,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
56,2022-07-22-20:06:14,100,-79,-52,100,-86,100,-83,-94,-74,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
57,2022-07-22-20:06:19,100,-82,-52,100,-86,100,-94,-86,-75,100,100,100,100,-86,100,100,-71,-66,100,100,100,100,100,100,100,58
58,2022-07-22-20:06:24,100,-76,-52,100,-86,100,-94,-89,-74,100,100,100,100,-86,100,100,-75,-62,100,100,100,100,100,100,100,58
59,2022-07-22-20:06:29,100,-79,-52,100,-88,100,-94,-88,100,100,100,100,100,-86,100,100,-75,-66,100,100,100,100,100,100,100,58
