index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-22-20:01:34,100,-94,-67,100,-88,100,-91,-94,-94,100,100,100,100,-89,100,100,-77,-72,100,100,100,100,100,100,100,58
1,2022-07-22-20:01:39,100,-77,-55,100,100,100,100,-87,-71,100,100,100,100,-88,100,100,-72,-62,100,100,100,100,100,100,100,58
2,2022-07-22-20:01:44,100,-83,-54,100,100,100,-88,-94,-76,100,100,100,100,-86,100,100,-72,-64,100,100,100,100,100,100,100,58
3,2022-07-22-20:01:49,100,-82,-51,100,100,100,100,-87,-80,100,100,100,100,100,100,100,-76,-61,100,100,100,100,100,100,100,58
4,2022-07-22-20:01:54,100,-83,-53,100,-89,100,-87,-94,-77,100,100,100,100,-94,100,100,-77,-72,100,100,100,100,100,100,100,58
5,2022-07-22-20:01:59,100,-82,-55,100,-88,100,-83,-83,-85,100,100,100,100,-85,100,100,-75,-62,100,100,100,100,100,100,100,58
6,2022-07-22-20:02:04,100,-77,-52,100,100,100,-83,-88,-81,100,100,100,100,100,100,100,-75,-62,100,100,100,100,100,100,100,58
7,2022-07-22-20:02:09,100,-83,-52,100,-87,100,-94,-93,-75,100,100,100,100,-86,100,100,-75,-62,100,100,100,100,100,100,100,58
8,2022-07-22-20:02:14,100,-83,-55,100,-88,100,-83,-88,-74,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100,58
9,2022-07-22-20:02:19,100,-76,-52,100,-86,100,-94,-86,-74,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100,58
10,2022-07-22-20:02:24,100,-76,-52,100,-88,100,-83,-86,-79,100,100,100,100,-94,100,100,-75,-66,100,100,100,100,100,100,100,58
11,2022-07-22-20:02:29,100,-79,-52,100,-86,100,-83,-89,-74,100,100,100,100,100,100,100,-75,-62,100,100,100,100,100,100,100,58
12,2022-07-22-20:02:34,100,-79,-52,100,-87,100,100,-88,-79,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100,58
13,2022-07-22-20:02:39,100,-83,-55,100,-86,100,-83,-89,-79,100,100,100,100,100,100,100,-71,-66,100,100,100,100,100,100,100,58
14,2022-07-22-20:02:44,100,-79,-52,100,-86,100,-94,-88,-75,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100,58
15,2022-07-22-20:02:49,100,-83,-55,100,100,100,-83,-88,-74,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100,58
16,2022-07-22-20:02:54,100,-79,-52,100,-87,100,-94,-86,-75,100,100,100,100,-94,100,100,-75,-66,100,100,100,100,100,100,100,58
17,2022-07-22-20:02:59,100,-83,-55,100,-86,100,-83,-88,-79,100,100,100,100,-94,100,100,-75,-62,100,100,100,100,100,100,100,58
18,2022-07-22-20:03:04,100,-76,-52,100,-87,100,-94,-88,-79,100,100,100,100,-94,100,100,-82,-62,100,100,100,100,100,100,100,58
19,2022-07-22-20:03:09,100,-79,-52,100,-88,100,-83,-94,-74,100,100,100,100,-86,100,100,-75,-62,100,100,100,100,100,100,100,58
20,2022-07-22-20:03:14,100,-76,-52,100,-87,100,-83,-89,-79,100,100,100,100,100,100,100,-71,-66,100,100,100,100,100,100,100,58
21,2022-07-22-20:03:19,100,-76,-52,100,-88,100,-83,-86,-74,100,100,100,100,-94,100,100,-71,-62,100,100,100,100,100,100,100,58
22,2022-07-22-20:03:24,100,-79,-52,100,-88,100,-83,-93,-74,100,100,100,100,-86,100,100,-71,-66,100,100,100,100,100,100,100,58
23,2022-07-22-20:03:29,100,-76,-55,100,-92,100,-83,-88,-74,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100,58
24,2022-07-22-20:03:34,100,-76,-55,100,-92,100,-83,-88,-74,100,100,100,100,-86,100,100,-75,-62,100,100,100,100,100,100,100,58
25,2022-07-22-20:03:39,100,100,-52,100,-92,100,-83,-93,-74,100,100,100,100,100,100,100,-83,-66,100,100,100,100,100,100,100,58
26,2022-07-22-20:03:44,100,-76,-52,100,100,100,-94,-86,-74,100,100,100,100,-94,100,100,-75,-66,100,100,100,100,100,100,100,58
27,2022-07-22-20:03:49,100,-79,-52,100,-88,100,-83,-87,-74,100,100,100,100,-94,100,100,-71,-62,100,100,100,100,100,100,100,58
28,2022-07-22-20:03:54,100,-79,-52,100,-87,100,-94,-86,-74,100,100,100,100,-86,100,100,-75,-62,100,100,100,100,100,100,100,58
29,2022-07-22-20:03:59,100,-79,-52,100,-88,100,-83,-89,-74,100,100,100,100,-94,100,100,-75,-62,100,100,100,100,100,100,100,58
30,2022-07-22-20:04:04,100,-83,-55,100,-86,100,-94,-87,-74,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100,58
31,2022-07-22-20:04:09,100,-76,-52,100,-87,100,-94,-86,-74,100,100,100,100,-86,100,100,-82,-66,100,100,100,100,100,100,100,58
32,2022-07-22-20:04:14,100,-79,-52,100,-93,100,-94,-89,-74,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100,58
33,2022-07-22-20:04:19,100,-76,-52,100,-86,100,-83,-87,-79,100,100,100,100,-94,100,100,-82,-62,100,100,100,100,100,100,100,58
34,2022-07-22-20:04:24,100,-83,-52,100,-86,100,-83,-87,-79,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100,58
35,2022-07-22-20:04:29,100,-83,-55,100,-87,100,100,-88,-74,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100,58
36,2022-07-22-20:04:34,100,-76,-55,100,-93,100,-94,-86,-74,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
37,2022-07-22-20:04:39,100,-82,-55,100,-92,100,-83,-93,-74,100,100,100,100,-93,100,100,-71,-62,100,100,100,100,100,100,100,58
38,2022-07-22-20:04:44,100,-82,-52,100,-88,100,-83,-93,-74,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
39,2022-07-22-20:04:49,100,-82,-55,100,-87,100,-83,-89,-75,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
40,2022-07-22-20:04:54,100,-83,-55,100,-88,100,-83,-93,-74,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
41,2022-07-22-20:04:59,100,-76,-52,100,-87,100,-94,-93,-75,100,100,100,100,-86,100,100,-75,-63,100,100,100,100,100,100,100,58
42,2022-07-22-20:05:04,100,-76,-55,100,-87,100,-83,-86,-74,100,100,100,100,-86,100,100,-82,-62,100,100,100,100,100,100,100,58
43,2022-07-22-20:05:09,100,-76,-52,100,-88,100,-83,-93,-79,100,100,100,100,-86,100,100,-71,-62,100,100,100,100,100,100,100,58
