index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-19-20:15:13,100,100,100,-84,-89,100,-97,-95,100,-83,-87,-68,100,100,-96,-75,100,-89,-93,-77,-89,100,-72,-91,100,100,15
1,2022-07-19-20:15:18,100,100,100,-81,-91,100,100,-92,100,-78,-80,-61,100,100,100,-88,100,-85,-88,-71,-80,100,-75,100,100,100,15
2,2022-07-19-20:15:23,100,100,100,-79,-89,100,100,100,100,-73,-79,-61,100,100,100,-83,100,-86,-91,-68,-79,100,-81,100,100,100,15
3,2022-07-19-20:15:28,100,100,100,-75,-86,100,-91,-95,100,-76,-88,-57,100,100,100,-83,100,-90,-92,-68,-72,100,-77,-85,100,100,15
4,2022-07-19-20:15:33,100,100,100,-80,-89,100,-89,-93,100,-73,-88,-59,100,100,100,-96,100,-92,-93,-68,-80,100,-72,-86,100,100,15
5,2022-07-19-20:15:38,100,100,100,-75,-89,100,-87,100,100,-74,-88,-61,100,100,100,100,100,-85,-90,-67,-79,100,-72,-84,100,100,15
6,2022-07-19-20:15:43,100,100,100,-79,-86,100,-87,100,100,-81,-88,-61,100,100,-88,-82,100,-90,-91,-68,-72,100,-72,-84,100,100,15
7,2022-07-19-20:15:48,100,100,100,-79,-88,100,100,-93,100,-76,-79,-62,100,100,-94,100,100,-90,-91,-67,-80,100,-78,100,100,100,15
8,2022-07-19-20:15:53,100,100,100,-75,100,100,-87,100,100,-73,-89,-61,100,100,-94,-82,100,-88,-92,-68,-74,100,-72,-85,100,100,15
9,2022-07-19-20:15:58,100,100,100,-75,-88,100,-90,-94,100,-74,-86,-57,100,100,-93,-82,100,-93,-91,-68,-80,100,-79,-87,100,100,15
10,2022-07-19-20:16:03,100,100,100,-80,-91,100,-91,-94,100,-81,-86,-57,100,100,-94,-82,100,-88,-92,-68,-80,100,-72,-85,100,100,15
11,2022-07-19-20:16:08,100,100,100,-79,-86,100,-90,-93,100,-82,-86,-61,100,100,100,100,100,-93,-91,-66,-72,100,-78,-85,100,100,15
12,2022-07-19-20:16:13,100,100,100,-80,-87,100,-87,100,100,-74,-79,-61,100,100,-91,100,100,-93,-91,-68,-74,100,-78,-84,100,100,15
13,2022-07-19-20:16:18,100,100,100,-80,-86,100,-90,-93,100,-74,-79,-61,100,100,100,-82,100,-90,100,-68,-80,100,-78,-85,100,100,15
14,2022-07-19-20:16:23,100,100,100,-80,-87,100,-91,-94,100,-76,-79,-61,100,100,-92,-82,100,-90,100,-67,-80,100,-71,-84,100,100,15
15,2022-07-19-20:16:28,100,100,100,-75,-87,100,-87,-93,100,-76,-79,-61,100,100,-94,100,100,-88,-91,-68,-74,100,-79,-84,100,100,15
16,2022-07-19-20:16:33,100,100,100,-79,-86,100,-91,-93,100,-74,-79,-61,100,100,-94,-82,100,-88,-91,-68,-74,100,-72,-84,100,100,15
17,2022-07-19-20:16:38,100,100,100,-80,-87,100,-91,100,100,-74,-86,-61,100,100,-94,100,100,-88,-91,-68,-74,100,-73,-88,100,100,15
18,2022-07-19-20:16:43,100,100,100,-75,-86,100,-90,-95,100,-74,-79,-61,100,100,100,-82,100,-88,-91,-68,-74,100,-73,100,100,100,15
19,2022-07-19-20:16:48,100,100,100,-79,-86,100,100,-93,100,-74,-86,-61,100,100,-94,100,100,-93,-91,-68,-72,100,-71,-84,100,100,15
20,2022-07-19-20:16:53,100,100,100,-75,-88,100,-87,-94,100,-82,-86,-57,100,100,-92,-97,100,-92,-92,-67,-80,100,-78,100,100,100,15
21,2022-07-19-20:16:58,100,100,100,-80,-86,100,-87,100,100,-82,-86,-57,100,100,100,-82,100,-88,-91,-67,-72,100,-71,-85,100,100,15
22,2022-07-19-20:17:03,100,100,100,-80,-91,100,-90,-94,100,-81,-86,-57,100,100,-94,-96,100,-88,-92,-68,-72,100,-71,-85,100,100,15
23,2022-07-19-20:17:08,100,100,100,-75,-86,100,-87,100,100,-81,-88,-61,100,100,100,-82,100,-90,-91,-66,-74,100,-72,-88,100,100,15
24,2022-07-19-20:17:13,100,100,100,-80,-86,100,100,-93,100,-76,-79,-57,100,100,100,100,100,-91,-91,-67,-74,100,-76,-88,100,100,15
25,2022-07-19-20:17:18,100,100,100,-75,-88,100,-90,100,100,-76,-86,-60,100,100,-92,-96,100,-88,-91,-68,-72,100,-78,100,100,100,15
26,2022-07-19-20:17:23,100,100,100,-79,-88,100,-91,-94,100,-76,-86,-60,100,100,100,-82,100,-88,-91,-68,-72,100,-78,100,100,100,15
27,2022-07-19-20:17:28,100,100,100,-80,-91,100,-87,-95,100,-76,-86,-60,100,100,-95,-96,100,-88,-92,-67,-74,100,-72,-84,100,100,15
28,2022-07-19-20:17:33,100,100,100,-79,-86,100,-91,100,100,-81,-88,-57,100,100,-94,-82,100,-88,-91,-67,-74,100,-79,-87,100,100,15
29,2022-07-19-20:17:38,100,100,100,-80,-91,100,-87,-94,100,-76,-79,-61,100,100,100,-82,100,-90,-90,-67,-72,100,-78,-85,100,100,15
30,2022-07-19-20:17:43,100,100,100,-79,-88,100,100,100,100,-81,-86,-57,100,100,-94,-82,100,100,-91,-68,-74,100,-72,100,100,100,15
31,2022-07-19-20:17:48,100,100,100,-75,-91,100,-87,-94,100,-74,-86,-60,100,100,-94,100,100,-90,-91,-68,-71,100,-71,-85,100,100,15
32,2022-07-19-20:17:53,100,100,100,-80,-88,100,-90,-93,100,-76,-89,-60,100,100,100,-96,100,-88,-91,-67,-80,100,-79,-85,100,100,15
