index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-22-14:11:43,-87,-74,-88,100,-82,-92,-92,-89,-73,100,100,-95,-90,-85,-94,-92,-90,-91,100,100,100,-94,100,-91,-90,50
1,2022-07-22-14:11:48,100,-60,-74,100,-70,100,100,-92,-66,100,100,-96,100,-80,100,-93,-66,-77,100,100,100,100,100,-86,-94,50
2,2022-07-22-14:11:53,100,-70,-82,100,-80,-91,100,-97,-71,100,100,-96,100,-77,100,-92,-73,-81,100,100,100,100,100,-90,-92,50
3,2022-07-22-14:11:58,100,-69,-73,100,100,100,100,-97,-71,100,-96,-94,100,100,100,100,-66,-76,100,100,100,100,100,100,-91,50
4,2022-07-22-14:12:03,100,-70,-82,100,-73,100,100,-92,-70,100,-98,-94,100,-76,100,-93,-73,-82,100,100,100,100,100,-90,-91,50
5,2022-07-22-14:12:08,100,-77,-91,100,-71,100,-96,100,-70,100,100,-97,100,-96,100,100,-86,-95,100,100,100,100,100,-95,-92,50
6,2022-07-22-14:12:13,-92,-62,-85,100,-76,100,100,-90,-63,100,100,100,100,-84,100,100,-92,-80,100,100,100,100,100,-91,-96,50
7,2022-07-22-14:12:18,-90,-62,100,100,-83,100,-93,100,100,100,100,100,100,100,100,100,-75,100,100,100,100,100,100,100,-95,50
8,2022-07-22-14:12:23,100,-61,-78,100,-75,-90,100,-89,-64,100,-94,100,100,-83,100,100,-72,-90,100,100,100,-96,100,-86,-97,50
9,2022-07-22-14:12:28,100,-64,-77,100,-70,-87,100,-89,-66,100,100,100,-94,-73,100,-87,-73,-76,100,100,100,100,100,-91,100,50
10,2022-07-22-14:12:33,100,-70,-86,100,-73,100,100,100,-65,100,100,100,100,-80,100,-88,-80,-91,100,100,100,100,100,-86,100,50
11,2022-07-22-14:12:38,100,-70,100,100,-73,100,100,100,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,50
12,2022-07-22-14:12:43,-99,-65,-77,100,-71,-89,100,100,-66,100,100,100,100,-73,100,-87,-79,-76,100,100,100,100,100,-86,100,50
13,2022-07-22-14:12:48,-92,-60,-86,100,-76,-92,100,100,-64,100,100,100,100,-84,100,100,-72,-90,100,100,100,100,100,-84,-92,50
14,2022-07-22-14:12:53,100,-64,-76,100,-71,-89,100,-88,-67,100,100,100,-98,-73,100,100,-73,-76,100,100,100,100,100,-89,100,50
15,2022-07-22-14:12:58,100,-65,-77,100,-71,-88,100,100,-66,100,100,100,100,-73,100,-88,-73,-76,100,100,100,100,100,-88,100,50
16,2022-07-22-14:13:03,-97,-61,-79,100,-76,-89,100,-89,-64,100,100,100,100,-84,100,100,-71,-75,100,100,100,100,100,-85,-92,50
17,2022-07-22-14:13:08,100,-65,-77,100,-71,-96,100,100,-65,100,100,100,-97,-74,100,-87,-80,-90,100,100,100,100,100,-89,-95,50
18,2022-07-22-14:13:13,100,-61,-79,100,-75,100,100,-89,-64,100,100,100,100,-83,100,100,-71,-75,100,100,100,-95,100,-85,-90,50
19,2022-07-22-14:13:18,100,-61,-79,100,-75,-90,100,-89,-64,100,100,100,100,-83,100,100,-71,-75,100,100,100,100,100,-86,-91,50
20,2022-07-22-14:13:23,100,-70,-85,100,-73,-94,100,100,-65,100,100,100,100,-80,100,100,-80,100,100,100,100,100,100,-86,100,50
21,2022-07-22-14:13:28,100,-61,-79,100,-71,-89,-97,-89,-67,100,100,100,100,-82,100,100,-71,-75,100,100,100,100,100,-84,-91,50
22,2022-07-22-14:13:33,100,-65,-77,100,-73,-89,100,100,-65,100,100,100,100,-73,100,-88,-80,-76,100,100,100,100,100,-86,100,50
23,2022-07-22-14:13:38,100,-70,-86,100,-73,-93,100,100,-65,100,100,100,100,-80,100,100,-80,-89,100,100,100,100,100,-85,100,50
24,2022-07-22-14:13:43,100,-65,-76,100,-71,-89,100,100,-66,100,100,100,100,-73,100,-88,-73,-76,100,100,100,100,100,-90,100,50
25,2022-07-22-14:13:48,100,-70,-85,100,-74,-92,100,100,-65,100,100,100,100,-80,100,-88,-80,-89,100,100,100,-96,100,-86,100,50
26,2022-07-22-14:13:53,100,-65,-77,100,-75,100,100,-89,-66,100,100,100,100,-73,100,100,-73,-76,100,100,100,100,100,-84,-91,50
27,2022-07-22-14:13:58,100,-65,-77,100,-71,100,100,100,-67,100,100,100,100,-74,100,-90,-73,-76,100,100,100,100,100,100,100,50
28,2022-07-22-14:14:03,100,-61,-79,100,-75,100,100,-89,-64,100,100,100,100,-83,100,100,-71,-76,100,100,100,100,100,100,-95,50
29,2022-07-22-14:14:08,100,-65,-80,100,-71,-91,100,-89,-67,100,-95,100,100,-73,100,-89,-73,-76,100,100,100,100,100,-88,-88,50
30,2022-07-22-14:14:13,100,-70,-85,100,-73,100,100,100,-66,100,100,100,100,-80,100,-88,-80,-90,100,100,100,100,100,-86,100,50
31,2022-07-22-14:14:18,100,-61,-78,100,-75,-89,100,-89,-64,100,100,100,100,-83,100,100,-71,-76,100,100,100,100,100,-85,-91,50
32,2022-07-22-14:14:23,100,100,-79,100,-75,100,100,100,100,100,100,100,100,100,100,100,-71,-76,100,100,100,100,100,-85,100,50
33,2022-07-22-14:14:28,100,-70,-79,100,-75,-91,100,-89,-64,100,-94,100,100,-83,100,100,-71,-76,100,100,100,-96,100,-84,100,50
34,2022-07-22-14:14:33,-95,-65,-77,100,-71,-89,100,-88,-66,100,-96,100,100,-83,100,-88,-73,-76,100,100,100,100,100,-90,-90,50
35,2022-07-22-14:14:38,100,-70,-85,100,-73,-93,100,100,-66,100,100,100,100,-81,100,-88,-80,-89,100,100,100,100,100,-86,100,50
36,2022-07-22-14:14:43,100,-70,-84,100,-73,100,100,100,-65,100,100,100,100,-80,100,100,-80,-90,100,100,100,100,100,-86,100,50
37,2022-07-22-14:14:48,-98,-70,-77,100,-71,-89,100,100,-66,100,100,100,100,-74,100,-89,-73,-76,100,100,100,100,100,-86,100,50
38,2022-07-22-14:14:53,100,-60,-79,100,-73,100,100,-88,-64,100,100,-97,100,-83,100,100,-71,-76,100,100,100,100,100,-84,-91,50
39,2022-07-22-14:14:58,-91,-64,-77,100,-75,100,100,-89,-64,100,100,-94,100,-73,100,100,-73,-76,100,100,100,100,100,-84,-91,50
40,2022-07-22-14:15:03,-97,100,-77,100,-72,100,100,100,-67,100,100,100,100,-73,100,100,-73,-76,100,100,100,100,100,-90,100,50
41,2022-07-22-14:15:08,100,-61,-76,100,-75,-89,100,-89,-64,100,100,100,100,-82,100,100,-71,-76,100,100,100,100,100,-85,-90,50
42,2022-07-22-14:15:13,100,-70,-86,100,-73,-88,100,100,-65,100,100,100,100,-80,100,-88,-73,-90,100,100,100,-96,100,-85,100,50
43,2022-07-22-14:15:18,100,-70,-78,100,-76,-89,100,-89,-64,100,-94,100,100,-83,100,100,-71,-76,100,100,100,100,100,-85,100,50
44,2022-07-22-14:15:23,100,-61,-77,100,-76,100,100,-89,-64,100,100,100,100,-83,100,100,-71,-74,100,100,100,100,100,-84,100,50
45,2022-07-22-14:15:28,100,-71,-84,100,-71,100,100,100,-65,100,100,-97,100,-81,100,100,-80,-95,100,100,100,100,100,-86,100,50
46,2022-07-22-14:15:33,100,-60,-76,100,-70,-88,100,-88,-66,100,100,100,100,-83,100,-86,-73,-75,100,100,100,100,100,-82,-89,50
47,2022-07-22-14:15:38,100,-65,-86,100,-71,-85,100,100,-66,100,100,100,100,-73,100,-89,-80,-90,100,100,100,100,100,-85,100,50
48,2022-07-22-14:15:43,100,-70,100,100,-73,-95,100,100,-65,100,100,100,100,-80,100,100,100,-90,100,100,100,-94,100,-85,100,50
49,2022-07-22-14:15:48,100,-65,-77,100,-71,100,100,100,-66,100,100,100,100,-73,100,-87,-73,-76,100,100,100,100,100,100,100,50
50,2022-07-22-14:15:53,100,-70,-85,100,-74,-93,100,100,-65,100,100,100,100,-80,100,100,-80,-92,100,100,100,-94,100,-85,100,50
51,2022-07-22-14:15:58,100,-65,-79,100,-71,-88,-97,-89,-66,100,-95,100,100,-82,100,100,-73,-75,100,100,100,100,100,-85,-91,50
52,2022-07-22-14:16:03,100,-65,-77,100,-71,100,100,100,-67,100,100,100,100,-73,100,-88,-73,-76,100,100,100,100,100,-90,100,50
53,2022-07-22-14:16:08,-95,-61,-79,100,-75,-90,100,-89,-64,100,100,-99,100,-83,100,100,-71,-76,100,100,100,100,100,-84,-90,50
54,2022-07-22-14:16:13,100,-64,-77,100,-71,-89,100,100,-66,100,100,-96,100,-73,100,-88,-73,-76,100,100,100,100,100,-89,-92,50
55,2022-07-22-14:16:18,100,-70,-86,100,-75,100,100,-88,-64,100,100,100,100,-83,100,100,-72,-90,100,100,100,-97,100,-86,100,50
56,2022-07-22-14:16:23,100,-61,-79,100,-75,100,100,-89,-64,100,100,100,100,-83,100,100,-71,-76,100,100,100,100,100,-83,-93,50
57,2022-07-22-14:16:28,100,-71,-87,100,-74,100,100,100,-65,100,100,100,100,-81,100,100,-80,-90,100,100,100,100,100,-87,100,50
58,2022-07-22-14:16:33,100,-61,-78,100,-76,-94,100,-89,-64,100,100,-97,100,-80,100,100,-71,-75,100,100,100,100,100,-84,100,50
59,2022-07-22-14:16:38,100,-65,-77,100,-71,-88,100,100,-66,100,100,100,100,-74,100,-87,-73,-76,100,100,100,100,100,-91,100,50
