index,time,rvX,rvY,rvZ,rvW,gacX,gacY,gacZ,lacX,lacY,lacZ
568,2022-12-01-14:02:34:517,0.107328214,-0.036324713,-0.6031696,0.78952366,-0.20690158,1.8990998,9.618784,0.3638627,-0.09468889,3.1270723
569,2022-12-01-14:02:34:532,0.107328214,-0.036324713,-0.6031696,0.78952366,-0.2025819,1.8791264,9.622797,-0.21017179,-0.96167904,3.8263025
570,2022-12-01-14:02:34:543,0.11358218,-0.042469483,-0.60283184,0.78859967,-0.2108724,1.8786479,9.622712,-0.32853994,-1.439208,1.7499018
571,2022-12-01-14:02:34:554,0.113675624,-0.042563576,-0.6028744,0.7885485,-0.2108724,1.8786479,9.622712,-0.32853994,-1.439208,1.7499018
572,2022-12-01-14:02:34:564,0.113675624,-0.042563576,-0.6028744,0.7885485,-0.18154171,1.8962585,9.619856,-0.44925284,-1.6328938,1.3192225
573,2022-12-01-14:02:34:575,0.11711398,-0.048426744,-0.6029171,0.78767395,-0.18154171,1.8962585,9.619856,-0.44925284,-1.6328938,1.3192225
574,2022-12-01-14:02:34:584,0.11711398,-0.048426744,-0.6029171,0.78767395,-0.18154171,1.8962585,9.619856,0.35052437,-1.7232397,0.43317318
575,2022-12-01-14:02:34:595,0.117318064,-0.04845932,-0.60299134,0.78758466,-0.09887104,1.9403046,9.612275,0.35052437,-1.7232397,0.43317318
576,2022-12-01-14:02:34:606,0.117318064,-0.04845932,-0.60299134,0.78758466,-0.09887104,1.9403046,9.612275,0.35052437,-1.7232397,0.43317318
577,2022-12-01-14:02:34:616,0.118299626,-0.056535855,-0.6019482,0.78769743,-0.015026118,1.9877778,9.603067,1.0604794,-1.6800019,-0.120438576
578,2022-12-01-14:02:34:627,0.11734832,-0.058790937,-0.6049848,0.7853449,0.026698027,2.0192711,9.59647,1.5569855,-1.6516898,-0.082938194
579,2022-12-01-14:02:34:637,0.11734832,-0.058790937,-0.6049848,0.7853449,0.026698027,2.0192711,9.59647,1.5569855,-1.6516898,-0.082938194
580,2022-12-01-14:02:34:648,0.11725304,-0.059016373,-0.60528773,0.7851086,0.019840155,2.0355182,9.593052,1.518457,-1.5807636,-0.8497839
581,2022-12-01-14:02:34:658,0.10912162,-0.06766845,-0.60970277,0.78216124,0.019840155,2.0355182,9.593052,1.518457,-1.5807636,-0.8497839
582,2022-12-01-14:02:34:668,0.10912162,-0.06766845,-0.60970277,0.78216124,-0.001638907,2.020456,9.596256,0.83610845,-1.4446933,-0.70685863
583,2022-12-01-14:02:34:678,0.10902044,-0.06789547,-0.6102074,0.781762,-0.001638907,2.020456,9.596256,0.83610845,-1.4446933,-0.70685863
584,2022-12-01-14:02:34:688,0.107658364,-0.06798581,-0.616361,0.7771015,-0.02740897,1.9962164,9.60129,0.30898318,-1.1438726,-0.5500889
585,2022-12-01-14:02:34:697,0.107658364,-0.06798581,-0.616361,0.7771015,-0.02740897,1.9962164,9.60129,0.30898318,-1.1438726,-0.5500889
586,2022-12-01-14:02:34:708,0.107522815,-0.06799235,-0.61696935,0.7766369,-0.02740897,1.9962164,9.60129,0.1534152,-0.8654499,-1.190506
587,2022-12-01-14:02:34:719,0.107522815,-0.06799235,-0.61696935,0.7766369,-0.046441417,1.9828076,9.603994,0.1534152,-0.8654499,-1.190506
588,2022-12-01-14:02:34:732,0.107522815,-0.06799235,-0.61696935,0.7766369,-0.050626915,1.9751627,9.605548,0.035465524,-0.6428565,-1.5647163
589,2022-12-01-14:02:34:742,0.10797982,-0.06998481,-0.61838746,0.7752674,-0.050626915,1.9751627,9.605548,0.035465524,-0.6428565,-1.5647163
590,2022-12-01-14:02:34:752,0.10797982,-0.06998481,-0.61838746,0.7752674,-0.050626915,1.9751627,9.605548,0.035465524,-0.6428565,-1.5647163
591,2022-12-01-14:02:34:762,0.10802682,-0.070183955,-0.61852294,0.7751347,-0.046552967,1.9676704,9.607105,0.13428694,-0.4970144,-1.6536293
592,2022-12-01-14:02:34:773,0.071985,-0.052528486,-0.6212295,0.7785453,-0.04299649,1.9504633,9.610631,0.2887294,-0.4445256,-1.4867134
593,2022-12-01-14:02:34:783,0.071985,-0.052528486,-0.6212295,0.7785453,-0.04299649,1.9504633,9.610631,0.2887294,-0.4445256,-1.4867134
594,2022-12-01-14:02:34:794,0.0715974,-0.053172108,-0.62119603,0.7785642,-0.049059734,1.9200556,9.616723,0.30920044,-0.45571935,-1.1229477
595,2022-12-01-14:02:34:804,0.0715974,-0.053172108,-0.62119603,0.7785642,-0.049059734,1.9200556,9.616723,0.30920044,-0.45571935,-1.1229477
596,2022-12-01-14:02:34:816,0.03734814,-0.057247266,-0.6205633,0.7811716,-0.0631469,1.880669,9.624422,0.18689388,-0.44400918,-0.6004753
597,2022-12-01-14:02:34:827,0.03535255,-0.060622323,-0.62301743,0.7790535,-0.07544093,1.8462063,9.631003,-0.0018933117,-0.34166586,-0.4394169
598,2022-12-01-14:02:34:836,0.03535255,-0.060622323,-0.62301743,0.7790535,-0.07544093,1.8462063,9.631003,-0.0018933117,-0.34166586,-0.4394169
599,2022-12-01-14:02:34:847,0.035152942,-0.06095975,-0.623262,0.77884066,-0.0805883,1.8218639,9.635596,-0.042226,-0.2087518,-0.563282
600,2022-12-01-14:02:34:856,0.035292037,-0.058862835,-0.62705517,0.77594566,-0.0805883,1.8218639,9.635596,-0.042226,-0.2087518,-0.563282
601,2022-12-01-14:02:34:867,0.035292037,-0.058862835,-0.62705517,0.77594566,-0.0805883,1.8218639,9.635596,-0.042226,-0.2087518,-0.563282
602,2022-12-01-14:02:34:878,0.035307888,-0.058649678,-0.6274311,0.77565706,-0.08007814,1.8037426,9.6390085,-0.0020552576,-0.13228643,-0.733099
603,2022-12-01-14:02:34:889,0.035872035,-0.052109137,-0.63087094,0.77330446,-0.07572876,1.789326,9.64173,0.17554492,-0.03304708,-0.949152
604,2022-12-01-14:02:34:900,0.035872035,-0.052109137,-0.63087094,0.77330446,-0.07572876,1.789326,9.64173,0.17554492,-0.03304708,-0.949152
605,2022-12-01-14:02:34:912,0.03585956,-0.051970627,-0.6311767,0.7730648,-0.06720862,1.7779859,9.643891,0.27948764,0.14927864,-0.9587717
606,2022-12-01-14:02:34:921,0.03585956,-0.051970627,-0.6311767,0.7730648,-0.06720862,1.7779859,9.643891,0.27948764,0.14927864,-0.9587717
607,2022-12-01-14:02:34:932,0.03585956,-0.051970627,-0.6311767,0.7730648,-0.059215423,1.769283,9.645544,0.2833779,0.37678337,-0.9394331
608,2022-12-01-14:02:34:942,0.034551818,-0.051957577,-0.63429147,0.77057195,-0.0572431,1.7597436,9.6473,0.23586501,0.5306752,-0.74166393
609,2022-12-01-14:02:34:952,0.034551818,-0.051957577,-0.63429147,0.77057195,-0.0572431,1.7597436,9.6473,0.23586501,0.5306752,-0.74166393
610,2022-12-01-14:02:34:962,0.034421135,-0.051957607,-0.6345992,0.77032435,-0.0572431,1.7597436,9.6473,0.23586501,0.5306752,-0.74166393
611,2022-12-01-14:02:34:972,0.03240972,-0.049560316,-0.6373229,0.76831824,-0.06714848,1.7531796,9.648432,0.22187981,0.6669855,-0.5300398
612,2022-12-01-14:02:34:982,0.03240972,-0.049560316,-0.6373229,0.76831824,-0.06714848,1.7531796,9.648432,0.22187981,0.6669855,-0.5300398
613,2022-12-01-14:02:34:993,0.03220985,-0.04932053,-0.6375915,0.7681192,-0.08896567,1.754706,9.647978,0.3228795,0.7543405,-0.44424534
614,2022-12-01-14:02:35:004,0.03220985,-0.04932053,-0.6375915,0.7681192,-0.08896567,1.754706,9.647978,0.3228795,0.7543405,-0.44424534
615,2022-12-01-14:02:35:014,0.041633274,-0.048106335,-0.63913244,0.76646096,-0.114399604,1.7639453,9.646025,0.4370994,0.7715825,-0.3621397
616,2022-12-01-14:02:35:025,0.041633274,-0.048106335,-0.63913244,0.76646096,-0.1385846,1.7782933,9.643072,0.63628244,0.7716614,-0.3080206
617,2022-12-01-14:02:35:035,0.041633274,-0.048106335,-0.63913244,0.76646096,-0.1385846,1.7782933,9.643072,0.63628244,0.7716614,-0.3080206
618,2022-12-01-14:02:35:046,0.041567825,-0.047901705,-0.63927406,0.76635903,-0.15265243,1.7880651,9.641054,0.96662664,0.62017834,0.27182007
619,2022-12-01-14:02:35:056,0.05205267,-0.049222514,-0.6391702,0.76572126,-0.15265243,1.7880651,9.641054,0.96662664,0.62017834,0.27182007
620,2022-12-01-14:02:35:067,0.05205267,-0.049222514,-0.6391702,0.76572126,-0.16896115,1.793533,9.639766,1.0883448,0.60604703,-1.1516066
621,2022-12-01-14:02:35:076,0.05202869,-0.049156103,-0.639164,0.76573247,-0.16896115,1.793533,9.639766,1.0883448,0.60604703,-1.1516066
622,2022-12-01-14:02:35:086,0.05202869,-0.049156103,-0.639164,0.76573247,-0.19005649,1.7545961,9.646536,0.7719513,1.0492802,0.64825535
623,2022-12-01-14:02:35:097,0.050826184,-0.04878327,-0.6381313,0.7666977,-0.19005649,1.7545961,9.646536,0.7719513,1.0492802,0.64825535
624,2022-12-01-14:02:35:106,0.050826184,-0.04878327,-0.6381313,0.7666977,-0.19005649,1.7545961,9.646536,0.7719513,1.0492802,0.64825535
625,2022-12-01-14:02:35:117,0.050706163,-0.04874664,-0.638028,0.76679397,-0.19769289,1.707108,9.6549,0.39181197,1.4428858,1.4959688
626,2022-12-01-14:02:35:126,0.050706163,-0.04874664,-0.638028,0.76679397,-0.22764052,1.6801666,9.658965,0.067757756,1.5569264,1.7717285
627,2022-12-01-14:02:35:137,0.050706163,-0.04874664,-0.638028,0.76679397,-0.22764052,1.6801666,9.658965,0.067757756,1.5569264,1.7717285
628,2022-12-01-14:02:35:147,0.06441475,-0.061975464,-0.63490903,0.7673984,-0.26369366,1.6657604,9.660543,-0.108701795,1.291555,2.2442932
629,2022-12-01-14:02:35:158,0.0645023,-0.061981622,-0.6346949,0.7675677,-0.26369366,1.6657604,9.660543,-0.108701795,1.291555,2.2442932
630,2022-12-01-14:02:35:169,0.0645023,-0.061981622,-0.6346949,0.7675677,-0.29363912,1.6677161,9.659342,-0.25523472,0.7361332,2.9275446
631,2022-12-01-14:02:35:179,0.077544905,-0.071162544,-0.6315054,0.76819503,-0.29363912,1.6677161,9.659342,-0.25523472,0.7361332,2.9275446
632,2022-12-01-14:02:35:189,0.07781567,-0.071071595,-0.6312783,0.76836276,-0.3279608,1.6883944,9.654644,-0.2703262,0.13791096,2.8821707
633,2022-12-01-14:02:35:199,0.07781567,-0.071071595,-0.6312783,0.76836276,-0.3279608,1.6883944,9.654644,-0.2703262,0.13791096,2.8821707
634,2022-12-01-14:02:35:209,0.084077634,-0.08110649,-0.6292603,0.76836467,-0.36406124,1.7148312,9.648689,-0.24515954,-0.6292269,3.1893415
635,2022-12-01-14:02:35:219,0.084077634,-0.08110649,-0.6292603,0.76836467,-0.36406124,1.7148312,9.648689,-0.24515954,-0.6292269,3.1893415
636,2022-12-01-14:02:35:228,0.084077634,-0.08110649,-0.6292603,0.76836467,-0.4119544,1.757008,9.63917,-0.16753837,-1.161825,1.5661335
637,2022-12-01-14:02:35:239,0.084314585,-0.08108933,-0.6291704,0.76841414,-0.4119544,1.757008,9.63917,-0.16753837,-1.161825,1.5661335
638,2022-12-01-14:02:35:250,0.084314585,-0.08108933,-0.6291704,0.76841414,-0.44676173,1.8077756,9.628226,-0.38131264,-1.3473798,0.104907036
639,2022-12-01-14:02:35:261,0.07861641,-0.09127267,-0.62843543,0.7684775,-0.44676173,1.8077756,9.628226,-0.38131264,-1.3473798,0.104907036
640,2022-12-01-14:02:35:272,0.078549795,-0.091109365,-0.62851155,0.76844144,-0.43971685,1.8402811,9.622391,-0.053252757,-1.6865424,-0.124129295
641,2022-12-01-14:02:35:283,0.078549795,-0.091109365,-0.62851155,0.76844144,-0.43971685,1.8402811,9.622391,-0.053252757,-1.6865424,-0.124129295
642,2022-12-01-14:02:35:294,0.08223645,-0.090038836,-0.62918794,0.76762795,-0.42235437,1.8504771,9.621213,-0.17862332,-1.9125936,0.51580334
643,2022-12-01-14:02:35:305,0.08209531,-0.08967411,-0.6292756,0.767614,-0.4270673,1.8531524,9.62049,-0.47088468,-1.857585,0.07710457
644,2022-12-01-14:02:35:315,0.08209531,-0.08967411,-0.6292756,0.767614,-0.4270673,1.8531524,9.62049,-0.47088468,-1.857585,0.07710457
645,2022-12-01-14:02:35:326,0.08209531,-0.08967411,-0.6292756,0.767614,-0.44438967,1.8421601,9.621817,-0.45089602,-1.9805946,0.4060545
646,2022-12-01-14:02:35:336,0.08209531,-0.08967411,-0.6292756,0.767614,-0.44438967,1.8421601,9.621817,-0.45089602,-1.9805946,0.4060545
647,2022-12-01-14:02:35:347,0.09260636,-0.08070009,-0.6304584,0.7664423,-0.46062872,1.8326161,9.622876,-0.49430713,-1.7025855,0.2233305
648,2022-12-01-14:02:35:358,0.092815235,-0.08036348,-0.6304963,0.7664212,-0.46062872,1.8326161,9.622876,-0.49430713,-1.7025855,0.2233305
649,2022-12-01-14:02:35:368,0.092815235,-0.08036348,-0.6304963,0.7664212,-0.4754396,1.8270549,9.623212,-0.37159324,-1.3013747,-0.18218422
650,2022-12-01-14:02:35:380,0.09679142,-0.07955227,-0.6309885,0.76560855,-0.4754396,1.8270549,9.623212,-0.37159324,-1.3013747,-0.18218422
651,2022-12-01-14:02:35:390,0.097186856,-0.07947444,-0.63103676,0.7655267,-0.4810257,1.8201147,9.62425,-0.030750573,-1.0183773,-0.37688446
652,2022-12-01-14:02:35:404,0.097186856,-0.07947444,-0.63103676,0.7655267,-0.4810257,1.8201147,9.62425,-0.030750573,-1.0183773,-0.37688446
653,2022-12-01-14:02:35:412,0.08260683,-0.050658565,-0.63351864,0.76763535,-0.4842057,1.820596,9.624,0.1422522,-0.64899206,-0.996295
654,2022-12-01-14:02:35:423,0.08260683,-0.050658565,-0.63351864,0.76763535,-0.4842057,1.820596,9.624,0.1422522,-0.64899206,-0.996295
655,2022-12-01-14:02:35:433,0.08260683,-0.050658565,-0.63351864,0.76763535,-0.48807642,1.8235359,9.623247,0.17450619,-0.37500024,-1.5981579
656,2022-12-01-14:02:35:445,0.08303558,-0.050418507,-0.63346446,0.76764953,-0.49450746,1.8202888,9.623533,0.07520902,-0.22882104,-1.6787138
657,2022-12-01-14:02:35:455,0.08303558,-0.050418507,-0.63346446,0.76764953,-0.49450746,1.8202888,9.623533,0.07520902,-0.22882104,-1.6787138
658,2022-12-01-14:02:35:465,0.06597136,-0.027625725,-0.6332468,0.77063817,-0.50406617,1.8123399,9.624538,0.017394245,-0.286296,-1.635622
659,2022-12-01-14:02:35:475,0.065960705,-0.027631123,-0.6330069,0.77083606,-0.50406617,1.8123399,9.624538,0.017394245,-0.286296,-1.635622
660,2022-12-01-14:02:35:485,0.065960705,-0.027631123,-0.6330069,0.77083606,-0.50406617,1.8123399,9.624538,0.017394245,-0.286296,-1.635622
661,2022-12-01-14:02:35:496,0.050986547,-0.0050955513,-0.63097316,0.77411073,-0.5053078,1.7998184,9.626822,-0.02964741,-0.4758035,-1.4699211
662,2022-12-01-14:02:35:507,0.050964106,-0.0048093437,-0.630625,0.77439755,-0.49788108,1.7872958,9.629541,-0.013570249,-0.57679033,-1.3625631
663,2022-12-01-14:02:35:516,0.050964106,-0.0048093437,-0.630625,0.77439755,-0.49788108,1.7872958,9.629541,-0.013570249,-0.57679033,-1.3625631
664,2022-12-01-14:02:35:528,0.050964106,-0.0048093437,-0.630625,0.77439755,-0.4927802,1.775602,9.631968,-0.09091362,-0.5230411,-1.2769442
665,2022-12-01-14:02:35:537,0.050964106,-0.0048093437,-0.630625,0.77439755,-0.4927802,1.775602,9.631968,-0.09091362,-0.5230411,-1.2769442
666,2022-12-01-14:02:35:548,0.04376118,0.011978841,-0.6287932,0.77624774,-0.49206975,1.7629819,9.634321,-0.11345512,-0.37282228,-1.0225735
667,2022-12-01-14:02:35:559,0.04379125,0.0122604845,-0.6285401,0.77644676,-0.49206975,1.7629819,9.634321,-0.11345512,-0.37282228,-1.0225735
668,2022-12-01-14:02:35:569,0.04379125,0.0122604845,-0.6285401,0.77644676,-0.49206975,1.7629819,9.634321,-0.11345512,-0.37282228,-1.0225735
669,2022-12-01-14:02:35:580,0.046615854,0.009983951,-0.62792075,0.7768159,-0.49733475,1.7538844,9.635712,-0.23774493,-0.1902616,-1.0403767
670,2022-12-01-14:02:35:591,0.04666908,0.009997964,-0.62787664,0.7768482,-0.50416625,1.7493906,9.636172,-0.36045897,0.011590719,-1.0716696
671,2022-12-01-14:02:35:601,0.04666908,0.009997964,-0.62787664,0.7768482,-0.50416625,1.7493906,9.636172,-0.36045897,0.011590719,-1.0716696
672,2022-12-01-14:02:35:611,0.047043305,0.010521194,-0.6271171,0.77743196,-0.5081171,1.7512722,9.635624,-0.49088818,0.30048454,-1.1974249
673,2022-12-01-14:02:35:621,0.047043305,0.010521194,-0.6271171,0.77743196,-0.5081171,1.7512722,9.635624,-0.49088818,0.30048454,-1.1974249
674,2022-12-01-14:02:35:632,0.047043305,0.010521194,-0.6271171,0.77743196,-0.5032105,1.7569045,9.634856,-0.37632424,0.57351005,-1.1056671
675,2022-12-01-14:02:35:641,0.04708019,0.010573376,-0.6270416,0.77748996,-0.5032105,1.7569045,9.634856,-0.37632424,0.57351005,-1.1056671
676,2022-12-01-14:02:35:652,0.04708019,0.010573376,-0.6270416,0.77748996,-0.494406,1.7626566,9.63426,-0.25841686,0.8198093,-0.84548473
677,2022-12-01-14:02:35:663,0.04681931,0.011768637,-0.62547094,0.77875257,-0.494406,1.7626566,9.63426,-0.25841686,0.8198093,-0.84548473
678,2022-12-01-14:02:35:672,0.046792842,0.011887639,-0.6253145,0.77887803,-0.48990008,1.7690514,9.63332,-0.1002529,1.0247473,-0.87237835
679,2022-12-01-14:02:35:682,0.046792842,0.011887639,-0.6253145,0.77887803,-0.48990008,1.7690514,9.63332,-0.1002529,1.0247473,-0.87237835
680,2022-12-01-14:02:35:694,0.04574649,0.012237031,-0.62400126,0.7799872,-0.48604265,1.7721324,9.632948,-0.101763874,1.0983857,-0.31343365
681,2022-12-01-14:02:35:704,0.04574649,0.012237031,-0.62400126,0.7799872,-0.4839735,1.7772795,9.632104,-0.106200755,1.1337806,-0.052304268
682,2022-12-01-14:02:35:714,0.045642108,0.0122707775,-0.6238713,0.78009665,-0.4839735,1.7772795,9.632104,-0.106200755,1.1337806,-0.052304268
683,2022-12-01-14:02:35:724,0.045642108,0.0122707775,-0.6238713,0.78009665,-0.5050179,1.7746896,9.631502,-0.53083074,1.2356853,-1.4875622
684,2022-12-01-14:02:35:736,0.045642108,0.0122707775,-0.6238713,0.78009665,-0.5050179,1.7746896,9.631502,-0.53083074,1.2356853,-1.4875622
685,2022-12-01-14:02:35:746,0.044995714,0.013066626,-0.62319684,0.7806602,-0.5059678,1.7222977,9.640958,-0.39310378,0.9665524,0.7973976
686,2022-12-01-14:02:35:756,0.044932116,0.013145872,-0.6231306,0.7807154,-0.5059678,1.7222977,9.640958,-0.39310378,0.9665524,0.7973976
687,2022-12-01-14:02:35:767,0.044932116,0.013145872,-0.6231306,0.7807154,-0.47900152,1.6713717,9.651293,-0.49150017,0.8504958,2.2195969
688,2022-12-01-14:02:35:778,0.067183256,-0.0005807203,-0.62204653,0.78009254,-0.47900152,1.6713717,9.651293,-0.49150017,0.8504958,2.2195969
689,2022-12-01-14:02:35:788,0.06737651,-0.0006747006,-0.62206906,0.7800577,-0.46111876,1.6698403,9.65243,0.017968148,0.96977067,2.2331142
690,2022-12-01-14:02:35:798,0.06737651,-0.0006747006,-0.62206906,0.7800577,-0.46111876,1.6698403,9.65243,0.017968148,0.96977067,2.2331142
691,2022-12-01-14:02:35:810,0.091425516,-0.014963641,-0.6211378,0.7782065,-0.43350106,1.7081548,9.647003,0.381004,1.2693471,1.9955511
692,2022-12-01-14:02:35:820,0.091425516,-0.014963641,-0.6211378,0.7782065,-0.43350106,1.7081548,9.647003,0.381004,1.2693471,1.9955511
693,2022-12-01-14:02:35:830,0.091425516,-0.014963641,-0.6211378,0.7782065,-0.3957419,1.7636228,9.638641,0.31217602,1.5539976,1.8261528
694,2022-12-01-14:02:35:841,0.091425516,-0.014963641,-0.6211378,0.7782065,-0.3957419,1.7636228,9.638641,0.31217602,1.5539976,1.8261528
695,2022-12-01-14:02:35:852,0.0916003,-0.015167755,-0.62122226,0.7781145,-0.37449992,1.8064809,9.63155,0.06830284,1.3869503,1.499073
696,2022-12-01-14:02:35:861,0.10916082,-0.03400068,-0.6203397,0.7759553,-0.37449992,1.8064809,9.63155,0.06830284,1.3869503,1.499073
697,2022-12-01-14:02:35:870,0.10916082,-0.03400068,-0.6203397,0.7759553,-0.36652365,1.7941496,9.634162,0.4222856,0.28618634,2.0849104
698,2022-12-01-14:02:35:882,0.117971614,-0.046222605,-0.61875415,0.7752996,-0.32617012,1.7486162,9.643979,0.2575179,-0.83029646,3.9701252
699,2022-12-01-14:02:35:891,0.11893555,-0.046846796,-0.6204701,0.773742,-0.32617012,1.7486162,9.643979,0.2575179,-0.83029646,3.9701252
700,2022-12-01-14:02:35:901,0.11893555,-0.046846796,-0.6204701,0.773742,-0.32617012,1.7486162,9.643979,0.2575179,-0.83029646,3.9701252
701,2022-12-01-14:02:35:912,0.12832075,-0.048985776,-0.619999,0.7724866,-0.25556767,1.7498387,9.645887,0.107189566,-1.8611865,2.7922688
702,2022-12-01-14:02:35:925,0.12832075,-0.048985776,-0.619999,0.7724866,-0.1849154,1.8010215,9.638077,0.41391534,-2.2872524,0.9439459
703,2022-12-01-14:02:35:934,0.12832075,-0.048985776,-0.619999,0.7724866,-0.1849154,1.8010215,9.638077,0.41391534,-2.2872524,0.9439459
704,2022-12-01-14:02:35:944,0.12449545,-0.047194853,-0.62180454,0.7717724,-0.113482915,1.8628026,9.627434,0.40841085,-2.2300513,0.22528744
705,2022-12-01-14:02:35:954,0.12449545,-0.047194853,-0.62180454,0.7717724,-0.113482915,1.8628026,9.627434,0.40841085,-2.2300513,0.22528744
706,2022-12-01-14:02:35:965,0.12401893,-0.046994317,-0.62198913,0.77171266,-0.054051068,1.906779,9.619338,0.6977034,-2.0437267,-0.6952286
707,2022-12-01-14:02:35:975,0.12370617,-0.049475107,-0.6245713,0.7695192,-0.054051068,1.906779,9.619338,0.6977034,-2.0437267,-0.6952286
708,2022-12-01-14:02:35:986,0.11705516,-0.060529925,-0.6236497,0.7705162,-0.01963792,1.9087161,9.619085,0.9334109,-1.8846862,-0.18211746
709,2022-12-01-14:02:35:997,0.11705516,-0.060529925,-0.6236497,0.7705162,-0.01963792,1.9087161,9.619085,0.9334109,-1.8846862,-0.18211746
710,2022-12-01-14:02:36:008,0.117655754,-0.06664925,-0.6290024,0.7655528,-0.008713123,1.8893285,9.622929,0.7546684,-1.6444949,0.14537048
711,2022-12-01-14:02:36:018,0.117655754,-0.06664925,-0.6290024,0.7655528,-0.008713123,1.8893285,9.622929,0.7546684,-1.6444949,0.14537048
712,2022-12-01-14:02:36:028,0.117655754,-0.06664925,-0.6290024,0.7655528,-0.014479695,1.8717561,9.626355,0.24796975,-1.2359042,-0.14365292
713,2022-12-01-14:02:36:039,0.10826224,-0.06727565,-0.6297186,0.76629484,-0.014479695,1.8717561,9.626355,0.24796975,-1.2359042,-0.14365292
714,2022-12-01-14:02:36:050,0.10826224,-0.06727565,-0.6297186,0.76629484,-0.02272716,1.8622273,9.628187,-0.11969857,-0.8400011,-0.50870895
715,2022-12-01-14:02:36:061,0.104008116,-0.06779872,-0.6348247,0.7626161,-0.02272716,1.8622273,9.628187,-0.11969857,-0.8400011,-0.50870895
716,2022-12-01-14:02:36:071,0.1036764,-0.06784461,-0.6353267,0.76223904,-0.026654104,1.8656509,9.627514,-0.29536325,-0.4950571,-1.1081533
717,2022-12-01-14:02:36:081,0.1036764,-0.06784461,-0.6353267,0.76223904,-0.026654104,1.8656509,9.627514,-0.29536325,-0.4950571,-1.1081533
718,2022-12-01-14:02:36:090,0.10220107,-0.07503456,-0.6362288,0.76101094,-0.026961712,1.8791305,9.62489,-0.48428836,-0.1668346,-1.8556018
719,2022-12-01-14:02:36:101,0.10220107,-0.07503456,-0.6362288,0.76101094,-0.019062167,1.8859563,9.623574,-0.22166209,-0.040158153,-1.9525628
720,2022-12-01-14:02:36:111,0.059138086,-0.048772275,-0.63923925,0.76517797,-0.019062167,1.8859563,9.623574,-0.22166209,-0.040158153,-1.9525628
721,2022-12-01-14:02:36:121,0.059138086,-0.048772275,-0.63923925,0.76517797,-0.019062167,1.8859563,9.623574,-0.22166209,-0.040158153,-1.9525628
722,2022-12-01-14:02:36:131,0.05482159,-0.04613803,-0.63944995,0.76548654,-0.0144868465,1.8776454,9.625207,0.020391805,-0.20038724,-1.4583693
723,2022-12-01-14:02:36:141,0.055102754,-0.05413138,-0.63964874,0.7647764,-0.0144868465,1.8776454,9.625207,0.020391805,-0.20038724,-1.4583693
724,2022-12-01-14:02:36:153,0.055102754,-0.05413138,-0.63964874,0.7647764,-0.027853519,1.8605297,9.628502,0.09615972,-0.27543294,-1.0801783
725,2022-12-01-14:02:36:163,0.055130675,-0.054930534,-0.6396663,0.7647027,-0.050211255,1.8367344,9.632978,0.0037635192,-0.3799975,-0.7168226
726,2022-12-01-14:02:36:174,0.053723287,-0.056692317,-0.64269125,0.7621337,-0.050211255,1.8367344,9.632978,0.0037635192,-0.3799975,-0.7168226
727,2022-12-01-14:02:36:185,0.053723287,-0.056692317,-0.64269125,0.7621337,-0.050211255,1.8367344,9.632978,0.0037635192,-0.3799975,-0.7168226
728,2022-12-01-14:02:36:196,0.035701666,-0.04883101,-0.6433333,0.76319283,-0.06824832,1.8133484,9.637297,-0.030729458,-0.4565345,-0.39551258
729,2022-12-01-14:02:36:206,0.03321734,-0.047351845,-0.646337,0.76085675,-0.081895605,1.8005811,9.639585,-0.0026024207,-0.37130058,-0.4718361
730,2022-12-01-14:02:36:216,0.03321734,-0.047351845,-0.646337,0.76085675,-0.081895605,1.8005811,9.639585,-0.0026024207,-0.37130058,-0.4718361
731,2022-12-01-14:02:36:226,0.03321734,-0.047351845,-0.646337,0.76085675,-0.09044734,1.8033258,9.638994,0.14489576,-0.2365886,-1.0145683
732,2022-12-01-14:02:36:237,0.033149187,-0.047282614,-0.6466317,0.76061356,-0.09044734,1.8033258,9.638994,0.14489576,-0.2365886,-1.0145683
733,2022-12-01-14:02:36:247,0.033149187,-0.047282614,-0.6466317,0.76061356,-0.091322996,1.8115973,9.637436,0.20798394,-0.0016951561,-1.4609585
734,2022-12-01-14:02:36:258,0.033585142,-0.048041143,-0.64830214,0.7591235,-0.091322996,1.8115973,9.637436,0.20798394,-0.0016951561,-1.4609585
735,2022-12-01-14:02:36:268,0.033585142,-0.048041143,-0.64830214,0.7591235,-0.087042704,1.8145645,9.636916,0.22995396,0.14747357,-1.41537
736,2022-12-01-14:02:36:278,0.03362941,-0.04811767,-0.648466,0.75897676,-0.087042704,1.8145645,9.636916,0.22995396,0.14747357,-1.41537
737,2022-12-01-14:02:36:290,0.03295799,-0.048691146,-0.6497774,0.7578472,-0.08885178,1.8105111,9.637662,0.16706297,0.21716714,-1.0733957
738,2022-12-01-14:02:36:299,0.03295799,-0.048691146,-0.6497774,0.7578472,-0.08885178,1.8105111,9.637662,0.16706297,0.21716714,-1.0733957
739,2022-12-01-14:02:36:309,0.032890398,-0.048747722,-0.6499068,0.75773555,-0.10132078,1.8070464,9.63819,0.09575375,0.46320415,-0.79504967
740,2022-12-01-14:02:36:318,0.032890398,-0.048747722,-0.6499068,0.75773555,-0.10132078,1.8070464,9.63819,0.09575375,0.46320415,-0.79504967
