index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-51.14
10,2022-07-23-18:16:30,100,-88,100,100,100,-77,100,100,100,100,100,-64,-79,100,100,-79,100,100,100,100,100,100,100,-95,-87,,
11,2022-07-23-18:16:35,-53,-91,100,100,100,-86,100,100,100,100,100,-75,-80,100,100,-86,100,100,100,100,100,100,100,100,-78,,
12,2022-07-23-18:16:40,-51,-81,100,100,100,-80,100,100,100,100,100,-64,-76,100,100,-80,100,100,100,100,100,100,100,100,-84,,
13,2022-07-23-18:16:45,-50,-84,100,100,-90,-78,100,100,100,100,100,-76,-72,100,100,-80,100,100,100,100,100,100,100,-93,-86,,
14,2022-07-23-18:16:50,-52,-94,100,100,-91,-85,100,100,100,100,100,-76,-80,100,100,-85,100,100,100,100,100,100,100,100,-82,,
15,2022-07-23-18:16:55,-50,-84,100,100,100,-78,100,100,100,100,100,-71,-72,100,100,-80,100,100,100,100,100,100,100,100,100,,
16,2022-07-23-18:17:00,-52,-84,100,100,-91,-86,100,100,100,100,100,-75,-80,100,100,-85,100,100,100,100,100,100,100,-95,-82,,
17,2022-07-23-18:17:05,-52,-78,100,100,-90,-77,100,100,100,100,100,-64,-73,100,100,-80,100,100,100,100,100,100,100,-92,-91,,
18,2022-07-23-18:17:10,-50,-85,100,100,-91,-78,100,100,100,100,100,-71,-71,100,100,-80,100,100,100,100,100,100,100,-95,-80,,
19,2022-07-23-18:17:15,-51,100,100,100,-96,-77,100,100,100,100,100,-64,-73,100,100,100,100,100,100,100,100,100,100,-91,-94,,
20,2022-07-23-18:17:20,-50,-84,100,100,-89,-78,100,100,100,100,100,-71,-71,100,100,-79,100,100,100,100,100,100,100,-91,-80,,
21,2022-07-23-18:17:25,-52,100,100,100,-95,-84,100,100,100,100,100,-75,-79,100,100,-86,100,100,100,100,100,100,100,-95,-83,,
22,2022-07-23-18:17:30,-52,-80,100,100,100,-77,100,100,100,100,100,-64,-73,100,100,-80,100,100,100,100,100,100,100,-95,-91,,
23,2022-07-23-18:17:35,-52,-92,100,100,100,100,100,100,100,100,100,100,-79,100,100,-84,100,100,100,100,100,100,100,100,-86,,
24,2022-07-23-18:17:40,-51,-81,100,100,-93,-76,100,100,100,100,100,-64,-72,100,100,-81,100,100,100,100,100,100,100,-92,-93,,
25,2022-07-23-18:17:45,-50,-85,100,100,100,-81,100,100,100,100,100,-70,-70,100,100,-81,100,100,100,100,100,100,100,100,-86,,
26,2022-07-23-18:17:50,-52,100,100,100,-91,-90,100,100,100,100,100,-76,-79,100,100,-92,100,100,100,100,100,100,100,100,-86,,
27,2022-07-23-18:17:55,100,-85,100,100,100,100,100,100,100,100,100,100,-72,100,100,-76,100,100,100,100,100,100,100,100,-78,,
28,2022-07-23-18:18:00,-51,100,100,100,-87,-85,100,100,100,100,100,-76,-72,100,100,-87,100,100,100,100,100,100,100,-92,-85,,
29,2022-07-23-18:18:05,-51,-82,100,100,100,-76,100,100,100,100,100,-64,-73,100,100,-79,100,100,100,100,100,100,100,100,-93,,
30,2022-07-23-18:18:10,-50,-85,100,100,100,-79,100,100,100,100,100,-70,-73,100,100,-80,100,100,100,100,100,100,100,-94,-80,,
31,2022-07-23-18:18:15,-51,-83,100,100,100,-77,100,100,100,100,100,-64,-73,100,100,-80,100,100,100,100,100,100,100,100,100,,
32,2022-07-23-18:18:20,-51,-78,100,100,-97,-78,100,100,100,100,100,-64,-72,100,100,-80,100,100,100,100,100,100,100,-92,-80,,
33,2022-07-23-18:18:25,-52,-94,100,100,-90,-86,100,100,100,100,100,-75,-80,100,100,-85,100,100,100,100,100,100,100,-94,-82,,
34,2022-07-23-18:18:30,-51,-80,100,100,-97,-78,100,100,100,100,100,-64,-73,100,100,-80,100,100,100,100,100,100,100,-93,-93,,
35,2022-07-23-18:18:35,100,-79,100,100,100,-77,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,,
36,2022-07-23-18:18:40,-53,-96,100,100,-90,100,100,100,100,100,100,-75,-80,100,100,-80,100,100,100,100,100,100,100,100,-88,,
37,2022-07-23-18:18:45,-50,-84,100,100,100,-78,100,100,100,100,100,-71,-72,100,100,-79,100,100,100,100,100,100,100,-92,-92,,
38,2022-07-23-18:18:50,-52,-85,100,100,-90,-84,100,100,100,100,100,-75,-80,100,100,-85,100,100,100,100,100,100,100,-93,-82,,
39,2022-07-23-18:18:55,-52,100,100,100,100,-85,100,100,100,100,100,-75,-80,100,100,100,100,100,100,100,100,100,100,100,-82,,
40,2022-07-23-18:19:00,-52,-84,100,100,-90,-85,100,100,100,100,100,-71,-72,100,100,-79,100,100,100,100,100,100,100,-94,-80,,
41,2022-07-23-18:19:05,-52,-96,100,100,-90,-77,100,100,100,100,100,-64,-73,100,100,-80,100,100,100,100,100,100,100,-92,-93,,
42,2022-07-23-18:19:10,-50,-85,100,100,-90,-78,100,100,100,100,100,-70,-72,100,100,-80,100,100,100,100,100,100,100,-94,-80,,
43,2022-07-23-18:19:15,-50,-84,100,100,-91,100,100,100,100,100,100,-71,-72,100,100,100,100,100,100,100,100,100,100,-93,100,,
44,2022-07-23-18:19:20,-52,-78,100,100,100,-78,100,100,100,100,100,-64,-73,100,100,-80,100,100,100,100,100,100,100,-91,-80,,
45,2022-07-23-18:19:25,-53,-84,100,100,-90,-78,100,100,100,100,100,-75,-72,100,100,-85,100,100,100,100,100,100,100,-94,-82,,
46,2022-07-23-18:19:30,-52,-78,100,100,-96,-77,100,100,100,100,100,-64,-73,100,100,-80,100,100,100,100,100,100,100,100,-82,,
47,2022-07-23-18:19:35,-52,100,100,100,100,-77,100,100,100,100,100,100,-73,100,100,-80,100,100,100,100,100,100,100,-91,100,,
48,2022-07-23-18:19:40,-52,-96,100,100,-92,-85,100,100,100,100,100,-75,-80,100,100,-85,100,100,100,100,100,100,100,100,-82,,
49,2022-07-23-18:19:45,-50,-78,100,100,-96,-77,100,100,100,100,100,-64,-80,100,100,-80,100,100,100,100,100,100,100,-91,-92,,
50,2022-07-23-18:19:50,-52,-84,100,100,-90,100,100,100,100,100,100,-75,-80,100,100,-85,100,100,100,100,100,100,100,-96,-82,,
51,2022-07-23-18:19:55,-52,100,100,100,-90,100,100,100,100,100,100,-75,-80,100,100,-85,100,100,100,100,100,100,100,100,-82,,
52,2022-07-23-18:20:00,-49,-84,100,100,-91,100,100,100,100,100,100,-71,-72,100,100,-79,100,100,100,100,100,100,100,100,-80,,
53,2022-07-23-18:20:05,-52,-84,100,100,-90,-85,100,100,100,100,100,-75,-79,100,100,-85,100,100,100,100,100,100,100,-94,-82,,
54,2022-07-23-18:20:10,-51,-79,100,100,-91,-78,100,100,100,100,100,-71,-72,100,100,-80,100,100,100,100,100,100,100,-94,100,,
55,2022-07-23-18:20:15,-50,-84,100,100,-91,-78,100,100,100,100,100,-70,100,100,100,-79,100,100,100,100,100,100,100,100,-80,,
56,2022-07-23-18:20:20,-51,-79,100,100,100,-77,100,100,100,100,100,-64,-73,100,100,-80,100,100,100,100,100,100,100,-92,-93,,
57,2022-07-23-18:20:25,-50,100,100,100,-90,-78,100,100,100,100,100,-71,-72,100,100,-80,100,100,100,100,100,100,100,-94,-79,,
58,2022-07-23-18:20:30,-52,-80,100,100,-91,-84,100,100,100,100,100,-64,-80,100,100,-85,100,100,100,100,100,100,100,100,-82,,
59,2022-07-23-18:20:35,-52,-79,100,100,-96,-77,100,100,100,100,100,-64,-73,100,100,-80,100,100,100,100,100,100,100,-93,-93,,
