index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-63.08
0,2022-07-23-18:01:05,-59,-88,100,100,-89,-86,100,100,100,100,100,-77,-78,-96,100,-87,100,100,100,100,100,100,100,-91,-92,,
1,2022-07-23-18:01:10,-79,-87,100,100,100,-86,100,100,100,100,100,-75,-71,100,100,-82,100,100,100,100,100,100,100,-92,-85,,
2,2022-07-23-18:01:15,-61,-86,100,100,-85,-77,100,100,100,100,100,-79,-69,-95,100,-84,100,100,100,100,100,100,100,-86,-76,,
3,2022-07-23-18:01:20,-60,-86,100,100,-85,-77,100,100,100,100,100,-77,-66,100,100,-85,100,100,100,100,100,100,100,-96,-82,,
4,2022-07-23-18:01:25,-60,-85,100,100,100,-77,100,100,100,100,100,-75,-66,100,100,-89,100,100,100,100,100,100,100,-87,-76,,
5,2022-07-23-18:01:30,-59,-85,100,100,-86,-77,100,100,100,100,100,-75,-69,100,100,-89,100,100,100,100,100,100,100,-85,-75,,
6,2022-07-23-18:01:35,-72,-85,100,100,100,-87,100,100,100,100,100,-83,-69,100,100,-81,100,100,100,100,100,100,100,100,-74,,
7,2022-07-23-18:01:40,-61,-73,100,100,-85,-84,100,100,100,100,100,-75,-68,100,100,-80,100,100,100,100,100,100,100,-84,-74,,
8,2022-07-23-18:01:45,-60,-80,100,100,-100,-77,100,100,100,100,100,-79,-71,100,100,-80,100,100,100,100,100,100,100,-84,-83,,
9,2022-07-23-18:01:50,-60,-73,100,100,100,-77,100,100,100,100,100,-75,-66,-96,100,-89,100,100,100,100,100,100,100,100,-76,,
10,2022-07-23-18:01:55,-60,-80,100,100,100,-77,100,100,100,100,100,-75,-69,100,100,-81,100,100,100,100,100,100,100,-88,-76,,
11,2022-07-23-18:02:00,-60,-85,100,100,-86,-77,100,100,100,100,100,-81,-66,100,100,-84,100,100,100,100,100,100,100,-87,-82,,
