index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-22-14:21:54,-97,-79,-77,100,-85,-91,-96,-93,-68,-96,100,-90,-99,-98,-80,-89,-89,-69,-79,-88,-94,100,100,100,-82,-90
1,2022-07-22-14:21:59,100,-77,-79,100,-78,100,-94,-87,-63,100,100,100,100,100,-83,100,100,-65,-91,100,100,100,100,100,-79,-91
2,2022-07-22-14:22:04,100,-63,-75,100,-77,100,-94,-96,-62,100,100,100,100,100,-75,100,-88,-69,-76,100,100,100,100,100,-84,100
3,2022-07-22-14:22:09,100,-63,-75,100,-75,100,-91,-90,-64,-88,100,-87,100,100,-74,-85,-97,-64,-82,-87,100,100,100,100,100,-88
4,2022-07-22-14:22:14,100,-66,-84,100,-78,100,-95,100,-67,-91,100,-89,100,100,-74,-85,100,-66,-83,-88,100,100,100,100,-84,-89
5,2022-07-22-14:22:19,100,-67,-85,100,-76,100,100,-92,-65,-90,100,-86,100,100,-80,-85,-96,-67,-89,-88,100,100,100,100,100,100
6,2022-07-22-14:22:24,100,-64,-76,100,-76,100,-95,-92,-59,-90,100,100,100,100,-82,-85,-88,-93,-90,100,100,100,100,100,-85,100
7,2022-07-22-14:22:29,100,-63,-84,100,-73,100,-95,100,-64,-90,100,-95,100,100,-74,100,100,-67,-83,100,100,100,100,100,-84,-89
8,2022-07-22-14:22:34,100,-63,-84,100,-76,100,-95,-91,-60,-92,100,-88,100,100,-80,-85,-90,-64,-82,100,100,100,100,-92,-95,-89
9,2022-07-22-14:22:39,100,-65,-84,100,-81,100,-94,100,-68,-92,100,-88,100,100,-81,-85,-88,-64,-79,100,100,100,100,100,-85,100
10,2022-07-22-14:22:44,100,-63,-84,100,-77,100,-94,100,-60,-89,100,-87,-99,100,-81,-85,100,-64,-80,100,100,100,100,100,-85,100
11,2022-07-22-14:22:49,100,-67,-86,100,-76,100,100,-91,-68,-92,100,-95,100,100,-77,-85,-97,-90,-90,-88,100,100,100,100,-94,100
12,2022-07-22-14:22:54,100,-63,-76,100,-77,100,100,100,-68,-96,100,100,100,100,-74,-84,100,-85,-83,100,-95,100,100,100,-84,-89
13,2022-07-22-14:22:59,100,-65,-76,-95,-72,100,-94,-92,-60,-93,100,-88,100,100,-75,-91,-88,-67,-80,100,-99,100,100,100,-84,-88
14,2022-07-22-14:23:04,100,-65,-86,100,-72,100,-95,100,-68,-89,100,-85,100,100,-74,-84,-89,-67,-79,100,100,100,100,100,-84,-88
15,2022-07-22-14:23:09,100,-65,-76,100,-73,100,-94,100,-64,-90,100,-87,-101,-96,-81,-85,100,-67,-80,100,-97,100,100,100,100,-88
16,2022-07-22-14:23:14,100,-65,-86,100,-81,100,-95,-91,-68,-90,100,-96,100,100,-81,-85,100,-67,-83,100,100,100,100,100,-85,-88
17,2022-07-22-14:23:19,100,-65,-76,100,-73,100,-96,100,-64,-89,100,-87,100,100,-74,-85,-88,-64,-83,100,100,100,100,100,-84,-88
18,2022-07-22-14:23:24,100,-67,-85,100,-77,100,100,100,-60,-92,100,-95,100,100,-81,-96,-96,-67,-83,-88,100,100,100,100,100,-88
19,2022-07-22-14:23:29,100,-67,-85,100,-77,100,-94,100,-68,-90,100,-88,100,100,-81,-85,-88,-94,-83,100,100,100,100,100,-85,100
20,2022-07-22-14:23:34,100,-63,-76,100,-73,100,-94,-92,-60,-90,100,-88,100,100,-74,-85,-89,-64,-83,-88,100,100,100,100,-84,-88
21,2022-07-22-14:23:39,100,-67,-86,100,-76,100,-95,100,-68,-92,100,-88,100,100,-81,100,-96,-64,-83,100,100,100,100,100,-85,-88
22,2022-07-22-14:23:44,100,-66,-84,100,-72,100,-94,100,-60,-90,100,-88,100,100,-74,-96,-89,-94,-89,100,100,100,100,100,-85,-88
23,2022-07-22-14:23:49,100,-64,-76,100,-77,100,-97,100,-60,-89,100,-87,100,-96,-81,-85,100,-67,-82,-88,100,100,100,100,-85,-88
24,2022-07-22-14:23:54,100,-64,-85,100,100,100,100,100,-68,-90,100,-87,100,-95,100,-85,100,-67,-80,-87,100,100,100,100,-84,100
25,2022-07-22-14:23:59,100,-63,-85,100,-76,100,-98,100,-68,-90,100,-88,100,100,-81,-85,-96,-94,-78,100,100,100,100,100,-85,-88
26,2022-07-22-14:24:04,100,-65,-76,100,-73,100,-96,100,-68,-90,100,-96,100,-96,-74,-84,-89,-67,-79,100,100,100,100,100,-84,-88
27,2022-07-22-14:24:09,100,-67,-85,100,100,100,-94,100,-68,-89,100,-87,100,100,100,-96,100,-67,-83,-88,100,100,100,100,-85,-88
