index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-24-10:54:09,-86,-96,100,100,100,-83,100,100,100,100,100,-86,-72,100,100,-60,100,100,100,100,-83,100,100,-89,-71
1,2022-07-24-10:54:14,-87,-87,100,100,-86,-70,100,100,100,100,100,-82,-72,100,100,-56,100,100,100,100,-80,100,100,-91,-64
2,2022-07-24-10:54:19,-76,-81,100,100,-78,-64,100,100,100,100,100,-88,-70,100,100,-58,100,100,100,100,-81,100,100,-85,-59
3,2022-07-24-10:54:24,-76,-78,100,100,-79,-65,100,100,100,100,100,-82,-70,100,100,-67,100,100,100,100,100,100,100,-90,-60
4,2022-07-24-10:54:29,-76,-78,100,100,-86,-65,100,100,100,100,100,-86,-75,100,100,-67,100,100,100,100,-83,100,100,-85,-61
5,2022-07-24-10:54:34,-92,-78,100,100,-78,-64,100,100,100,100,100,-86,-75,100,100,-58,100,100,100,100,-83,100,100,-85,-60
6,2022-07-24-10:54:39,100,-81,100,100,-79,-64,100,100,100,100,100,-86,-70,100,100,-58,100,100,100,100,100,100,100,-85,-61
7,2022-07-24-10:54:44,-76,-81,100,100,-79,-65,100,100,100,100,100,-86,-70,100,100,-62,100,100,100,100,-82,100,100,-85,-61
8,2022-07-24-10:54:49,-76,-81,100,100,-79,-65,100,100,100,100,100,-86,-71,100,100,-67,100,100,100,100,-82,100,100,-85,-60
9,2022-07-24-10:54:54,-76,-78,100,100,-79,-80,100,100,100,100,100,-86,-71,100,100,-67,100,100,100,100,-82,100,100,-85,-60
10,2022-07-24-10:54:59,-76,-81,100,100,-79,-64,100,100,100,100,100,-82,-70,100,100,-58,100,100,100,100,100,100,100,-90,-60
11,2022-07-24-10:55:04,-92,-78,100,100,-86,-65,100,100,100,100,100,-86,-76,100,100,-62,100,100,100,100,-82,100,100,-87,-60
12,2022-07-24-10:55:09,-76,-81,100,100,-78,-80,100,100,100,100,100,-85,-70,100,100,-66,100,100,100,100,100,100,100,-90,-61
13,2022-07-24-10:55:14,-90,-81,100,100,-79,-64,100,100,100,100,100,-85,-71,100,100,-62,100,100,100,100,-82,100,100,-87,-60
14,2022-07-24-10:55:19,-76,-78,100,100,-79,-80,100,100,100,100,100,-82,-70,100,100,-58,100,100,100,100,100,100,100,-84,-60
15,2022-07-24-10:55:24,-76,-81,100,100,-86,-64,100,100,100,100,100,-82,-71,100,100,-58,100,100,100,100,-81,100,100,-84,-60
16,2022-07-24-10:55:29,-76,-78,100,100,-80,-80,100,100,100,100,100,-86,-75,100,100,-67,100,100,100,100,-82,100,100,-90,-60
17,2022-07-24-10:55:34,-76,-78,100,100,-80,-64,100,100,100,100,100,-82,-70,100,100,-67,100,100,100,100,-82,100,100,-85,-61
18,2022-07-24-10:55:39,-91,-81,100,100,-86,-65,100,100,100,100,100,-90,-70,100,100,-67,100,100,100,100,-82,100,100,-90,-60
19,2022-07-24-10:55:44,-91,-78,100,100,-80,-64,100,100,100,100,100,-82,-75,100,100,-67,100,100,100,100,-82,100,100,-85,-60
20,2022-07-24-10:55:49,-76,-80,100,100,-86,-80,100,100,100,100,100,-89,-72,100,100,-67,100,100,100,100,100,100,100,-85,-61
21,2022-07-24-10:55:54,-76,-81,100,100,-80,-64,100,100,100,100,100,-82,-71,100,100,-67,100,100,100,100,-85,100,100,-87,-61
22,2022-07-24-10:55:59,-76,-80,100,100,-78,-64,100,100,100,100,100,-82,-76,-94,100,-58,100,100,100,100,-84,100,100,-91,-61
23,2022-07-24-10:56:04,-76,-81,100,100,-79,-80,100,100,100,100,100,-82,-76,100,100,-62,100,100,100,100,100,100,100,-87,-60
24,2022-07-24-10:56:09,-76,-81,100,100,-86,-64,100,100,100,100,100,-86,-71,100,100,-67,100,100,100,100,100,100,100,-85,-60
25,2022-07-24-10:56:14,-76,-80,100,100,-86,-64,100,100,100,100,100,-82,-71,-94,100,-66,100,100,100,100,-83,100,100,-87,-60
26,2022-07-24-10:56:19,-76,-77,100,100,-78,-65,100,100,100,100,100,-82,-75,100,100,-62,100,100,100,100,-83,100,100,-87,-60
27,2022-07-24-10:56:24,-76,-81,100,100,-86,-65,100,100,100,100,100,-86,-70,-94,100,-58,100,100,100,100,-83,100,100,-90,-60
28,2022-07-24-10:56:29,-76,-79,100,100,-78,-80,100,100,100,100,100,-89,-71,100,100,-62,100,100,100,100,-83,100,100,-85,-60
29,2022-07-24-10:56:34,-76,-78,100,100,-78,-80,100,100,100,100,100,-85,-76,100,100,-67,100,100,100,100,-82,100,100,-85,-61
30,2022-07-24-10:56:39,-92,-81,100,100,-78,-65,100,100,100,100,100,-82,-71,100,100,-67,100,100,100,100,100,100,100,-85,-60
31,2022-07-24-10:56:44,-76,-81,100,100,-78,-65,100,100,100,100,100,-82,-76,100,100,-62,100,100,100,100,100,100,100,-87,-61
32,2022-07-24-10:56:49,-91,-78,100,100,-78,-64,100,100,100,100,100,-82,-76,-94,100,-58,100,100,100,100,-83,100,100,-90,-61
33,2022-07-24-10:56:54,-76,-78,100,100,-79,-64,100,100,100,100,100,-86,-71,100,100,-62,100,100,100,100,100,100,100,-87,-60
34,2022-07-24-10:56:59,-76,-78,100,100,-86,-64,100,100,100,100,100,-89,-75,100,100,-58,100,100,100,100,-83,100,100,-87,-60
35,2022-07-24-10:57:04,-76,-81,100,100,-85,-65,100,100,100,100,100,100,-70,-94,100,-58,100,100,100,100,-82,100,100,-85,-61
36,2022-07-24-10:57:09,-91,-78,100,100,-78,-65,100,100,100,100,100,-89,-71,100,100,-66,100,100,100,100,-82,100,100,-85,-60
37,2022-07-24-10:57:14,-76,-78,100,100,-78,-65,100,100,100,100,100,-86,-71,100,100,-67,100,100,100,100,-82,100,100,-87,-61
38,2022-07-24-10:57:19,-76,-80,100,100,-80,-79,100,100,100,100,100,-82,-70,-94,100,-67,100,100,100,100,-82,100,100,-90,-60
39,2022-07-24-10:57:24,-81,-82,100,100,-78,-80,100,100,100,100,100,-86,-76,100,100,-62,100,100,100,100,-84,100,100,-85,-61
40,2022-07-24-10:57:29,-76,-78,100,100,-79,-65,100,100,100,100,100,-82,-70,100,100,-58,100,100,100,100,100,100,100,-85,-60
41,2022-07-24-10:57:34,-76,-81,100,100,-78,-64,100,100,100,100,100,-82,-75,100,100,-62,100,100,100,100,100,100,100,-87,-60
42,2022-07-24-10:57:39,-91,-78,100,100,-86,-65,100,100,100,100,100,-82,-76,100,100,-58,100,100,100,100,100,100,100,-87,-60
43,2022-07-24-10:57:44,-97,-81,100,100,-79,-65,100,100,100,100,100,-86,-71,-94,100,-66,100,100,100,100,100,100,100,-85,-60
44,2022-07-24-10:57:49,-76,-80,100,100,-80,-80,100,100,100,100,100,-86,-70,-94,100,-62,100,100,100,100,-81,100,100,-87,-61
45,2022-07-24-10:57:54,-76,-81,100,100,-80,-65,100,100,100,100,100,-82,-71,100,100,-62,100,100,100,100,100,100,100,-87,-61
46,2022-07-24-10:57:59,-77,-78,100,100,-86,-65,100,100,100,100,100,-82,-76,100,100,-67,100,100,100,100,100,100,100,-87,-61
47,2022-07-24-10:58:04,-76,-78,100,100,-86,-80,100,100,100,100,100,-82,-70,100,100,-58,100,100,100,100,100,100,100,-85,-61
48,2022-07-24-10:58:09,-77,-81,100,100,-78,-64,100,100,100,100,100,-89,-76,100,100,-58,100,100,100,100,100,100,100,-90,-60
49,2022-07-24-10:58:14,-76,-80,100,100,-86,-80,100,100,100,100,100,-86,-70,100,100,-62,100,100,100,100,-82,100,100,-87,-60
50,2022-07-24-10:58:19,-76,-80,100,100,-86,-64,100,100,100,100,100,-86,-70,100,100,-62,100,100,100,100,100,100,100,-87,-59
51,2022-07-24-10:58:24,-77,-80,100,100,-80,-65,100,100,100,100,100,-82,-70,100,100,-62,100,100,100,100,100,100,100,-85,-61
52,2022-07-24-10:58:29,-76,-78,100,100,-78,-65,100,100,100,100,100,-86,-76,100,100,-62,100,100,100,100,-82,100,100,-87,-60
53,2022-07-24-10:58:34,-76,-77,100,100,-79,-80,100,100,100,100,100,100,-71,-94,100,-58,100,100,100,100,100,100,100,-87,-60
54,2022-07-24-10:58:39,-77,-78,100,100,-79,-65,100,100,100,100,100,100,-75,100,100,-62,100,100,100,100,100,100,100,-90,-60
55,2022-07-24-10:58:44,100,-78,100,100,-78,-64,100,100,100,100,100,-82,-75,-95,100,-62,100,100,100,100,100,100,100,-87,-60
56,2022-07-24-10:58:49,-76,-81,100,100,-86,-65,100,100,100,100,100,-89,-70,100,100,-62,100,100,100,100,100,100,100,-87,-60
57,2022-07-24-10:58:54,-92,-78,100,100,-78,-64,100,100,100,100,100,-89,-76,100,100,-58,100,100,100,100,100,100,100,-86,-61
58,2022-07-24-10:58:59,100,-78,100,100,-78,-65,100,100,100,100,100,-86,-71,100,100,-58,100,100,100,100,100,100,100,-87,-60
59,2022-07-24-10:59:04,-76,-78,100,100,-80,-64,100,100,100,100,100,-82,-71,100,100,-66,100,100,100,100,-82,100,100,-85,-61
