index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-18:37:37,-90,-83,-82,-99,-70,-91,-84,-88,-82,-91,-98,-85,-94,-98,-62,-85,-87,-87,-86,-95,-95,100,-94,-93,-97,-86
1,2022-07-19-18:37:42,100,-90,-87,100,-82,100,-84,-95,-95,-87,100,-88,100,100,-57,100,100,-80,-83,100,-83,100,100,-89,100,100
2,2022-07-19-18:37:47,100,-81,-86,-89,-89,100,-93,-94,-78,-89,-90,-84,100,100,-56,-77,-96,-86,-85,-83,-89,100,-80,-85,100,100
3,2022-07-19-18:37:52,100,-91,-88,100,-76,100,-82,-93,-89,-90,100,-89,100,100,-61,100,100,-83,-91,100,100,100,100,100,100,100
4,2022-07-19-18:37:57,100,-83,-80,-90,-78,100,-85,-94,-78,-89,-91,-83,100,100,-57,-81,100,-81,-90,-85,-96,100,-80,-92,100,100
5,2022-07-19-18:38:02,100,-80,-81,-88,-71,100,-80,-87,-85,100,-94,-85,100,100,-59,-82,-96,-80,-90,-89,-97,100,-80,100,-96,100
6,2022-07-19-18:38:07,100,-87,-87,100,-74,100,-82,-89,-88,-89,100,-91,100,100,-69,-93,100,-78,-89,-90,-85,100,-82,-87,-97,100
7,2022-07-19-18:38:12,100,-80,-82,100,-69,100,-81,-90,-85,100,100,-92,100,100,100,100,100,-76,-89,100,100,100,100,100,100,100
8,2022-07-19-18:38:17,100,-85,-90,-86,-76,100,-88,-89,-90,-88,100,-90,100,100,-57,-90,100,-81,-87,-92,-84,100,-85,100,100,100
9,2022-07-19-18:38:22,100,-84,-80,-91,-72,100,-86,-91,-79,-84,-89,-81,100,100,-59,-77,-96,-77,-86,-91,-90,100,-82,-88,100,-97
10,2022-07-19-18:38:27,100,-78,-82,-88,-73,100,-84,-88,-89,-83,-93,-81,100,100,-56,-82,-95,-80,-88,-90,100,100,-87,-87,100,100
11,2022-07-19-18:38:32,100,-82,100,-92,-72,100,-88,-87,100,100,-91,100,100,100,100,-78,-95,-77,100,-87,-88,100,-84,100,100,100
12,2022-07-19-18:38:37,100,-88,-81,-87,-72,100,-86,-87,-86,-82,-92,-78,100,100,-56,-77,100,-75,-90,-85,-90,100,-82,-83,100,100
13,2022-07-19-18:38:42,100,-86,-88,-85,-76,100,-86,-90,-91,-88,-91,-87,100,100,-57,-84,100,-80,-86,-92,-84,100,-87,-88,100,100
