index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-70.44
13,2022-07-23-17:08:53,-69,-85,100,100,-89,-89,100,100,100,100,100,-68,-53,100,100,-75,100,100,100,100,100,100,100,-98,-84,,
14,2022-07-23-17:08:58,-69,-82,100,100,-81,-87,100,100,100,100,100,-68,-54,100,100,-73,100,100,100,100,100,100,100,-91,-81,,
15,2022-07-23-17:09:03,-69,100,100,100,100,100,100,100,100,100,100,100,-54,100,100,100,100,100,100,100,100,100,100,100,-84,,
16,2022-07-23-17:09:08,-69,-82,100,100,-84,-86,100,100,100,100,100,-68,-54,100,100,-73,100,100,100,100,100,100,100,-94,-81,,
17,2022-07-23-17:09:13,-74,-93,100,100,-89,100,100,100,100,100,100,-75,-62,100,100,-75,100,100,100,100,-86,100,100,100,-86,,
18,2022-07-23-17:09:18,-74,-82,100,100,-83,-90,100,100,100,100,100,-68,-53,100,100,-74,100,100,100,100,100,100,100,-92,-84,,
19,2022-07-23-17:09:23,100,-82,100,100,100,100,100,100,100,100,100,-68,-52,100,100,100,100,100,100,100,100,100,100,100,-84,,
20,2022-07-23-17:09:28,-70,-92,100,100,-83,-94,100,100,100,100,100,-75,-62,100,100,-76,100,100,100,100,100,100,100,-91,-85,,
21,2022-07-23-17:09:33,-69,-81,100,100,-81,-87,100,100,100,100,100,-68,-54,100,100,-73,100,100,100,100,100,100,100,-98,-84,,
22,2022-07-23-17:09:38,-75,-81,100,100,-88,-95,100,100,100,100,100,-75,-62,100,100,-76,100,100,100,100,100,100,100,100,-85,,
23,2022-07-23-17:09:43,-75,-94,100,100,-88,100,100,100,100,100,100,100,-62,100,100,-75,100,100,100,100,100,100,100,100,-86,,
24,2022-07-23-17:09:48,-69,-81,100,100,-81,-87,100,100,100,100,100,-68,-54,100,100,-73,100,100,100,100,-86,100,100,100,-81,,
25,2022-07-23-17:09:53,-69,100,100,100,-83,-95,100,100,100,100,100,-75,-53,100,100,-75,100,100,100,100,100,100,100,100,-84,,
26,2022-07-23-17:09:58,-69,-82,100,100,-81,-89,100,100,100,100,100,-68,-54,100,100,-73,100,100,100,100,-86,100,100,-93,-82,,
27,2022-07-23-17:10:03,-68,-81,100,100,-81,100,100,100,100,100,100,-68,-54,100,100,-73,100,100,100,100,-86,100,100,100,-81,,
28,2022-07-23-17:10:08,-69,-82,100,100,-83,-90,100,100,100,100,100,-68,-53,100,100,-73,100,100,100,100,100,100,100,-92,-84,,
29,2022-07-23-17:10:13,-75,-82,100,100,-88,-86,100,100,100,100,100,-75,-62,100,100,-75,100,100,100,100,100,100,100,100,-81,,
30,2022-07-23-17:10:18,-69,-82,100,100,-83,-89,100,100,100,100,100,-68,-53,100,100,-73,100,100,100,100,100,100,100,100,-84,,
31,2022-07-23-17:10:23,-69,-82,100,100,100,-89,100,100,100,100,100,-68,-53,100,100,-73,100,100,100,100,100,100,100,-92,-84,,
32,2022-07-23-17:10:28,-74,-93,100,100,-87,100,100,100,100,100,100,-75,-62,100,100,-75,100,100,100,100,100,100,100,100,-86,,
33,2022-07-23-17:10:33,-68,-82,100,100,-83,100,100,100,100,100,100,-68,-53,100,100,-73,100,100,100,100,100,100,100,-93,-84,,
34,2022-07-23-17:10:38,-74,-82,100,100,-81,-87,100,100,100,100,100,-75,-62,100,100,-73,100,100,100,100,100,100,100,100,-86,,
35,2022-07-23-17:10:43,-74,-93,100,100,-88,-94,100,100,100,100,100,-75,-62,100,100,-75,100,100,100,100,100,100,100,100,-86,,
36,2022-07-23-17:10:48,-69,-81,100,100,-81,-86,100,100,100,100,100,-68,-54,100,100,-73,100,100,100,100,100,100,100,100,-81,,
37,2022-07-23-17:10:53,-74,-92,100,100,-88,-96,100,100,100,100,100,-75,-62,100,100,-75,100,100,100,100,100,100,100,-98,-86,,
38,2022-07-23-17:10:58,-69,-82,100,100,-84,-90,100,100,100,100,100,-68,-53,100,100,-72,100,100,100,100,100,100,100,-92,-83,,
39,2022-07-23-17:11:03,-69,-81,100,100,-81,-87,100,100,100,100,100,-68,-54,100,100,-72,100,100,100,100,100,100,100,-100,-81,,
40,2022-07-23-17:11:08,-70,-82,100,100,-83,100,100,100,100,100,100,-68,-53,100,100,-73,100,100,100,100,100,100,100,100,-84,,
41,2022-07-23-17:11:13,-69,-81,100,100,-81,-90,100,100,100,100,100,-68,-54,100,100,-73,100,100,100,100,100,100,100,-97,-82,,
42,2022-07-23-17:11:18,-74,-93,100,100,-90,100,100,100,100,100,100,-75,-62,100,100,-73,100,100,100,100,100,100,100,100,-85,,
43,2022-07-23-17:11:23,-69,-83,100,100,100,-90,100,100,100,100,100,-68,-53,100,100,-73,100,100,100,100,100,100,100,-92,-84,,
44,2022-07-23-17:11:28,-74,-93,100,100,-88,100,100,100,100,100,100,-75,-62,100,100,-75,100,100,100,100,100,100,100,100,-86,,
45,2022-07-23-17:11:33,-69,-82,100,100,-83,-89,100,100,100,100,100,-68,-53,100,100,-73,100,100,100,100,100,100,100,-92,-84,,
46,2022-07-23-17:11:38,-68,-82,100,100,-81,-86,100,100,100,100,100,-68,-55,100,100,-72,100,100,100,100,100,100,100,100,-81,,
47,2022-07-23-17:11:43,-74,-93,100,100,-88,-86,100,100,100,100,100,-74,-62,100,100,-75,100,100,100,100,100,100,100,-100,-87,,
48,2022-07-23-17:11:48,-69,-81,100,100,-81,-87,100,100,100,100,100,-68,-54,100,100,-73,100,100,100,100,100,100,100,100,100,,
49,2022-07-23-17:11:53,-76,-93,100,100,-88,-87,100,100,100,100,100,-74,-62,100,100,-75,100,100,100,100,-86,100,100,-99,-85,,
50,2022-07-23-17:11:58,-70,-82,100,100,-84,-90,100,100,100,100,100,-68,-53,100,100,-73,100,100,100,100,100,100,100,-97,-83,,
51,2022-07-23-17:12:03,-69,-81,100,100,-81,-87,100,100,100,100,100,-68,-54,100,100,-72,100,100,100,100,-86,100,100,100,-80,,
52,2022-07-23-17:12:08,-69,-82,100,100,-83,-90,100,100,100,100,100,-68,-53,100,100,100,100,100,100,100,100,100,100,100,100,,
53,2022-07-23-17:12:13,-68,-82,100,100,-81,-87,100,100,100,100,100,-68,-55,100,100,-72,100,100,100,100,100,100,100,-94,-82,,
54,2022-07-23-17:12:18,-74,-93,100,100,-88,-95,100,100,100,100,100,-75,-62,100,100,-75,100,100,100,100,-85,100,100,-99,-85,,
55,2022-07-23-17:12:23,-69,-83,100,100,-83,-89,100,100,100,100,100,-68,-53,100,100,-73,100,100,100,100,100,100,100,-93,-83,,
56,2022-07-23-17:12:28,100,100,100,100,-83,100,100,100,100,100,100,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,,
57,2022-07-23-17:12:33,-74,-93,100,100,-89,100,100,100,100,100,100,-69,-52,100,100,-73,100,100,100,100,100,100,100,100,-84,,
58,2022-07-23-17:12:38,-68,-82,100,100,-84,-88,100,100,100,100,100,-69,-52,100,100,-73,100,100,100,100,-89,100,100,-92,-82,,
59,2022-07-23-17:12:43,-74,-92,100,100,-88,-87,100,100,100,100,100,-75,-64,100,100,-73,100,100,100,100,100,100,100,100,-85,,
