index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-23-16:17:53,-72,-83,100,100,-90,-85,100,100,-100,100,100,-79,-66,100,100,-61,100,100,100,100,-88,100,100,-91,-80
1,2022-07-23-16:17:58,-87,-83,100,100,-81,-87,100,100,100,100,100,-80,-69,100,100,-61,100,100,100,100,-88,100,100,-93,-79
2,2022-07-23-16:18:03,-72,-84,100,100,-81,-74,100,100,100,100,100,-68,-61,100,100,-58,100,100,100,100,-89,100,100,100,-77
3,2022-07-23-16:18:08,-71,-82,100,100,-78,-77,100,100,100,100,100,-68,-69,100,100,-58,100,100,100,100,100,100,100,-92,-71
4,2022-07-23-16:18:13,-71,-81,100,100,-78,100,100,100,100,100,100,-69,-61,100,100,-59,100,100,100,100,100,100,100,-88,-78
5,2022-07-23-16:18:18,-71,-82,100,100,-78,-78,100,100,100,100,100,-68,-69,-95,100,-59,100,100,100,100,100,100,100,-88,-69
6,2022-07-23-16:18:23,-86,-95,100,100,-78,-87,100,100,100,100,100,-80,-69,100,100,-71,100,100,100,100,-90,100,100,100,-78
7,2022-07-23-16:18:28,-71,-81,100,100,-78,-76,100,100,100,100,100,-68,-61,100,100,-59,100,100,100,100,100,100,100,-88,-78
8,2022-07-23-16:18:33,100,-81,100,100,-78,100,100,100,100,100,100,-81,-69,100,100,100,100,100,100,100,100,100,100,-97,100
9,2022-07-23-16:18:38,-86,-80,100,100,-80,-77,100,100,100,100,100,-68,-61,100,100,-70,100,100,100,100,100,100,100,-87,-78
10,2022-07-23-16:18:43,-74,-83,100,100,-78,-76,100,100,100,100,100,-68,-69,100,100,100,100,100,100,100,100,100,100,-91,-78
11,2022-07-23-16:18:48,-86,-95,100,100,-81,-88,100,100,100,100,100,-81,-69,100,100,-70,100,100,100,100,100,100,100,-97,-78
12,2022-07-23-16:18:53,-86,100,100,100,100,-88,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,-97,100
13,2022-07-23-16:18:58,-86,-82,100,100,-78,-87,100,100,100,100,100,-80,-69,100,100,-58,100,100,100,100,100,100,100,100,-78
14,2022-07-23-16:19:03,-71,-94,100,100,-79,-77,100,100,100,100,100,-68,-61,100,100,-59,100,100,100,100,-89,100,100,-88,-78
15,2022-07-23-16:19:08,-74,-83,100,100,-78,-77,100,100,100,100,100,-68,-69,100,100,-59,100,100,100,100,100,100,100,-93,-71
16,2022-07-23-16:19:13,-74,100,100,100,100,100,100,100,100,100,100,-69,-69,100,100,100,100,100,100,100,100,100,100,100,-71
17,2022-07-23-16:19:18,-70,-81,100,100,-78,-76,100,100,100,100,100,-68,-61,-98,100,-59,100,100,100,100,100,100,100,-92,-77
18,2022-07-23-16:19:23,-74,-82,100,100,-80,-87,100,100,100,100,100,-80,-69,100,100,-58,100,100,100,100,-88,100,100,-97,-71
19,2022-07-23-16:19:28,-71,-95,100,100,-78,-76,100,100,100,100,100,-68,-61,100,100,-59,100,100,100,100,100,100,100,-89,-78
20,2022-07-23-16:19:33,-71,-81,100,100,-78,-76,100,100,100,100,100,-68,-61,100,100,-59,100,100,100,100,100,100,100,-88,-78
21,2022-07-23-16:19:38,-85,-96,100,100,-81,-89,100,100,100,100,100,-80,-69,100,100,-70,100,100,100,100,-89,100,100,100,-78
22,2022-07-23-16:19:43,-74,-82,100,100,-78,-76,100,100,100,100,100,-68,-61,100,100,-58,100,100,100,100,100,100,100,-88,-77
23,2022-07-23-16:19:48,-86,-94,100,100,-81,-88,100,100,100,100,100,-81,-69,100,100,-71,100,100,100,100,-89,100,100,-92,-71
24,2022-07-23-16:19:53,-86,-94,100,100,-81,-88,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,-89,100,100,-99,-78
25,2022-07-23-16:19:58,-74,-82,100,100,-78,-77,100,100,100,100,100,-68,-69,100,100,-58,100,100,100,100,100,100,100,-92,-71
26,2022-07-23-16:20:03,-87,100,100,100,-80,-86,100,100,100,100,100,-68,-69,100,100,-70,100,100,100,100,-90,100,100,-93,-78
27,2022-07-23-16:20:08,-74,-83,100,100,-77,-77,100,100,100,100,100,-68,-62,100,100,-59,100,100,100,100,-91,100,100,-91,-71
28,2022-07-23-16:20:13,-74,100,100,100,-78,-77,100,100,100,100,100,-67,-69,100,100,-58,100,100,100,100,100,100,100,-92,-70
29,2022-07-23-16:20:18,-71,-80,100,100,-77,-77,100,100,100,100,100,-68,-61,100,100,-58,100,100,100,100,100,100,100,-88,-77
30,2022-07-23-16:20:23,-74,-82,100,100,-78,-77,100,100,100,100,100,-68,-69,100,100,-58,100,100,100,100,100,100,100,-94,-71
31,2022-07-23-16:20:28,-71,-81,100,100,-78,-77,100,100,100,100,100,-81,-61,100,100,-59,100,100,100,100,-90,100,100,100,-79
32,2022-07-23-16:20:33,-71,-81,100,100,-78,-77,100,100,100,100,100,-68,-60,100,100,-59,100,100,100,100,100,100,100,-88,-78
33,2022-07-23-16:20:38,-86,100,100,100,-81,-88,100,100,100,100,100,-81,-69,100,100,-70,100,100,100,100,-90,100,100,-98,-78
34,2022-07-23-16:20:43,-71,-81,100,100,-78,-77,100,100,100,100,100,-68,-61,-97,100,100,100,100,100,100,100,100,100,-88,-77
35,2022-07-23-16:20:48,-74,-94,100,100,-78,-77,100,100,100,100,100,-68,-69,100,100,-70,100,100,100,100,100,100,100,100,-79
36,2022-07-23-16:20:53,-86,-94,100,100,-81,-88,100,100,100,100,100,-80,-69,100,100,-71,100,100,100,100,-88,100,100,100,-80
37,2022-07-23-16:20:58,-74,-83,100,100,100,-77,100,100,100,100,100,-68,-69,100,100,-57,100,100,100,100,100,100,100,100,-71
38,2022-07-23-16:21:03,-86,-94,100,100,-80,-88,100,100,100,100,100,-81,-69,100,100,-70,100,100,100,100,100,100,100,100,-79
39,2022-07-23-16:21:08,-71,-81,100,100,-78,-76,100,100,100,100,100,-68,-60,100,100,-59,100,100,100,100,-90,100,100,-87,-77
40,2022-07-23-16:21:13,-74,-83,100,100,-78,-77,100,100,100,100,100,-68,-69,100,100,-58,100,100,100,100,100,100,100,-92,-71
41,2022-07-23-16:21:18,-71,-81,100,100,-78,-76,100,100,100,100,100,-68,-61,100,100,-59,100,100,100,100,100,100,100,100,-78
42,2022-07-23-16:21:23,-75,-82,100,100,-78,-77,100,100,100,100,100,-68,-69,100,100,-59,100,100,100,100,100,100,100,-93,-71
43,2022-07-23-16:21:28,-74,-94,100,100,-80,-88,100,100,100,100,100,-81,-69,100,100,-70,100,100,100,100,-89,100,100,-98,-78
44,2022-07-23-16:21:33,-71,-80,100,100,-78,-76,100,100,100,100,100,-68,-61,100,100,-59,100,100,100,100,100,100,100,-88,-77
45,2022-07-23-16:21:38,100,100,100,100,100,100,100,100,100,100,100,-80,-69,100,100,100,100,100,100,100,100,100,100,100,-78
46,2022-07-23-16:21:43,-72,-82,100,100,-78,-87,100,100,100,100,100,-68,-61,-96,100,-58,100,100,100,100,-89,100,100,-88,-78
47,2022-07-23-16:21:48,-74,-83,100,100,-78,-77,100,100,100,100,100,-68,-69,100,100,-58,100,100,100,100,100,100,100,-92,-71
48,2022-07-23-16:21:53,-86,-95,100,100,-80,-87,100,100,100,100,100,-81,-69,100,100,-70,100,100,100,100,-87,100,100,-96,-78
49,2022-07-23-16:21:58,100,100,100,100,-78,100,100,100,100,100,100,-68,-69,100,100,-70,100,100,100,100,100,100,100,100,-71
50,2022-07-23-16:22:03,-86,-82,100,100,-80,-88,100,100,100,100,100,-81,-69,100,100,-58,100,100,100,100,100,100,100,-97,-78
51,2022-07-23-16:22:08,-71,-81,100,100,-78,-77,100,100,100,100,100,-68,-61,-98,100,-61,100,100,100,100,-89,100,100,-87,-78
52,2022-07-23-16:22:13,-74,-82,100,100,-78,-76,100,100,100,100,100,-68,-69,100,100,-58,100,100,100,100,100,100,100,-92,-71
