index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-69.48
0,2022-07-23-17:46:21,-67,-92,100,100,-96,-91,100,100,100,100,100,-71,-76,100,100,-90,100,100,100,100,100,100,100,-96,-88,,
1,2022-07-23-17:46:27,-66,-82,100,100,-83,-84,100,100,100,100,100,-62,-70,100,100,-82,100,100,100,100,100,100,100,-87,-72,,
2,2022-07-23-17:46:31,-71,-79,100,100,-78,-77,100,100,100,100,100,-64,-62,-95,100,-77,100,100,100,100,100,100,100,-82,-71,,
3,2022-07-23-17:46:37,-75,-89,100,100,-79,-81,100,100,100,100,100,-62,-62,-96,100,-86,100,100,100,100,100,100,100,-84,-72,,
4,2022-07-23-17:46:41,-66,-80,100,100,-84,-79,100,100,100,100,100,-71,-63,100,100,-87,100,100,100,100,100,100,100,-81,-76,,
5,2022-07-23-17:46:46,-66,-79,100,100,-78,-79,100,100,100,100,100,-62,-63,-95,100,-78,100,100,100,100,100,100,100,-89,-73,,
6,2022-07-23-17:46:52,-70,-87,100,100,-84,-77,100,100,100,100,100,-62,-63,-94,100,-78,100,100,100,100,100,100,100,-82,-70,,
7,2022-07-23-17:46:56,-70,-80,100,100,-94,-77,100,100,100,100,100,-71,-77,100,100,-78,100,100,100,100,100,100,100,-82,-70,,
8,2022-07-23-17:47:01,-74,-87,100,100,-78,-79,100,100,100,100,100,-62,-63,100,100,-87,100,100,100,100,100,100,100,-82,-76,,
9,2022-07-23-17:47:06,-70,-79,100,100,-84,-77,100,100,100,100,100,-62,-63,100,100,-78,100,100,100,100,100,100,100,-81,-73,,
10,2022-07-23-17:47:12,-75,-87,100,100,100,-79,100,100,100,100,100,-62,-77,100,100,-78,100,100,100,100,100,100,100,-82,-70,,
