index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-16:05:36,100,-96,-62,-92,-91,100,-86,-82,-76,-93,-98,-89,100,100,-94,-95,100,-80,-79,-88,-98,100,-87,-91,-97,100
1,2022-07-19-16:05:41,100,-85,-77,-92,-95,100,-87,-73,-80,100,100,-82,100,100,-93,-94,100,-74,-56,100,-91,100,100,-94,100,100
2,2022-07-19-16:05:46,100,-82,-68,-88,-86,100,-84,-72,-72,100,100,-83,100,100,-82,-88,100,-70,-54,-89,-90,100,-91,-91,100,100
3,2022-07-19-16:05:51,100,-87,-69,100,100,100,100,-73,-73,100,100,-84,100,100,-92,100,100,-74,-56,100,-92,100,100,100,100,100
4,2022-07-19-16:05:56,100,-81,-64,-91,-94,100,-94,-78,-71,100,100,-83,100,100,-83,-94,100,-70,-52,-88,-90,100,-91,100,100,100
5,2022-07-19-16:06:01,100,-88,-60,-87,-81,100,-78,-69,-68,-90,100,-82,100,100,-87,-92,100,-73,-55,-86,-88,100,-91,-90,100,100
6,2022-07-19-16:06:06,100,-87,-90,-91,-81,100,-92,-72,-81,-93,100,-82,100,100,-95,-96,100,-75,-57,100,-90,100,100,-93,100,100
7,2022-07-19-16:06:11,100,-88,-90,-91,100,100,100,-72,-80,100,100,-84,100,100,-90,-93,100,-76,-56,100,-93,100,100,100,100,100
8,2022-07-19-16:06:16,100,-88,-72,-85,-80,100,-84,-70,-67,-91,100,-80,100,100,-92,100,100,-81,-67,-86,-88,100,100,100,100,100
9,2022-07-19-16:06:21,100,-81,-67,-92,-92,100,-89,-72,-70,100,100,-81,100,100,-81,-86,100,-71,-52,-88,-92,100,-95,-92,100,100
10,2022-07-19-16:06:26,100,-88,-61,-85,-80,100,-84,-69,-68,-100,100,-81,100,100,-83,-96,100,-73,-54,-89,-92,100,-91,100,100,100
11,2022-07-19-16:06:31,100,-87,-60,-85,100,100,-84,-69,-68,100,100,-81,100,100,-83,100,100,-73,-54,100,-93,100,-92,100,100,100
12,2022-07-19-16:06:36,100,-81,-65,-91,-80,100,-84,-85,-72,-94,100,-81,100,100,-82,-86,100,-71,-53,-89,100,100,100,-91,100,100
13,2022-07-19-16:06:41,100,-86,-86,-91,-96,100,-85,-72,-79,-99,100,-82,100,100,-94,-94,100,-73,-56,-88,-92,100,-91,100,100,100
14,2022-07-19-16:06:46,100,-82,-65,-92,-90,100,-92,-85,-72,-98,100,-80,100,100,-82,-87,100,-71,-52,-88,-91,100,100,-93,100,100
15,2022-07-19-16:06:51,100,-81,-65,-91,-90,100,100,-85,-72,-96,-96,-80,100,100,-82,-86,100,-71,-52,-89,100,100,100,100,100,100
16,2022-07-19-16:06:56,100,-87,-87,-91,100,100,-85,-72,-80,100,100,-83,100,100,-92,-96,100,-75,-56,100,-91,100,100,-94,100,100
17,2022-07-19-16:07:01,100,-82,-61,-85,-81,100,-83,-69,-68,100,-96,-81,100,100,-82,-86,100,-74,-52,-88,-91,100,-92,100,100,100
18,2022-07-19-16:07:06,100,-87,-86,-91,-80,100,-87,-72,-80,-98,100,-83,100,100,-83,-92,100,-75,-57,-88,-92,100,100,-92,100,100
19,2022-07-19-16:07:11,100,-87,-87,-90,100,100,-85,-72,-80,100,100,-83,100,100,-93,-93,100,-76,-56,100,-90,100,100,100,100,100
20,2022-07-19-16:07:16,100,-89,-61,-84,-81,100,-84,-69,-68,100,100,-81,100,100,-83,100,100,-73,-54,-88,-93,100,-91,100,100,100
21,2022-07-19-16:07:21,100,-86,-65,-91,100,100,-87,-72,-80,100,100,-80,100,100,-93,-87,100,-75,-56,100,-90,100,100,-93,100,100
22,2022-07-19-16:07:26,100,-88,-61,-85,-81,100,-84,-69,-68,-100,-96,-81,100,100,-83,-87,100,-73,-52,-88,100,100,-94,-91,100,100
23,2022-07-19-16:07:31,100,-87,-61,-85,-80,100,-84,-69,-68,100,100,-80,100,100,-83,-93,100,-73,-54,-88,-93,100,-91,100,100,100
24,2022-07-19-16:07:36,100,-81,-65,-90,-89,100,100,-86,-72,-95,100,-80,100,100,-82,-86,100,-72,-52,100,100,100,100,100,100,100
25,2022-07-19-16:07:41,100,-88,-61,-85,-80,100,-84,-69,-68,-96,100,-80,100,100,-83,-86,100,-73,-54,-89,-91,100,100,100,100,100
26,2022-07-19-16:07:46,100,-81,-65,-91,-93,100,-85,-86,-79,-92,100,-83,100,100,-82,-93,100,-75,-52,100,-91,100,100,100,100,100
27,2022-07-19-16:07:51,100,-82,-65,-93,-89,100,-91,-85,-72,-89,-95,-84,100,100,-82,-87,100,-71,-52,-91,100,100,-89,100,100,100
28,2022-07-19-16:07:56,100,-87,-87,-92,-94,100,-85,-72,-80,-93,100,-84,100,100,-93,-93,100,-75,-56,100,-93,100,100,-96,100,100
29,2022-07-19-16:08:01,100,-81,-65,-90,-85,100,-85,-85,-71,-92,-100,-82,100,100,-81,-92,100,-71,-53,-88,-93,100,-93,-94,100,100
30,2022-07-19-16:08:06,100,-83,-87,-91,-81,100,-84,-72,-79,100,100,-81,100,100,-83,100,100,-73,-54,-88,-93,100,-91,100,100,100
31,2022-07-19-16:08:11,100,-86,-87,-90,100,100,-86,-72,-80,100,100,-83,100,100,-93,-93,100,-75,-56,100,-91,100,100,-93,100,100
32,2022-07-19-16:08:16,100,-88,-60,-85,-80,100,-84,-69,-68,-98,100,-81,100,100,-83,100,100,-73,-54,-88,100,100,100,100,100,100
33,2022-07-19-16:08:21,100,-87,-88,-91,-81,100,-86,-72,-80,-98,100,-83,100,100,-92,-92,100,-75,-56,100,-91,100,-91,-92,100,100
34,2022-07-19-16:08:26,100,-82,-66,-91,-90,100,-85,-85,-72,-95,-96,-81,100,100,-82,-86,100,-71,-52,-89,-92,100,-94,-92,100,100
35,2022-07-19-16:08:31,100,-88,-61,-85,-81,100,-84,-69,-68,100,100,-81,100,100,-83,-95,100,-73,-55,-89,100,100,-91,100,100,100
36,2022-07-19-16:08:36,100,-81,-65,-92,100,100,100,-85,100,100,100,-81,100,100,-82,-86,100,-71,-53,100,100,100,100,-90,100,100
37,2022-07-19-16:08:41,100,-87,-61,-85,-81,100,-84,-69,-68,100,100,-81,100,100,-83,-87,100,-73,-54,-88,100,100,100,-90,100,100
38,2022-07-19-16:08:46,100,-87,-87,-91,-80,100,-85,-72,-80,100,100,-82,100,100,-94,-93,100,-75,-56,-88,-92,100,100,-92,100,100
39,2022-07-19-16:08:51,100,-82,-65,-91,-91,100,-85,-85,-72,100,-96,-81,100,100,-82,-86,100,-72,-52,-89,-91,100,100,-90,100,100
40,2022-07-19-16:08:56,100,100,100,-91,100,100,100,-72,-80,100,100,-82,100,100,-95,-94,100,-76,-57,100,100,100,100,100,100,100
41,2022-07-19-16:09:01,100,-81,-65,-92,100,100,-92,-85,-72,100,100,-83,100,100,-83,-89,100,-75,-53,100,-91,100,-94,-93,100,100
42,2022-07-19-16:09:06,100,-83,-61,-86,-83,100,-80,-69,-69,-92,100,-84,100,100,-84,-94,100,-74,-57,100,-92,100,100,-91,100,100
43,2022-07-19-16:09:11,100,-88,-80,-97,-92,100,-87,-76,-80,-91,100,-82,100,100,-92,-97,100,-76,-56,100,-92,100,100,-95,100,100
44,2022-07-19-16:09:16,100,-91,-81,-93,-82,100,100,-78,-80,100,100,-81,100,100,-87,100,100,-74,-54,-87,-89,100,-91,100,100,100
45,2022-07-19-16:09:21,100,-87,-80,-91,-82,100,-86,-73,-77,100,100,-82,100,100,-91,-94,100,-75,-56,-89,-92,100,-89,-92,100,100
46,2022-07-19-16:09:26,100,-82,-65,-92,-85,100,-91,-87,-73,100,100,-84,100,100,-80,-88,100,-75,-52,-88,-90,100,-93,-93,100,100
47,2022-07-19-16:09:31,100,-86,-60,-86,-80,100,-85,-69,-68,-91,100,-80,100,100,-82,100,100,-73,-55,-90,-92,100,-92,100,100,100
48,2022-07-19-16:09:36,100,100,-60,-87,-81,100,100,-69,-68,100,100,-81,100,100,100,100,100,100,-53,100,100,100,100,-91,100,100
