index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-79.86
41,2022-07-23-15:24:27,-84,-79,100,100,-74,-56,100,100,100,100,100,-87,-86,100,100,-81,100,100,100,100,-93,100,100,-86,-53,,
42,2022-07-23-15:24:32,-79,-79,100,100,-74,-75,100,100,100,100,100,100,-86,100,100,-81,-99,100,100,100,-82,100,100,-78,-59,,
43,2022-07-23-15:24:37,-78,-75,100,100,100,-59,100,100,100,100,100,-91,-82,100,100,-72,100,100,100,100,-77,100,100,-78,-59,,
44,2022-07-23-15:24:42,-78,-79,100,100,-81,-75,100,100,100,100,100,-83,-84,-93,100,-72,100,100,100,100,-78,100,100,-86,-53,,
45,2022-07-23-15:24:47,-79,-79,100,100,-74,-75,100,100,100,100,100,-90,-86,100,100,-81,100,100,100,100,100,100,100,-78,-60,,
46,2022-07-23-15:24:52,-78,100,100,100,-85,-56,100,100,100,100,100,-91,-81,100,100,-82,100,100,100,100,-78,100,100,-78,-59,,
47,2022-07-23-15:24:57,-86,-75,100,100,-85,-56,100,100,-95,100,100,-86,-84,100,100,-81,100,100,100,100,-78,100,100,-98,-59,,
48,2022-07-23-15:25:02,-86,-75,100,100,-81,-56,100,100,100,100,100,-89,-92,100,100,-79,100,100,100,100,-78,100,100,-86,-59,,
49,2022-07-23-15:25:07,-79,-75,100,100,-74,-59,100,100,100,100,100,-87,-85,100,100,-83,100,100,100,100,-89,100,100,-88,-59,,
50,2022-07-23-15:25:12,-85,-80,100,100,-88,-76,100,100,100,100,100,-92,-85,-92,100,-73,100,100,100,100,100,100,100,-78,-59,,
51,2022-07-23-15:25:17,-78,-79,100,100,-85,-56,100,100,-95,100,100,-87,-86,-95,100,-81,100,100,100,100,-79,100,100,-84,-53,,
52,2022-07-23-15:25:22,-78,-80,100,100,-75,-56,100,100,100,100,100,-90,-86,100,100,-81,100,100,100,100,-79,100,100,-99,-53,,
53,2022-07-23-15:25:27,-79,-80,100,100,-81,-59,100,100,100,100,100,-87,-81,100,100,-73,-99,100,100,100,-79,100,100,-86,-59,,
54,2022-07-23-15:25:32,-78,-80,100,100,-80,-56,100,100,100,100,100,-87,-84,100,100,-72,100,100,100,100,-89,100,100,-99,-53,,
55,2022-07-23-15:25:37,-79,-75,100,100,-74,-60,100,100,100,100,100,-87,-82,100,100,-81,100,100,100,100,-81,100,100,-86,-59,,
56,2022-07-23-15:25:42,-78,-80,100,100,-85,-56,100,100,-95,100,100,-83,-84,100,100,-81,100,100,100,100,-93,100,100,-86,-53,,
57,2022-07-23-15:25:47,-78,-75,100,100,-74,-56,100,100,100,100,100,-87,-81,100,100,-82,100,100,100,100,-77,100,100,-86,-53,,
58,2022-07-23-15:25:52,-78,-79,100,100,-85,-59,100,100,100,100,100,-90,-86,100,100,-81,-99,100,100,100,-78,100,100,-78,-61,,
59,2022-07-23-15:25:57,-79,-75,100,100,-74,-60,100,100,100,100,100,-86,-82,100,100,-81,100,100,100,100,-91,100,100,-86,-60,,
