index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-22-20:45:06,100,-72,-75,100,-85,-93,-94,-92,-63,-100,-95,100,100,-78,100,100,-72,-77,100,100,100,-92,100,-95,-88
1,2022-07-22-20:45:11,100,-86,-77,100,-74,100,100,100,-66,100,100,100,100,-88,100,100,-70,100,100,100,100,100,100,100,-98
2,2022-07-22-20:45:16,100,-80,-75,100,-82,100,-98,100,-60,100,100,100,100,100,100,100,-84,-80,100,100,100,100,100,-97,100
3,2022-07-22-20:45:21,100,-71,-74,100,-80,100,-91,100,-64,100,100,100,100,-78,100,100,-65,-80,100,100,100,-92,100,-84,-90
4,2022-07-22-20:45:26,100,-74,-75,100,-81,100,100,100,-60,100,100,100,100,-77,100,100,-84,-82,100,100,100,-91,100,-97,-90
5,2022-07-22-20:45:31,100,-74,-76,100,-82,100,100,100,-60,100,100,100,100,100,100,100,-86,-81,100,100,100,100,100,100,100
6,2022-07-22-20:45:36,100,-72,-78,100,-81,100,-94,100,-60,100,100,100,100,-80,100,100,-66,-84,100,-100,100,-89,100,-84,100
7,2022-07-22-20:45:41,100,-78,-76,100,-82,100,-98,-96,-63,100,100,100,100,-78,100,-97,-72,-92,100,100,100,100,100,-88,100
8,2022-07-22-20:45:46,100,-70,-76,100,-84,100,-94,100,-60,100,100,100,100,-80,-92,-96,-66,-77,100,100,100,-92,100,-86,100
9,2022-07-22-20:45:51,100,-71,-78,100,-82,100,100,100,-59,100,100,100,100,-78,100,100,-66,-77,100,100,100,-92,100,-82,-87
10,2022-07-22-20:45:56,100,-80,-76,100,-73,100,-100,-93,-63,100,100,100,100,-80,100,-96,-72,-90,100,100,100,-91,100,-89,100
11,2022-07-22-20:46:01,100,-72,-78,100,-83,100,100,-94,-61,100,100,100,100,-78,100,-94,-65,-78,100,100,100,-91,100,-84,-88
12,2022-07-22-20:46:06,100,-76,-76,100,-73,100,100,-95,-60,100,100,100,100,-82,100,-98,-77,-92,100,100,100,100,100,-89,100
13,2022-07-22-20:46:11,100,-82,-78,100,-74,100,100,100,-63,100,100,100,100,-82,100,-96,-74,-92,100,100,100,-92,100,-90,100
14,2022-07-22-20:46:16,100,-75,-77,100,-82,100,100,-92,-61,100,100,100,100,-94,100,100,-84,-79,100,100,100,100,100,100,100
15,2022-07-22-20:46:21,100,-79,-76,100,-73,100,-93,-97,-63,100,100,100,100,-80,100,-93,-73,-89,100,100,100,-92,100,-90,100
16,2022-07-22-20:46:26,100,-72,-77,100,-82,100,100,-97,-60,100,100,100,100,-78,100,100,-66,-80,100,100,100,100,100,-96,-89
17,2022-07-22-20:46:31,100,-73,-76,100,-82,100,-94,-93,-60,100,100,100,100,-94,100,100,-83,-79,100,100,100,100,100,-97,100
18,2022-07-22-20:46:36,100,-71,-77,100,-82,100,100,100,-60,100,100,100,100,-78,100,100,-66,-80,100,100,100,-91,100,-83,-90
19,2022-07-22-20:46:41,100,-73,-76,100,-82,-93,100,-93,-60,100,100,100,100,-97,100,100,-83,-80,100,100,100,-91,100,-96,-90
20,2022-07-22-20:46:46,100,-79,-76,100,-73,100,100,100,-63,100,100,100,100,-80,100,100,-66,-89,100,100,100,-92,100,100,-90
21,2022-07-22-20:46:51,100,-72,-77,100,-83,100,100,100,-60,100,100,100,100,-77,100,100,-66,-81,100,100,100,-92,100,-83,-90
22,2022-07-22-20:46:56,100,-79,-76,100,-73,100,100,100,-63,100,100,100,100,-80,100,-96,-73,-89,100,100,100,100,100,-88,100
23,2022-07-22-20:47:01,100,-72,-77,100,-82,100,-93,-96,-60,100,100,100,100,-78,-92,100,-66,-80,100,100,100,-92,100,-89,-90
24,2022-07-22-20:47:06,100,-74,-76,100,-82,-93,100,-93,-61,100,100,100,100,-91,100,100,-84,-80,100,100,100,100,100,-83,-90
25,2022-07-22-20:47:11,100,-78,-76,100,-72,100,100,-95,-63,-94,100,100,100,-80,100,-96,-73,-85,100,100,100,-92,100,-89,100
26,2022-07-22-20:47:16,100,-73,-77,100,-82,100,100,-94,-60,100,100,100,100,-95,100,100,-82,100,100,100,100,100,100,-98,100
27,2022-07-22-20:47:21,100,-78,-76,100,-73,100,-98,-92,-63,100,100,100,100,-80,100,100,-83,-91,100,100,100,-90,100,-89,100
28,2022-07-22-20:47:26,100,-71,-78,100,-83,100,100,-94,-60,100,100,100,100,-78,100,100,-66,-80,100,100,100,-92,100,-84,-89
29,2022-07-22-20:47:31,100,-73,-76,100,-82,100,-97,-92,-60,100,100,100,100,-96,100,100,-83,-80,100,100,100,100,100,-95,-89
30,2022-07-22-20:47:36,100,-71,100,100,-82,100,100,100,-60,100,100,100,100,100,100,100,-66,-80,100,100,100,100,100,100,-89
31,2022-07-22-20:47:41,100,-73,-76,100,-82,100,100,-93,-60,100,100,100,100,-97,100,100,-82,-79,100,100,100,-92,100,-97,-89
32,2022-07-22-20:47:46,100,-78,-76,100,-73,100,-92,-94,-63,100,100,100,100,-80,-95,-96,-73,-88,100,100,100,-91,100,-88,100
33,2022-07-22-20:47:51,100,-72,-77,100,-82,-92,-92,100,-60,100,100,100,100,-78,-96,100,-66,-80,100,100,100,-91,100,-84,-89
34,2022-07-22-20:47:56,100,-78,-76,100,100,100,100,100,100,-98,100,100,100,-80,100,100,-66,-89,100,100,100,-92,100,100,100
35,2022-07-22-20:48:01,100,-71,-77,100,-73,100,-92,-95,-60,100,100,100,100,-78,100,100,-66,-80,100,100,100,-91,100,-83,-89
36,2022-07-22-20:48:06,100,-74,-76,100,-82,100,-96,-94,-60,100,100,100,100,-96,100,100,-83,-80,100,100,100,-91,100,-96,-90
37,2022-07-22-20:48:11,100,-79,-76,100,-73,100,-94,-96,-63,100,100,100,100,-80,100,-96,-73,-88,100,100,100,-92,100,-89,100
38,2022-07-22-20:48:16,100,100,100,100,-73,100,100,100,-64,100,100,100,100,100,100,100,-73,-89,100,100,100,100,100,-89,100
39,2022-07-22-20:48:21,100,-78,-76,100,-74,100,-96,-93,-64,100,100,100,100,-81,100,100,-83,-80,100,100,100,-91,100,-90,100
40,2022-07-22-20:48:26,100,-71,-77,100,-83,-95,100,100,-60,100,100,100,100,-78,100,-96,-66,-80,100,100,100,-92,100,-83,-90
41,2022-07-22-20:48:31,100,-73,-76,100,-82,-93,100,-92,-60,100,100,100,100,-78,100,100,-83,-80,100,100,100,100,100,-96,-89
42,2022-07-22-20:48:36,100,100,-76,100,-82,100,100,-92,-60,100,100,100,100,-96,100,100,-83,-80,100,100,100,100,100,100,100
43,2022-07-22-20:48:41,100,-72,-76,100,-83,-92,100,100,-60,100,100,100,100,-78,100,100,-66,-80,100,100,100,100,100,-96,-90
44,2022-07-22-20:48:46,100,-74,-76,100,-73,100,100,-96,-60,-98,100,100,100,-96,100,-97,-73,-80,100,100,100,100,100,-96,100
45,2022-07-22-20:48:51,100,-71,-77,100,-83,100,-93,-97,-60,-97,100,100,100,-78,100,-96,-66,-80,100,100,100,-92,100,-83,-90
46,2022-07-22-20:48:56,100,-71,-77,100,-82,100,100,100,-60,100,100,100,100,-77,100,100,-66,100,100,100,100,-92,100,-84,-89
47,2022-07-22-20:49:01,100,-72,-77,100,-73,100,-93,-97,-63,-97,100,100,100,-80,100,-94,-73,-89,100,100,100,-91,100,-89,100
48,2022-07-22-20:49:06,100,-73,-77,100,-82,100,100,-100,-61,100,100,100,100,-97,100,100,-66,-79,100,100,100,-91,100,-97,-89
49,2022-07-22-20:49:11,100,-79,-76,100,-73,100,100,-92,-63,100,100,100,100,-80,100,100,-73,-88,100,100,100,-91,100,-90,100
50,2022-07-22-20:49:16,100,100,-76,100,-73,100,100,-97,-63,100,100,100,100,-80,100,100,-73,-89,100,100,100,-92,100,-88,100
51,2022-07-22-20:49:21,100,-73,-76,100,-82,100,-97,-92,-60,100,100,100,100,-98,100,100,-83,-80,100,100,100,100,100,100,100
52,2022-07-22-20:49:26,100,-79,-76,100,-73,100,-93,-96,-60,100,100,100,100,-80,100,-95,-66,-88,100,100,100,-91,100,-83,-90
53,2022-07-22-20:49:31,100,-73,-76,100,-82,100,100,-92,-60,100,100,100,100,-78,100,100,-83,-80,100,100,100,100,100,-96,-90
54,2022-07-22-20:49:36,100,-74,-76,100,-82,100,-98,-93,-60,100,100,100,100,-95,100,100,-82,-80,100,100,100,100,100,-96,100
55,2022-07-22-20:49:41,100,-72,-77,100,-82,100,100,100,-60,100,100,100,100,-78,100,100,-66,-80,100,100,100,100,100,-83,-90
56,2022-07-22-20:49:46,100,-73,-76,100,-82,100,-96,-92,-61,100,100,100,100,-100,100,100,-83,-80,100,100,100,100,100,-96,100
57,2022-07-22-20:49:51,100,-71,-77,100,-82,100,-92,-96,-60,100,100,100,100,-80,100,-97,-66,-90,100,100,100,-92,100,-84,-90
58,2022-07-22-20:49:56,100,-71,-77,100,-82,100,100,-94,-60,100,100,100,100,-77,100,100,-66,-80,100,100,100,-92,100,-84,-90
59,2022-07-22-20:50:01,100,-79,-76,100,-73,100,100,100,-64,-97,100,100,100,-80,100,100,-73,-89,100,100,100,-92,100,-89,100
