index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-17-21:11:14,100,100,100,-91,-87,100,-89,-92,100,-79,-76,-96,100,100,-97,-85,100,-95,-91,-85,-78,100,-83,-71,100,100
1,2022-07-17-21:11:19,100,100,100,-81,-87,100,-91,100,100,-69,-67,-87,100,100,100,-82,100,-86,-88,-80,-71,100,-77,-66,100,100
2,2022-07-17-21:11:24,100,100,100,-72,100,100,-95,-95,100,-82,-75,-92,100,100,-91,-87,100,-87,-90,-84,-77,100,-82,-72,100,100
3,2022-07-17-21:11:29,100,100,100,-74,-86,100,-88,-98,100,-69,-68,-88,100,100,100,-80,100,-86,-87,-80,-71,100,-77,-65,100,100
4,2022-07-17-21:11:34,100,100,100,-72,-86,100,-90,100,100,-69,-68,-89,100,100,100,-83,100,-87,-88,-80,-71,100,-77,-64,100,100
5,2022-07-17-21:11:39,100,100,100,-68,-85,100,-87,-98,100,-71,-62,-86,100,100,100,-80,100,-80,100,-78,-73,100,-76,-64,100,100
6,2022-07-17-21:11:44,100,100,100,-72,-85,100,-89,-96,100,-69,-68,-88,100,100,100,-82,100,-86,-88,-80,-71,100,-77,-65,100,100
7,2022-07-17-21:11:49,100,100,100,-72,100,100,-93,-93,100,-85,-77,-93,100,100,-91,-88,100,-81,-92,-84,-77,100,-81,-64,100,100
8,2022-07-17-21:11:54,100,100,100,-67,-86,100,-87,100,100,-71,-63,-86,100,100,100,-80,100,-82,-85,-79,-74,100,-76,-63,100,100
9,2022-07-17-21:11:59,100,100,100,-82,100,100,-94,-93,100,-87,-76,-91,100,100,-92,-87,100,-88,-90,-81,-77,100,-82,-72,100,100
