index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-74.94
32,2022-07-23-17:56:19,-77,-89,100,100,100,-78,100,100,100,100,100,-77,-75,100,100,-91,100,100,100,100,100,100,100,100,-73,,
33,2022-07-23-17:56:24,-66,-80,100,100,-86,-78,100,100,100,100,100,-77,-66,100,100,100,100,100,100,100,100,100,100,-93,-86,,
34,2022-07-23-17:56:29,-77,-89,100,100,-84,-82,100,100,100,100,100,-77,-75,100,100,100,100,100,100,100,100,100,100,-93,-73,,
35,2022-07-23-17:56:34,-77,-80,100,100,-82,-82,100,100,100,100,100,-77,-67,100,100,-92,100,100,100,100,100,100,100,-93,-86,,
36,2022-07-23-17:56:39,-76,-80,100,100,-82,-78,100,100,100,100,100,-78,-67,100,100,-87,100,100,100,100,100,100,100,-84,-73,,
37,2022-07-23-17:56:44,-77,-89,100,100,-82,-82,100,100,100,100,100,-78,-67,100,100,100,100,100,100,100,100,100,100,-84,-73,,
38,2022-07-23-17:56:49,-76,-89,100,100,-84,-74,100,100,100,100,100,-77,-75,100,100,-87,100,100,100,100,100,100,100,-93,-73,,
39,2022-07-23-17:56:54,-79,-89,100,100,-82,-82,100,100,100,100,100,-77,-75,100,100,-87,100,100,100,100,100,100,100,-84,-73,,
40,2022-07-23-17:56:59,-78,-80,100,100,-84,-74,100,100,100,100,100,-70,-75,100,100,100,100,100,100,100,100,100,100,-84,-86,,
41,2022-07-23-17:57:04,-66,-80,100,100,-82,-78,100,100,100,100,100,-77,-66,-98,100,-92,100,100,100,100,100,100,100,-84,-73,,
42,2022-07-23-17:57:09,-77,-80,100,100,-86,-82,100,100,100,100,100,-70,-75,-97,100,100,100,100,100,100,100,100,100,-93,-86,,
43,2022-07-23-17:57:14,-79,-79,100,100,-86,-82,100,100,100,100,100,-77,-67,-98,100,100,100,100,100,100,100,100,100,-93,-73,,
44,2022-07-23-17:57:19,-79,-81,100,100,-82,-82,100,100,100,100,100,-70,-66,100,100,-87,100,100,100,100,100,100,100,-84,-86,,
45,2022-07-23-17:57:24,-78,-89,100,100,-86,-82,100,100,100,100,100,-70,-67,100,100,-87,100,100,100,100,100,100,100,-84,-86,,
46,2022-07-23-17:57:29,-78,-80,100,100,-82,-78,100,100,100,100,100,-70,-67,-96,100,-92,100,100,100,100,100,100,100,100,-73,,
47,2022-07-23-17:57:34,-78,-81,100,100,-82,-78,100,100,100,100,100,-77,-67,100,100,-90,100,100,100,100,100,100,100,-93,-88,,
48,2022-07-23-17:57:39,-66,-78,100,100,-81,-81,100,100,100,100,100,-78,-67,100,100,-89,100,100,100,100,100,100,100,-90,-72,,
49,2022-07-23-17:57:44,-76,-80,100,100,-81,-81,100,100,100,100,100,-77,-67,-98,100,100,100,100,100,100,100,100,100,-89,-72,,
50,2022-07-23-17:57:49,-76,-90,100,100,-86,-74,100,100,100,100,100,-70,-67,-95,100,-87,100,100,100,100,100,100,100,-84,-86,,
51,2022-07-23-17:57:54,-66,100,100,100,-86,-82,100,100,100,100,100,-70,-66,100,100,-86,100,100,100,100,100,100,100,-84,-86,,
52,2022-07-23-17:57:59,-78,-89,100,100,-82,-82,100,100,100,100,100,-70,-67,-97,100,-87,100,100,100,100,100,100,100,-84,-73,,
53,2022-07-23-17:58:04,-66,-80,100,100,-82,-82,100,100,100,100,100,-77,-66,-97,100,-87,100,100,100,100,100,100,100,-93,-86,,
54,2022-07-23-17:58:09,-66,-80,100,100,-86,-82,100,100,100,100,100,-70,-66,100,100,100,100,100,100,100,100,100,100,-84,-73,,
55,2022-07-23-17:58:14,-78,-80,100,100,-84,-74,100,100,100,100,100,-70,-66,100,100,-87,100,100,100,100,100,100,100,100,-73,,
56,2022-07-23-17:58:19,-79,-89,100,100,-82,-78,100,100,100,100,100,-70,-66,100,100,100,100,100,100,100,100,100,100,-93,-74,,
57,2022-07-23-17:58:24,-79,-80,100,100,-84,-74,100,100,100,100,100,-77,-67,100,100,-87,100,100,100,100,100,100,100,-84,-73,,
58,2022-07-23-17:58:29,-77,-80,100,100,-82,-74,100,100,100,100,100,-77,-67,100,100,-87,100,100,100,100,100,100,100,-84,-73,,
59,2022-07-23-17:58:34,-76,-80,100,100,-82,-82,100,100,100,100,100,-77,-66,-97,100,-87,100,100,100,100,100,100,100,-84,-85,,
