index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-15:49:03,100,-83,-66,-88,-77,100,-80,-75,-72,-90,-90,-92,100,100,-90,-95,-97,-87,-62,-92,-90,100,-89,-84,-96,-97
1,2022-07-19-15:49:08,100,-82,-70,-83,-83,100,-89,-84,-80,-87,-89,-83,100,100,-76,-92,100,-63,-73,-84,-97,100,100,100,-90,100
2,2022-07-19-15:49:13,100,-76,-68,-84,-75,100,-82,-82,-71,-81,100,-90,100,100,-89,-91,100,-63,-70,-92,-86,100,-92,-87,-89,100
3,2022-07-19-15:49:18,100,-74,-75,-87,100,100,-80,100,100,-84,-94,100,100,100,-83,100,100,-61,-66,100,-88,100,100,-83,-92,100
4,2022-07-19-15:49:23,100,-82,-68,-83,-74,100,-80,-85,-70,-81,-91,-93,100,100,-91,-94,100,-62,-68,-86,-87,100,100,-93,-89,100
5,2022-07-19-15:49:28,100,-80,-73,-84,-72,100,-77,-74,-73,-83,-88,-82,100,100,-77,100,100,-62,-65,100,-88,100,-90,-85,-89,100
6,2022-07-19-15:49:33,100,-81,-72,-83,-83,100,-80,-84,-84,-86,-87,-94,100,100,-79,-94,100,-64,-68,-86,-96,100,-91,-94,-91,100
7,2022-07-19-15:49:38,100,-82,-72,100,-82,100,-81,-85,-86,-87,100,-94,100,100,-78,-92,100,-64,-67,-86,-98,100,-90,100,100,100
8,2022-07-19-15:49:43,100,-80,-72,-84,-72,100,-76,-74,-86,-88,-88,-92,100,100,-78,100,100,-65,-66,100,100,100,100,-89,-91,100
9,2022-07-19-15:49:48,100,-76,-68,-83,-84,100,-81,-85,-71,-81,-93,-90,100,100,-78,-94,100,-62,-62,-86,-88,100,-91,-85,-89,100
10,2022-07-19-15:49:53,100,-80,-71,-84,-72,100,-74,-74,-75,-83,-88,-82,100,100,-77,-92,100,-62,-66,100,-88,100,-91,-88,-91,100
11,2022-07-19-15:49:58,100,-80,-72,-84,-72,100,-74,-74,-74,-82,-88,-82,100,100,-77,100,100,-62,-66,-90,-94,100,100,100,-91,100
12,2022-07-19-15:50:03,100,-76,-68,-83,-74,100,-77,-84,-71,-81,-92,-90,100,100,-90,-94,100,-62,-63,100,-88,100,100,-85,-88,100
13,2022-07-19-15:50:08,100,-80,-72,-83,-72,100,-75,-84,-85,-87,-89,-82,100,100,-78,100,100,-64,-68,-86,-96,100,-90,-94,-90,100
14,2022-07-19-15:50:13,100,-76,-67,-83,-74,100,-80,-85,-70,-81,100,-88,100,100,-91,-95,100,-62,-68,-86,-88,100,-90,-85,-90,100
15,2022-07-19-15:50:18,100,-76,-68,-83,-73,100,-77,-86,-70,-81,-91,-89,100,100,-90,-93,100,-62,-62,100,-87,100,100,-86,-89,100
16,2022-07-19-15:50:23,100,-82,-74,-82,-83,100,-80,-86,-84,-87,100,-93,100,100,-79,-93,100,-65,-68,-85,-95,100,100,-93,-91,100
17,2022-07-19-15:50:28,100,-76,-68,-85,-74,100,-77,-75,-71,-81,-92,-90,100,100,-93,100,100,-62,-63,-85,-88,100,-91,-85,-89,100
18,2022-07-19-15:50:33,100,-88,-72,-81,-82,100,-77,-83,-82,-86,-89,-84,100,100,-76,-93,100,-62,-67,-84,-90,100,-91,-88,-86,100
19,2022-07-19-15:50:38,100,-84,-73,-84,-87,100,-82,-83,-81,-91,100,-92,100,100,-83,100,100,-65,-68,-93,-92,100,-91,100,100,100
20,2022-07-19-15:50:43,100,-78,-72,-90,-76,100,-76,-74,-72,-83,-96,-82,100,100,-78,-94,100,-63,-66,100,100,100,100,100,-90,100
21,2022-07-19-15:50:48,100,-78,-72,-87,-84,100,-82,-84,-78,-91,100,-96,100,100,-78,-97,100,-66,-67,-88,-92,100,100,100,-90,100
22,2022-07-19-15:50:53,100,-81,-66,-91,-78,100,-76,-88,-71,-83,100,100,100,100,-79,-92,100,-61,-65,-93,-92,100,100,100,-89,100
23,2022-07-19-15:50:58,100,-82,-72,-91,-76,100,-76,-74,-74,-86,-96,-82,100,100,-79,-89,100,-61,-65,100,-96,100,100,100,-91,100
24,2022-07-19-15:51:03,100,-74,-66,-88,-71,100,-82,-84,-70,-80,-92,-84,100,100,-90,100,100,-68,-61,100,-85,100,-91,100,-86,100
25,2022-07-19-15:51:08,100,-79,-72,-83,-71,100,-74,-74,-73,-82,100,-82,100,100,-76,-92,100,-62,-66,100,-87,100,-92,100,-90,100
26,2022-07-19-15:51:13,100,-83,-73,-83,-83,100,-80,-84,-82,-86,100,-93,100,100,-85,-93,100,-64,-68,-86,-95,100,-89,-93,-88,100
27,2022-07-19-15:51:18,100,-75,-66,-83,-73,100,-77,-88,-70,-81,-92,100,100,100,-86,-94,100,-61,-64,100,-88,100,-89,-85,-89,100
28,2022-07-19-15:51:23,100,100,-73,-83,-82,100,-80,-84,-83,-87,100,-92,100,100,-77,-93,100,-64,-67,-86,100,100,-89,100,-89,100
29,2022-07-19-15:51:28,100,-82,-65,-84,-73,100,-76,-84,-70,-80,-94,-93,100,100,-86,-94,100,-62,-64,-86,-88,100,-89,-86,-89,100
30,2022-07-19-15:51:33,100,-79,-76,-85,-72,100,-74,-76,-73,-82,-89,-83,100,100,-75,100,100,-62,-63,100,-94,100,-90,-85,-89,100
31,2022-07-19-15:51:38,100,-83,-72,-84,-82,100,-82,-83,-82,-88,100,-91,100,100,-77,-95,100,-64,-68,-85,-94,100,-90,-96,-88,100
32,2022-07-19-15:51:43,100,-79,-76,100,-72,100,-75,-75,-73,100,100,-83,100,100,-75,100,100,-62,-64,100,-94,100,100,100,-90,100
33,2022-07-19-15:51:48,100,-82,-73,-83,-82,100,-83,-91,-82,-87,100,-92,100,100,-77,-94,100,-64,-68,-86,-99,100,-90,-90,-89,100
34,2022-07-19-15:51:53,100,-76,-66,-84,-73,100,-77,-81,-70,-80,100,-88,100,100,-85,-93,100,-62,-65,-86,-87,100,-90,-87,-89,100
35,2022-07-19-15:51:58,100,-79,-75,-87,-72,100,-76,-75,-73,-84,-90,-82,100,100,-75,-94,100,-62,-64,100,-94,100,-84,100,-90,100
