index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-18:11:09,-93,-89,-65,-93,-96,-85,-77,-64,-78,-90,-90,-94,-94,-88,-94,-93,-85,-92,-66,-85,-98,100,-86,-87,-83,-87
1,2022-07-19-18:11:14,100,-82,-76,100,-88,100,-73,-60,-75,-91,100,-88,100,100,-85,-92,100,-70,-60,-87,-90,100,100,100,100,100
2,2022-07-19-18:11:19,100,-79,-65,-92,-89,100,-82,-62,-73,100,100,-84,100,100,-80,100,100,-70,-58,100,-89,100,100,-89,100,100
3,2022-07-19-18:11:24,100,-97,-74,-93,-89,100,-90,-66,-83,-95,100,-93,100,100,-86,-89,100,-74,-61,100,-94,100,100,100,100,100
4,2022-07-19-18:11:29,100,-80,-63,-87,-86,100,-73,-58,-72,100,-97,-90,100,100,-78,-88,100,-74,-57,-87,-90,100,100,-91,100,100
5,2022-07-19-18:11:34,100,-77,-74,-94,-83,100,-88,-58,-83,-88,100,-89,100,100,-83,-88,100,-71,-61,100,100,100,100,100,-97,100
6,2022-07-19-18:11:39,100,100,-74,-93,-92,100,-87,-65,-83,-96,100,-89,100,100,-83,-90,100,-76,-61,-92,-94,100,100,100,100,100
7,2022-07-19-18:11:44,100,-76,-63,-89,-84,100,-75,-58,-81,-88,100,-93,100,100,-80,-89,100,-71,-60,100,100,100,100,100,100,100
8,2022-07-19-18:11:49,100,100,-74,-93,-91,100,-88,-66,-83,-89,100,-88,100,100,-83,-89,100,-76,-61,-91,-93,100,100,100,-100,100
9,2022-07-19-18:11:54,100,-78,-63,-91,-83,100,-73,-58,-73,100,100,-88,100,100,-79,-90,100,-70,-57,100,-90,100,-94,100,100,100
10,2022-07-19-18:11:59,100,-77,-63,-89,-82,100,-75,-58,-79,-88,100,-90,100,100,-80,-89,100,-74,-60,100,100,100,100,100,-97,100
11,2022-07-19-18:12:04,100,-80,-64,-89,-87,100,-73,-58,-74,100,100,-87,100,100,100,-90,100,-68,-57,100,-92,100,100,100,100,100
12,2022-07-19-18:12:09,100,-77,-63,-90,-83,100,-75,-58,-80,-88,100,-95,100,100,-79,-90,100,-71,-60,100,100,100,100,100,-98,100
13,2022-07-19-18:12:14,100,100,-74,-93,-92,100,-89,-66,-81,100,100,-89,100,100,-83,-88,100,-69,-61,-92,-92,100,100,100,100,100
14,2022-07-19-18:12:19,100,-79,-64,-90,-88,100,-73,-58,-72,-95,100,-89,100,100,-78,-90,100,-69,-57,-88,-91,100,-96,100,100,100
15,2022-07-19-18:12:24,100,100,-74,-92,-93,100,-89,-66,-81,-97,100,-90,100,100,-84,-90,100,100,-60,-91,-92,100,100,100,100,100
16,2022-07-19-18:12:29,100,-78,-64,-91,-87,100,-73,-58,-73,-96,100,-89,100,100,-79,-91,100,-70,-57,-89,-91,100,-97,-98,100,100
17,2022-07-19-18:12:34,100,-77,-63,-89,-84,100,-75,-58,-80,-90,-96,-94,100,100,-77,100,100,-73,-60,100,100,100,-94,100,100,100
18,2022-07-19-18:12:39,100,100,-75,-94,-92,100,-88,-66,-82,-96,100,-91,100,100,-84,-88,100,-79,-61,-94,-96,100,100,100,100,100
19,2022-07-19-18:12:44,100,-78,100,-92,-82,100,-75,-58,-79,-87,100,-92,100,100,-80,100,100,100,-60,100,100,100,100,100,100,100
20,2022-07-19-18:12:49,100,-98,-74,-90,-91,100,-89,-66,-81,-86,100,-87,100,100,-82,-88,100,-80,-61,-90,-93,100,100,100,100,100
21,2022-07-19-18:12:54,100,-80,-64,-91,-90,100,-73,-58,-73,100,-100,-89,100,100,-77,-90,100,-70,-57,-86,-90,100,100,-90,100,100
22,2022-07-19-18:12:59,100,-77,-63,-92,-82,100,-74,-60,-80,-87,100,-93,100,100,-79,-88,100,-71,-60,100,100,100,-92,100,100,100
23,2022-07-19-18:13:04,100,-80,-64,-90,-92,100,-74,-58,-74,100,100,-90,100,100,100,100,100,100,-57,-87,-89,100,100,100,100,100
24,2022-07-19-18:13:09,100,-78,-64,-90,100,100,-75,-58,-80,-87,100,-93,100,100,-77,-89,100,-72,-60,100,-101,100,100,-90,100,100
25,2022-07-19-18:13:14,100,-77,-74,-91,-92,100,-90,-65,-81,-87,100,-88,100,100,-82,-88,100,-80,-61,100,-93,100,100,100,100,100
26,2022-07-19-18:13:19,100,-79,-64,-88,-89,100,-74,-58,-73,-96,100,-89,100,100,-78,-90,100,-70,-57,-87,-90,100,-93,100,100,100
27,2022-07-19-18:13:24,100,100,-75,-92,100,100,100,-65,-82,100,100,-89,100,100,-82,-90,100,-70,-57,100,-94,100,100,100,100,100
28,2022-07-19-18:13:29,100,100,-64,-90,-91,100,-73,-58,-73,100,100,-87,100,100,-77,-89,100,-70,-57,-87,-92,100,-93,-90,100,100
29,2022-07-19-18:13:34,100,-77,-63,-89,-81,100,-75,-58,-80,-87,-98,-93,100,100,-79,-90,100,-71,-60,-87,-90,100,100,-90,100,100
30,2022-07-19-18:13:39,100,-98,-75,-91,-89,100,-89,-65,-82,-96,100,-87,100,100,-83,-88,100,-80,-61,100,-92,100,100,100,100,100
31,2022-07-19-18:13:44,100,100,-75,-90,100,100,100,-58,-82,100,100,100,100,100,100,100,100,-80,-61,100,-93,100,100,100,100,100
32,2022-07-19-18:13:49,100,-77,-75,-89,-91,100,-75,-66,-80,-87,100,100,100,100,-82,-88,100,-80,-60,100,-93,100,-94,100,100,100
33,2022-07-19-18:13:54,100,-79,-64,-90,-88,100,-73,-58,-73,-101,100,-89,100,100,-77,-88,100,-70,-57,-90,-90,100,-93,100,100,100
34,2022-07-19-18:13:59,100,-78,-63,-88,-82,100,-73,100,-80,-85,100,100,100,100,-79,-88,100,-71,-60,100,100,100,-91,100,100,100
35,2022-07-19-18:14:04,100,-77,-63,-86,-81,100,-76,-60,100,100,100,100,100,100,-77,100,100,-71,-59,100,100,100,100,100,100,100
