index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-23-16:19:53,-88,-85,100,100,-90,-88,100,100,-96,100,100,-78,-79,100,100,-68,100,100,100,100,-84,100,100,-94,-68
1,2022-07-23-16:19:58,-80,-72,100,100,-82,-74,100,100,100,100,100,-79,-78,100,100,-55,100,100,100,100,100,100,100,-86,-74
2,2022-07-23-16:20:03,-80,-75,100,100,100,-76,100,100,100,100,100,-86,-70,-96,100,-61,100,100,100,100,100,100,100,-89,-59
3,2022-07-23-16:20:08,-86,-72,100,100,-77,-76,100,100,100,100,100,-82,-70,100,100,-56,100,100,100,100,100,100,100,-87,-59
4,2022-07-23-16:20:13,-86,-72,100,100,-77,-74,100,100,-96,100,100,100,-84,100,100,-55,100,100,100,100,100,100,100,-87,-66
5,2022-07-23-16:20:18,-82,-75,100,100,-80,-75,100,100,100,100,100,-89,-71,-98,100,-61,100,100,100,100,100,100,100,-84,-66
6,2022-07-23-16:20:23,-82,-76,100,100,100,-73,100,100,100,100,100,-82,-78,100,100,-55,100,100,100,100,100,100,100,-89,-65
7,2022-07-23-16:20:28,-84,-71,100,100,-77,-75,100,100,100,100,100,-88,-72,100,100,-62,100,100,100,100,100,100,100,-90,-66
8,2022-07-23-16:20:33,-81,-75,100,100,-81,-74,100,100,100,100,100,-82,-72,-97,100,-54,100,100,100,100,100,100,100,-86,-65
9,2022-07-23-16:20:38,-81,-71,100,100,-77,-73,100,100,100,100,100,-82,-72,100,100,-62,100,100,100,100,100,100,100,-89,-64
10,2022-07-23-16:20:43,-88,-75,100,100,100,-76,100,100,-96,100,100,-81,-72,-96,100,-56,100,100,100,100,100,100,100,-86,-59
11,2022-07-23-16:20:48,-88,-71,100,100,-94,-76,100,100,100,100,100,-81,-72,100,100,-56,100,100,100,100,100,100,100,-85,-65
