index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-56.68
34,2022-07-23-18:11:58,-59,-80,100,100,100,-79,100,100,100,100,100,-70,-77,100,100,-84,100,100,100,100,100,100,100,-89,-70,,
35,2022-07-23-18:12:03,-60,-80,100,100,-85,-81,100,100,100,100,100,-70,-75,-93,100,-84,100,100,100,100,100,100,100,-91,-79,,
36,2022-07-23-18:12:08,-54,-88,100,100,-85,-72,100,100,100,100,100,-70,-75,100,100,-84,100,100,100,100,100,100,100,-91,-70,,
37,2022-07-23-18:12:13,-57,-89,100,100,100,-79,100,100,100,100,100,-88,-75,100,100,-84,100,100,100,100,100,100,100,-91,-65,,
38,2022-07-23-18:12:18,-57,-89,100,100,-85,-72,100,100,100,100,100,-68,-74,-93,100,-84,100,100,100,100,100,100,100,-89,-65,,
39,2022-07-23-18:12:23,-60,-75,100,100,-85,-81,100,100,100,100,100,-88,-75,100,100,-84,100,100,100,100,100,100,100,-89,-70,,
40,2022-07-23-18:12:28,-54,-75,100,100,-85,-72,100,100,100,100,100,-88,-75,-93,100,-84,100,100,100,100,100,100,100,-89,-65,,
41,2022-07-23-18:12:33,-54,-89,100,100,100,-72,100,100,100,100,100,-69,-75,100,100,100,100,100,100,100,100,100,100,-89,-70,,
42,2022-07-23-18:12:38,-60,-85,100,100,-85,-79,100,100,100,100,100,-69,-77,-93,100,-91,100,100,100,100,100,100,100,-93,-71,,
43,2022-07-23-18:12:43,-54,-85,100,100,-86,-75,100,100,100,100,100,-89,-74,100,100,100,100,100,100,100,100,100,100,-90,-71,,
44,2022-07-23-18:12:48,-54,-90,100,100,100,-87,100,100,100,100,100,-69,-76,100,100,-90,100,100,100,100,100,100,100,-90,-70,,
45,2022-07-23-18:12:53,-57,-77,100,100,-93,-72,100,100,100,100,100,-69,-76,100,100,-87,100,100,100,100,100,100,100,-91,-79,,
46,2022-07-23-18:12:58,-54,-81,100,100,100,-87,100,100,100,100,100,-69,-78,100,100,-91,100,100,100,100,100,100,100,-88,-71,,
47,2022-07-23-18:13:03,-59,-76,100,100,100,-74,100,100,100,100,100,-69,-75,-96,100,-85,100,100,100,100,100,100,100,-91,-71,,
48,2022-07-23-18:13:08,-57,-77,100,100,-89,-86,100,100,100,100,100,-69,-74,100,100,-86,100,100,100,100,100,100,100,-89,-65,,
49,2022-07-23-18:13:13,-57,100,100,100,100,-77,100,100,100,100,100,-70,-76,100,100,-92,100,100,100,100,100,100,100,-91,-70,,
50,2022-07-23-18:13:18,-57,-82,100,100,-85,-78,100,100,100,100,100,-88,-75,100,100,-84,100,100,100,100,100,100,100,-90,-70,,
51,2022-07-23-18:13:23,-57,-89,100,100,-84,-79,100,100,100,100,100,-69,-77,100,100,-84,100,100,100,100,100,100,100,-89,-70,,
52,2022-07-23-18:13:28,-60,-89,100,100,100,-81,100,100,100,100,100,-88,-75,100,100,-91,100,100,100,100,100,100,100,-91,-70,,
53,2022-07-23-18:13:33,-57,100,100,100,-85,-79,100,100,100,100,100,-70,-75,100,100,-84,100,100,100,100,100,100,100,100,-65,,
54,2022-07-23-18:13:38,-60,-75,100,100,100,-81,100,100,100,100,100,-69,-75,100,100,-92,100,100,100,100,100,100,100,-89,-78,,
55,2022-07-23-18:13:43,-57,-75,100,100,-85,-81,100,100,100,100,100,-88,-75,100,100,-91,100,100,100,100,100,100,100,-90,-78,,
56,2022-07-23-18:13:48,-54,-80,100,100,-85,-79,100,100,100,100,100,-69,-75,100,100,-84,100,100,100,100,100,100,100,-89,-70,,
57,2022-07-23-18:13:53,-57,-88,100,100,100,-81,100,100,100,100,100,-70,-77,-97,100,-84,100,100,100,100,100,100,100,-89,-65,,
58,2022-07-23-18:13:58,-57,-75,100,100,-85,-81,100,100,100,100,100,-88,-77,-98,100,100,100,100,100,100,100,100,100,-90,-65,,
59,2022-07-23-18:14:03,-57,-75,100,100,100,-72,100,100,100,100,100,-88,-75,100,100,-84,100,100,100,100,100,100,100,-91,-78,,
