index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
41,2022-07-22-20:38:22,100,-80,-84,100,-77,100,-91,-88,-59,100,100,100,100,-72,100,100,-91,-77,100,100,100,100,100,100,100
42,2022-07-22-20:38:27,100,-80,-84,100,-73,100,-91,-93,-59,-95,100,100,100,-85,100,100,-78,-71,100,100,100,100,100,100,-96
43,2022-07-22-20:38:32,100,-85,-84,100,-72,100,100,-89,-58,-95,100,100,100,-72,100,100,-78,-77,100,100,100,100,100,-94,-97
44,2022-07-22-20:38:37,100,-85,-84,100,-73,100,-96,-93,-59,100,100,100,100,-72,100,100,-78,-77,100,100,100,100,100,100,-97
45,2022-07-22-20:38:42,100,-80,-84,100,-77,100,-91,-93,-53,-94,100,100,-98,-85,100,100,-78,-78,100,100,100,100,100,-94,-96
46,2022-07-22-20:38:47,100,-86,-77,100,-73,100,-91,-88,-59,100,100,100,100,-72,100,100,-90,-78,100,100,100,100,100,100,100
47,2022-07-22-20:38:52,100,-85,-77,100,-77,100,-92,-93,-59,100,100,100,100,-77,100,100,-91,-78,100,100,100,100,100,-93,100
48,2022-07-22-20:38:57,100,-85,-84,100,-73,100,-91,-93,-58,100,100,100,100,-72,100,100,-82,-77,100,100,100,100,100,-93,-96
49,2022-07-22-20:39:02,100,-80,-77,100,-71,100,-92,-93,-59,100,100,100,100,-71,100,-94,-91,-77,100,100,100,100,100,-94,-95
50,2022-07-22-20:39:07,100,-85,-72,100,-77,100,-91,-88,-53,100,100,100,100,-85,100,100,-91,-71,100,100,100,100,100,-94,-97
51,2022-07-22-20:39:12,100,-91,-72,100,-72,100,-91,-88,-53,-95,100,100,100,-85,100,100,-78,-78,100,100,100,100,100,-94,-96
52,2022-07-22-20:39:17,100,-90,-72,100,-77,100,-91,-93,-59,100,100,100,100,-77,100,100,-78,-78,100,100,100,100,100,100,100
53,2022-07-22-20:39:22,100,-86,-84,100,-77,100,-91,-88,-53,100,100,100,100,-72,100,100,-82,-78,100,100,100,100,100,-94,-96
54,2022-07-22-20:39:27,100,-80,-78,100,-73,100,-92,-88,-53,100,100,100,100,-72,100,100,-82,-77,100,100,100,100,100,100,-97
55,2022-07-22-20:39:32,100,-85,-72,100,-73,100,-92,-88,-53,100,-96,100,100,-72,100,100,-92,-78,100,100,100,100,100,100,100
56,2022-07-22-20:39:37,100,-80,-77,100,-73,100,-92,-88,-53,100,100,100,100,-85,100,100,-78,-77,100,100,100,100,100,-94,100
57,2022-07-22-20:39:42,100,-80,-78,100,-77,100,-91,-93,-53,100,100,100,100,-72,100,100,-78,-77,100,100,100,100,100,100,100
58,2022-07-22-20:39:47,100,-91,-84,100,-77,100,-92,-88,-53,-94,100,100,100,-72,100,100,-78,-77,100,100,100,100,100,-94,-97
59,2022-07-22-20:39:52,100,-91,-85,100,-84,100,-93,-89,-59,100,100,100,-99,-85,100,100,-79,-78,100,100,100,100,100,100,100
